record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,amount_percentile_flag,balance_usage_ratio
L01_000934,406,TRANSFER,1348723.33,C560085497,2880407.97,1531684.64,C996622860,27054717.54,28403440.87,0,0,L01_00934,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4682
L01_000935,133,TRANSFER,1149327.86,C1822507685,2313825.58,1164497.72,C1959785089,5926552.01,7075879.87,0,0,L01_00935,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4967
L01_000936,217,TRANSFER,1370247.8,C1940403254,4031715.86,2661468.06,C1203412745,2786480.2,4156728.0,0,0,L01_00936,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3399
L01_000937,403,TRANSFER,987990.05,C55292454,2141249.74,1153259.69,C2028704426,31846133.1,32834123.15,0,0,L01_00937,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4614
L01_000938,133,TRANSFER,2758941.88,C416142891,6162296.99,3403355.11,C335356822,631642.34,3390584.22,0,0,L01_00938,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4477
L01_000939,180,TRANSFER,1830818.13,C1321281896,3711937.64,1881119.51,C2082916642,25253.83,1856071.96,0,0,L01_00939,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4932
L01_000940,232,TRANSFER,1117027.21,C1210311654,3199526.4,2082499.19,C1830823146,1212195.19,2329222.4,0,0,L01_00940,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3491
L01_000941,345,TRANSFER,945849.31,C2131523606,2225993.19,1280143.88,C659030136,1113802.72,2059652.03,0,0,L01_00941,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4249
L01_000942,354,TRANSFER,1611207.37,C1572130269,4258843.02,2647635.65,C1078417368,75520.59,1686727.96,0,0,L01_00942,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3783
L01_000943,351,TRANSFER,988746.64,C524089131,2687126.71,1698380.07,C842276415,1263825.03,2252571.67,0,0,L01_00943,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.368
L01_000944,163,TRANSFER,1170320.42,C2064569596,2355590.0,1185269.58,C326403824,0.0,1170320.42,0,0,L01_00944,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4968
L01_000945,132,TRANSFER,1478651.97,C800010,3179902.42,1701250.45,C574909197,1655554.97,3134206.94,0,0,L01_00945,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.465
L01_000946,11,TRANSFER,1810895.2,C1139239771,5021083.0,3210187.8,C1062528404,197179.85,2008075.05,0,0,L01_00946,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3607
L01_000947,132,TRANSFER,2860427.33,C2143100768,5849239.3,2988811.97,C1739757894,3898417.16,6758844.49,0,0,L01_00947,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.489
L01_000948,322,TRANSFER,1597178.35,C1662742819,4297851.53,2700673.18,C101078721,3329732.43,4926910.78,0,0,L01_00948,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3716
L01_000949,307,TRANSFER,1252202.85,C2122579255,3645774.18,2393571.33,C1429380693,0.0,1252202.85,0,0,L01_00949,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3435
L01_000950,208,TRANSFER,2480691.3,C2037302730,6040025.78,3559334.48,C1510751560,2646268.42,5126959.72,0,0,L01_00950,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4107
L01_000951,350,TRANSFER,1007366.96,C419401626,2631686.68,1624319.72,C1619790241,0.0,1007366.96,0,0,L01_00951,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3828
L01_000952,298,TRANSFER,3313082.31,C366748490,8970653.96,5657571.65,C1567115408,0.0,3313082.31,0,0,L01_00952,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3693
L01_000953,309,TRANSFER,1339422.58,C938220878,3706931.65,2367509.07,C506998994,4319095.12,5658517.7,0,0,L01_00953,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3613
L01_000954,37,TRANSFER,1462410.17,C313888960,3060210.28,1597800.11,C641397376,175193.78,1637603.95,0,0,L01_00954,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4779
L01_000955,225,TRANSFER,1422132.12,C869348189,2242553.3,820421.18,C1657216118,0.0,1422132.12,0,0,L01_00955,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6342
L01_000956,307,TRANSFER,988700.33,C272194601,2079053.3,1090352.97,C1103909608,1820018.01,2808718.34,0,0,L01_00956,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4756
L01_000957,322,TRANSFER,1443187.31,C1953829945,3623315.63,2180128.32,C1942192478,1533456.06,2976643.37,0,0,L01_00957,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3983
L01_000958,139,TRANSFER,1159520.2,C1007648069,2522565.85,1363045.65,C356023140,33518488.23,34678008.43,0,0,L01_00958,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4597
L01_000959,503,TRANSFER,2397640.33,C1951932661,6290076.88,3892436.55,C61044123,7959012.77,10356653.1,0,0,L01_00959,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3812
L01_000960,402,TRANSFER,1376576.59,C946342114,2801985.37,1425408.78,C47245888,335125.67,1711702.26,0,0,L01_00960,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4913
L01_000961,258,TRANSFER,981505.89,C1972473329,2406766.5,1425260.61,C801899764,5897860.65,6879366.54,0,0,L01_00961,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4078
L01_000962,355,TRANSFER,1542944.19,C964859974,2745869.32,1202925.13,C940500752,7895832.34,9438776.53,0,0,L01_00962,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5619
L01_000963,156,TRANSFER,904009.22,C28451284,2372169.15,1468159.93,C1385920351,495495.24,1399504.46,0,0,L01_00963,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3811
L01_000964,350,TRANSFER,1887519.88,C1903229715,4376297.8,2488777.92,C1414994448,2136961.47,4024481.35,0,0,L01_00964,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4313
L01_000965,370,TRANSFER,4346879.47,C384775666,7850884.16,3504004.69,C709489256,0.0,4346879.47,0,0,L01_00965,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5537
L01_000966,323,TRANSFER,3973051.38,C84979547,7699244.21,3726192.83,C877353583,0.0,3973051.38,0,0,L01_00966,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.516
L01_000967,133,TRANSFER,969452.38,C1909370823,2542789.31,1573336.93,C555582807,95305.68,1064758.06,0,0,L01_00967,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3813
L01_000968,451,TRANSFER,910469.04,C242490429,2024793.79,1114324.75,C1099807338,950080.9,1860549.94,0,0,L01_00968,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4497
L01_000969,136,TRANSFER,1443477.8,C1730811201,2632971.58,1189493.78,C928119480,0.0,1443477.8,0,0,L01_00969,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5482
L01_000970,300,TRANSFER,1980803.3,C712731087,5845165.9,3864362.6,C1328129815,4646774.72,6627578.02,0,0,L01_00970,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3389
L01_000971,311,TRANSFER,1543451.19,C1112004271,3970817.63,2427366.44,C1748473786,8713761.42,10257212.61,0,0,L01_00971,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3887
L01_000972,35,TRANSFER,992607.58,C68111692,2914000.3,1921392.72,C1163056956,1421065.24,2413672.82,0,0,L01_00972,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3406
L01_000973,323,TRANSFER,1126796.17,C959444214,2412084.75,1285288.58,C822661667,1288934.85,2415731.02,0,0,L01_00973,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4671
L01_000974,18,TRANSFER,1043579.36,C1261355561,2309076.4,1265497.04,C1240730624,1494526.3,2538105.66,0,0,L01_00974,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4519
L01_000975,156,TRANSFER,1406636.02,C1007744946,4004598.26,2597962.24,C1802096537,983712.95,2390348.97,0,0,L01_00975,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3513
L01_000976,381,TRANSFER,946344.33,C1760198409,2164832.69,1218488.36,C152727562,1225468.88,2171813.21,0,0,L01_00976,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4371
L01_000977,328,TRANSFER,1227326.34,C685585339,3143082.57,1915756.23,C2066602083,13322440.79,14549767.13,0,0,L01_00977,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3905
L01_000978,301,TRANSFER,1436097.24,C349863103,2697363.02,1261265.78,C16315037,2324911.33,3761008.57,0,0,L01_00978,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5324
L01_000979,325,TRANSFER,1822888.89,C92335682,3955832.41,2132943.52,C2070453437,11752253.99,13575142.88,0,0,L01_00979,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4608
L01_000980,469,TRANSFER,1223242.99,C1730332016,2061378.26,838135.27,C63369463,9067557.09,10290800.08,0,0,L01_00980,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5934
L01_000981,348,TRANSFER,1099155.07,C1062300331,1988338.61,889183.54,C584424972,448719.67,1547874.74,0,0,L01_00981,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5528
L01_000982,301,TRANSFER,1567641.18,C2118051597,2353680.17,786038.99,C823634112,1444986.37,3012627.55,0,0,L01_00982,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.666
L01_000983,524,TRANSFER,1010623.9,C2060693659,1575459.15,564835.25,C1065730392,1272133.87,2282757.77,0,0,L01_00983,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6415
L01_000984,138,TRANSFER,1083630.58,C264866745,3213967.82,2130337.24,C984841070,3919207.18,5002837.76,0,0,L01_00984,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3372
L01_000985,155,TRANSFER,1599039.35,C2001437730,2979858.67,1380819.32,C1523675923,2429839.38,4028878.73,0,0,L01_00985,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5366
L01_000986,402,TRANSFER,1510437.7,C1531564781,3768490.8,2258053.1,C912020639,0.0,1510437.7,0,0,L01_00986,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4008
L01_000987,12,TRANSFER,1628821.22,C1054561813,4493346.92,2864525.7,C460237564,2557.0,1631378.22,0,0,L01_00987,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3625
L01_000988,258,TRANSFER,1008364.86,C2037347755,2345447.28,1337082.42,C1365911613,108873.82,1117238.68,0,0,L01_00988,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4299
L01_000989,15,TRANSFER,1509807.39,C1405929509,2611539.13,1101731.74,C346020085,12954065.07,14463872.46,0,0,L01_00989,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5781
L01_000990,251,TRANSFER,1147171.1,C1064577348,2973667.85,1826496.75,C1559181306,995587.12,2142758.22,0,0,L01_00990,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3858
L01_000991,300,TRANSFER,1816740.2,C1256084534,4360861.6,2544121.4,C1512980870,2413722.51,4230462.71,0,0,L01_00991,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4166
L01_000992,96,TRANSFER,1306719.03,C2035771263,3393387.14,2086668.11,C1728049474,6116874.07,7423593.1,0,0,L01_00992,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3851
L01_000993,373,TRANSFER,1073946.25,C51984093,2850919.12,1776972.87,C90310446,5910012.56,6983958.81,0,0,L01_00993,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3767
L01_000994,351,TRANSFER,1892359.76,C1839159381,5607280.63,3714920.87,C1032695064,48064.24,1940424.0,0,0,L01_00994,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3375
L01_000995,587,TRANSFER,929102.55,C1039167457,2193002.48,1263899.93,C1422700292,947858.32,1876960.87,0,0,L01_00995,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4237
L01_000996,201,TRANSFER,999213.43,C1503758293,2010878.73,1011665.3,C2073791055,9262599.7,10261813.13,0,0,L01_00996,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4969
L01_000997,157,TRANSFER,1588811.82,C2085466395,3928649.96,2339838.14,C48691617,1149288.75,2738100.57,0,0,L01_00997,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4044
L01_000998,17,TRANSFER,1143901.75,C1930144075,1833286.8,689385.05,C1514060109,67230.0,1211131.75,0,0,L01_00998,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.624
L01_000999,165,TRANSFER,1570181.99,C155250796,4468888.65,2898706.66,C1106910584,4702433.63,6272615.62,0,0,L01_00999,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3514
L01_001000,283,TRANSFER,983250.6,C1945374880,1650948.08,667697.48,C690000258,1132041.72,2115292.32,0,0,L01_01000,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5956
L01_001001,332,TRANSFER,1918508.92,C871106160,3821217.49,1902708.57,C1344166393,5214482.9,7132991.82,0,0,L01_01001,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5021
L01_001002,190,TRANSFER,2569632.42,C406231473,6998697.29,4429064.87,C102797509,3993022.63,6562655.05,0,0,L01_01002,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3672
L01_001003,349,TRANSFER,1279013.34,C784597669,3064475.76,1785462.42,C416732275,3932891.99,5211905.33,0,0,L01_01003,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4174
L01_001004,13,TRANSFER,977501.8,C1547997928,2067577.43,1090075.63,C1874558205,1745537.59,2723039.39,0,0,L01_01004,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4728
L01_001005,297,TRANSFER,1692579.01,C37952665,3538257.34,1845678.33,C2027331330,3407232.92,5099811.93,0,0,L01_01005,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4784
L01_001006,180,TRANSFER,1080821.05,C269121688,2388780.41,1307959.36,C2064194076,426363.08,1507184.13,0,0,L01_01006,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4525
L01_001007,251,TRANSFER,1099612.99,C1119475893,3058926.61,1959313.62,C17646854,1675956.07,2775569.06,0,0,L01_01007,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3595
L01_001008,328,TRANSFER,10349195.65,C1440093568,20801951.34,10452755.69,C775203848,1562083.08,11911278.73,0,0,L01_01008,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4975
L01_001009,233,TRANSFER,1556572.55,C1763540979,4365368.07,2808795.52,C1760297741,0.0,1556572.55,0,0,L01_01009,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3566
L01_001010,393,TRANSFER,1996024.91,C603285475,3257915.14,1261890.23,C294718521,0.0,1996024.91,0,0,L01_01010,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6127
L01_001011,396,TRANSFER,1236743.06,C204533609,3296164.7,2059421.64,C2076807651,1001800.02,2238543.08,0,0,L01_01011,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3752
L01_001012,142,TRANSFER,1385888.75,C143342758,3840743.22,2454854.47,C1921651287,8091117.32,9477006.07,0,0,L01_01012,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3608
L01_001013,180,TRANSFER,1699339.36,C209077300,3012463.88,1313124.52,C50600809,0.0,1699339.36,0,0,L01_01013,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5641
L01_001014,376,TRANSFER,5835339.31,C2128392223,12519836.02,6684496.71,C535218988,71457.66,5906796.97,0,0,L01_01014,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4661
L01_001015,183,TRANSFER,1143284.6,C600398163,1998746.92,855462.32,C224853536,4969725.55,6113010.15,0,0,L01_01015,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.572
L01_001016,207,TRANSFER,2158457.21,C1255294959,5525447.98,3366990.77,C943502324,10635133.79,12793591.0,0,0,L01_01016,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3906
L01_001017,274,TRANSFER,964483.83,C1130458051,2221227.14,1256743.31,C593698803,3712093.36,4676577.19,0,0,L01_01017,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4342
L01_001018,371,TRANSFER,2750917.22,C1664103138,6747958.73,3997041.51,C290964293,685524.92,3436442.14,0,0,L01_01018,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4077
L01_001019,381,TRANSFER,1538715.43,C883542357,2761579.44,1222864.01,C559013365,1603163.13,3141878.56,0,0,L01_01019,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5572
L01_001020,303,TRANSFER,15562426.97,C707666204,28286559.73,12724132.76,C768945383,30034657.25,45597084.22,0,0,L01_01020,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5502
L01_001021,262,TRANSFER,1825039.59,C1438440053,2851160.78,1026121.19,C325534370,30290711.65,32115751.24,0,0,L01_01021,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6401
L01_001022,155,TRANSFER,1382892.23,C1149171602,2742415.38,1359523.15,C1555108713,278.0,1383170.23,0,0,L01_01022,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5043
L01_001023,40,TRANSFER,1877756.78,C852793377,4393231.67,2515474.89,C836250408,6008717.41,7886474.19,0,0,L01_01023,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4274
L01_001024,235,TRANSFER,1918950.81,C451981754,5347928.56,3428977.75,C251929240,241482.25,2160433.06,0,0,L01_01024,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3588
L01_001025,311,TRANSFER,2006236.57,C1624092770,5016376.21,3010139.64,C1202682605,9200500.5,11206737.07,0,0,L01_01025,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3999
L01_001026,349,TRANSFER,2421000.51,C283994872,5212642.85,2791642.34,C433181886,8723893.58,11144894.09,0,0,L01_01026,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4644
L01_001027,304,TRANSFER,10362042.65,C1443180487,30357470.89,19995428.24,C1616460822,245353.74,10607396.39,0,0,L01_01027,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3413
L01_001028,48,TRANSFER,1425940.85,C1464211314,3677312.94,2251372.09,C527483910,1819630.08,3245570.93,0,0,L01_01028,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3878
L01_001029,321,TRANSFER,1181498.8,C511102419,3420731.81,2239233.01,C497412825,45658820.65,46840319.45,0,0,L01_01029,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3454
L01_001030,348,TRANSFER,2134651.63,C1270371069,4891302.24,2756650.61,C1678691977,0.0,2134651.63,0,0,L01_01030,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4364
L01_001031,251,TRANSFER,904009.22,C217629490,1707091.61,803082.39,C805143215,3291928.96,4195938.18,0,0,L01_01031,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5296
L01_001032,212,TRANSFER,1009130.22,C1286269334,1593658.84,584528.62,C1168893045,102601.71,1111731.93,0,0,L01_01032,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.6332
L01_001033,203,TRANSFER,992490.05,C772774685,2569683.06,1577193.01,C689726436,8065498.09,9057988.14,0,0,L01_01033,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3862
L01_001034,10,TRANSFER,1701100.73,C568660626,2861174.02,1160073.29,C381698689,142081.73,1843182.46,0,0,L01_01034,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5945
L01_001035,691,TRANSFER,945134.51,C952195391,1846946.6,901812.09,C529922355,1765028.83,2710163.34,0,0,L01_01035,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5117
L01_001036,226,TRANSFER,996045.08,C1419550927,2289615.16,1293570.08,C1202251145,2433565.52,3429610.6,0,0,L01_01036,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.435
L01_001037,297,TRANSFER,1041024.1,C1017869857,2442893.06,1401868.96,C1925393251,1398930.86,2439954.96,0,0,L01_01037,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4261
L01_001038,546,TRANSFER,942560.28,C1834217055,2262969.22,1320408.94,C1480872147,2845513.0,3788073.28,0,0,L01_01038,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4165
L01_001039,328,TRANSFER,1672487.99,C2078382670,2925822.05,1253334.06,C1153305953,13469462.28,15141950.27,0,0,L01_01039,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5716
L01_001040,162,TRANSFER,2066088.53,C1579094950,4275989.44,2209900.91,C703797907,2264781.16,4330869.69,0,0,L01_01040,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4832
L01_001041,16,TRANSFER,1535251.48,C1563682227,3724199.75,2188948.27,C729780776,2569979.99,4105231.47,0,0,L01_01041,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4122
L01_001042,354,TRANSFER,1469420.38,C522160482,4341737.98,2872317.6,C1393128403,184454.83,1653875.21,0,0,L01_01042,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3384
L01_001043,184,TRANSFER,1800471.68,C1975275046,4665826.41,2865354.73,C595860337,8174145.1,9974616.78,0,0,L01_01043,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3859
L01_001044,399,TRANSFER,1912141.65,C1399335288,5514436.08,3602294.43,C559376339,215156.89,2127298.54,0,0,L01_01044,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3468
L01_001045,211,TRANSFER,1029727.15,C437722466,2721896.4,1692169.25,C430082300,2316008.32,3345735.47,0,0,L01_01045,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.3783
L01_001046,229,TRANSFER,1210671.93,C1659963185,2890570.58,1679898.65,C1290895292,1462178.69,2672850.62,0,0,L01_01046,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4188
L01_001047,299,TRANSFER,1175858.48,C899562882,2102476.18,926617.7,C1172359188,218183.37,1394041.85,0,0,L01_01047,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.5593
L01_001048,355,TRANSFER,2262930.49,C580370834,5657390.67,3394460.18,C1341880276,22008.56,2284939.05,0,0,L01_01048,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4
L01_001049,305,TRANSFER,10370098.87,C712329994,25251909.9,14881811.03,C1884161296,93477.75,10463576.62,0,0,L01_01049,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4107
L01_001050,310,TRANSFER,1884199.81,C1627183335,4529058.16,2644858.35,C1748865512,3487869.27,5372069.08,0,0,L01_01050,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.416
L01_001051,569,TRANSFER,1131949.11,C1726376909,2529542.68,1397593.57,C1624764395,1917710.92,3049660.03,0,0,L01_01051,LEGITIMATE_HIGH_VALUE,High-value transaction within observed legitimate transaction distribution,NONE,1,1,0.4475
