record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,dispersion_position,destinations_in_scenario,common_sender,balance_usage_ratio
S10_000972,500,TRANSFER,172487.83,C271075979,3568897.41,3396409.58,C_SYN_186963179,0.0,172487.83,1,0,S10_00195,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C271075979,0.0483
S10_000973,501,TRANSFER,177845.55,C271075979,3396409.58,3218564.03,C_SYN_446554506,0.0,177845.55,1,0,S10_00195,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C271075979,0.0524
S10_000974,501,TRANSFER,212902.34,C271075979,3218564.03,3005661.69,C_SYN_347857510,0.0,212902.34,1,0,S10_00195,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C271075979,0.0661
S10_000975,504,TRANSFER,224599.44,C271075979,3005661.69,2781062.25,C_SYN_292533315,0.0,224599.44,1,0,S10_00195,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C271075979,0.0747
S10_000976,288,TRANSFER,40033.54,C495902212,673438.84,633405.3,C_SYN_282627991,0.0,40033.54,1,0,S10_00196,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C495902212,0.0594
S10_000977,286,TRANSFER,33344.57,C495902212,633405.3,600060.73,C_SYN_618232825,0.0,33344.57,1,0,S10_00196,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C495902212,0.0526
S10_000978,286,TRANSFER,24470.42,C495902212,600060.73,575590.31,C_SYN_964628900,0.0,24470.42,1,0,S10_00196,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C495902212,0.0408
S10_000979,286,TRANSFER,41263.07,C495902212,575590.31,534327.24,C_SYN_723361876,0.0,41263.07,1,0,S10_00196,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C495902212,0.0717
S10_000980,287,TRANSFER,29248.11,C495902212,534327.24,505079.13,C_SYN_735587079,0.0,29248.11,1,0,S10_00196,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C495902212,0.0547
S10_000981,189,TRANSFER,20868.54,C1670009948,422376.08,401507.54,C_SYN_661147540,0.0,20868.54,1,0,S10_00197,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1670009948,0.0494
S10_000982,189,TRANSFER,16921.34,C1670009948,401507.54,384586.2,C_SYN_273988234,0.0,16921.34,1,0,S10_00197,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1670009948,0.0421
S10_000983,186,TRANSFER,18791.59,C1670009948,384586.2,365794.61,C_SYN_311838438,0.0,18791.59,1,0,S10_00197,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1670009948,0.0489
S10_000984,187,TRANSFER,24747.51,C1670009948,365794.61,341047.1,C_SYN_636101339,0.0,24747.51,1,0,S10_00197,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1670009948,0.0677
S10_000985,189,TRANSFER,24265.04,C1670009948,341047.1,316782.06,C_SYN_347995908,0.0,24265.04,1,0,S10_00197,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1670009948,0.0711
S10_000986,218,TRANSFER,675634.67,C1503758293,13713957.2,13038322.53,C_SYN_325260214,0.0,675634.67,1,0,S10_00198,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1503758293,0.0493
S10_000987,216,TRANSFER,708474.4,C1503758293,13038322.53,12329848.13,C_SYN_638287865,0.0,708474.4,1,0,S10_00198,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1503758293,0.0543
S10_000988,216,TRANSFER,638620.88,C1503758293,12329848.13,11691227.25,C_SYN_253689189,0.0,638620.88,1,0,S10_00198,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1503758293,0.0518
S10_000989,221,TRANSFER,723207.38,C1503758293,11691227.25,10968019.87,C_SYN_196396874,0.0,723207.38,1,0,S10_00198,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1503758293,0.0619
S10_000990,219,TRANSFER,682551.97,C1503758293,10968019.87,10285467.9,C_SYN_972836512,0.0,682551.97,1,0,S10_00198,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1503758293,0.0622
S10_000991,365,TRANSFER,24151.78,C121750328,430888.88,406737.1,C_SYN_538589102,0.0,24151.78,1,0,S10_00199,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C121750328,0.0561
S10_000992,369,TRANSFER,17330.45,C121750328,406737.1,389406.65,C_SYN_162396414,0.0,17330.45,1,0,S10_00199,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C121750328,0.0426
S10_000993,365,TRANSFER,23541.09,C121750328,389406.65,365865.56,C_SYN_492589038,0.0,23541.09,1,0,S10_00199,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C121750328,0.0605
S10_000994,367,TRANSFER,21239.33,C121750328,365865.56,344626.23,C_SYN_415804419,0.0,21239.33,1,0,S10_00199,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C121750328,0.0581
S10_000995,367,TRANSFER,21459.57,C121750328,344626.23,323166.66,C_SYN_343049350,0.0,21459.57,1,0,S10_00199,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C121750328,0.0623
S10_000996,118,TRANSFER,480310.44,C1271916080,9355090.84,8874780.4,C_SYN_232242244,0.0,480310.44,1,0,S10_00200,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1271916080,0.0513
S10_000997,116,TRANSFER,335163.25,C1271916080,8874780.4,8539617.15,C_SYN_144807180,0.0,335163.25,1,0,S10_00200,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1271916080,0.0378
S10_000998,115,TRANSFER,550458.47,C1271916080,8539617.15,7989158.68,C_SYN_643710701,0.0,550458.47,1,0,S10_00200,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1271916080,0.0645
S10_000999,118,TRANSFER,530948.6,C1271916080,7989158.68,7458210.08,C_SYN_857557534,0.0,530948.6,1,0,S10_00200,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1271916080,0.0665
S10_001000,115,TRANSFER,441891.95,C1271916080,7458210.08,7016318.13,C_SYN_182102991,0.0,441891.95,1,0,S10_00200,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1271916080,0.0592
S10_001001,164,TRANSFER,723207.38,C1958505580,14246562.0,13523354.62,C_SYN_223522711,0.0,723207.38,1,0,S10_00201,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1958505580,0.0508
S10_001002,168,TRANSFER,723207.38,C1958505580,13523354.62,12800147.24,C_SYN_222742045,0.0,723207.38,1,0,S10_00201,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1958505580,0.0535
S10_001003,163,TRANSFER,668810.98,C1958505580,12800147.24,12131336.26,C_SYN_990982456,0.0,668810.98,1,0,S10_00201,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1958505580,0.0523
S10_001004,167,TRANSFER,723207.38,C1958505580,12131336.26,11408128.88,C_SYN_286375901,0.0,723207.38,1,0,S10_00201,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1958505580,0.0596
S10_001005,167,TRANSFER,723207.38,C1958505580,11408128.88,10684921.5,C_SYN_138067502,0.0,723207.38,1,0,S10_00201,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1958505580,0.0634
S10_001006,204,TRANSFER,143607.31,C1416315429,2478841.32,2335234.01,C_SYN_114722791,0.0,143607.31,1,0,S10_00202,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1416315429,0.0579
S10_001007,201,TRANSFER,138234.04,C1416315429,2335234.01,2196999.97,C_SYN_903549831,0.0,138234.04,1,0,S10_00202,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1416315429,0.0592
S10_001008,206,TRANSFER,140113.6,C1416315429,2196999.97,2056886.37,C_SYN_181272708,0.0,140113.6,1,0,S10_00202,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1416315429,0.0638
S10_001009,206,TRANSFER,114450.85,C1416315429,2056886.37,1942435.52,C_SYN_408922555,0.0,114450.85,1,0,S10_00202,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1416315429,0.0556
S10_001010,203,TRANSFER,83304.53,C1416315429,1942435.52,1859130.99,C_SYN_780926335,0.0,83304.53,1,0,S10_00202,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1416315429,0.0429
S10_001011,689,TRANSFER,189912.03,C798129923,3755470.52,3565558.49,C_SYN_311013191,0.0,189912.03,1,0,S10_00203,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C798129923,0.0506
S10_001012,687,TRANSFER,218700.36,C798129923,3565558.49,3346858.13,C_SYN_576733186,0.0,218700.36,1,0,S10_00203,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C798129923,0.0613
S10_001013,686,TRANSFER,209061.22,C798129923,3346858.13,3137796.91,C_SYN_667321485,0.0,209061.22,1,0,S10_00203,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C798129923,0.0625
S10_001014,686,TRANSFER,120458.44,C798129923,3137796.91,3017338.47,C_SYN_350118331,0.0,120458.44,1,0,S10_00203,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C798129923,0.0384
S10_001015,690,TRANSFER,200735.58,C798129923,3017338.47,2816602.89,C_SYN_430887116,0.0,200735.58,1,0,S10_00203,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C798129923,0.0665
S10_001016,510,TRANSFER,146081.05,C325411804,2409378.6,2263297.55,C_SYN_723614273,0.0,146081.05,1,0,S10_00204,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C325411804,0.0606
S10_001017,513,TRANSFER,141383.79,C325411804,2263297.55,2121913.76,C_SYN_413110977,0.0,141383.79,1,0,S10_00204,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C325411804,0.0625
S10_001018,510,TRANSFER,90336.72,C325411804,2121913.76,2031577.04,C_SYN_756585740,0.0,90336.72,1,0,S10_00204,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C325411804,0.0426
S10_001019,512,TRANSFER,80121.66,C325411804,2031577.04,1951455.38,C_SYN_816634295,0.0,80121.66,1,0,S10_00204,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C325411804,0.0394
S10_001020,508,TRANSFER,144421.43,C325411804,1951455.38,1807033.95,C_SYN_294521198,0.0,144421.43,1,0,S10_00204,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C325411804,0.074
S10_001021,281,TRANSFER,84946.09,C280021335,2287135.28,2202189.19,C_SYN_244608012,0.0,84946.09,1,0,S10_00205,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C280021335,0.0371
S10_001022,286,TRANSFER,130097.84,C280021335,2202189.19,2072091.35,C_SYN_544499476,0.0,130097.84,1,0,S10_00205,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C280021335,0.0591
S10_001023,284,TRANSFER,109987.38,C280021335,2072091.35,1962103.97,C_SYN_563057972,0.0,109987.38,1,0,S10_00205,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C280021335,0.0531
S10_001024,284,TRANSFER,122910.76,C280021335,1962103.97,1839193.21,C_SYN_813486098,0.0,122910.76,1,0,S10_00205,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C280021335,0.0626
S10_001025,282,TRANSFER,123841.75,C280021335,1839193.21,1715351.46,C_SYN_734871096,0.0,123841.75,1,0,S10_00205,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C280021335,0.0673
S10_001026,34,TRANSFER,191006.15,C887548802,4242939.0,4051932.85,C_SYN_411534579,0.0,191006.15,1,0,S10_00206,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C887548802,0.045
S10_001027,31,TRANSFER,240840.85,C887548802,4051932.85,3811092.0,C_SYN_328466740,0.0,240840.85,1,0,S10_00206,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C887548802,0.0594
S10_001028,35,TRANSFER,176088.7,C887548802,3811092.0,3635003.3,C_SYN_331750039,0.0,176088.7,1,0,S10_00206,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C887548802,0.0462
S10_001029,31,TRANSFER,236468.36,C887548802,3635003.3,3398534.94,C_SYN_271670350,0.0,236468.36,1,0,S10_00206,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C887548802,0.0651
S10_001030,30,TRANSFER,216330.69,C887548802,3398534.94,3182204.25,C_SYN_325489941,0.0,216330.69,1,0,S10_00206,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C887548802,0.0637
S10_001031,159,TRANSFER,266679.0,C409020767,4489760.72,4223081.72,C_SYN_754753328,0.0,266679.0,1,0,S10_00207,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C409020767,0.0594
S10_001032,155,TRANSFER,265425.37,C409020767,4223081.72,3957656.35,C_SYN_390283086,0.0,265425.37,1,0,S10_00207,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C409020767,0.0629
S10_001033,159,TRANSFER,228105.38,C409020767,3957656.35,3729550.97,C_SYN_541300408,0.0,228105.38,1,0,S10_00207,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C409020767,0.0576
S10_001034,154,TRANSFER,193874.19,C409020767,3729550.97,3535676.78,C_SYN_100578526,0.0,193874.19,1,0,S10_00207,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C409020767,0.052
S10_001035,157,TRANSFER,168356.24,C409020767,3535676.78,3367320.54,C_SYN_911918576,0.0,168356.24,1,0,S10_00207,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C409020767,0.0476
S10_001036,677,TRANSFER,236180.81,C693130743,5543703.2,5307522.39,C_SYN_429486968,0.0,236180.81,1,0,S10_00208,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C693130743,0.0426
S10_001037,676,TRANSFER,342973.86,C693130743,5307522.39,4964548.53,C_SYN_573451072,0.0,342973.86,1,0,S10_00208,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C693130743,0.0646
S10_001038,674,TRANSFER,257844.98,C693130743,4964548.53,4706703.55,C_SYN_658044778,0.0,257844.98,1,0,S10_00208,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C693130743,0.0519
S10_001039,677,TRANSFER,247683.85,C693130743,4706703.55,4459019.7,C_SYN_187588498,0.0,247683.85,1,0,S10_00208,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C693130743,0.0526
S10_001040,674,TRANSFER,301242.3,C693130743,4459019.7,4157777.4,C_SYN_379105672,0.0,301242.3,1,0,S10_00208,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C693130743,0.0676
S10_001041,636,TRANSFER,436235.16,C690081595,7709092.44,7272857.28,C_SYN_281641686,0.0,436235.16,1,0,S10_00209,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C690081595,0.0566
S10_001042,636,TRANSFER,445918.15,C690081595,7272857.28,6826939.13,C_SYN_377579676,0.0,445918.15,1,0,S10_00209,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C690081595,0.0613
S10_001043,635,TRANSFER,307893.19,C690081595,6826939.13,6519045.94,C_SYN_691197088,0.0,307893.19,1,0,S10_00209,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C690081595,0.0451
S10_001044,635,TRANSFER,294043.13,C690081595,6519045.94,6225002.81,C_SYN_873828411,0.0,294043.13,1,0,S10_00209,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C690081595,0.0451
S10_001045,637,TRANSFER,443183.48,C690081595,6225002.81,5781819.33,C_SYN_669993178,0.0,443183.48,1,0,S10_00209,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C690081595,0.0712
S10_001046,104,TRANSFER,723207.38,C1769612965,14464147.6,13740940.22,C_SYN_552538900,0.0,723207.38,1,0,S10_00210,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1769612965,0.05
S10_001047,103,TRANSFER,723207.38,C1769612965,13740940.22,13017732.84,C_SYN_236682450,0.0,723207.38,1,0,S10_00210,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1769612965,0.0526
S10_001048,102,TRANSFER,723207.38,C1769612965,13017732.84,12294525.46,C_SYN_676984786,0.0,723207.38,1,0,S10_00210,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1769612965,0.0556
S10_001049,103,TRANSFER,723207.38,C1769612965,12294525.46,11571318.08,C_SYN_719116171,0.0,723207.38,1,0,S10_00210,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1769612965,0.0588
S10_001050,104,TRANSFER,723207.38,C1769612965,11571318.08,10848110.7,C_SYN_306957353,0.0,723207.38,1,0,S10_00210,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1769612965,0.0625
S10_001051,100,TRANSFER,645828.51,C536506480,11459326.76,10813498.25,C_SYN_175452392,0.0,645828.51,1,0,S10_00211,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C536506480,0.0564
S10_001052,102,TRANSFER,578467.47,C536506480,10813498.25,10235030.78,C_SYN_898962700,0.0,578467.47,1,0,S10_00211,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C536506480,0.0535
S10_001053,105,TRANSFER,603996.59,C536506480,10235030.78,9631034.19,C_SYN_815131089,0.0,603996.59,1,0,S10_00211,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C536506480,0.059
S10_001054,104,TRANSFER,424330.99,C536506480,9631034.19,9206703.2,C_SYN_323636196,0.0,424330.99,1,0,S10_00211,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C536506480,0.0441
S10_001055,104,TRANSFER,612208.13,C536506480,9206703.2,8594495.07,C_SYN_410010252,0.0,612208.13,1,0,S10_00211,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C536506480,0.0665
S10_001056,279,TRANSFER,107410.68,C2127205822,1817576.92,1710166.24,C_SYN_721629320,0.0,107410.68,1,0,S10_00212,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C2127205822,0.0591
S10_001057,278,TRANSFER,101705.68,C2127205822,1710166.24,1608460.56,C_SYN_686696407,0.0,101705.68,1,0,S10_00212,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C2127205822,0.0595
S10_001058,279,TRANSFER,104015.85,C2127205822,1608460.56,1504444.71,C_SYN_876561415,0.0,104015.85,1,0,S10_00212,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C2127205822,0.0647
S10_001059,277,TRANSFER,74151.62,C2127205822,1504444.71,1430293.09,C_SYN_751287814,0.0,74151.62,1,0,S10_00212,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C2127205822,0.0493
S10_001060,276,TRANSFER,67110.4,C2127205822,1430293.09,1363182.69,C_SYN_639981603,0.0,67110.4,1,0,S10_00212,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C2127205822,0.0469
S10_001061,654,TRANSFER,310147.05,C2111929623,6090509.96,5780362.91,C_SYN_816686860,0.0,310147.05,1,0,S10_00213,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C2111929623,0.0509
S10_001062,654,TRANSFER,339124.28,C2111929623,5780362.91,5441238.63,C_SYN_349503032,0.0,339124.28,1,0,S10_00213,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C2111929623,0.0587
S10_001063,651,TRANSFER,277056.85,C2111929623,5441238.63,5164181.78,C_SYN_414861616,0.0,277056.85,1,0,S10_00213,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C2111929623,0.0509
S10_001064,653,TRANSFER,204780.6,C2111929623,5164181.78,4959401.18,C_SYN_578941301,0.0,204780.6,1,0,S10_00213,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C2111929623,0.0397
S10_001065,652,TRANSFER,391518.71,C2111929623,4959401.18,4567882.47,C_SYN_237504821,0.0,391518.71,1,0,S10_00213,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C2111929623,0.0789
S10_001066,536,TRANSFER,444829.47,C1072478938,7907141.68,7462312.21,C_SYN_762669422,0.0,444829.47,1,0,S10_00214,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1072478938,0.0563
S10_001067,539,TRANSFER,506373.91,C1072478938,7462312.21,6955938.3,C_SYN_444640101,0.0,506373.91,1,0,S10_00214,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1072478938,0.0679
S10_001068,536,TRANSFER,360444.38,C1072478938,6955938.3,6595493.92,C_SYN_232876304,0.0,360444.38,1,0,S10_00214,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1072478938,0.0518
S10_001069,539,TRANSFER,338321.31,C1072478938,6595493.92,6257172.61,C_SYN_770297867,0.0,338321.31,1,0,S10_00214,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1072478938,0.0513
S10_001070,536,TRANSFER,326816.35,C1072478938,6257172.61,5930356.26,C_SYN_508587445,0.0,326816.35,1,0,S10_00214,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1072478938,0.0522
S10_001071,687,TRANSFER,723207.38,C916106695,14308349.44,13585142.06,C_SYN_664866651,0.0,723207.38,1,0,S10_00215,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C916106695,0.0505
S10_001072,686,TRANSFER,723207.38,C916106695,13585142.06,12861934.68,C_SYN_560117963,0.0,723207.38,1,0,S10_00215,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C916106695,0.0532
S10_001073,686,TRANSFER,715698.63,C916106695,12861934.68,12146236.05,C_SYN_639234074,0.0,715698.63,1,0,S10_00215,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C916106695,0.0556
S10_001074,683,TRANSFER,723207.38,C916106695,12146236.05,11423028.67,C_SYN_423649013,0.0,723207.38,1,0,S10_00215,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C916106695,0.0595
S10_001075,682,TRANSFER,691766.59,C916106695,11423028.67,10731262.08,C_SYN_172789684,0.0,691766.59,1,0,S10_00215,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C916106695,0.0606
S10_001076,487,TRANSFER,55888.07,C430907111,1147308.04,1091419.97,C_SYN_403437835,0.0,55888.07,1,0,S10_00216,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C430907111,0.0487
S10_001077,484,TRANSFER,66668.73,C430907111,1091419.97,1024751.24,C_SYN_105813775,0.0,66668.73,1,0,S10_00216,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C430907111,0.0611
S10_001078,484,TRANSFER,55836.86,C430907111,1024751.24,968914.38,C_SYN_392455119,0.0,55836.86,1,0,S10_00216,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C430907111,0.0545
S10_001079,488,TRANSFER,57973.05,C430907111,968914.38,910941.33,C_SYN_313891626,0.0,57973.05,1,0,S10_00216,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C430907111,0.0598
S10_001080,487,TRANSFER,50460.3,C430907111,910941.33,860481.03,C_SYN_800111220,0.0,50460.3,1,0,S10_00216,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C430907111,0.0554
S10_001081,218,TRANSFER,112443.53,C2074629272,2094544.92,1982101.39,C_SYN_382157250,0.0,112443.53,1,0,S10_00217,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C2074629272,0.0537
S10_001082,221,TRANSFER,88063.85,C2074629272,1982101.39,1894037.54,C_SYN_904784284,0.0,88063.85,1,0,S10_00217,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C2074629272,0.0444
S10_001083,221,TRANSFER,109762.41,C2074629272,1894037.54,1784275.13,C_SYN_543634913,0.0,109762.41,1,0,S10_00217,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C2074629272,0.058
S10_001084,218,TRANSFER,126281.73,C2074629272,1784275.13,1657993.4,C_SYN_356480379,0.0,126281.73,1,0,S10_00217,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C2074629272,0.0708
S10_001085,221,TRANSFER,87084.71,C2074629272,1657993.4,1570908.69,C_SYN_837197995,0.0,87084.71,1,0,S10_00217,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C2074629272,0.0525
S10_001086,509,TRANSFER,27821.43,C983917257,559576.0,531754.57,C_SYN_704744041,0.0,27821.43,1,0,S10_00218,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C983917257,0.0497
S10_001087,510,TRANSFER,34931.57,C983917257,531754.57,496823.0,C_SYN_727387832,0.0,34931.57,1,0,S10_00218,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C983917257,0.0657
S10_001088,510,TRANSFER,24469.87,C983917257,496823.0,472353.13,C_SYN_625762585,0.0,24469.87,1,0,S10_00218,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C983917257,0.0493
S10_001089,507,TRANSFER,28958.77,C983917257,472353.13,443394.36,C_SYN_517446936,0.0,28958.77,1,0,S10_00218,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C983917257,0.0613
