record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,chain_position,chain_role,chain_total_amount,cashout_ratio,chain_id
S06_000487,304,TRANSFER,2205430.44,C953024392,4334124.28,2128693.84,C_SYN_358309383,0.0,2205430.44,1,0,S06_00244,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4181783.05,0.8961,S06_00244
S06_000488,306,CASH_OUT,1976352.61,C_SYN_358309383,2205430.44,229077.83,CASH_OUT,0.0,0.0,1,0,S06_00244,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4181783.05,0.8961,S06_00244
S06_000489,409,TRANSFER,2288144.53,C27055325,3822294.96,1534150.43,C_SYN_784952169,0.0,2288144.53,1,0,S06_00245,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4349688.53,0.901,S06_00245
S06_000490,412,CASH_OUT,2061544.0,C_SYN_784952169,2288144.53,226600.53,CASH_OUT,0.0,0.0,1,0,S06_00245,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4349688.53,0.901,S06_00245
S06_000491,211,TRANSFER,1930065.25,C1827089538,3811659.89,1881594.64,C_SYN_669196061,0.0,1930065.25,1,0,S06_00246,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3756384.23,0.9462,S06_00246
S06_000492,214,CASH_OUT,1826318.98,C_SYN_669196061,1930065.25,103746.27,CASH_OUT,0.0,0.0,1,0,S06_00246,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3756384.23,0.9462,S06_00246
S06_000493,339,TRANSFER,2397699.06,C859700016,4180764.07,1783065.01,C_SYN_836837917,0.0,2397699.06,1,0,S06_00247,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4564547.56,0.9037,S06_00247
S06_000494,341,CASH_OUT,2166848.5,C_SYN_836837917,2397699.06,230850.56,CASH_OUT,0.0,0.0,1,0,S06_00247,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4564547.56,0.9037,S06_00247
S06_000495,494,TRANSFER,2417087.24,C1791421366,5622308.39,3205221.15,C_SYN_237559589,0.0,2417087.24,1,0,S06_00248,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4291641.6,0.7755,S06_00248
S06_000496,496,CASH_OUT,1874554.36,C_SYN_237559589,2417087.24,542532.88,CASH_OUT,0.0,0.0,1,0,S06_00248,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4291641.6,0.7755,S06_00248
S06_000497,208,TRANSFER,1932503.75,C99763770,3594720.58,1662216.83,C_SYN_476422740,0.0,1932503.75,1,0,S06_00249,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3483574.77,0.8026,S06_00249
S06_000498,211,CASH_OUT,1551071.02,C_SYN_476422740,1932503.75,381432.73,CASH_OUT,0.0,0.0,1,0,S06_00249,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3483574.77,0.8026,S06_00249
S06_000499,184,TRANSFER,1935071.61,C1569628087,3767976.36,1832904.75,C_SYN_532049347,0.0,1935071.61,1,0,S06_00250,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3540012.85,0.8294,S06_00250
S06_000500,187,CASH_OUT,1604941.24,C_SYN_532049347,1935071.61,330130.37,CASH_OUT,0.0,0.0,1,0,S06_00250,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3540012.85,0.8294,S06_00250
S06_000501,430,TRANSFER,2140246.65,C1512276822,5032629.39,2892382.74,C_SYN_995545833,0.0,2140246.65,1,0,S06_00251,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4170124.21,0.9484,S06_00251
S06_000502,432,CASH_OUT,2029877.56,C_SYN_995545833,2140246.65,110369.09,CASH_OUT,0.0,0.0,1,0,S06_00251,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4170124.21,0.9484,S06_00251
S06_000503,193,TRANSFER,2015558.99,C246880198,4772957.95,2757398.96,C_SYN_340197765,0.0,2015558.99,1,0,S06_00252,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3881150.04,0.9256,S06_00252
S06_000504,196,CASH_OUT,1865591.05,C_SYN_340197765,2015558.99,149967.94,CASH_OUT,0.0,0.0,1,0,S06_00252,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3881150.04,0.9256,S06_00252
S06_000505,333,TRANSFER,2039519.99,C534450561,4476646.62,2437126.63,C_SYN_512745169,0.0,2039519.99,1,0,S06_00253,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3639941.33,0.7847,S06_00253
S06_000506,335,CASH_OUT,1600421.34,C_SYN_512745169,2039519.99,439098.65,CASH_OUT,0.0,0.0,1,0,S06_00253,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3639941.33,0.7847,S06_00253
S06_000507,135,TRANSFER,2224057.39,C887138883,4033834.48,1809777.09,C_SYN_556859742,0.0,2224057.39,1,0,S06_00254,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4105322.79,0.8459,S06_00254
S06_000508,137,CASH_OUT,1881265.4,C_SYN_556859742,2224057.39,342791.99,CASH_OUT,0.0,0.0,1,0,S06_00254,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4105322.79,0.8459,S06_00254
S06_000509,41,TRANSFER,1795009.17,C1474779735,3408117.55,1613108.38,C_SYN_728671512,0.0,1795009.17,1,0,S06_00255,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3321688.19,0.8505,S06_00255
S06_000510,43,CASH_OUT,1526679.02,C_SYN_728671512,1795009.17,268330.15,CASH_OUT,0.0,0.0,1,0,S06_00255,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3321688.19,0.8505,S06_00255
S06_000511,303,TRANSFER,2150046.81,C202391824,3396999.56,1246952.75,C_SYN_214777099,0.0,2150046.81,1,0,S06_00256,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3862581.18,0.7965,S06_00256
S06_000512,305,CASH_OUT,1712534.37,C_SYN_214777099,2150046.81,437512.44,CASH_OUT,0.0,0.0,1,0,S06_00256,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3862581.18,0.7965,S06_00256
S06_000513,192,TRANSFER,2294431.71,C353149618,4863249.82,2568818.11,C_SYN_745108795,0.0,2294431.71,1,0,S06_00257,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4114392.46,0.7932,S06_00257
S06_000514,195,CASH_OUT,1819960.75,C_SYN_745108795,2294431.71,474470.96,CASH_OUT,0.0,0.0,1,0,S06_00257,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4114392.46,0.7932,S06_00257
S06_000515,47,TRANSFER,2444407.41,C520430415,3808787.13,1364379.72,C_SYN_118268849,0.0,2444407.41,1,0,S06_00258,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4502500.88,0.842,S06_00258
S06_000516,50,CASH_OUT,2058093.47,C_SYN_118268849,2444407.41,386313.94,CASH_OUT,0.0,0.0,1,0,S06_00258,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4502500.88,0.842,S06_00258
S06_000517,590,TRANSFER,1790535.82,C586313868,4087249.03,2296713.21,C_SYN_166088429,0.0,1790535.82,1,0,S06_00259,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3160163.16,0.7649,S06_00259
S06_000518,593,CASH_OUT,1369627.34,C_SYN_166088429,1790535.82,420908.48,CASH_OUT,0.0,0.0,1,0,S06_00259,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3160163.16,0.7649,S06_00259
S06_000519,310,TRANSFER,2270022.98,C339612453,3924630.48,1654607.5,C_SYN_594863718,0.0,2270022.98,1,0,S06_00260,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4260011.22,0.8766,S06_00260
S06_000520,311,CASH_OUT,1989988.24,C_SYN_594863718,2270022.98,280034.74,CASH_OUT,0.0,0.0,1,0,S06_00260,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4260011.22,0.8766,S06_00260
S06_000521,213,TRANSFER,2516487.24,C389240721,5768024.38,3251537.14,C_SYN_764854206,0.0,2516487.24,1,0,S06_00261,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4768399.8,0.8949,S06_00261
S06_000522,216,CASH_OUT,2251912.56,C_SYN_764854206,2516487.24,264574.68,CASH_OUT,0.0,0.0,1,0,S06_00261,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4768399.8,0.8949,S06_00261
S06_000523,360,TRANSFER,2494539.94,C1576677314,5660871.69,3166331.75,C_SYN_147378941,0.0,2494539.94,1,0,S06_00262,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4731450.97,0.8967,S06_00262
S06_000524,362,CASH_OUT,2236911.03,C_SYN_147378941,2494539.94,257628.91,CASH_OUT,0.0,0.0,1,0,S06_00262,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4731450.97,0.8967,S06_00262
S06_000525,163,TRANSFER,1628195.11,C906223054,3680192.84,2051997.73,C_SYN_688881721,0.0,1628195.11,1,0,S06_00263,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,2933946.76,0.802,S06_00263
S06_000526,166,CASH_OUT,1305751.65,C_SYN_688881721,1628195.11,322443.46,CASH_OUT,0.0,0.0,1,0,S06_00263,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,2933946.76,0.802,S06_00263
S06_000527,259,TRANSFER,1620616.22,C8575597,4012441.17,2391824.95,C_SYN_321350225,0.0,1620616.22,1,0,S06_00264,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,2914257.38,0.7982,S06_00264
S06_000528,260,CASH_OUT,1293641.16,C_SYN_321350225,1620616.22,326975.06,CASH_OUT,0.0,0.0,1,0,S06_00264,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,2914257.38,0.7982,S06_00264
S06_000529,24,TRANSFER,1725235.6,C1302713107,3371761.35,1646525.75,C_SYN_505260595,0.0,1725235.6,1,0,S06_00265,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3208234.14,0.8596,S06_00265
S06_000530,25,CASH_OUT,1482998.54,C_SYN_505260595,1725235.6,242237.06,CASH_OUT,0.0,0.0,1,0,S06_00265,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3208234.14,0.8596,S06_00265
S06_000531,572,TRANSFER,2534326.0,C1113141166,5453136.24,2918810.24,C_SYN_360644066,0.0,2534326.0,1,0,S06_00266,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4558481.01,0.7987,S06_00266
S06_000532,573,CASH_OUT,2024155.01,C_SYN_360644066,2534326.0,510170.99,CASH_OUT,0.0,0.0,1,0,S06_00266,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4558481.01,0.7987,S06_00266
S06_000533,135,TRANSFER,2797643.11,C854360738,4568956.87,1771313.76,C_SYN_538728895,0.0,2797643.11,1,0,S06_00267,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,5430909.13,0.9412,S06_00267
S06_000534,136,CASH_OUT,2633266.02,C_SYN_538728895,2797643.11,164377.09,CASH_OUT,0.0,0.0,1,0,S06_00267,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,5430909.13,0.9412,S06_00267
S06_000535,262,TRANSFER,2076627.15,C974355069,4861117.48,2784490.33,C_SYN_265039929,0.0,2076627.15,1,0,S06_00268,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3739868.7,0.8009,S06_00268
S06_000536,263,CASH_OUT,1663241.55,C_SYN_265039929,2076627.15,413385.6,CASH_OUT,0.0,0.0,1,0,S06_00268,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3739868.7,0.8009,S06_00268
S06_000537,41,TRANSFER,2314288.68,C35081582,4944870.46,2630581.78,C_SYN_589341006,0.0,2314288.68,1,0,S06_00269,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4464317.36,0.929,S06_00269
S06_000538,44,CASH_OUT,2150028.68,C_SYN_589341006,2314288.68,164260.0,CASH_OUT,0.0,0.0,1,0,S06_00269,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4464317.36,0.929,S06_00269
S06_000539,186,TRANSFER,1720902.82,C1951329938,3344184.14,1623281.32,C_SYN_305431815,0.0,1720902.82,1,0,S06_00270,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3351725.08,0.9477,S06_00270
S06_000540,187,CASH_OUT,1630822.26,C_SYN_305431815,1720902.82,90080.56,CASH_OUT,0.0,0.0,1,0,S06_00270,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3351725.08,0.9477,S06_00270
S06_000541,185,TRANSFER,1684882.2,C1816363673,2547724.65,862842.45,C_SYN_986916740,0.0,1684882.2,1,0,S06_00271,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,2972555.69,0.7643,S06_00271
S06_000542,186,CASH_OUT,1287673.49,C_SYN_986916740,1684882.2,397208.71,CASH_OUT,0.0,0.0,1,0,S06_00271,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,2972555.69,0.7643,S06_00271
S06_000543,191,TRANSFER,1925437.94,C1185719924,4379704.21,2454266.27,C_SYN_793081478,0.0,1925437.94,1,0,S06_00272,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3504182.77,0.8199,S06_00272
S06_000544,194,CASH_OUT,1578744.83,C_SYN_793081478,1925437.94,346693.11,CASH_OUT,0.0,0.0,1,0,S06_00272,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3504182.77,0.8199,S06_00272
S06_000545,600,TRANSFER,2196677.06,C7669076,3445955.49,1249278.43,C_SYN_848599433,0.0,2196677.06,1,0,S06_00273,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4209068.05,0.9161,S06_00273
S06_000546,603,CASH_OUT,2012390.99,C_SYN_848599433,2196677.06,184286.07,CASH_OUT,0.0,0.0,1,0,S06_00273,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4209068.05,0.9161,S06_00273
S06_000547,378,TRANSFER,2571023.2,C1238163300,4442322.94,1871299.74,C_SYN_666676417,0.0,2571023.2,1,0,S06_00274,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4901647.98,0.9065,S06_00274
S06_000548,381,CASH_OUT,2330624.78,C_SYN_666676417,2571023.2,240398.42,CASH_OUT,0.0,0.0,1,0,S06_00274,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4901647.98,0.9065,S06_00274
S06_000549,180,TRANSFER,1887045.39,C1281235208,4641804.29,2754758.9,C_SYN_280179133,0.0,1887045.39,1,0,S06_00275,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3328466.64,0.7639,S06_00275
S06_000550,182,CASH_OUT,1441421.25,C_SYN_280179133,1887045.39,445624.14,CASH_OUT,0.0,0.0,1,0,S06_00275,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3328466.64,0.7639,S06_00275
S06_000551,20,TRANSFER,2115995.75,C1389071980,4202400.36,2086404.61,C_SYN_831420831,0.0,2115995.75,1,0,S06_00276,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3751218.91,0.7728,S06_00276
S06_000552,23,CASH_OUT,1635223.16,C_SYN_831420831,2115995.75,480772.59,CASH_OUT,0.0,0.0,1,0,S06_00276,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3751218.91,0.7728,S06_00276
S06_000553,263,TRANSFER,2602299.9,C1814325643,4871940.06,2269640.16,C_SYN_882014266,0.0,2602299.9,1,0,S06_00277,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4670928.26,0.7949,S06_00277
S06_000554,265,CASH_OUT,2068628.36,C_SYN_882014266,2602299.9,533671.54,CASH_OUT,0.0,0.0,1,0,S06_00277,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4670928.26,0.7949,S06_00277
S06_000555,43,TRANSFER,2602550.57,C1085753013,5194815.44,2592264.87,C_SYN_154610032,0.0,2602550.57,1,0,S06_00278,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4906319.11,0.8852,S06_00278
S06_000556,44,CASH_OUT,2303768.54,C_SYN_154610032,2602550.57,298782.03,CASH_OUT,0.0,0.0,1,0,S06_00278,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4906319.11,0.8852,S06_00278
S06_000557,566,TRANSFER,1947287.61,C1812532164,3424172.11,1476884.5,C_SYN_289049774,0.0,1947287.61,1,0,S06_00279,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3750191.11,0.9259,S06_00279
S06_000558,567,CASH_OUT,1802903.5,C_SYN_289049774,1947287.61,144384.11,CASH_OUT,0.0,0.0,1,0,S06_00279,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3750191.11,0.9259,S06_00279
S06_000559,243,TRANSFER,2656223.57,C268386300,5466011.99,2809788.42,C_SYN_875647894,0.0,2656223.57,1,0,S06_00280,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,5045864.24,0.8996,S06_00280
S06_000560,245,CASH_OUT,2389640.67,C_SYN_875647894,2656223.57,266582.9,CASH_OUT,0.0,0.0,1,0,S06_00280,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,5045864.24,0.8996,S06_00280
S06_000561,257,TRANSFER,2185895.43,C274748535,3514796.82,1328901.39,C_SYN_895848916,0.0,2185895.43,1,0,S06_00281,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4143560.28,0.8956,S06_00281
S06_000562,260,CASH_OUT,1957664.85,C_SYN_895848916,2185895.43,228230.58,CASH_OUT,0.0,0.0,1,0,S06_00281,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4143560.28,0.8956,S06_00281
S06_000563,99,TRANSFER,2149773.66,C172429137,4800017.95,2650244.29,C_SYN_281407402,0.0,2149773.66,1,0,S06_00282,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4123568.15,0.9181,S06_00282
S06_000564,100,CASH_OUT,1973794.49,C_SYN_281407402,2149773.66,175979.17,CASH_OUT,0.0,0.0,1,0,S06_00282,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4123568.15,0.9181,S06_00282
S06_000565,266,TRANSFER,1926523.48,C874294891,4216938.93,2290415.45,C_SYN_629667878,0.0,1926523.48,1,0,S06_00283,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3589121.72,0.863,S06_00283
S06_000566,267,CASH_OUT,1662598.24,C_SYN_629667878,1926523.48,263925.24,CASH_OUT,0.0,0.0,1,0,S06_00283,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3589121.72,0.863,S06_00283
S06_000567,204,TRANSFER,2205707.93,C186497481,4944562.07,2738854.14,C_SYN_664576770,0.0,2205707.93,1,0,S06_00284,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4218086.54,0.9124,S06_00284
S06_000568,207,CASH_OUT,2012378.61,C_SYN_664576770,2205707.93,193329.32,CASH_OUT,0.0,0.0,1,0,S06_00284,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4218086.54,0.9124,S06_00284
S06_000569,191,TRANSFER,2312366.38,C64254052,5185130.24,2872763.86,C_SYN_379681325,0.0,2312366.38,1,0,S06_00285,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4190437.49,0.8122,S06_00285
S06_000570,194,CASH_OUT,1878071.11,C_SYN_379681325,2312366.38,434295.27,CASH_OUT,0.0,0.0,1,0,S06_00285,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4190437.49,0.8122,S06_00285
S06_000571,51,TRANSFER,2009810.77,C1303104861,4068176.9,2058366.13,C_SYN_521112041,0.0,2009810.77,1,0,S06_00286,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3733704.12,0.8577,S06_00286
S06_000572,52,CASH_OUT,1723893.35,C_SYN_521112041,2009810.77,285917.42,CASH_OUT,0.0,0.0,1,0,S06_00286,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3733704.12,0.8577,S06_00286
S06_000573,333,TRANSFER,2634441.52,C1155966444,4812944.5,2178502.98,C_SYN_739469298,0.0,2634441.52,1,0,S06_00287,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4804136.34,0.8236,S06_00287
S06_000574,335,CASH_OUT,2169694.82,C_SYN_739469298,2634441.52,464746.7,CASH_OUT,0.0,0.0,1,0,S06_00287,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4804136.34,0.8236,S06_00287
S06_000575,215,TRANSFER,1741288.13,C1631444012,3732216.35,1990928.22,C_SYN_230566025,0.0,1741288.13,1,0,S06_00288,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3181464.32,0.8271,S06_00288
S06_000576,217,CASH_OUT,1440176.19,C_SYN_230566025,1741288.13,301111.94,CASH_OUT,0.0,0.0,1,0,S06_00288,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3181464.32,0.8271,S06_00288
S06_000577,330,TRANSFER,2318241.39,C282219149,3890872.79,1572631.4,C_SYN_224860617,0.0,2318241.39,1,0,S06_00289,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4057794.04,0.7504,S06_00289
S06_000578,332,CASH_OUT,1739552.65,C_SYN_224860617,2318241.39,578688.74,CASH_OUT,0.0,0.0,1,0,S06_00289,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4057794.04,0.7504,S06_00289
S06_000579,257,TRANSFER,2023115.15,C1835396303,4803406.37,2780291.22,C_SYN_143420892,0.0,2023115.15,1,0,S06_00290,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3703242.33,0.8305,S06_00290
S06_000580,258,CASH_OUT,1680127.18,C_SYN_143420892,2023115.15,342987.97,CASH_OUT,0.0,0.0,1,0,S06_00290,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3703242.33,0.8305,S06_00290
