record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,dispersion_position,destinations_in_scenario,step_gap_from_previous,scenario_step_window,scenario_total_amount,sender_balance_usage_ratio,destination_balance_usage_ratio,dispersion_pattern,historical_pattern
L10_000298,868,TRANSFER,44867.38,LD000060_S,2084755.06,2039887.68,LD000060_D3,1112691.92,1157559.3,0,0,L10_000060,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,1,7,280277.83,0.021522,0.040323,ONE_TO_MANY,NORMAL
L10_000299,870,TRANSFER,29398.52,LD000060_S,2039887.68,2010489.16,LD000060_D4,449318.52,478717.04,0,0,L10_000060,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,2,7,280277.83,0.014412,0.065429,ONE_TO_MANY,NORMAL
L10_000300,873,TRANSFER,134340.35,LD000060_S,2010489.16,1876148.81,LD000060_D5,844731.97,979072.32,0,0,L10_000060,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,3,7,280277.83,0.06682,0.159033,ONE_TO_MANY,NORMAL
L10_000301,410,TRANSFER,59586.8,LD000061_S,1583691.08,1524104.28,LD000061_D1,691668.28,751255.08,0,0,L10_000061,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,7,237553.66,0.037625,0.086149,ONE_TO_MANY,NORMAL
L10_000302,411,TRANSFER,24745.09,LD000061_S,1524104.28,1499359.19,LD000061_D2,805599.27,830344.36,0,0,L10_000061,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,1,7,237553.66,0.016236,0.030716,ONE_TO_MANY,NORMAL
L10_000303,414,TRANSFER,45145.66,LD000061_S,1499359.19,1454213.53,LD000061_D3,739393.34,784539.0,0,0,L10_000061,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,7,237553.66,0.03011,0.061058,ONE_TO_MANY,NORMAL
L10_000304,415,TRANSFER,55549.48,LD000061_S,1454213.53,1398664.05,LD000061_D4,869919.75,925469.23,0,0,L10_000061,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,1,7,237553.66,0.038199,0.063856,ONE_TO_MANY,NORMAL
L10_000305,417,TRANSFER,52526.63,LD000061_S,1398664.05,1346137.42,LD000061_D5,1200131.2,1252657.83,0,0,L10_000061,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,2,7,237553.66,0.037555,0.043767,ONE_TO_MANY,NORMAL
L10_000306,220,TRANSFER,62478.99,LD000062_S,2032325.73,1969846.74,LD000062_D1,722898.28,785377.27,0,0,L10_000062,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,8,304848.86,0.030743,0.086428,ONE_TO_MANY,NORMAL
L10_000307,221,TRANSFER,118940.48,LD000062_S,1969846.74,1850906.26,LD000062_D2,724022.72,842963.2,0,0,L10_000062,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,1,8,304848.86,0.060381,0.164277,ONE_TO_MANY,NORMAL
L10_000308,224,TRANSFER,71297.36,LD000062_S,1850906.26,1779608.9,LD000062_D3,701688.3,772985.66,0,0,L10_000062,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,8,304848.86,0.03852,0.101608,ONE_TO_MANY,NORMAL
L10_000309,227,TRANSFER,40545.85,LD000062_S,1779608.9,1739063.05,LD000062_D4,788440.19,828986.04,0,0,L10_000062,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,3,8,304848.86,0.022784,0.051425,ONE_TO_MANY,NORMAL
L10_000310,228,TRANSFER,11586.18,LD000062_S,1739063.05,1727476.87,LD000062_D5,989147.57,1000733.75,0,0,L10_000062,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,1,8,304848.86,0.006662,0.011713,ONE_TO_MANY,NORMAL
L10_000311,300,TRANSFER,27651.44,LD000063_S,1373467.1,1345815.66,LD000063_D1,1122702.75,1150354.19,0,0,L10_000063,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,8,206020.07,0.020133,0.024629,ONE_TO_MANY,NORMAL
L10_000312,303,TRANSFER,33457.71,LD000063_S,1345815.66,1312357.95,LD000063_D2,1167066.41,1200524.12,0,0,L10_000063,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,3,8,206020.07,0.024861,0.028668,ONE_TO_MANY,NORMAL
L10_000313,304,TRANSFER,40286.27,LD000063_S,1312357.95,1272071.68,LD000063_D3,661875.41,702161.68,0,0,L10_000063,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,1,8,206020.07,0.030698,0.060867,ONE_TO_MANY,NORMAL
L10_000314,306,TRANSFER,53087.09,LD000063_S,1272071.68,1218984.59,LD000063_D4,516469.87,569556.96,0,0,L10_000063,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,2,8,206020.07,0.041733,0.102788,ONE_TO_MANY,NORMAL
L10_000315,308,TRANSFER,51537.56,LD000063_S,1218984.59,1167447.03,LD000063_D5,1016611.09,1068148.65,0,0,L10_000063,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,2,8,206020.07,0.042279,0.050695,ONE_TO_MANY,NORMAL
L10_000316,790,TRANSFER,59904.47,LD000064_S,1814274.28,1754369.81,LD000064_D1,658471.57,718376.04,0,0,L10_000064,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,10,272141.15,0.033018,0.090975,ONE_TO_MANY,NORMAL
L10_000317,793,TRANSFER,67733.84,LD000064_S,1754369.81,1686635.97,LD000064_D2,1146740.66,1214474.5,0,0,L10_000064,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,3,10,272141.15,0.038609,0.059066,ONE_TO_MANY,NORMAL
L10_000318,796,TRANSFER,43845.2,LD000064_S,1686635.97,1642790.77,LD000064_D3,1190102.7,1233947.9,0,0,L10_000064,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,10,272141.15,0.025996,0.036842,ONE_TO_MANY,NORMAL
L10_000319,799,TRANSFER,41751.28,LD000064_S,1642790.77,1601039.49,LD000064_D4,712322.5,754073.78,0,0,L10_000064,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,3,10,272141.15,0.025415,0.058613,ONE_TO_MANY,NORMAL
L10_000320,800,TRANSFER,58906.36,LD000064_S,1601039.49,1542133.13,LD000064_D5,472838.87,531745.23,0,0,L10_000064,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,1,10,272141.15,0.036793,0.12458,ONE_TO_MANY,NORMAL
L10_000321,167,TRANSFER,46027.16,LD000065_S,1572124.42,1526097.26,LD000065_D1,1223610.58,1269637.74,0,0,L10_000065,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,7,235818.66,0.029277,0.037616,ONE_TO_MANY,NORMAL
L10_000322,169,TRANSFER,59348.21,LD000065_S,1526097.26,1466749.05,LD000065_D2,615767.36,675115.57,0,0,L10_000065,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,2,7,235818.66,0.038889,0.096381,ONE_TO_MANY,NORMAL
L10_000323,172,TRANSFER,23209.28,LD000065_S,1466749.05,1443539.77,LD000065_D3,1145445.18,1168654.46,0,0,L10_000065,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,7,235818.66,0.015824,0.020262,ONE_TO_MANY,NORMAL
L10_000324,173,TRANSFER,90397.44,LD000065_S,1443539.77,1353142.33,LD000065_D4,1277225.25,1367622.69,0,0,L10_000065,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,1,7,235818.66,0.062622,0.070776,ONE_TO_MANY,NORMAL
L10_000325,174,TRANSFER,16836.57,LD000065_S,1353142.33,1336305.76,LD000065_D5,932459.96,949296.53,0,0,L10_000065,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,1,7,235818.66,0.012443,0.018056,ONE_TO_MANY,NORMAL
L10_000326,776,TRANSFER,19972.1,LD000066_S,1332050.56,1312078.46,LD000066_D1,1211886.72,1231858.82,0,0,L10_000066,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,7,199807.58,0.014993,0.01648,ONE_TO_MANY,NORMAL
L10_000327,779,TRANSFER,43465.97,LD000066_S,1312078.46,1268612.49,LD000066_D2,802500.58,845966.55,0,0,L10_000066,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,3,7,199807.58,0.033128,0.054163,ONE_TO_MANY,NORMAL
L10_000328,780,TRANSFER,44728.43,LD000066_S,1268612.49,1223884.06,LD000066_D3,1007674.76,1052403.19,0,0,L10_000066,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,1,7,199807.58,0.035258,0.044388,ONE_TO_MANY,NORMAL
L10_000329,781,TRANSFER,48093.57,LD000066_S,1223884.06,1175790.49,LD000066_D4,616685.92,664779.49,0,0,L10_000066,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,1,7,199807.58,0.039296,0.077987,ONE_TO_MANY,NORMAL
L10_000330,783,TRANSFER,43547.51,LD000066_S,1175790.49,1132242.98,LD000066_D5,1048341.3,1091888.81,0,0,L10_000066,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,2,7,199807.58,0.037037,0.041539,ONE_TO_MANY,NORMAL
L10_000331,400,TRANSFER,87462.64,LD000067_S,2005406.9,1917944.26,LD000067_D1,574892.97,662355.61,0,0,L10_000067,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,9,300811.03,0.043613,0.152137,ONE_TO_MANY,NORMAL
L10_000332,401,TRANSFER,63055.08,LD000067_S,1917944.26,1854889.18,LD000067_D2,799177.41,862232.49,0,0,L10_000067,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,1,9,300811.03,0.032876,0.0789,ONE_TO_MANY,NORMAL
L10_000333,404,TRANSFER,15903.86,LD000067_S,1854889.18,1838985.32,LD000067_D3,1147721.67,1163625.53,0,0,L10_000067,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,9,300811.03,0.008574,0.013857,ONE_TO_MANY,NORMAL
L10_000334,407,TRANSFER,93331.73,LD000067_S,1838985.32,1745653.59,LD000067_D4,1163956.45,1257288.18,0,0,L10_000067,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,3,9,300811.03,0.050752,0.080185,ONE_TO_MANY,NORMAL
L10_000335,409,TRANSFER,41057.72,LD000067_S,1745653.59,1704595.87,LD000067_D5,638344.94,679402.66,0,0,L10_000067,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,2,9,300811.03,0.02352,0.064319,ONE_TO_MANY,NORMAL
L10_000336,135,TRANSFER,64674.43,LD000068_S,2089104.62,2024430.19,LD000068_D1,941700.05,1006374.48,0,0,L10_000068,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,7,313365.7,0.030958,0.068678,ONE_TO_MANY,NORMAL
L10_000337,138,TRANSFER,76640.6,LD000068_S,2024430.19,1947789.59,LD000068_D2,912149.75,988790.35,0,0,L10_000068,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,3,7,313365.7,0.037858,0.084022,ONE_TO_MANY,NORMAL
L10_000338,139,TRANSFER,55026.11,LD000068_S,1947789.59,1892763.48,LD000068_D3,1122588.94,1177615.05,0,0,L10_000068,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,1,7,313365.7,0.028251,0.049017,ONE_TO_MANY,NORMAL
L10_000339,141,TRANSFER,90402.76,LD000068_S,1892763.48,1802360.72,LD000068_D4,1254035.42,1344438.18,0,0,L10_000068,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,2,7,313365.7,0.047762,0.072089,ONE_TO_MANY,NORMAL
L10_000340,142,TRANSFER,26621.8,LD000068_S,1802360.72,1775738.92,LD000068_D5,940402.54,967024.34,0,0,L10_000068,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,1,7,313365.7,0.014771,0.028309,ONE_TO_MANY,NORMAL
L10_000341,704,TRANSFER,53750.16,LD000069_S,1304156.6,1250406.44,LD000069_D1,513159.2,566909.36,0,0,L10_000069,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,7,195623.5,0.041214,0.104744,ONE_TO_MANY,NORMAL
L10_000342,706,TRANSFER,41113.99,LD000069_S,1250406.44,1209292.45,LD000069_D2,1240151.23,1281265.22,0,0,L10_000069,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,2,7,195623.5,0.032881,0.033152,ONE_TO_MANY,NORMAL
L10_000343,707,TRANSFER,53664.87,LD000069_S,1209292.45,1155627.58,LD000069_D3,584530.68,638195.55,0,0,L10_000069,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,1,7,195623.5,0.044377,0.091808,ONE_TO_MANY,NORMAL
L10_000344,708,TRANSFER,6506.24,LD000069_S,1155627.58,1149121.34,LD000069_D4,1200701.32,1207207.56,0,0,L10_000069,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,1,7,195623.5,0.00563,0.005419,ONE_TO_MANY,NORMAL
L10_000345,711,TRANSFER,40588.24,LD000069_S,1149121.34,1108533.1,LD000069_D5,777058.82,817647.06,0,0,L10_000069,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,3,7,195623.5,0.035321,0.052233,ONE_TO_MANY,NORMAL
L10_000346,670,TRANSFER,20643.36,LD000070_S,1645845.08,1625201.72,LD000070_D1,1197736.13,1218379.49,0,0,L10_000070,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,10,246876.75,0.012543,0.017235,ONE_TO_MANY,NORMAL
L10_000347,673,TRANSFER,84362.86,LD000070_S,1625201.72,1540838.86,LD000070_D2,657213.94,741576.8,0,0,L10_000070,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,3,10,246876.75,0.051909,0.128364,ONE_TO_MANY,NORMAL
L10_000348,676,TRANSFER,85923.12,LD000070_S,1540838.86,1454915.74,LD000070_D3,884986.2,970909.32,0,0,L10_000070,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,10,246876.75,0.055764,0.09709,ONE_TO_MANY,NORMAL
L10_000349,678,TRANSFER,33299.58,LD000070_S,1454915.74,1421616.16,LD000070_D4,1052274.03,1085573.61,0,0,L10_000070,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,2,10,246876.75,0.022888,0.031645,ONE_TO_MANY,NORMAL
L10_000350,680,TRANSFER,22647.83,LD000070_S,1421616.16,1398968.33,LD000070_D5,574851.34,597499.17,0,0,L10_000070,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,2,10,246876.75,0.015931,0.039398,ONE_TO_MANY,NORMAL
L10_000351,103,TRANSFER,47401.26,LD000071_S,1493828.84,1446427.58,LD000071_D1,1077287.76,1124689.02,0,0,L10_000071,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,7,224074.32,0.031731,0.044001,ONE_TO_MANY,NORMAL
L10_000352,104,TRANSFER,56670.37,LD000071_S,1446427.58,1389757.21,LD000071_D2,436521.93,493192.3,0,0,L10_000071,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,1,7,224074.32,0.03918,0.129823,ONE_TO_MANY,NORMAL
L10_000353,106,TRANSFER,11158.83,LD000071_S,1389757.21,1378598.38,LD000071_D3,1186011.06,1197169.89,0,0,L10_000071,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,2,7,224074.32,0.008029,0.009409,ONE_TO_MANY,NORMAL
L10_000354,108,TRANSFER,26143.82,LD000071_S,1378598.38,1352454.56,LD000071_D4,706444.91,732588.73,0,0,L10_000071,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,2,7,224074.32,0.018964,0.037008,ONE_TO_MANY,NORMAL
L10_000355,110,TRANSFER,82700.04,LD000071_S,1352454.56,1269754.52,LD000071_D5,786273.96,868974.0,0,0,L10_000071,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,2,7,224074.32,0.061148,0.10518,ONE_TO_MANY,NORMAL
L10_000356,371,TRANSFER,120718.93,LD000072_S,1940216.48,1819497.55,LD000072_D1,496701.68,617420.61,0,0,L10_000072,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,10,291032.48,0.062219,0.243041,ONE_TO_MANY,NORMAL
L10_000357,372,TRANSFER,31456.79,LD000072_S,1819497.55,1788040.76,LD000072_D2,699028.51,730485.3,0,0,L10_000072,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,1,10,291032.48,0.017289,0.045001,ONE_TO_MANY,NORMAL
L10_000358,375,TRANSFER,96784.65,LD000072_S,1788040.76,1691256.11,LD000072_D3,700749.88,797534.53,0,0,L10_000072,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,10,291032.48,0.054129,0.138116,ONE_TO_MANY,NORMAL
L10_000359,378,TRANSFER,15212.24,LD000072_S,1691256.11,1676043.87,LD000072_D4,1255357.0,1270569.24,0,0,L10_000072,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,3,10,291032.48,0.008995,0.012118,ONE_TO_MANY,NORMAL
L10_000360,381,TRANSFER,26859.87,LD000072_S,1676043.87,1649184.0,LD000072_D5,523831.64,550691.51,0,0,L10_000072,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,3,10,291032.48,0.016026,0.051276,ONE_TO_MANY,NORMAL
L10_000361,798,TRANSFER,55217.1,LD000073_S,1874558.06,1819340.96,LD000073_D1,1180336.76,1235553.86,0,0,L10_000073,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,5,281183.72,0.029456,0.046781,ONE_TO_MANY,NORMAL
L10_000362,799,TRANSFER,89667.67,LD000073_S,1819340.96,1729673.29,LD000073_D2,451774.41,541442.08,0,0,L10_000073,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,1,5,281183.72,0.049286,0.198479,ONE_TO_MANY,NORMAL
L10_000363,801,TRANSFER,23020.23,LD000073_S,1729673.29,1706653.06,LD000073_D3,774338.46,797358.69,0,0,L10_000073,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,2,5,281183.72,0.013309,0.029729,ONE_TO_MANY,NORMAL
L10_000364,802,TRANSFER,56108.43,LD000073_S,1706653.06,1650544.63,LD000073_D4,791493.43,847601.86,0,0,L10_000073,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,1,5,281183.72,0.032876,0.070889,ONE_TO_MANY,NORMAL
L10_000365,803,TRANSFER,57170.29,LD000073_S,1650544.63,1593374.34,LD000073_D5,680247.61,737417.9,0,0,L10_000073,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,1,5,281183.72,0.034637,0.084043,ONE_TO_MANY,NORMAL
L10_000366,102,TRANSFER,66821.87,LD000074_S,2306548.72,2239726.85,LD000074_D1,899085.11,965906.98,0,0,L10_000074,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,9,334442.0,0.028971,0.074322,ONE_TO_MANY,NORMAL
L10_000367,104,TRANSFER,13038.26,LD000074_S,2239726.85,2226688.59,LD000074_D2,632228.04,645266.3,0,0,L10_000074,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,2,9,334442.0,0.005821,0.020623,ONE_TO_MANY,NORMAL
L10_000368,107,TRANSFER,69045.31,LD000074_S,2226688.59,2157643.28,LD000074_D3,1199603.98,1268649.29,0,0,L10_000074,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,9,334442.0,0.031008,0.057557,ONE_TO_MANY,NORMAL
L10_000369,109,TRANSFER,23395.76,LD000074_S,2157643.28,2134247.52,LD000074_D4,1071237.42,1094633.18,0,0,L10_000074,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,2,9,334442.0,0.010843,0.02184,ONE_TO_MANY,NORMAL
L10_000370,111,TRANSFER,162140.8,LD000074_S,2134247.52,1972106.72,LD000074_D5,390650.56,552791.36,0,0,L10_000074,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,2,9,334442.0,0.075971,0.415053,ONE_TO_MANY,NORMAL
L10_000371,501,TRANSFER,127477.26,LD000075_S,2013303.07,1885825.81,LD000075_D1,1141840.23,1269317.49,0,0,L10_000075,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,7,301995.45,0.063317,0.111642,ONE_TO_MANY,NORMAL
L10_000372,503,TRANSFER,9377.46,LD000075_S,1885825.81,1876448.35,LD000075_D2,1033663.91,1043041.37,0,0,L10_000075,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,2,7,301995.45,0.004973,0.009072,ONE_TO_MANY,NORMAL
L10_000373,504,TRANSFER,85282.47,LD000075_S,1876448.35,1791165.88,LD000075_D3,1087004.86,1172287.33,0,0,L10_000075,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,1,7,301995.45,0.045449,0.078456,ONE_TO_MANY,NORMAL
L10_000374,507,TRANSFER,51890.58,LD000075_S,1791165.88,1739275.3,LD000075_D4,762351.37,814241.95,0,0,L10_000075,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,3,7,301995.45,0.02897,0.068066,ONE_TO_MANY,NORMAL
L10_000375,508,TRANSFER,27967.68,LD000075_S,1739275.3,1711307.62,LD000075_D5,1163556.83,1191524.51,0,0,L10_000075,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,1,7,301995.45,0.01608,0.024036,ONE_TO_MANY,NORMAL
L10_000376,359,TRANSFER,55786.86,LD000076_S,1507079.77,1451292.91,LD000076_D1,1142652.39,1198439.25,0,0,L10_000076,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,9,226061.96,0.037017,0.048822,ONE_TO_MANY,NORMAL
L10_000377,360,TRANSFER,61459.82,LD000076_S,1451292.91,1389833.09,LD000076_D2,899353.16,960812.98,0,0,L10_000076,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,1,9,226061.96,0.042348,0.068338,ONE_TO_MANY,NORMAL
L10_000378,362,TRANSFER,33151.85,LD000076_S,1389833.09,1356681.24,LD000076_D3,1240803.68,1273955.53,0,0,L10_000076,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,2,9,226061.96,0.023853,0.026718,ONE_TO_MANY,NORMAL
L10_000379,365,TRANSFER,50447.84,LD000076_S,1356681.24,1306233.4,LD000076_D4,779175.69,829623.53,0,0,L10_000076,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,3,9,226061.96,0.037185,0.064745,ONE_TO_MANY,NORMAL
L10_000380,368,TRANSFER,25215.59,LD000076_S,1306233.4,1281017.81,LD000076_D5,1080919.28,1106134.87,0,0,L10_000076,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,3,9,226061.96,0.019304,0.023328,ONE_TO_MANY,NORMAL
L10_000381,259,TRANSFER,69866.99,LD000077_S,2427673.41,2357806.42,LD000077_D1,961803.38,1031670.37,0,0,L10_000077,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,7,349462.52,0.028779,0.072642,ONE_TO_MANY,NORMAL
L10_000382,262,TRANSFER,51072.44,LD000077_S,2357806.42,2306733.98,LD000077_D2,398149.04,449221.48,0,0,L10_000077,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,3,7,349462.52,0.021661,0.128275,ONE_TO_MANY,NORMAL
L10_000383,263,TRANSFER,97740.57,LD000077_S,2306733.98,2208993.41,LD000077_D3,706903.04,804643.61,0,0,L10_000077,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,1,7,349462.52,0.042372,0.138266,ONE_TO_MANY,NORMAL
L10_000384,264,TRANSFER,71277.47,LD000077_S,2208993.41,2137715.94,LD000077_D4,451944.23,523221.7,0,0,L10_000077,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,1,7,349462.52,0.032267,0.157713,ONE_TO_MANY,NORMAL
L10_000385,266,TRANSFER,59505.05,LD000077_S,2137715.94,2078210.89,LD000077_D5,560081.54,619586.59,0,0,L10_000077,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,2,7,349462.52,0.027836,0.106244,ONE_TO_MANY,NORMAL
L10_000386,13,TRANSFER,57328.26,LD000078_S,1646313.1,1588984.84,LD000078_D1,1127428.03,1184756.29,0,0,L10_000078,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,9,246946.96,0.034822,0.050849,ONE_TO_MANY,NORMAL
L10_000387,16,TRANSFER,51656.74,LD000078_S,1588984.84,1537328.1,LD000078_D2,482805.68,534462.42,0,0,L10_000078,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,3,9,246946.96,0.032509,0.106993,ONE_TO_MANY,NORMAL
L10_000388,19,TRANSFER,63813.53,LD000078_S,1537328.1,1473514.57,LD000078_D3,990798.69,1054612.22,0,0,L10_000078,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,9,246946.96,0.041509,0.064406,ONE_TO_MANY,NORMAL
L10_000389,21,TRANSFER,55040.46,LD000078_S,1473514.57,1418474.11,LD000078_D4,1079293.07,1134333.53,0,0,L10_000078,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,2,9,246946.96,0.037353,0.050997,ONE_TO_MANY,NORMAL
L10_000390,22,TRANSFER,19107.97,LD000078_S,1418474.11,1399366.14,LD000078_D5,635898.85,655006.82,0,0,L10_000078,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,1,9,246946.96,0.013471,0.030049,ONE_TO_MANY,NORMAL
L10_000391,359,TRANSFER,42134.56,LD000079_S,1793214.6,1751080.04,LD000079_D1,1054013.29,1096147.85,0,0,L10_000079,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,8,268982.19,0.023497,0.039975,ONE_TO_MANY,NORMAL
L10_000392,362,TRANSFER,97251.23,LD000079_S,1751080.04,1653828.81,LD000079_D2,609901.25,707152.48,0,0,L10_000079,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,3,8,268982.19,0.055538,0.159454,ONE_TO_MANY,NORMAL
L10_000393,363,TRANSFER,32542.76,LD000079_S,1653828.81,1621286.05,LD000079_D3,515926.37,548469.13,0,0,L10_000079,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,1,8,268982.19,0.019677,0.063076,ONE_TO_MANY,NORMAL
L10_000394,364,TRANSFER,59892.88,LD000079_S,1621286.05,1561393.17,LD000079_D4,1221133.87,1281026.75,0,0,L10_000079,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,1,8,268982.19,0.036942,0.049047,ONE_TO_MANY,NORMAL
L10_000395,367,TRANSFER,37160.76,LD000079_S,1561393.17,1524232.41,LD000079_D5,649468.03,686628.79,0,0,L10_000079,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,3,8,268982.19,0.0238,0.057217,ONE_TO_MANY,NORMAL
L10_000396,197,TRANSFER,55767.83,LD000080_S,2305708.88,2249941.05,LD000080_D1,1276915.81,1332683.64,0,0,L10_000080,LEGITIMATE_FUND_DISPERSION,NONE,1,1,5,0,10,345856.33,0.024187,0.043674,ONE_TO_MANY,NORMAL
L10_000397,198,TRANSFER,55912.55,LD000080_S,2249941.05,2194028.5,LD000080_D2,787600.81,843513.36,0,0,L10_000080,LEGITIMATE_FUND_DISPERSION,NONE,1,2,5,1,10,345856.33,0.024851,0.070991,ONE_TO_MANY,NORMAL
L10_000398,201,TRANSFER,85132.59,LD000080_S,2194028.5,2108895.91,LD000080_D3,769900.84,855033.43,0,0,L10_000080,LEGITIMATE_FUND_DISPERSION,NONE,1,3,5,3,10,345856.33,0.038802,0.110576,ONE_TO_MANY,NORMAL
L10_000399,204,TRANSFER,54089.15,LD000080_S,2108895.91,2054806.76,LD000080_D4,558815.95,612905.1,0,0,L10_000080,LEGITIMATE_FUND_DISPERSION,NONE,1,4,5,3,10,345856.33,0.025648,0.096792,ONE_TO_MANY,NORMAL
L10_000400,207,TRANSFER,94954.21,LD000080_S,2054806.76,1959852.55,LD000080_D5,528118.01,623072.22,0,0,L10_000080,LEGITIMATE_FUND_DISPERSION,NONE,1,5,5,3,10,345856.33,0.046211,0.179797,ONE_TO_MANY,NORMAL
