record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,concentration_position,senders_in_scenario,step_gap_from_previous,destination_balance_usage_ratio,scenario_total_amount
L08_000949,566,TRANSFER,20605.25,C618302456,137368.32,116763.07,C223943278,1532733.08,1553338.33,0,0,L08_000190,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,18,0.013265,120572.37
L08_000950,592,TRANSFER,20074.43,C1429724315,133829.56,113755.13,C223943278,6236178.08,6256252.51,0,0,L08_000190,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,26,0.003209,120572.37
L08_000951,516,TRANSFER,36226.7,C854750712,241511.32,205284.62,C1740026185,1059246.65,1095473.35,0,0,L08_000191,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.033069,228824.39
L08_000952,543,TRANSFER,28040.82,C1957876761,186938.82,158898.0,C1740026185,1031240.5,1059281.32,0,0,L08_000191,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,27,0.026472,228824.39
L08_000953,570,TRANSFER,62862.23,C1825588963,419081.54,356219.31,C1740026185,633453.56,696315.79,0,0,L08_000191,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,27,0.090278,228824.39
L08_000954,589,TRANSFER,70341.0,C846372200,468940.02,398599.02,C1740026185,1630445.67,1700786.67,0,0,L08_000191,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,19,0.041358,228824.39
L08_000955,604,TRANSFER,31353.64,C504505867,209024.3,177670.66,C1740026185,776642.35,807995.99,0,0,L08_000191,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,15,0.038804,228824.39
L08_000956,318,TRANSFER,17255.42,C2114842324,115036.12,97780.7,C1082917512,942416.5,959671.92,0,0,L08_000192,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.017981,172967.97
L08_000957,327,TRANSFER,74811.63,C703247695,498744.18,423932.55,C1082917512,808097.34,882908.97,0,0,L08_000192,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,9,0.084733,172967.97
L08_000958,353,TRANSFER,33105.82,C1598836751,220705.5,187599.68,C1082917512,4152257.01,4185362.83,0,0,L08_000192,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,26,0.00791,172967.97
L08_000959,372,TRANSFER,31533.01,C522523535,210220.06,178687.05,C1082917512,963993.48,995526.49,0,0,L08_000192,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,19,0.031675,172967.97
L08_000960,401,TRANSFER,16262.09,C1484099904,108413.92,92151.83,C1082917512,1905421.14,1921683.23,0,0,L08_000192,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,29,0.008462,172967.97
L08_000961,402,TRANSFER,37093.96,C1724921737,247293.08,210199.12,C371708954,2235477.26,2272571.22,0,0,L08_000193,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.016322,210188.07
L08_000962,413,TRANSFER,71312.49,C1549932028,475416.62,404104.13,C371708954,499187.43,570499.92,0,0,L08_000193,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,11,0.125,210188.07
L08_000963,430,TRANSFER,41983.71,C2006389262,279891.42,237907.71,C371708954,293885.97,335869.68,0,0,L08_000193,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,17,0.125,210188.07
L08_000964,435,TRANSFER,6548.48,C1507857231,43656.56,37108.08,C371708954,45839.36,52387.84,0,0,L08_000193,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,5,0.125,210188.07
L08_000965,457,TRANSFER,53249.43,C1759853355,354996.22,301746.79,C371708954,372746.01,425995.44,0,0,L08_000193,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,22,0.125,210188.07
L08_000966,699,TRANSFER,11135.31,C313153094,74235.38,63100.07,C1539296491,5954073.87,5965209.18,0,0,L08_000194,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.001867,107896.97
L08_000967,711,TRANSFER,5321.7,C1435796579,35477.98,30156.28,C1539296491,37251.9,42573.6,0,0,L08_000194,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,12,0.125,107896.97
L08_000968,728,TRANSFER,9676.01,C627810,64506.72,54830.71,C1539296491,4692215.35,4701891.36,0,0,L08_000194,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,17,0.002058,107896.97
L08_000969,742,TRANSFER,33304.16,C1526666125,222027.72,188723.56,C1539296491,29754363.18,29787667.34,0,0,L08_000194,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,14,0.001118,107896.97
L08_000970,743,TRANSFER,48459.79,C1835396303,323065.3,274605.51,C1539296491,339218.53,387678.32,0,0,L08_000194,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,11,0.125,107896.97
L08_000971,177,TRANSFER,50815.65,C1957125778,338770.98,287955.33,C1623026639,4682896.13,4733711.78,0,0,L08_000195,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.010735,222535.47
L08_000972,196,TRANSFER,73091.58,C2094827863,487277.18,414185.6,C1623026639,511641.06,584732.64,0,0,L08_000195,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,19,0.125,222535.47
L08_000973,214,TRANSFER,19869.64,C261100503,132464.28,112594.64,C1623026639,1298186.71,1318056.35,0,0,L08_000195,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,18,0.015075,222535.47
L08_000974,244,TRANSFER,33199.16,C516291250,221327.72,188128.56,C1623026639,1701263.71,1734462.87,0,0,L08_000195,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,30,0.019141,222535.47
L08_000975,258,TRANSFER,45559.44,C1892858729,303729.58,258170.14,C1623026639,1199653.14,1245212.58,0,0,L08_000195,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,14,0.036588,222535.47
L08_000976,94,TRANSFER,14995.05,C949127414,99967.0,84971.95,C701137031,3812073.33,3827068.38,0,0,L08_000196,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.003918,182041.42
L08_000977,112,TRANSFER,40636.28,C87661039,270908.52,230272.24,C701137031,1331408.57,1372044.85,0,0,L08_000196,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,18,0.029617,182041.42
L08_000978,119,TRANSFER,49483.7,C189642548,329891.32,280407.62,C701137031,2228598.28,2278081.98,0,0,L08_000196,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,7,0.021722,182041.42
L08_000979,146,TRANSFER,8102.16,C797843867,54014.38,45912.22,C701137031,428650.43,436752.59,0,0,L08_000196,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,27,0.018551,182041.42
L08_000980,171,TRANSFER,68824.23,C1411888404,458828.22,390003.99,C701137031,1037520.83,1106345.06,0,0,L08_000196,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,25,0.062209,182041.42
L08_000981,127,TRANSFER,24046.6,C679509750,160310.68,136264.08,C431885917,2174243.85,2198290.45,0,0,L08_000197,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.010939,155588.62
L08_000982,149,TRANSFER,7372.64,C1701964888,49150.9,41778.26,C431885917,192307118.29,192314490.93,0,0,L08_000197,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,22,3.8e-05,155588.62
L08_000983,169,TRANSFER,37322.91,C1787959377,248819.42,211496.51,C431885917,307814.73,345137.64,0,0,L08_000197,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,20,0.108139,155588.62
L08_000984,191,TRANSFER,37838.8,C494738249,252258.64,214419.84,C431885917,434521.2,472360.0,0,0,L08_000197,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,22,0.080106,155588.62
L08_000985,216,TRANSFER,49007.67,C1337282520,326717.78,277710.11,C431885917,8036227.7,8085235.37,0,0,L08_000197,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,25,0.006061,155588.62
L08_000986,440,TRANSFER,50912.12,C1337457323,339414.14,288502.02,C1700004291,10000000.0,10050912.12,0,0,L08_000198,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.005065,179130.09
L08_000987,452,TRANSFER,74723.65,C728922231,498157.64,423433.99,C1700004291,523065.55,597789.2,0,0,L08_000198,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,12,0.125,179130.09
L08_000988,476,TRANSFER,16845.83,C1317123414,112305.52,95459.69,C1700004291,8187849.14,8204694.97,0,0,L08_000198,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,24,0.002053,179130.09
L08_000989,493,TRANSFER,9110.95,C1058841969,60739.68,51628.73,C1700004291,12270115.72,12279226.67,0,0,L08_000198,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,17,0.000742,179130.09
L08_000990,501,TRANSFER,27537.54,C2120461851,183583.6,156046.06,C1700004291,1790337.28,1817874.82,0,0,L08_000198,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,8,0.015148,179130.09
L08_000991,57,TRANSFER,11047.89,C664396593,73652.62,62604.73,C1392103716,561483.5,572531.39,0,0,L08_000199,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.019297,178866.45
L08_000992,80,TRANSFER,15500.19,C1702668942,103334.62,87834.43,C1392103716,4975006.62,4990506.81,0,0,L08_000199,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,23,0.003106,178866.45
L08_000993,107,TRANSFER,26433.88,C1016481463,176225.86,149791.98,C1392103716,796631.77,823065.65,0,0,L08_000199,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,27,0.032116,178866.45
L08_000994,114,TRANSFER,71015.41,C1390714569,473436.08,402420.67,C1392103716,1387519.31,1458534.72,0,0,L08_000199,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,7,0.04869,178866.45
L08_000995,129,TRANSFER,54869.08,C846276679,365793.84,310924.76,C1392103716,729497.9,784366.98,0,0,L08_000199,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,15,0.069953,178866.45
L08_000996,523,TRANSFER,31313.12,C318606174,208754.16,177441.04,C1272255431,1738727.66,1770040.78,0,0,L08_000200,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.017691,229983.57
L08_000997,540,TRANSFER,53571.91,C993775479,357146.1,303574.19,C1272255431,375003.37,428575.28,0,0,L08_000200,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,17,0.125,229983.57
L08_000998,547,TRANSFER,56908.86,C860756815,379392.38,322483.52,C1272255431,398362.02,455270.88,0,0,L08_000200,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,7,0.125,229983.57
L08_000999,573,TRANSFER,30262.76,C2018998357,201751.76,171489.0,C1272255431,211839.32,242102.08,0,0,L08_000200,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,26,0.125,229983.57
L08_001000,593,TRANSFER,57926.92,C1452252301,386179.5,328252.58,C1272255431,533606.67,591533.59,0,0,L08_000200,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,20,0.097927,229983.57
L08_001001,400,TRANSFER,75164.67,C1701030478,501097.78,425933.11,C1142907907,2560780.86,2635945.53,0,0,L08_000201,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.028515,244005.83
L08_001002,418,TRANSFER,14586.83,C1587221682,97245.54,82658.71,C1142907907,1524586.27,1539173.1,0,0,L08_000201,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,18,0.009477,244005.83
L08_001003,448,TRANSFER,71800.33,C113951027,478668.88,406868.55,C1142907907,2790226.39,2862026.72,0,0,L08_000201,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,30,0.025087,244005.83
L08_001004,468,TRANSFER,53208.22,C444731873,354721.5,301513.28,C1142907907,1451534.03,1504742.25,0,0,L08_000201,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,20,0.03536,244005.83
L08_001005,483,TRANSFER,29245.78,C1025594793,194971.9,165726.12,C1142907907,2841075.26,2870321.04,0,0,L08_000201,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,15,0.010189,244005.83
L08_001006,404,TRANSFER,36260.7,C1585635823,241737.98,205477.28,C535201849,3258018.82,3294279.52,0,0,L08_000202,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.011007,223003.36
L08_001007,429,TRANSFER,58490.05,C372746495,389933.68,331443.63,C535201849,409430.35,467920.4,0,0,L08_000202,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,25,0.125,223003.36
L08_001008,442,TRANSFER,26906.89,C1916019122,179379.26,152472.37,C535201849,2130171.92,2157078.81,0,0,L08_000202,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,13,0.012474,223003.36
L08_001009,447,TRANSFER,72179.34,C320285853,481195.58,409016.24,C535201849,9574421.29,9646600.63,0,0,L08_000202,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,5,0.007482,223003.36
L08_001010,464,TRANSFER,29166.38,C1242197576,194442.5,165276.12,C535201849,659756.71,688923.09,0,0,L08_000202,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,17,0.042336,223003.36
L08_001011,539,TRANSFER,7194.48,C1433815328,47963.22,40768.74,C172503929,1610411.38,1617605.86,0,0,L08_000203,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.004448,157935.68
L08_001012,549,TRANSFER,13915.84,C10762893,92772.28,78856.44,C172503929,13960300.52,13974216.36,0,0,L08_000203,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,10,0.000996,157935.68
L08_001013,579,TRANSFER,39241.37,C917557668,261609.16,222367.79,C172503929,4805696.41,4844937.78,0,0,L08_000203,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,30,0.008099,157935.68
L08_001014,605,TRANSFER,32345.85,C1212118175,215639.0,183293.15,C172503929,412123.12,444468.97,0,0,L08_000203,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,26,0.072774,157935.68
L08_001015,633,TRANSFER,65238.14,C1205718557,434920.96,369682.82,C172503929,8632238.27,8697476.41,0,0,L08_000203,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,28,0.007501,157935.68
L08_001016,155,TRANSFER,49230.4,C868787831,328202.64,278972.24,C609069769,344612.8,393843.2,0,0,L08_000204,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,167665.42
L08_001017,182,TRANSFER,14462.66,C368059405,96417.76,81955.1,C609069769,146156.36,160619.02,0,0,L08_000204,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,27,0.090043,167665.42
L08_001018,205,TRANSFER,25046.92,C1642570368,166979.48,141932.56,C609069769,175328.44,200375.36,0,0,L08_000204,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,23,0.125,167665.42
L08_001019,211,TRANSFER,56744.85,C1028508825,378299.02,321554.17,C609069769,397213.95,453958.8,0,0,L08_000204,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,6,0.125,167665.42
L08_001020,222,TRANSFER,22180.59,C726967934,147870.62,125690.03,C609069769,6683931.34,6706111.93,0,0,L08_000204,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,11,0.003308,167665.42
L08_001021,49,TRANSFER,19301.16,C612836587,128674.4,109373.24,C1931844182,3636242.3,3655543.46,0,0,L08_000205,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.00528,180894.68
L08_001022,77,TRANSFER,38471.46,C999774862,256476.38,218004.92,C1931844182,809530.9,848002.36,0,0,L08_000205,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,28,0.045367,180894.68
L08_001023,95,TRANSFER,25324.18,C809170226,168827.86,143503.68,C1931844182,390293.61,415617.79,0,0,L08_000205,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,18,0.060931,180894.68
L08_001024,113,TRANSFER,57140.54,C154655738,380936.96,323796.42,C1931844182,6678014.48,6735155.02,0,0,L08_000205,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,18,0.008484,180894.68
L08_001025,130,TRANSFER,40657.34,C378443240,271048.96,230391.62,C1931844182,669537.71,710195.05,0,0,L08_000205,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,17,0.057248,180894.68
L08_001026,50,TRANSFER,12794.47,C1826365768,85296.48,72502.01,C485460615,1159117.24,1171911.71,0,0,L08_000206,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.010918,151996.01
L08_001027,69,TRANSFER,37082.99,C1516578715,247219.96,210136.97,C485460615,4699622.91,4736705.9,0,0,L08_000206,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,19,0.007829,151996.01
L08_001028,79,TRANSFER,53865.71,C504984033,359104.74,305239.03,C485460615,20000000.0,20053865.71,0,0,L08_000206,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,10,0.002686,151996.01
L08_001029,96,TRANSFER,30842.4,C1135950060,205616.0,174773.6,C485460615,504278.92,535121.32,0,0,L08_000206,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,17,0.057636,151996.01
L08_001030,121,TRANSFER,17410.44,C55851701,116069.58,98659.14,C485460615,10234113.62,10251524.06,0,0,L08_000206,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,25,0.001698,151996.01
L08_001031,652,TRANSFER,70085.03,C1793876003,467233.52,397148.49,C224117116,873302.23,943387.26,0,0,L08_000207,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.074291,229487.57
L08_001032,669,TRANSFER,10628.95,C714899891,70859.66,60230.71,C224117116,160406.83,171035.78,0,0,L08_000207,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,17,0.062145,229487.57
L08_001033,678,TRANSFER,66770.44,C1986591405,445136.26,378365.82,C224117116,1357867.15,1424637.59,0,0,L08_000207,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,9,0.046868,229487.57
L08_001034,690,TRANSFER,15376.46,C962772455,102509.76,87133.3,C224117116,1522017.49,1537393.95,0,0,L08_000207,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,12,0.010002,229487.57
L08_001035,701,TRANSFER,66626.69,C1957317240,444177.92,377551.23,C224117116,466386.83,533013.52,0,0,L08_000207,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,11,0.125,229487.57
L08_001036,571,TRANSFER,75509.78,C1740356484,503398.56,427888.78,C1654535936,3365005.95,3440515.73,0,0,L08_000208,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.021947,227839.13
L08_001037,593,TRANSFER,66189.86,C1037406578,441265.76,375075.9,C1654535936,1244620.22,1310810.08,0,0,L08_000208,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,22,0.050495,227839.13
L08_001038,601,TRANSFER,12153.47,C1851480822,81023.16,68869.69,C1654535936,2597383.61,2609537.08,0,0,L08_000208,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,8,0.004657,227839.13
L08_001039,626,TRANSFER,58869.94,C669668115,392466.3,333596.36,C1654535936,3129291.63,3188161.57,0,0,L08_000208,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,25,0.018465,227839.13
L08_001040,634,TRANSFER,15116.08,C274281414,100773.88,85657.8,C1654535936,105812.56,120928.64,0,0,L08_000208,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,8,0.125,227839.13
L08_001041,534,TRANSFER,45479.8,C201442612,303198.66,257718.86,C354119861,318358.6,363838.4,0,0,L08_000209,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,147279.27
L08_001042,542,TRANSFER,20756.53,C1177769390,138376.9,117620.37,C354119861,5125475.02,5146231.55,0,0,L08_000209,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,8,0.004033,147279.27
L08_001043,554,TRANSFER,5741.8,C391747650,38278.66,32536.86,C354119861,1114321.33,1120063.13,0,0,L08_000209,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,12,0.005126,147279.27
L08_001044,580,TRANSFER,39090.82,C1568544283,260605.5,221514.68,C354119861,1803550.22,1842641.04,0,0,L08_000209,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,26,0.021215,147279.27
L08_001045,590,TRANSFER,36210.32,C807255839,241402.1,205191.78,C354119861,499512.82,535723.14,0,0,L08_000209,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,10,0.067591,147279.27
L08_001046,244,TRANSFER,9924.29,C1473281422,66161.96,56237.67,C2116025742,69470.03,79394.32,0,0,L08_000210,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,176202.57
L08_001047,270,TRANSFER,10325.75,C800794279,68838.36,58512.61,C2116025742,72280.25,82606.0,0,0,L08_000210,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,26,0.125,176202.57
L08_001048,299,TRANSFER,67352.74,C127538479,449018.3,381665.56,C2116025742,8191042.72,8258395.46,0,0,L08_000210,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,29,0.008156,176202.57
L08_001049,313,TRANSFER,43797.44,C1224420105,291982.94,248185.5,C2116025742,2177291.37,2221088.81,0,0,L08_000210,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,14,0.019719,176202.57
L08_001050,333,TRANSFER,44802.35,C1201466254,298682.34,253879.99,C2116025742,516719.55,561521.9,0,0,L08_000210,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,20,0.079787,176202.57
L08_001051,360,TRANSFER,43961.33,C1303104861,293075.56,249114.23,C1736348836,307729.31,351690.64,0,0,L08_000211,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,279883.56
L08_001052,386,TRANSFER,41494.15,C141909147,276627.64,235133.49,C1736348836,1417000.26,1458494.41,0,0,L08_000211,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,26,0.02845,279883.56
L08_001053,404,TRANSFER,73842.75,C490023359,492284.98,418442.23,C1736348836,516899.25,590742.0,0,0,L08_000211,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,18,0.125,279883.56
L08_001054,421,TRANSFER,65158.11,C625240231,434387.4,369229.29,C1736348836,2251804.2,2316962.31,0,0,L08_000211,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,17,0.028122,279883.56
L08_001055,435,TRANSFER,55427.22,C2070169600,369514.78,314087.56,C1736348836,1565722.68,1621149.9,0,0,L08_000211,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,14,0.03419,279883.56
L08_001056,522,TRANSFER,6638.37,C1467525416,44255.82,37617.45,C1470688874,947183.55,953821.92,0,0,L08_000212,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.00696,123263.66
L08_001057,538,TRANSFER,31557.27,C560962980,210381.8,178824.53,C1470688874,328221.46,359778.73,0,0,L08_000212,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,16,0.087713,123263.66
L08_001058,556,TRANSFER,44458.98,C1132492400,296393.18,251934.2,C1470688874,6719837.24,6764296.22,0,0,L08_000212,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,18,0.006573,123263.66
L08_001059,570,TRANSFER,10034.96,C927964813,66899.76,56864.8,C1470688874,331611.32,341646.28,0,0,L08_000212,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,14,0.029372,123263.66
L08_001060,578,TRANSFER,30574.08,C97189985,203827.2,173253.12,C1470688874,553507.66,584081.74,0,0,L08_000212,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,8,0.052346,123263.66
L08_001061,120,TRANSFER,30600.76,C1391987829,204005.08,173404.32,C1474400478,214205.32,244806.08,0,0,L08_000213,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,325818.49
L08_001062,147,TRANSFER,59543.48,C2018354197,396956.54,337413.06,C1474400478,1003393.24,1062936.72,0,0,L08_000213,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,27,0.056018,325818.49
L08_001063,166,TRANSFER,64557.32,C705317358,430382.12,365824.8,C1474400478,451901.24,516458.56,0,0,L08_000213,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,19,0.125,325818.49
L08_001064,177,TRANSFER,121815.9,C602572622,812106.0,690290.1,C1474400478,852711.3,974527.2,0,0,L08_000213,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,11,0.125,325818.49
L08_001065,189,TRANSFER,49301.03,C949020524,328673.54,279372.51,C1474400478,345107.21,394408.24,0,0,L08_000213,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,12,0.125,325818.49
L08_001066,101,TRANSFER,37477.86,C957882137,249852.4,212374.54,C1622772022,2170680.31,2208158.17,0,0,L08_000214,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.016972,190455.74
L08_001067,107,TRANSFER,41306.85,C1944445319,275379.02,234072.17,C1622772022,1042655.51,1083962.36,0,0,L08_000214,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,6,0.038107,190455.74
L08_001068,124,TRANSFER,31384.57,C776006521,209230.46,177845.89,C1622772022,1562647.6,1594032.17,0,0,L08_000214,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,17,0.019689,190455.74
L08_001069,130,TRANSFER,7281.89,C1644719208,48545.94,41264.05,C1622772022,50973.23,58255.12,0,0,L08_000214,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,6,0.125,190455.74
L08_001070,156,TRANSFER,73004.57,C136945259,486697.14,413692.57,C1622772022,511031.99,584036.56,0,0,L08_000214,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,26,0.125,190455.74
L08_001071,105,TRANSFER,55092.23,C1467280015,367281.56,312189.33,C1814247678,385645.61,440737.84,0,0,L08_000215,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,173081.59
L08_001072,112,TRANSFER,10437.0,C1832699411,69580.02,59143.02,C1814247678,2981531.07,2991968.07,0,0,L08_000215,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,7,0.003488,173081.59
L08_001073,142,TRANSFER,42063.08,C2098887640,280420.52,238357.44,C1814247678,892665.77,934728.85,0,0,L08_000215,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,30,0.045,173081.59
L08_001074,158,TRANSFER,43007.33,C1039978051,286715.54,243708.21,C1814247678,6186060.94,6229068.27,0,0,L08_000215,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,16,0.006904,173081.59
L08_001075,186,TRANSFER,22481.95,C1878249821,149879.64,127397.69,C1814247678,157373.65,179855.6,0,0,L08_000215,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,28,0.125,173081.59
