record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,transaction_position,transaction_count_in_scenario,combined_scenario_amount,step_gap_from_previous,balance_usage_ratio,behavior_pattern
L05_000184,319,TRANSFER,162387.18,C2116203755,3796148.12,3633760.94,C_LEGIT_747138213,0.0,162387.18,0,0,L05_00027,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,1037066.21,5,0.0428,NORMAL_REPEATED_ACTIVITY
L05_000185,321,TRANSFER,148721.09,C2116203755,3633760.94,3485039.85,C_LEGIT_656448199,0.0,148721.09,0,0,L05_00027,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,1037066.21,2,0.0409,NORMAL_REPEATED_ACTIVITY
L05_000186,326,TRANSFER,157340.77,C2116203755,3485039.85,3327699.08,C_LEGIT_620315234,0.0,157340.77,0,0,L05_00027,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,1037066.21,5,0.0451,NORMAL_REPEATED_ACTIVITY
L05_000187,340,TRANSFER,122268.75,C2116203755,3327699.08,3205430.33,C_LEGIT_643286767,0.0,122268.75,0,0,L05_00027,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,1037066.21,14,0.0367,NORMAL_REPEATED_ACTIVITY
L05_000188,361,TRANSFER,157668.19,C2116203755,3205430.33,3047762.14,C_LEGIT_745069264,0.0,157668.19,0,0,L05_00027,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,1037066.21,21,0.0492,NORMAL_REPEATED_ACTIVITY
L05_000189,375,TRANSFER,143579.66,C2116203755,3047762.14,2904182.48,C_LEGIT_643215093,0.0,143579.66,0,0,L05_00027,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,1037066.21,14,0.0471,NORMAL_REPEATED_ACTIVITY
L05_000190,245,TRANSFER,452.6,C789222229,9052.0,8599.4,C_LEGIT_370542787,0.0,452.6,0,0,L05_00028,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,2730.65,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000191,257,TRANSFER,429.97,C789222229,8599.4,8169.43,C_LEGIT_220465270,0.0,429.97,0,0,L05_00028,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,2730.65,12,0.05,NORMAL_REPEATED_ACTIVITY
L05_000192,276,TRANSFER,408.47,C789222229,8169.43,7760.96,C_LEGIT_986305075,0.0,408.47,0,0,L05_00028,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,2730.65,19,0.05,NORMAL_REPEATED_ACTIVITY
L05_000193,283,TRANSFER,388.05,C789222229,7760.96,7372.91,C_LEGIT_963370866,0.0,388.05,0,0,L05_00028,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,2730.65,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_000194,305,TRANSFER,368.65,C789222229,7372.91,7004.26,C_LEGIT_388594853,0.0,368.65,0,0,L05_00028,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,2730.65,22,0.05,NORMAL_REPEATED_ACTIVITY
L05_000195,314,TRANSFER,350.21,C789222229,7004.26,6654.05,C_LEGIT_382971756,0.0,350.21,0,0,L05_00028,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,2730.65,9,0.05,NORMAL_REPEATED_ACTIVITY
L05_000196,332,TRANSFER,332.7,C789222229,6654.05,6321.35,C_LEGIT_874430421,0.0,332.7,0,0,L05_00028,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,2730.65,18,0.05,NORMAL_REPEATED_ACTIVITY
L05_000197,263,TRANSFER,107166.2,C742967150,7673925.8,7566759.6,C_LEGIT_947676469,0.0,107166.2,0,0,L05_00029,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,880689.65,0,0.014,NORMAL_REPEATED_ACTIVITY
L05_000198,294,TRANSFER,107600.46,C742967150,7566759.6,7459159.14,C_LEGIT_716239750,0.0,107600.46,0,0,L05_00029,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,880689.65,31,0.0142,NORMAL_REPEATED_ACTIVITY
L05_000199,301,TRANSFER,116499.55,C742967150,7459159.14,7342659.59,C_LEGIT_851982076,0.0,116499.55,0,0,L05_00029,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,880689.65,7,0.0156,NORMAL_REPEATED_ACTIVITY
L05_000200,321,TRANSFER,146720.97,C742967150,7342659.59,7195938.62,C_LEGIT_861695845,0.0,146720.97,0,0,L05_00029,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,880689.65,20,0.02,NORMAL_REPEATED_ACTIVITY
L05_000201,328,TRANSFER,151767.47,C742967150,7195938.62,7044171.15,C_LEGIT_982949649,0.0,151767.47,0,0,L05_00029,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,880689.65,7,0.0211,NORMAL_REPEATED_ACTIVITY
L05_000202,329,TRANSFER,102816.92,C742967150,7044171.15,6941354.23,C_LEGIT_687653979,0.0,102816.92,0,0,L05_00029,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,880689.65,1,0.0146,NORMAL_REPEATED_ACTIVITY
L05_000203,350,TRANSFER,148118.08,C742967150,6941354.23,6793236.15,C_LEGIT_308476820,0.0,148118.08,0,0,L05_00029,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,880689.65,21,0.0213,NORMAL_REPEATED_ACTIVITY
L05_000204,207,TRANSFER,2602.75,C1217381215,52055.0,49452.25,C_LEGIT_662165093,0.0,2602.75,0,0,L05_00030,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,15703.05,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000205,214,TRANSFER,2472.61,C1217381215,49452.25,46979.64,C_LEGIT_375228943,0.0,2472.61,0,0,L05_00030,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,15703.05,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_000206,221,TRANSFER,2348.98,C1217381215,46979.64,44630.66,C_LEGIT_302959330,0.0,2348.98,0,0,L05_00030,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,15703.05,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_000207,229,TRANSFER,2231.53,C1217381215,44630.66,42399.13,C_LEGIT_819628004,0.0,2231.53,0,0,L05_00030,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,15703.05,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_000208,254,TRANSFER,2119.96,C1217381215,42399.13,40279.17,C_LEGIT_336546000,0.0,2119.96,0,0,L05_00030,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,15703.05,25,0.05,NORMAL_REPEATED_ACTIVITY
L05_000209,258,TRANSFER,2013.96,C1217381215,40279.17,38265.21,C_LEGIT_562227417,0.0,2013.96,0,0,L05_00030,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,15703.05,4,0.05,NORMAL_REPEATED_ACTIVITY
L05_000210,275,TRANSFER,1913.26,C1217381215,38265.21,36351.95,C_LEGIT_541171156,0.0,1913.26,0,0,L05_00030,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,15703.05,17,0.05,NORMAL_REPEATED_ACTIVITY
L05_000211,66,TRANSFER,8348.95,C1788289696,166979.07,158630.12,C_LEGIT_299836069,0.0,8348.95,0,0,L05_00031,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,50371.36,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000212,68,TRANSFER,7931.51,C1788289696,158630.12,150698.61,C_LEGIT_301848995,0.0,7931.51,0,0,L05_00031,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,50371.36,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_000213,78,TRANSFER,7534.93,C1788289696,150698.61,143163.68,C_LEGIT_596464588,0.0,7534.93,0,0,L05_00031,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,50371.36,10,0.05,NORMAL_REPEATED_ACTIVITY
L05_000214,84,TRANSFER,7158.18,C1788289696,143163.68,136005.5,C_LEGIT_633924744,0.0,7158.18,0,0,L05_00031,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,50371.36,6,0.05,NORMAL_REPEATED_ACTIVITY
L05_000215,92,TRANSFER,6800.28,C1788289696,136005.5,129205.22,C_LEGIT_598451043,0.0,6800.28,0,0,L05_00031,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,50371.36,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_000216,98,TRANSFER,6460.26,C1788289696,129205.22,122744.96,C_LEGIT_835015304,0.0,6460.26,0,0,L05_00031,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,50371.36,6,0.05,NORMAL_REPEATED_ACTIVITY
L05_000217,121,TRANSFER,6137.25,C1788289696,122744.96,116607.71,C_LEGIT_304332099,0.0,6137.25,0,0,L05_00031,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,50371.36,23,0.05,NORMAL_REPEATED_ACTIVITY
L05_000218,318,TRANSFER,127007.9,C1061499092,2540158.09,2413150.19,C_LEGIT_572377273,0.0,127007.9,0,0,L05_00032,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,766270.95,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000219,333,TRANSFER,120657.51,C1061499092,2413150.19,2292492.68,C_LEGIT_645021420,0.0,120657.51,0,0,L05_00032,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,766270.95,15,0.05,NORMAL_REPEATED_ACTIVITY
L05_000220,362,TRANSFER,114624.63,C1061499092,2292492.68,2177868.05,C_LEGIT_358174621,0.0,114624.63,0,0,L05_00032,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,766270.95,29,0.05,NORMAL_REPEATED_ACTIVITY
L05_000221,378,TRANSFER,108893.4,C1061499092,2177868.05,2068974.65,C_LEGIT_452767018,0.0,108893.4,0,0,L05_00032,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,766270.95,16,0.05,NORMAL_REPEATED_ACTIVITY
L05_000222,383,TRANSFER,103448.73,C1061499092,2068974.65,1965525.92,C_LEGIT_682087650,0.0,103448.73,0,0,L05_00032,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,766270.95,5,0.05,NORMAL_REPEATED_ACTIVITY
L05_000223,386,TRANSFER,98276.3,C1061499092,1965525.92,1867249.62,C_LEGIT_693489530,0.0,98276.3,0,0,L05_00032,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,766270.95,3,0.05,NORMAL_REPEATED_ACTIVITY
L05_000224,405,TRANSFER,93362.48,C1061499092,1867249.62,1773887.14,C_LEGIT_932743789,0.0,93362.48,0,0,L05_00032,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,766270.95,19,0.05,NORMAL_REPEATED_ACTIVITY
L05_000225,269,TRANSFER,5625.95,C1077608802,112519.0,106893.05,C_LEGIT_580835644,0.0,5625.95,0,0,L05_00033,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,33942.78,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000226,274,TRANSFER,5344.65,C1077608802,106893.05,101548.4,C_LEGIT_259439494,0.0,5344.65,0,0,L05_00033,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,33942.78,5,0.05,NORMAL_REPEATED_ACTIVITY
L05_000227,284,TRANSFER,5077.42,C1077608802,101548.4,96470.98,C_LEGIT_379879403,0.0,5077.42,0,0,L05_00033,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,33942.78,10,0.05,NORMAL_REPEATED_ACTIVITY
L05_000228,298,TRANSFER,4823.55,C1077608802,96470.98,91647.43,C_LEGIT_973624913,0.0,4823.55,0,0,L05_00033,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,33942.78,14,0.05,NORMAL_REPEATED_ACTIVITY
L05_000229,310,TRANSFER,4582.37,C1077608802,91647.43,87065.06,C_LEGIT_897493286,0.0,4582.37,0,0,L05_00033,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,33942.78,12,0.05,NORMAL_REPEATED_ACTIVITY
L05_000230,311,TRANSFER,4353.25,C1077608802,87065.06,82711.81,C_LEGIT_116670175,0.0,4353.25,0,0,L05_00033,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,33942.78,1,0.05,NORMAL_REPEATED_ACTIVITY
L05_000231,337,TRANSFER,4135.59,C1077608802,82711.81,78576.22,C_LEGIT_615087850,0.0,4135.59,0,0,L05_00033,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,33942.78,26,0.05,NORMAL_REPEATED_ACTIVITY
L05_000232,286,TRANSFER,2592.85,C723011712,51857.0,49264.15,C_LEGIT_963614631,0.0,2592.85,0,0,L05_00034,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,15643.32,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000233,288,TRANSFER,2463.21,C723011712,49264.15,46800.94,C_LEGIT_605633993,0.0,2463.21,0,0,L05_00034,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,15643.32,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_000234,297,TRANSFER,2340.05,C723011712,46800.94,44460.89,C_LEGIT_119502875,0.0,2340.05,0,0,L05_00034,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,15643.32,9,0.05,NORMAL_REPEATED_ACTIVITY
L05_000235,334,TRANSFER,2223.04,C723011712,44460.89,42237.85,C_LEGIT_800466629,0.0,2223.04,0,0,L05_00034,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,15643.32,37,0.05,NORMAL_REPEATED_ACTIVITY
L05_000236,346,TRANSFER,2111.89,C723011712,42237.85,40125.96,C_LEGIT_263942532,0.0,2111.89,0,0,L05_00034,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,15643.32,12,0.05,NORMAL_REPEATED_ACTIVITY
L05_000237,363,TRANSFER,2006.3,C723011712,40125.96,38119.66,C_LEGIT_745451650,0.0,2006.3,0,0,L05_00034,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,15643.32,17,0.05,NORMAL_REPEATED_ACTIVITY
L05_000238,372,TRANSFER,1905.98,C723011712,38119.66,36213.68,C_LEGIT_322582174,0.0,1905.98,0,0,L05_00034,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,15643.32,9,0.05,NORMAL_REPEATED_ACTIVITY
L05_000239,383,TRANSFER,1194.55,C501527577,23891.0,22696.45,C_LEGIT_513126746,0.0,1194.55,0,0,L05_00035,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,7207.02,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000240,407,TRANSFER,1134.82,C501527577,22696.45,21561.63,C_LEGIT_879329088,0.0,1134.82,0,0,L05_00035,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,7207.02,24,0.05,NORMAL_REPEATED_ACTIVITY
L05_000241,431,TRANSFER,1078.08,C501527577,21561.63,20483.55,C_LEGIT_817618116,0.0,1078.08,0,0,L05_00035,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,7207.02,24,0.05,NORMAL_REPEATED_ACTIVITY
L05_000242,439,TRANSFER,1024.18,C501527577,20483.55,19459.37,C_LEGIT_493650243,0.0,1024.18,0,0,L05_00035,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,7207.02,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_000243,446,TRANSFER,972.97,C501527577,19459.37,18486.4,C_LEGIT_166353417,0.0,972.97,0,0,L05_00035,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,7207.02,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_000244,462,TRANSFER,924.32,C501527577,18486.4,17562.08,C_LEGIT_445922802,0.0,924.32,0,0,L05_00035,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,7207.02,16,0.05,NORMAL_REPEATED_ACTIVITY
L05_000245,466,TRANSFER,878.1,C501527577,17562.08,16683.98,C_LEGIT_813852396,0.0,878.1,0,0,L05_00035,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,7207.02,4,0.05,NORMAL_REPEATED_ACTIVITY
L05_000246,178,TRANSFER,3635.9,C942206457,72718.0,69082.1,C_LEGIT_824585741,0.0,3635.9,0,0,L05_00036,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,21936.31,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000247,179,TRANSFER,3454.11,C942206457,69082.1,65627.99,C_LEGIT_245298981,0.0,3454.11,0,0,L05_00036,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,21936.31,1,0.05,NORMAL_REPEATED_ACTIVITY
L05_000248,200,TRANSFER,3281.4,C942206457,65627.99,62346.59,C_LEGIT_139458007,0.0,3281.4,0,0,L05_00036,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,21936.31,21,0.05,NORMAL_REPEATED_ACTIVITY
L05_000249,216,TRANSFER,3117.33,C942206457,62346.59,59229.26,C_LEGIT_783551429,0.0,3117.33,0,0,L05_00036,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,21936.31,16,0.05,NORMAL_REPEATED_ACTIVITY
L05_000250,224,TRANSFER,2961.46,C942206457,59229.26,56267.8,C_LEGIT_893714346,0.0,2961.46,0,0,L05_00036,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,21936.31,8,0.05,NORMAL_REPEATED_ACTIVITY
L05_000251,234,TRANSFER,2813.39,C942206457,56267.8,53454.41,C_LEGIT_822196222,0.0,2813.39,0,0,L05_00036,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,21936.31,10,0.05,NORMAL_REPEATED_ACTIVITY
L05_000252,259,TRANSFER,2672.72,C942206457,53454.41,50781.69,C_LEGIT_276887116,0.0,2672.72,0,0,L05_00036,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,21936.31,25,0.05,NORMAL_REPEATED_ACTIVITY
L05_000253,170,TRANSFER,5399.38,C446266583,107987.54,102588.16,C_LEGIT_443302166,0.0,5399.38,0,0,L05_00037,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,32575.82,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000254,198,TRANSFER,5129.41,C446266583,102588.16,97458.75,C_LEGIT_309384301,0.0,5129.41,0,0,L05_00037,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,32575.82,28,0.05,NORMAL_REPEATED_ACTIVITY
L05_000255,211,TRANSFER,4872.94,C446266583,97458.75,92585.81,C_LEGIT_102265206,0.0,4872.94,0,0,L05_00037,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,32575.82,13,0.05,NORMAL_REPEATED_ACTIVITY
L05_000256,216,TRANSFER,4629.29,C446266583,92585.81,87956.52,C_LEGIT_760426501,0.0,4629.29,0,0,L05_00037,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,32575.82,5,0.05,NORMAL_REPEATED_ACTIVITY
L05_000257,217,TRANSFER,4397.83,C446266583,87956.52,83558.69,C_LEGIT_739718174,0.0,4397.83,0,0,L05_00037,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,32575.82,1,0.05,NORMAL_REPEATED_ACTIVITY
L05_000258,219,TRANSFER,4177.93,C446266583,83558.69,79380.76,C_LEGIT_710851011,0.0,4177.93,0,0,L05_00037,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,32575.82,2,0.05,NORMAL_REPEATED_ACTIVITY
L05_000259,226,TRANSFER,3969.04,C446266583,79380.76,75411.72,C_LEGIT_725377189,0.0,3969.04,0,0,L05_00037,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,32575.82,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_000260,356,TRANSFER,547.3,C293940741,10946.0,10398.7,C_LEGIT_894660489,0.0,547.3,0,0,L05_00038,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,3302.01,0,0.05,NORMAL_REPEATED_ACTIVITY
L05_000261,368,TRANSFER,519.94,C293940741,10398.7,9878.76,C_LEGIT_350086854,0.0,519.94,0,0,L05_00038,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,3302.01,12,0.05,NORMAL_REPEATED_ACTIVITY
L05_000262,377,TRANSFER,493.94,C293940741,9878.76,9384.82,C_LEGIT_656824404,0.0,493.94,0,0,L05_00038,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,3302.01,9,0.05,NORMAL_REPEATED_ACTIVITY
L05_000263,399,TRANSFER,469.24,C293940741,9384.82,8915.58,C_LEGIT_197680025,0.0,469.24,0,0,L05_00038,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,3302.01,22,0.05,NORMAL_REPEATED_ACTIVITY
L05_000264,414,TRANSFER,445.78,C293940741,8915.58,8469.8,C_LEGIT_619956562,0.0,445.78,0,0,L05_00038,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,5,7,3302.01,15,0.05,NORMAL_REPEATED_ACTIVITY
L05_000265,421,TRANSFER,423.49,C293940741,8469.8,8046.31,C_LEGIT_240005494,0.0,423.49,0,0,L05_00038,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,6,7,3302.01,7,0.05,NORMAL_REPEATED_ACTIVITY
L05_000266,447,TRANSFER,402.32,C293940741,8046.31,7643.99,C_LEGIT_232772966,0.0,402.32,0,0,L05_00038,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,7,7,3302.01,26,0.05,NORMAL_REPEATED_ACTIVITY
L05_000267,259,TRANSFER,6735.78,C866275539,161620.71,154884.93,C_LEGIT_355221879,0.0,6735.78,0,0,L05_00039,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,1,7,45564.1,0,0.0417,NORMAL_REPEATED_ACTIVITY
L05_000268,266,TRANSFER,7336.82,C866275539,154884.93,147548.11,C_LEGIT_250197084,0.0,7336.82,0,0,L05_00039,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,2,7,45564.1,7,0.0474,NORMAL_REPEATED_ACTIVITY
L05_000269,287,TRANSFER,6821.29,C866275539,147548.11,140726.82,C_LEGIT_267776970,0.0,6821.29,0,0,L05_00039,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,3,7,45564.1,21,0.0462,NORMAL_REPEATED_ACTIVITY
L05_000270,289,TRANSFER,7036.34,C866275539,140726.82,133690.48,C_LEGIT_870216059,0.0,7036.34,0,0,L05_00039,LEGITIMATE_MULTIPLE_SMALL_TRANSACTIONS,None - repeated small transactions within normal behavioral range,NONE,1,4,7,45564.1,2,0.05,NORMAL_REPEATED_ACTIVITY
