record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,chain_position,senders_in_scenario,common_destination,balance_usage_ratio
S08_000759,436,TRANSFER,813608.3,C1876071532,3412499.34,2598891.04,C_SYN_575796770,0.0,813608.3,1,0,S08_00152,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_575796770,0.2384
S08_000760,434,TRANSFER,813608.3,C447588049,3473295.13,2659686.83,C_SYN_575796770,0.0,813608.3,1,0,S08_00152,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_575796770,0.2342
S08_000761,233,TRANSFER,127880.11,C972385786,464286.53,336406.42,C_SYN_880626301,0.0,127880.11,1,0,S08_00153,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_880626301,0.2754
S08_000762,235,TRANSFER,202116.63,C1894785059,868575.84,666459.21,C_SYN_880626301,0.0,202116.63,1,0,S08_00153,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_880626301,0.2327
S08_000763,237,TRANSFER,166381.41,C981880292,800516.5,634135.09,C_SYN_880626301,0.0,166381.41,1,0,S08_00153,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_880626301,0.2078
S08_000764,235,TRANSFER,74955.66,C1722137606,267387.85,192432.19,C_SYN_880626301,0.0,74955.66,1,0,S08_00153,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_880626301,0.2803
S08_000765,233,TRANSFER,156755.03,C1952126756,613240.93,456485.9,C_SYN_880626301,0.0,156755.03,1,0,S08_00153,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_880626301,0.2556
S08_000766,23,TRANSFER,370360.99,C1467045677,1800479.03,1430118.04,C_SYN_837996395,0.0,370360.99,1,0,S08_00154,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_837996395,0.2057
S08_000767,19,TRANSFER,41127.53,C1350060355,185563.79,144436.26,C_SYN_837996395,0.0,41127.53,1,0,S08_00154,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_837996395,0.2216
S08_000768,20,TRANSFER,224933.51,C324180941,1109504.95,884571.44,C_SYN_837996395,0.0,224933.51,1,0,S08_00154,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_837996395,0.2027
S08_000769,24,TRANSFER,54357.53,C924828435,260607.43,206249.9,C_SYN_837996395,0.0,54357.53,1,0,S08_00154,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_837996395,0.2086
S08_000770,19,TRANSFER,813608.3,C1769152346,3162016.11,2348407.81,C_SYN_837996395,0.0,813608.3,1,0,S08_00154,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_837996395,0.2573
S08_000771,661,TRANSFER,261165.24,C2147371852,1064446.4,803281.16,C_SYN_622258259,0.0,261165.24,1,0,S08_00155,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_622258259,0.2454
S08_000772,661,TRANSFER,654245.62,C1039169936,2408629.78,1754384.16,C_SYN_622258259,0.0,654245.62,1,0,S08_00155,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_622258259,0.2716
S08_000773,661,TRANSFER,651423.79,C438259051,3159719.3,2508295.51,C_SYN_622258259,0.0,651423.79,1,0,S08_00155,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_622258259,0.2062
S08_000774,659,TRANSFER,535889.72,C1933912408,2160791.45,1624901.73,C_SYN_622258259,0.0,535889.72,1,0,S08_00155,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_622258259,0.248
S08_000775,659,TRANSFER,547549.31,C2052373349,2473830.48,1926281.17,C_SYN_622258259,0.0,547549.31,1,0,S08_00155,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_622258259,0.2213
S08_000776,266,TRANSFER,813608.3,C919408662,3017109.35,2203501.05,C_SYN_502270026,0.0,813608.3,1,0,S08_00156,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_502270026,0.2697
S08_000777,269,TRANSFER,51249.53,C2140860704,246538.32,195288.79,C_SYN_502270026,0.0,51249.53,1,0,S08_00156,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_502270026,0.2079
S08_000778,270,TRANSFER,130169.23,C1519676131,600271.74,470102.51,C_SYN_502270026,0.0,130169.23,1,0,S08_00156,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_502270026,0.2169
S08_000779,267,TRANSFER,653068.61,C29438827,2808816.23,2155747.62,C_SYN_502270026,0.0,653068.61,1,0,S08_00156,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_502270026,0.2325
S08_000780,268,TRANSFER,255328.36,C1146977647,1055285.23,799956.87,C_SYN_502270026,0.0,255328.36,1,0,S08_00156,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_502270026,0.242
S08_000781,357,TRANSFER,813608.3,C1774673610,3529403.19,2715794.89,C_SYN_462462518,0.0,813608.3,1,0,S08_00157,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_462462518,0.2305
S08_000782,360,TRANSFER,682906.29,C822755137,3058353.12,2375446.83,C_SYN_462462518,0.0,682906.29,1,0,S08_00157,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_462462518,0.2233
S08_000783,360,TRANSFER,429403.01,C1797344242,2051585.32,1622182.31,C_SYN_462462518,0.0,429403.01,1,0,S08_00157,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_462462518,0.2093
S08_000784,361,TRANSFER,101836.99,C1606445574,398495.45,296658.46,C_SYN_462462518,0.0,101836.99,1,0,S08_00157,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_462462518,0.2556
S08_000785,360,TRANSFER,423926.95,C1686485841,1859101.25,1435174.3,C_SYN_462462518,0.0,423926.95,1,0,S08_00157,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_462462518,0.228
S08_000786,451,TRANSFER,132318.81,C735859254,578087.59,445768.78,C_SYN_676554783,0.0,132318.81,1,0,S08_00158,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_676554783,0.2289
S08_000787,452,TRANSFER,254175.03,C492828597,1011184.58,757009.55,C_SYN_676554783,0.0,254175.03,1,0,S08_00158,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_676554783,0.2514
S08_000788,454,TRANSFER,813608.3,C1942332145,2881093.14,2067484.84,C_SYN_676554783,0.0,813608.3,1,0,S08_00158,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_676554783,0.2824
S08_000789,454,TRANSFER,526367.02,C462846260,2138013.0,1611645.98,C_SYN_676554783,0.0,526367.02,1,0,S08_00158,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_676554783,0.2462
S08_000790,451,TRANSFER,319985.78,C630926186,1188392.38,868406.6,C_SYN_676554783,0.0,319985.78,1,0,S08_00158,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_676554783,0.2693
S08_000791,149,TRANSFER,794020.41,C154871174,3395119.37,2601098.96,C_SYN_944581422,0.0,794020.41,1,0,S08_00159,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_944581422,0.2339
S08_000792,150,TRANSFER,303184.87,C1486075045,1216046.09,912861.22,C_SYN_944581422,0.0,303184.87,1,0,S08_00159,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_944581422,0.2493
S08_000793,153,TRANSFER,106506.54,C1863010246,422492.94,315986.4,C_SYN_944581422,0.0,106506.54,1,0,S08_00159,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_944581422,0.2521
S08_000794,151,TRANSFER,786411.09,C1823343251,3378915.92,2592504.83,C_SYN_944581422,0.0,786411.09,1,0,S08_00159,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_944581422,0.2327
S08_000795,151,TRANSFER,125267.35,C1371409541,543601.76,418334.41,C_SYN_944581422,0.0,125267.35,1,0,S08_00159,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_944581422,0.2304
S08_000796,436,TRANSFER,813608.3,C691727545,2881235.21,2067626.91,C_SYN_703670380,0.0,813608.3,1,0,S08_00160,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_703670380,0.2824
S08_000797,435,TRANSFER,389072.93,C1926492485,1441003.02,1051930.09,C_SYN_703670380,0.0,389072.93,1,0,S08_00160,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_703670380,0.27
S08_000798,436,TRANSFER,229853.5,C1826429980,815160.2,585306.7,C_SYN_703670380,0.0,229853.5,1,0,S08_00160,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_703670380,0.282
S08_000799,436,TRANSFER,301909.97,C1167292360,1067260.24,765350.27,C_SYN_703670380,0.0,301909.97,1,0,S08_00160,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_703670380,0.2829
S08_000800,435,TRANSFER,86134.52,C843141512,364502.06,278367.54,C_SYN_703670380,0.0,86134.52,1,0,S08_00160,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_703670380,0.2363
S08_000801,127,TRANSFER,91567.71,C1653465329,371966.84,280399.13,C_SYN_467134841,0.0,91567.71,1,0,S08_00161,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_467134841,0.2462
S08_000802,128,TRANSFER,813608.3,C683456512,3583468.04,2769859.74,C_SYN_467134841,0.0,813608.3,1,0,S08_00161,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_467134841,0.227
S08_000803,127,TRANSFER,49330.46,C653075797,179183.16,129852.7,C_SYN_467134841,0.0,49330.46,1,0,S08_00161,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_467134841,0.2753
S08_000804,129,TRANSFER,813608.3,C1285256335,3322957.6,2509349.3,C_SYN_467134841,0.0,813608.3,1,0,S08_00161,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_467134841,0.2448
S08_000805,129,TRANSFER,61479.17,C392127478,286511.89,225032.72,C_SYN_467134841,0.0,61479.17,1,0,S08_00161,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_467134841,0.2146
S08_000806,676,TRANSFER,246490.4,C1605482410,954006.87,707516.47,C_SYN_330689072,0.0,246490.4,1,0,S08_00162,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_330689072,0.2584
S08_000807,678,TRANSFER,289010.77,C1355545381,1369975.34,1080964.57,C_SYN_330689072,0.0,289010.77,1,0,S08_00162,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_330689072,0.211
S08_000808,679,TRANSFER,316137.38,C2069625150,1133817.66,817680.28,C_SYN_330689072,0.0,316137.38,1,0,S08_00162,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_330689072,0.2788
S08_000809,676,TRANSFER,695947.7,C1502340650,2681177.36,1985229.66,C_SYN_330689072,0.0,695947.7,1,0,S08_00162,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_330689072,0.2596
S08_000810,677,TRANSFER,813608.3,C1376223617,3271450.27,2457841.97,C_SYN_330689072,0.0,813608.3,1,0,S08_00162,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_330689072,0.2487
S08_000811,639,TRANSFER,314701.23,C1863861641,1397069.37,1082368.14,C_SYN_697845271,0.0,314701.23,1,0,S08_00163,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_697845271,0.2253
S08_000812,639,TRANSFER,419535.66,C1346985979,1960734.52,1541198.86,C_SYN_697845271,0.0,419535.66,1,0,S08_00163,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_697845271,0.214
S08_000813,637,TRANSFER,161335.26,C1170249083,715539.45,554204.19,C_SYN_697845271,0.0,161335.26,1,0,S08_00163,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_697845271,0.2255
S08_000814,641,TRANSFER,813608.3,C1219610941,3410782.9,2597174.6,C_SYN_697845271,0.0,813608.3,1,0,S08_00163,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_697845271,0.2385
S08_000815,641,TRANSFER,148300.72,C1826848189,708704.92,560404.2,C_SYN_697845271,0.0,148300.72,1,0,S08_00163,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_697845271,0.2093
S08_000816,660,TRANSFER,458132.41,C1321577237,2010982.18,1552849.77,C_SYN_774064245,0.0,458132.41,1,0,S08_00164,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_774064245,0.2278
S08_000817,662,TRANSFER,355960.09,C1516251222,1530656.84,1174696.75,C_SYN_774064245,0.0,355960.09,1,0,S08_00164,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_774064245,0.2326
S08_000818,662,TRANSFER,285501.2,C378911465,1318670.1,1033168.9,C_SYN_774064245,0.0,285501.2,1,0,S08_00164,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_774064245,0.2165
S08_000819,659,TRANSFER,176911.67,C638994322,799841.34,622929.67,C_SYN_774064245,0.0,176911.67,1,0,S08_00164,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_774064245,0.2212
S08_000820,659,TRANSFER,619161.21,C1891430436,3043835.6,2424674.39,C_SYN_774064245,0.0,619161.21,1,0,S08_00164,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_774064245,0.2034
S08_000821,309,TRANSFER,419347.54,C1807076638,1942389.22,1523041.68,C_SYN_155415449,0.0,419347.54,1,0,S08_00165,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_155415449,0.2159
S08_000822,309,TRANSFER,813608.3,C434331819,3305686.34,2492078.04,C_SYN_155415449,0.0,813608.3,1,0,S08_00165,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_155415449,0.2461
S08_000823,306,TRANSFER,813608.3,C52460298,3534369.41,2720761.11,C_SYN_155415449,0.0,813608.3,1,0,S08_00165,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_155415449,0.2302
S08_000824,305,TRANSFER,108221.72,C1505441587,458696.49,350474.77,C_SYN_155415449,0.0,108221.72,1,0,S08_00165,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_155415449,0.2359
S08_000825,306,TRANSFER,243464.17,C443539158,1178775.32,935311.15,C_SYN_155415449,0.0,243464.17,1,0,S08_00165,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_155415449,0.2065
S08_000826,691,TRANSFER,356856.11,C561610280,1555997.35,1199141.24,C_SYN_930886491,0.0,356856.11,1,0,S08_00166,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_930886491,0.2293
S08_000827,690,TRANSFER,236767.68,C439793096,1182461.46,945693.78,C_SYN_930886491,0.0,236767.68,1,0,S08_00166,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_930886491,0.2002
S08_000828,687,TRANSFER,168067.59,C419562797,749631.45,581563.86,C_SYN_930886491,0.0,168067.59,1,0,S08_00166,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_930886491,0.2242
S08_000829,692,TRANSFER,59261.36,C1098798448,212966.74,153705.38,C_SYN_930886491,0.0,59261.36,1,0,S08_00166,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_930886491,0.2783
S08_000830,692,TRANSFER,267931.92,C924590638,950136.18,682204.26,C_SYN_930886491,0.0,267931.92,1,0,S08_00166,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_930886491,0.282
S08_000831,116,TRANSFER,667823.32,C1464879606,3026296.85,2358473.53,C_SYN_857557534,0.0,667823.32,1,0,S08_00167,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_857557534,0.2207
S08_000832,119,TRANSFER,200631.78,C877137179,860878.72,660246.94,C_SYN_857557534,0.0,200631.78,1,0,S08_00167,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_857557534,0.2331
S08_000833,114,TRANSFER,52160.54,C233612747,246703.53,194542.99,C_SYN_857557534,0.0,52160.54,1,0,S08_00167,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_857557534,0.2114
S08_000834,114,TRANSFER,394595.1,C631584820,1505797.57,1111202.47,C_SYN_857557534,0.0,394595.1,1,0,S08_00167,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_857557534,0.2621
S08_000835,115,TRANSFER,813608.3,C373328213,4056503.76,3242895.46,C_SYN_857557534,0.0,813608.3,1,0,S08_00167,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_857557534,0.2006
S08_000836,488,TRANSFER,165009.55,C1440980921,581076.66,416067.11,C_SYN_437023088,0.0,165009.55,1,0,S08_00168,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_437023088,0.284
S08_000837,492,TRANSFER,387905.96,C659444590,1725933.07,1338027.11,C_SYN_437023088,0.0,387905.96,1,0,S08_00168,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_437023088,0.2248
S08_000838,491,TRANSFER,470830.52,C1982049382,2309723.4,1838892.88,C_SYN_437023088,0.0,470830.52,1,0,S08_00168,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_437023088,0.2038
S08_000839,491,TRANSFER,367779.83,C620335103,1709872.39,1342092.56,C_SYN_437023088,0.0,367779.83,1,0,S08_00168,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_437023088,0.2151
S08_000840,488,TRANSFER,813608.3,C813260420,2975045.15,2161436.85,C_SYN_437023088,0.0,813608.3,1,0,S08_00168,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_437023088,0.2735
S08_000841,386,TRANSFER,436381.62,C1702266436,1543371.68,1106990.06,C_SYN_433501357,0.0,436381.62,1,0,S08_00169,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_433501357,0.2827
S08_000842,387,TRANSFER,813608.3,C1916453803,2983092.51,2169484.21,C_SYN_433501357,0.0,813608.3,1,0,S08_00169,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_433501357,0.2727
S08_000843,388,TRANSFER,411159.26,C268386300,1869390.84,1458231.58,C_SYN_433501357,0.0,411159.26,1,0,S08_00169,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_433501357,0.2199
S08_000844,385,TRANSFER,813608.3,C1088633933,3485388.04,2671779.74,C_SYN_433501357,0.0,813608.3,1,0,S08_00169,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_433501357,0.2334
S08_000845,385,TRANSFER,813608.3,C1069904626,3458597.14,2644988.84,C_SYN_433501357,0.0,813608.3,1,0,S08_00169,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_433501357,0.2352
S08_000846,362,TRANSFER,448716.76,C639215196,1619577.07,1170860.31,C_SYN_989429647,0.0,448716.76,1,0,S08_00170,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_989429647,0.2771
S08_000847,359,TRANSFER,813608.3,C1942944308,3105273.34,2291665.04,C_SYN_989429647,0.0,813608.3,1,0,S08_00170,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_989429647,0.262
S08_000848,363,TRANSFER,598114.62,C2111327208,2814263.33,2216148.71,C_SYN_989429647,0.0,598114.62,1,0,S08_00170,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_989429647,0.2125
S08_000849,363,TRANSFER,143747.56,C1462091498,560507.96,416760.4,C_SYN_989429647,0.0,143747.56,1,0,S08_00170,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_989429647,0.2565
S08_000850,358,TRANSFER,142494.81,C1585117699,600566.53,458071.72,C_SYN_989429647,0.0,142494.81,1,0,S08_00170,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_989429647,0.2373
S08_000851,674,TRANSFER,454670.09,C925730412,2002930.71,1548260.62,C_SYN_703340008,0.0,454670.09,1,0,S08_00171,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_703340008,0.227
S08_000852,670,TRANSFER,66651.01,C1759949238,309221.84,242570.83,C_SYN_703340008,0.0,66651.01,1,0,S08_00171,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_703340008,0.2155
S08_000853,671,TRANSFER,327032.87,C1365522414,1569888.66,1242855.79,C_SYN_703340008,0.0,327032.87,1,0,S08_00171,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_703340008,0.2083
S08_000854,673,TRANSFER,549473.41,C961398556,2438110.11,1888636.7,C_SYN_703340008,0.0,549473.41,1,0,S08_00171,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_703340008,0.2254
S08_000855,671,TRANSFER,70402.57,C257513693,301986.03,231583.46,C_SYN_703340008,0.0,70402.57,1,0,S08_00171,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_703340008,0.2331
S08_000856,56,TRANSFER,528676.99,C1640699119,2288511.29,1759834.3,C_SYN_411534579,0.0,528676.99,1,0,S08_00172,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_411534579,0.231
S08_000857,54,TRANSFER,225851.61,C58817344,1053150.4,827298.79,C_SYN_411534579,0.0,225851.61,1,0,S08_00172,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_411534579,0.2145
S08_000858,54,TRANSFER,813608.3,C5193932,3041215.93,2227607.63,C_SYN_411534579,0.0,813608.3,1,0,S08_00172,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_411534579,0.2675
S08_000859,55,TRANSFER,774421.44,C1771330879,3441789.51,2667368.07,C_SYN_411534579,0.0,774421.44,1,0,S08_00172,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_411534579,0.225
S08_000860,53,TRANSFER,813608.3,C1895672077,3338779.94,2525171.64,C_SYN_411534579,0.0,813608.3,1,0,S08_00172,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,5,5,C_SYN_411534579,0.2437
S08_000861,154,TRANSFER,145216.6,C1065985221,637534.08,492317.48,C_SYN_911918576,0.0,145216.6,1,0,S08_00173,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,1,5,C_SYN_911918576,0.2278
S08_000862,154,TRANSFER,274558.28,C11572568,1306624.98,1032066.7,C_SYN_911918576,0.0,274558.28,1,0,S08_00173,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,2,5,C_SYN_911918576,0.2101
S08_000863,158,TRANSFER,813608.3,C2118031732,3995364.11,3181755.81,C_SYN_911918576,0.0,813608.3,1,0,S08_00173,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,3,5,C_SYN_911918576,0.2036
S08_000864,156,TRANSFER,60340.88,C1466867029,286020.12,225679.24,C_SYN_911918576,0.0,60340.88,1,0,S08_00173,DESTINATION_CONCENTRATION,Multiple independent accounts transferred funds to the same destination within a short time window,HIGH,4,5,C_SYN_911918576,0.211
