record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,cycle_position,cycle_length,next_account,balance_usage_ratio
S09_000678,562,TRANSFER,813608.3,C1138265956,2964440.29,2150831.99,C1502933987,0.0,813608.3,1,0,S09_00170,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1502933987,0.2745
S09_000679,563,TRANSFER,96751.16,C1502933987,431796.29,335045.13,C786453644,0.0,96751.16,1,0,S09_00170,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C786453644,0.2241
S09_000680,564,TRANSFER,398753.95,C786453644,1722635.45,1323881.5,C1069401644,0.0,398753.95,1,0,S09_00170,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1069401644,0.2315
S09_000681,590,TRANSFER,103000.49,C1663804245,369533.0,266532.51,C77476882,0.0,103000.49,1,0,S09_00171,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C77476882,0.2787
S09_000682,591,TRANSFER,812048.88,C77476882,3176581.24,2364532.36,C1705946887,0.0,812048.88,1,0,S09_00171,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1705946887,0.2556
S09_000683,592,TRANSFER,487064.66,C1705946887,2198493.89,1711429.23,C693013051,0.0,487064.66,1,0,S09_00171,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C693013051,0.2215
S09_000684,593,TRANSFER,45248.78,C693013051,188627.97,143379.19,C1663804245,0.0,45248.78,1,0,S09_00171,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1663804245,0.2399
S09_000685,459,TRANSFER,179411.59,C324211164,662493.7,483082.11,C966874253,0.0,179411.59,1,0,S09_00172,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C966874253,0.2708
S09_000686,460,TRANSFER,386190.81,C966874253,1771267.33,1385076.52,C1651880469,0.0,386190.81,1,0,S09_00172,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1651880469,0.218
S09_000687,461,TRANSFER,104793.08,C1651880469,409870.99,305077.91,C406375259,0.0,104793.08,1,0,S09_00172,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C406375259,0.2557
S09_000688,462,TRANSFER,813608.3,C406375259,2952167.44,2138559.14,C324211164,0.0,813608.3,1,0,S09_00172,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C324211164,0.2756
S09_000689,676,TRANSFER,351770.26,C445613929,1401824.66,1050054.4,C1465833522,0.0,351770.26,1,0,S09_00173,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1465833522,0.2509
S09_000690,677,TRANSFER,475366.78,C1465833522,1916913.91,1441547.13,C2067665063,0.0,475366.78,1,0,S09_00173,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C2067665063,0.248
S09_000691,678,TRANSFER,713140.11,C2067665063,3051233.92,2338093.81,C876546713,0.0,713140.11,1,0,S09_00173,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C876546713,0.2337
S09_000692,679,TRANSFER,57335.15,C876546713,269505.87,212170.72,C445613929,0.0,57335.15,1,0,S09_00173,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C445613929,0.2127
S09_000693,160,TRANSFER,813608.3,C1247095945,3921688.53,3108080.23,C746029345,0.0,813608.3,1,0,S09_00174,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C746029345,0.2075
S09_000694,161,TRANSFER,260370.26,C746029345,1119445.45,859075.19,C1836782930,0.0,260370.26,1,0,S09_00174,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1836782930,0.2326
S09_000695,162,TRANSFER,522560.05,C1836782930,2089980.42,1567420.37,C923883524,0.0,522560.05,1,0,S09_00174,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C923883524,0.25
S09_000696,163,TRANSFER,51136.75,C923883524,255234.21,204097.46,C1247095945,0.0,51136.75,1,0,S09_00174,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1247095945,0.2004
S09_000697,614,TRANSFER,62625.75,C637563560,287826.43,225200.68,C2068279301,0.0,62625.75,1,0,S09_00175,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C2068279301,0.2176
S09_000698,615,TRANSFER,813608.3,C2068279301,2921027.51,2107419.21,C1143209694,0.0,813608.3,1,0,S09_00175,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1143209694,0.2785
S09_000699,616,TRANSFER,117469.13,C1143209694,579879.07,462409.94,C1276245645,0.0,117469.13,1,0,S09_00175,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1276245645,0.2026
S09_000700,617,TRANSFER,114363.51,C1276245645,518639.36,404275.85,C637563560,0.0,114363.51,1,0,S09_00175,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C637563560,0.2205
S09_000701,311,TRANSFER,813608.3,C1140275862,2965614.19,2152005.89,C862165272,0.0,813608.3,1,0,S09_00176,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C862165272,0.2743
S09_000702,312,TRANSFER,813608.3,C862165272,3770460.19,2956851.89,C1615175118,0.0,813608.3,1,0,S09_00176,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1615175118,0.2158
S09_000703,313,TRANSFER,813608.3,C1615175118,3659095.6,2845487.3,C390021619,0.0,813608.3,1,0,S09_00176,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C390021619,0.2224
S09_000704,314,TRANSFER,813608.3,C390021619,3979168.4,3165560.1,C1140275862,0.0,813608.3,1,0,S09_00176,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1140275862,0.2045
S09_000705,279,TRANSFER,813608.3,C1551937366,3033639.45,2220031.15,C1893939778,0.0,813608.3,1,0,S09_00177,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1893939778,0.2682
S09_000706,280,TRANSFER,279008.42,C1893939778,1364491.08,1085482.66,C1749858689,0.0,279008.42,1,0,S09_00177,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1749858689,0.2045
S09_000707,281,TRANSFER,211504.88,C1749858689,1007408.31,795903.43,C922986535,0.0,211504.88,1,0,S09_00177,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C922986535,0.2099
S09_000708,282,TRANSFER,412542.39,C922986535,1829781.66,1417239.27,C1551937366,0.0,412542.39,1,0,S09_00177,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1551937366,0.2255
S09_000709,456,TRANSFER,719914.04,C1843461226,2657613.23,1937699.19,C1651679727,0.0,719914.04,1,0,S09_00178,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1651679727,0.2709
S09_000710,457,TRANSFER,813608.3,C1651679727,3802025.86,2988417.56,C2117782943,0.0,813608.3,1,0,S09_00178,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C2117782943,0.214
S09_000711,458,TRANSFER,813608.3,C2117782943,2891759.63,2078151.33,C634267168,0.0,813608.3,1,0,S09_00178,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C634267168,0.2814
S09_000712,459,TRANSFER,782393.81,C634267168,3047164.8,2264770.99,C1843461226,0.0,782393.81,1,0,S09_00178,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1843461226,0.2568
S09_000713,361,TRANSFER,58205.96,C894150745,285525.65,227319.69,C1428012759,0.0,58205.96,1,0,S09_00179,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1428012759,0.2039
S09_000714,362,TRANSFER,717482.63,C1428012759,2840001.78,2122519.15,C1314519108,0.0,717482.63,1,0,S09_00179,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1314519108,0.2526
S09_000715,363,TRANSFER,813608.3,C1314519108,3393400.6,2579792.3,C1526078787,0.0,813608.3,1,0,S09_00179,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1526078787,0.2398
S09_000716,364,TRANSFER,140891.58,C1526078787,602102.86,461211.28,C894150745,0.0,140891.58,1,0,S09_00179,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C894150745,0.234
S09_000717,406,TRANSFER,215173.65,C912315178,1073337.17,858163.52,C675516255,0.0,215173.65,1,0,S09_00180,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C675516255,0.2005
S09_000718,407,TRANSFER,357993.68,C675516255,1364946.05,1006952.37,C319075313,0.0,357993.68,1,0,S09_00180,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C319075313,0.2623
S09_000719,408,TRANSFER,813608.3,C319075313,2989644.05,2176035.75,C1192135978,0.0,813608.3,1,0,S09_00180,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1192135978,0.2721
S09_000720,409,TRANSFER,681730.05,C1192135978,2775278.68,2093548.63,C912315178,0.0,681730.05,1,0,S09_00180,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C912315178,0.2456
S09_000721,670,TRANSFER,813608.3,C1643423511,3020046.54,2206438.24,C1630430030,0.0,813608.3,1,0,S09_00181,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1630430030,0.2694
S09_000722,671,TRANSFER,82424.68,C1630430030,389712.34,307287.66,C83983520,0.0,82424.68,1,0,S09_00181,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C83983520,0.2115
S09_000723,672,TRANSFER,590960.11,C83983520,2088654.39,1497694.28,C77746882,0.0,590960.11,1,0,S09_00181,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C77746882,0.2829
S09_000724,673,TRANSFER,442399.67,C77746882,1696789.27,1254389.6,C1643423511,0.0,442399.67,1,0,S09_00181,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1643423511,0.2607
S09_000725,266,TRANSFER,751271.72,C2038644937,2778794.08,2027522.36,C1874999647,0.0,751271.72,1,0,S09_00182,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1874999647,0.2704
S09_000726,267,TRANSFER,316754.24,C1874999647,1547070.72,1230316.48,C454425223,0.0,316754.24,1,0,S09_00182,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C454425223,0.2047
S09_000727,268,TRANSFER,813608.3,C454425223,3587507.68,2773899.38,C1526576403,0.0,813608.3,1,0,S09_00182,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1526576403,0.2268
S09_000728,269,TRANSFER,813608.3,C1526576403,3061004.29,2247395.99,C2038644937,0.0,813608.3,1,0,S09_00182,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C2038644937,0.2658
S09_000729,483,TRANSFER,44104.94,C1000669457,164051.01,119946.07,C1276529723,0.0,44104.94,1,0,S09_00183,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1276529723,0.2688
S09_000730,484,TRANSFER,330803.91,C1276529723,1191641.18,860837.27,C1735529288,0.0,330803.91,1,0,S09_00183,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1735529288,0.2776
S09_000731,485,TRANSFER,405595.55,C1735529288,1501818.69,1096223.14,C476973724,0.0,405595.55,1,0,S09_00183,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C476973724,0.2701
S09_000732,486,TRANSFER,473216.97,C476973724,2046329.45,1573112.48,C1000669457,0.0,473216.97,1,0,S09_00183,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1000669457,0.2313
S09_000733,128,TRANSFER,813608.3,C995804531,3228173.34,2414565.04,C1487909932,0.0,813608.3,1,0,S09_00184,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1487909932,0.252
S09_000734,129,TRANSFER,174870.98,C1487909932,727335.19,552464.21,C1442404668,0.0,174870.98,1,0,S09_00184,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1442404668,0.2404
S09_000735,130,TRANSFER,471238.58,C1442404668,2102308.15,1631069.57,C1823721916,0.0,471238.58,1,0,S09_00184,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1823721916,0.2242
S09_000736,131,TRANSFER,65398.98,C1823721916,289677.06,224278.08,C995804531,0.0,65398.98,1,0,S09_00184,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C995804531,0.2258
S09_000737,663,TRANSFER,205299.99,C1597452096,737442.58,532142.59,C4319325,0.0,205299.99,1,0,S09_00185,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C4319325,0.2784
S09_000738,664,TRANSFER,54025.94,C4319325,226352.52,172326.58,C649142325,0.0,54025.94,1,0,S09_00185,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C649142325,0.2387
S09_000739,665,TRANSFER,813608.3,C649142325,4061776.29,3248167.99,C1872772382,0.0,813608.3,1,0,S09_00185,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1872772382,0.2003
S09_000740,666,TRANSFER,124525.47,C1872772382,565663.53,441138.06,C1597452096,0.0,124525.47,1,0,S09_00185,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1597452096,0.2201
S09_000741,83,TRANSFER,292272.95,C586313868,1055673.74,763400.79,C2053588592,0.0,292272.95,1,0,S09_00186,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C2053588592,0.2769
S09_000742,84,TRANSFER,231271.89,C2053588592,901516.59,670244.7,C1355997544,0.0,231271.89,1,0,S09_00186,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1355997544,0.2565
S09_000743,85,TRANSFER,250536.96,C1355997544,1136793.19,886256.23,C1373839929,0.0,250536.96,1,0,S09_00186,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1373839929,0.2204
S09_000744,86,TRANSFER,813608.3,C1373839929,3620381.55,2806773.25,C586313868,0.0,813608.3,1,0,S09_00186,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C586313868,0.2247
S09_000745,101,TRANSFER,270852.91,C37215631,1072409.71,801556.8,C1201023664,0.0,270852.91,1,0,S09_00187,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1201023664,0.2526
S09_000746,102,TRANSFER,813608.3,C1201023664,3490837.01,2677228.71,C635422366,0.0,813608.3,1,0,S09_00187,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C635422366,0.2331
S09_000747,103,TRANSFER,44816.89,C635422366,178091.0,133274.11,C572056516,0.0,44816.89,1,0,S09_00187,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C572056516,0.2517
S09_000748,104,TRANSFER,813608.3,C572056516,3396551.84,2582943.54,C37215631,0.0,813608.3,1,0,S09_00187,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C37215631,0.2395
S09_000749,483,TRANSFER,377138.73,C1317424490,1554262.11,1177123.38,C1762901958,0.0,377138.73,1,0,S09_00188,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1762901958,0.2426
S09_000750,484,TRANSFER,295626.81,C1762901958,1360007.95,1064381.14,C1882714443,0.0,295626.81,1,0,S09_00188,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1882714443,0.2174
S09_000751,485,TRANSFER,193442.85,C1882714443,680250.85,486808.0,C714945056,0.0,193442.85,1,0,S09_00188,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C714945056,0.2844
S09_000752,486,TRANSFER,813608.3,C714945056,3435067.45,2621459.15,C1317424490,0.0,813608.3,1,0,S09_00188,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1317424490,0.2369
S09_000753,591,TRANSFER,146333.83,C894359230,661642.89,515309.06,C148899339,0.0,146333.83,1,0,S09_00189,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C148899339,0.2212
S09_000754,592,TRANSFER,108962.52,C148899339,482532.05,373569.53,C896823961,0.0,108962.52,1,0,S09_00189,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C896823961,0.2258
S09_000755,593,TRANSFER,603076.82,C896823961,2865492.4,2262415.58,C347538548,0.0,603076.82,1,0,S09_00189,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C347538548,0.2105
S09_000756,594,TRANSFER,323915.24,C347538548,1230322.21,906406.97,C894359230,0.0,323915.24,1,0,S09_00189,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C894359230,0.2633
S09_000757,173,TRANSFER,127809.05,C1533468727,518535.74,390726.69,C1183728770,0.0,127809.05,1,0,S09_00190,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1183728770,0.2465
S09_000758,174,TRANSFER,813608.3,C1183728770,3636125.48,2822517.18,C783454648,0.0,813608.3,1,0,S09_00190,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C783454648,0.2238
S09_000759,175,TRANSFER,813608.3,C783454648,3172282.29,2358673.99,C333974971,0.0,813608.3,1,0,S09_00190,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C333974971,0.2565
S09_000760,176,TRANSFER,468287.77,C333974971,1728356.33,1260068.56,C1533468727,0.0,468287.77,1,0,S09_00190,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1533468727,0.2709
S09_000761,564,TRANSFER,813608.3,C353417264,3642984.84,2829376.54,C205506350,0.0,813608.3,1,0,S09_00191,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C205506350,0.2233
S09_000762,565,TRANSFER,813608.3,C205506350,3597061.53,2783453.23,C1283378174,0.0,813608.3,1,0,S09_00191,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1283378174,0.2262
S09_000763,566,TRANSFER,813608.3,C1283378174,3326511.23,2512902.93,C906070313,0.0,813608.3,1,0,S09_00191,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C906070313,0.2446
S09_000764,567,TRANSFER,58581.68,C906070313,216735.67,158153.99,C353417264,0.0,58581.68,1,0,S09_00191,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C353417264,0.2703
S09_000765,17,TRANSFER,813608.3,C504181149,3998271.91,3184663.61,C213508509,0.0,813608.3,1,0,S09_00192,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C213508509,0.2035
S09_000766,18,TRANSFER,813608.3,C213508509,2940889.14,2127280.84,C1627776972,0.0,813608.3,1,0,S09_00192,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1627776972,0.2767
S09_000767,19,TRANSFER,139484.61,C1627776972,682843.89,543359.28,C993700829,0.0,139484.61,1,0,S09_00192,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C993700829,0.2043
S09_000768,20,TRANSFER,566337.08,C993700829,2645788.45,2079451.37,C504181149,0.0,566337.08,1,0,S09_00192,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C504181149,0.2141
S09_000769,200,TRANSFER,813608.3,C35081582,3933052.8,3119444.5,C1699807244,0.0,813608.3,1,0,S09_00193,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1699807244,0.2069
S09_000770,201,TRANSFER,484930.59,C1699807244,2339154.43,1854223.84,C608211902,0.0,484930.59,1,0,S09_00193,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C608211902,0.2073
S09_000771,202,TRANSFER,668979.08,C608211902,3333130.0,2664150.92,C1223182125,0.0,668979.08,1,0,S09_00193,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1223182125,0.2007
S09_000772,203,TRANSFER,365203.05,C1223182125,1304412.62,939209.57,C35081582,0.0,365203.05,1,0,S09_00193,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C35081582,0.28
S09_000773,505,TRANSFER,322417.31,C1794209134,1447187.28,1124769.97,C1943424134,0.0,322417.31,1,0,S09_00194,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1943424134,0.2228
S09_000774,506,TRANSFER,233303.79,C1943424134,853437.23,620133.44,C1678293695,0.0,233303.79,1,0,S09_00194,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C1678293695,0.2734
S09_000775,507,TRANSFER,524741.55,C1678293695,2236904.45,1712162.9,C2115831579,0.0,524741.55,1,0,S09_00194,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C2115831579,0.2346
S09_000776,508,TRANSFER,135645.73,C2115831579,568751.75,433106.02,C1794209134,0.0,135645.73,1,0,S09_00194,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C1794209134,0.2385
S09_000777,651,TRANSFER,58958.89,C301439680,289692.92,230734.03,C1828294733,0.0,58958.89,1,0,S09_00195,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C1828294733,0.2035
S09_000778,652,TRANSFER,629110.31,C1828294733,2536737.62,1907627.31,C335040626,0.0,629110.31,1,0,S09_00195,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C335040626,0.248
S09_000779,653,TRANSFER,184876.73,C335040626,799485.38,614608.65,C1398401544,0.0,184876.73,1,0,S09_00195,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1398401544,0.2312
S09_000780,654,TRANSFER,498621.24,C1398401544,1796566.86,1297945.62,C301439680,0.0,498621.24,1,0,S09_00195,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C301439680,0.2775
S09_000781,550,TRANSFER,127106.22,C441170131,542996.04,415889.82,C911863242,0.0,127106.22,1,0,S09_00196,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C911863242,0.2341
S09_000782,551,TRANSFER,813608.3,C911863242,3802583.39,2988975.09,C191323457,0.0,813608.3,1,0,S09_00196,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,2,4,C191323457,0.214
S09_000783,552,TRANSFER,270233.34,C191323457,1341434.59,1071201.25,C1444161639,0.0,270233.34,1,0,S09_00196,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,3,4,C1444161639,0.2015
S09_000784,553,TRANSFER,813608.3,C1444161639,2860355.14,2046746.84,C441170131,0.0,813608.3,1,0,S09_00196,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,4,4,C441170131,0.2844
S09_000785,382,TRANSFER,91918.99,C1399108401,445627.0,353708.01,C2059461312,0.0,91918.99,1,0,S09_00197,CIRCULAR_TRANSACTION,"Funds moved through a closed chain of accounts, forming a circular transaction pattern",CRITICAL,1,4,C2059461312,0.2063
