record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,drain_ratio
S03_000406,49,TRANSFER,43442.74,C1980607093,50000.0,6557.26,C_SYN_754621799,0.0,43442.74,1,0,S03_00406,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8688547999999999
S03_000407,692,CASH_OUT,46634.62,C258237406,50000.0,3365.38,C_SYN_495279992,0.0,46634.62,1,0,S03_00407,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9326924000000001
S03_000408,305,TRANSFER,368845.75,C1554865369,404327.32,35481.57,C_SYN_122636262,0.0,368845.75,1,0,S03_00408,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9122454302617987
S03_000409,616,CASH_OUT,6737964.69,C620105004,7102371.96,364407.27,C_SYN_996551649,0.0,6737964.69,1,0,S03_00409,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9486921732553135
S03_000410,186,TRANSFER,42046.22,C1072924752,50000.0,7953.78,C_SYN_662252136,0.0,42046.22,1,0,S03_00410,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8409244
S03_000411,22,CASH_OUT,7958111.9,C1835598359,8215652.83,257540.93,C_SYN_338475082,0.0,7958111.9,1,0,S03_00411,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9686524083564519
S03_000412,290,CASH_OUT,179541.34,C995752777,211139.0,31597.66,C_SYN_629726929,0.0,179541.34,1,0,S03_00412,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8503466436802296
S03_000413,23,TRANSFER,48274.53,C823542778,50000.0,1725.47,C_SYN_385939003,0.0,48274.53,1,0,S03_00413,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9654906
S03_000414,338,CASH_OUT,5000673.31,C257203686,5970725.84,970052.53,C_SYN_599789865,0.0,5000673.31,1,0,S03_00414,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8375318921024181
S03_000415,242,CASH_OUT,45651.55,C1684429407,50000.0,4348.45,C_SYN_239505641,0.0,45651.55,1,0,S03_00415,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.913031
S03_000416,15,TRANSFER,47110.27,C618532959,50000.0,2889.73,C_SYN_447545672,0.0,47110.27,1,0,S03_00416,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9422054
S03_000417,409,CASH_OUT,41561.72,C2136614690,50000.0,8438.28,C_SYN_512745169,0.0,41561.72,1,0,S03_00417,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8312344
S03_000418,20,CASH_OUT,60049.84,C526228101,65601.36,5551.52,C_SYN_669189144,0.0,60049.84,1,0,S03_00418,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9153749251539907
S03_000419,572,TRANSFER,48304.81,C1589546230,50000.0,1695.19,C_SYN_556352877,0.0,48304.81,1,0,S03_00419,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9660962
S03_000420,263,TRANSFER,53753.86,C1123935295,64649.11,10895.25,C_SYN_738502824,0.0,53753.86,1,0,S03_00420,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8314709978219345
S03_000421,189,TRANSFER,171614.84,C1431137318,186551.0,14936.16,C_SYN_210861281,0.0,171614.84,1,0,S03_00421,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9199352455896779
S03_000422,398,TRANSFER,539422.99,C1555289160,640752.0,101329.01,C_SYN_214777099,0.0,539422.99,1,0,S03_00422,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8418592372712064
S03_000423,381,CASH_OUT,42499.77,C312039472,50000.0,7500.23,C_SYN_101428127,0.0,42499.77,1,0,S03_00423,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8499954
S03_000424,479,TRANSFER,4150342.22,C856335984,4794404.94,644062.72,C_SYN_376772356,0.0,4150342.22,1,0,S03_00424,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8656636792135459
S03_000425,221,TRANSFER,44138.2,C1211984016,50000.0,5861.8,C_SYN_118268849,0.0,44138.2,1,0,S03_00425,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.882764
S03_000426,294,TRANSFER,2759087.29,C1750820930,3144399.88,385312.59,C_SYN_420532628,0.0,2759087.29,1,0,S03_00426,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8774606905276946
S03_000427,236,TRANSFER,42729.48,C1149827575,50000.0,7270.52,C_SYN_925326671,0.0,42729.48,1,0,S03_00427,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8545896000000001
S03_000428,411,TRANSFER,91695.37,C350258739,100326.0,8630.63,C_SYN_594863718,0.0,91695.37,1,0,S03_00428,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9139741442896158
S03_000429,189,TRANSFER,54364.03,C401696994,59590.0,5225.97,C_SYN_856272358,0.0,54364.03,1,0,S03_00429,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.912301225037758
S03_000430,239,TRANSFER,47128.84,C1306781569,50000.0,2871.16,C_SYN_761750527,0.0,47128.84,1,0,S03_00430,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9425767999999999
S03_000431,135,TRANSFER,7086571.8,C1329428317,7921578.83,835007.03,C_SYN_859724486,0.0,7086571.8,1,0,S03_00431,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8945908324691885
S03_000432,689,TRANSFER,94526.29,C883814904,100723.3,6197.01,C_SYN_813625985,0.0,94526.29,1,0,S03_00432,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9384749109689614
S03_000433,140,CASH_OUT,47113.04,C448445138,50000.0,2886.96,C_SYN_877280982,0.0,47113.04,1,0,S03_00433,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9422608
S03_000434,14,TRANSFER,45570.53,C1579791742,50000.0,4429.47,C_SYN_462080217,0.0,45570.53,1,0,S03_00434,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9114106
S03_000435,283,CASH_OUT,23104705.95,C780186466,23681170.14,576464.19,C_SYN_283108255,0.0,23104705.95,1,0,S03_00435,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.97565727594574
S03_000436,140,TRANSFER,40987.63,C84349772,50000.0,9012.37,C_SYN_977793982,0.0,40987.63,1,0,S03_00436,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8197525999999999
S03_000437,168,TRANSFER,42394.17,C1739464840,50000.0,7605.83,C_SYN_646318845,0.0,42394.17,1,0,S03_00437,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8478834
S03_000438,535,CASH_OUT,83772.75,C959002477,97587.0,13814.25,C_SYN_360644066,0.0,83772.75,1,0,S03_00438,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8584416981770113
S03_000439,36,TRANSFER,43550.29,C2073554338,50000.0,6449.71,C_SYN_250394900,0.0,43550.29,1,0,S03_00439,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8710058
S03_000440,41,CASH_OUT,40919.35,C412820737,50000.0,9080.65,C_SYN_928203432,0.0,40919.35,1,0,S03_00440,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.818387
S03_000441,233,TRANSFER,43938.43,C1483184331,50000.0,6061.57,C_SYN_490290441,0.0,43938.43,1,0,S03_00441,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8787686
S03_000442,311,CASH_OUT,42277.53,C835086875,50000.0,7722.47,C_SYN_422690331,0.0,42277.53,1,0,S03_00442,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8455505999999999
S03_000443,315,TRANSFER,458856.95,C12773914,527699.09,68842.14,C_SYN_589341006,0.0,458856.95,1,0,S03_00443,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8695428108469925
S03_000444,251,CASH_OUT,6677955.51,C652306392,7579012.67,901057.16,C_SYN_553950020,0.0,6677955.51,1,0,S03_00444,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8811115379755659
S03_000445,138,TRANSFER,6872873.18,C786166804,7450745.55,577872.37,C_SYN_464178936,0.0,6872873.18,1,0,S03_00445,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9224410005519514
S03_000446,29,CASH_OUT,20219000.62,C461938214,22010036.62,1791036.0,C_SYN_552550114,0.0,20219000.62,1,0,S03_00446,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9186263961790718
S03_000447,146,CASH_OUT,5578834.05,C1362961377,5738536.06,159702.01,C_SYN_543461433,0.0,5578834.05,1,0,S03_00447,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9721702524249713
S03_000448,237,CASH_OUT,120720.93,C842863397,123850.0,3129.07,C_SYN_245353202,0.0,120720.93,1,0,S03_00448,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9747350020185708
S03_000449,190,TRANSFER,204192.67,C951011051,233581.0,29388.33,C_SYN_445892853,0.0,204192.67,1,0,S03_00449,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8741835594504691
S03_000450,47,TRANSFER,43818.67,C1918133624,50000.0,6181.33,C_SYN_162953839,0.0,43818.67,1,0,S03_00450,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8763734
S03_000451,362,TRANSFER,78377.28,C2068495982,83305.0,4927.72,C_SYN_666676417,0.0,78377.28,1,0,S03_00451,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9408472480643418
S03_000452,547,CASH_OUT,8111652.6,C1088640424,9869996.94,1758344.34,C_SYN_205801293,0.0,8111652.6,1,0,S03_00452,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8218495557101966
S03_000453,205,TRANSFER,89515.16,C1602291483,92021.0,2505.84,C_SYN_726268926,0.0,89515.16,1,0,S03_00453,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9727688245074494
S03_000454,546,TRANSFER,47188.43,C1129962093,50000.0,2811.57,C_SYN_589440001,0.0,47188.43,1,0,S03_00454,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9437686
S03_000455,398,CASH_OUT,63744.8,C1028032649,70449.0,6704.2,C_SYN_365299231,0.0,63744.8,1,0,S03_00455,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9048361225851326
S03_000456,258,TRANSFER,111455.87,C1905188618,137962.22,26506.35,C_SYN_523189905,0.0,111455.87,1,0,S03_00456,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8078724015893626
S03_000457,138,TRANSFER,295168.3,C1884739884,340451.77,45283.47,C_SYN_913488251,0.0,295168.3,1,0,S03_00457,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8669900585331073
S03_000458,18,TRANSFER,4013028.03,C1261175723,4138193.27,125165.24,C_SYN_621844436,0.0,4013028.03,1,0,S03_00458,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9697536504862181
S03_000459,190,CASH_OUT,161447.76,C1676176197,201234.0,39786.24,C_SYN_836393337,0.0,161447.76,1,0,S03_00459,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8022886788514864
S03_000460,14,CASH_OUT,5653716.03,C470970558,5936454.01,282737.98,C_SYN_109625105,0.0,5653716.03,1,0,S03_00460,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9523725814225588
S03_000461,168,CASH_OUT,2663484.26,C183522275,3171602.18,508117.92,C_SYN_348305901,0.0,2663484.26,1,0,S03_00461,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8397914078871013
S03_000462,42,TRANSFER,45905.46,C1414659546,50000.0,4094.54,C_SYN_293389141,0.0,45905.46,1,0,S03_00462,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9181092
S03_000463,403,TRANSFER,42423.98,C2008590872,50000.0,7576.02,C_SYN_807874257,0.0,42423.98,1,0,S03_00463,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8484796000000001
S03_000464,241,TRANSFER,125328.21,C357407380,135731.54,10403.33,C_SYN_125137138,0.0,125328.21,1,0,S03_00464,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.923353628788121
S03_000465,10,TRANSFER,201859.87,C276695315,234277.0,32417.13,C_SYN_135154340,0.0,201859.87,1,0,S03_00465,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8616290544953196
S03_000466,382,TRANSFER,160695.05,C1278062619,176559.0,15863.95,C_SYN_750985494,0.0,160695.05,1,0,S03_00466,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9101492985347673
S03_000467,363,CASH_OUT,45726.62,C480849950,50000.0,4273.38,C_SYN_787502446,0.0,45726.62,1,0,S03_00467,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9145324
S03_000468,165,CASH_OUT,45022.38,C1739489232,50000.0,4977.62,C_SYN_664576770,0.0,45022.38,1,0,S03_00468,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9004475999999999
S03_000469,11,TRANSFER,224269.41,C1347621129,274217.58,49948.17,C_SYN_315053161,0.0,224269.41,1,0,S03_00469,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8178520501858414
S03_000470,49,CASH_OUT,42938.74,C778215741,50164.0,7225.26,C_SYN_379681325,0.0,42938.74,1,0,S03_00470,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8559672274938203
S03_000471,409,TRANSFER,41692.22,C1466905280,50000.0,8307.78,C_SYN_245134604,0.0,41692.22,1,0,S03_00471,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8338444
S03_000472,20,CASH_OUT,965267.43,C667211537,1079296.57,114029.14,C_SYN_486392377,0.0,965267.43,1,0,S03_00472,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8943486496950509
S03_000473,208,TRANSFER,11081325.79,C1498217071,11861427.17,780101.38,C_SYN_993668769,0.0,11081325.79,1,0,S03_00473,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.934232081113052
S03_000474,410,CASH_OUT,68198.01,C497540575,73958.79,5760.78,C_SYN_495009758,0.0,68198.01,1,0,S03_00474,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9221082443344463
S03_000475,190,CASH_OUT,50927.03,C205272898,53171.0,2243.97,C_SYN_608135555,0.0,50927.03,1,0,S03_00475,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.957797107445788
S03_000476,42,TRANSFER,2414732.98,C1574912159,2567575.73,152842.75,C_SYN_691944857,0.0,2414732.98,1,0,S03_00476,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9404719602954028
S03_000477,137,CASH_OUT,43713.6,C803066506,50000.0,6286.4,C_SYN_113822356,0.0,43713.6,1,0,S03_00477,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8742719999999999
S03_000478,285,CASH_OUT,43199.44,C1116377654,50000.0,6800.56,C_SYN_499391763,0.0,43199.44,1,0,S03_00478,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8639888
S03_000479,232,TRANSFER,47868.36,C710531025,50000.0,2131.64,C_SYN_378544087,0.0,47868.36,1,0,S03_00479,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9573672
S03_000480,51,CASH_OUT,10467763.17,C868993504,12453039.48,1985276.31,C_SYN_326791287,0.0,10467763.17,1,0,S03_00480,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8405789756638593
S03_000481,136,CASH_OUT,45394.32,C68113339,50000.0,4605.68,C_SYN_198495675,0.0,45394.32,1,0,S03_00481,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9078864
S03_000482,241,TRANSFER,45728.42,C1149715599,50000.0,4271.58,C_SYN_939303831,0.0,45728.42,1,0,S03_00482,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9145684
S03_000483,185,TRANSFER,47097.53,C2087096474,50000.0,2902.47,C_SYN_916898479,0.0,47097.53,1,0,S03_00483,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9419506
S03_000484,336,TRANSFER,402178.36,C622620306,468152.96,65974.6,C_SYN_480535953,0.0,402178.36,1,0,S03_00484,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8590746921689868
S03_000485,364,CASH_OUT,45384.03,C162438004,50000.0,4615.97,C_SYN_886465787,0.0,45384.03,1,0,S03_00485,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9076806
S03_000486,329,CASH_OUT,1621019.37,C1307079867,1950153.82,329134.45,C_SYN_253122543,0.0,1621019.37,1,0,S03_00486,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8312264157706288
S03_000487,326,TRANSFER,297129.25,C896135236,312384.74,15255.49,C_SYN_408689032,0.0,297129.25,1,0,S03_00487,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9511644198753115
S03_000488,142,CASH_OUT,54068.26,C1825140728,59956.0,5887.74,C_SYN_809932802,0.0,54068.26,1,0,S03_00488,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9017989859230102
S03_000489,503,TRANSFER,6874898.07,C1549656479,7238979.14,364081.07,C_SYN_177647696,0.0,6874898.07,1,0,S03_00489,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9497054677242792
S03_000490,49,CASH_OUT,46427.37,C1622802733,57310.35,10882.98,C_SYN_627122418,0.0,46427.37,1,0,S03_00490,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8101044575717999
S03_000491,208,TRANSFER,7378930.83,C1931041448,8355601.12,976670.29,C_SYN_895343764,0.0,7378930.83,1,0,S03_00491,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8831119058972026
S03_000492,160,TRANSFER,1852712.28,C115166281,2248365.21,395652.93,C_SYN_761052710,0.0,1852712.28,1,0,S03_00492,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8240263956050095
S03_000493,27,CASH_OUT,73317.29,C351903239,83444.71,10127.42,C_SYN_166627397,0.0,73317.29,1,0,S03_00493,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8786331691967051
S03_000494,208,TRANSFER,9164371.97,C614565990,10902954.13,1738582.16,C_SYN_739245880,0.0,9164371.97,1,0,S03_00494,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8405402664938112
S03_000495,27,TRANSFER,19687920.47,C2055693171,22246969.88,2559049.41,C_SYN_240641687,0.0,19687920.47,1,0,S03_00495,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8849708781104351
S03_000496,170,TRANSFER,42481.48,C210054246,50000.0,7518.52,C_SYN_259457549,0.0,42481.48,1,0,S03_00496,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8496296000000001
S03_000497,261,CASH_OUT,214209.0,C138053680,252322.0,38113.0,C_SYN_957876073,0.0,214209.0,1,0,S03_00497,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8489509436355134
S03_000498,222,TRANSFER,173946.07,C157583220,205061.0,31114.93,C_SYN_542766563,0.0,173946.07,1,0,S03_00498,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8482650040719591
S03_000499,185,CASH_OUT,40563.88,C1234357028,50000.0,9436.12,C_SYN_698054328,0.0,40563.88,1,0,S03_00499,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8112775999999999
S03_000500,278,CASH_OUT,191484.26,C1817711539,223504.88,32020.62,C_SYN_471190853,0.0,191484.26,1,0,S03_00500,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8567341348430513
S03_000501,408,CASH_OUT,45974.11,C1594611719,50000.0,4025.89,C_SYN_358420366,0.0,45974.11,1,0,S03_00501,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9194822
S03_000502,200,TRANSFER,75705.83,C2062905051,93532.53,17826.7,C_SYN_143627391,0.0,75705.83,1,0,S03_00502,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8094064172112099
S03_000503,188,TRANSFER,48831.67,C1855717364,50000.0,1168.33,C_SYN_762174850,0.0,48831.67,1,0,S03_00503,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9766334
S03_000504,342,TRANSFER,41720.72,C1062284476,50000.0,8279.28,C_SYN_352109170,0.0,41720.72,1,0,S03_00504,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8344144
S03_000505,19,TRANSFER,9873749.87,C1833222303,10855822.87,982073.0,C_SYN_590037672,0.0,9873749.87,1,0,S03_00505,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9095349093513719
S03_000506,146,TRANSFER,120830.53,C138732416,129981.0,9150.47,C_SYN_481565944,0.0,120830.53,1,0,S03_00506,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9296014802163393
S03_000507,292,TRANSFER,45051.01,C1330774493,50000.0,4948.99,C_SYN_592928572,0.0,45051.01,1,0,S03_00507,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9010202
S03_000508,189,TRANSFER,345144.16,C417032304,371080.23,25936.07,C_SYN_992644949,0.0,345144.16,1,0,S03_00508,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9301065702152874
S03_000509,13,TRANSFER,45516.1,C1585118499,50000.0,4483.9,C_SYN_516262753,0.0,45516.1,1,0,S03_00509,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.910322
S03_000510,598,CASH_OUT,41491.97,C482032159,50000.0,8508.03,C_SYN_529390959,0.0,41491.97,1,0,S03_00510,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8298394
S03_000511,332,CASH_OUT,495329.95,C1773056086,605862.8,110532.85,C_SYN_748426108,0.0,495329.95,1,0,S03_00511,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8175612531418004
S03_000512,283,CASH_OUT,52274.39,C1292346574,61332.91,9058.52,C_SYN_580761125,0.0,52274.39,1,0,S03_00512,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8523057197188263
S03_000513,306,TRANSFER,47145.91,C1061023505,50000.0,2854.09,C_SYN_485591327,0.0,47145.91,1,0,S03_00513,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9429182
S03_000514,145,TRANSFER,106870.52,C1605260810,128814.42,21943.9,C_SYN_128997485,0.0,106870.52,1,0,S03_00514,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8296471776995153
S03_000515,241,TRANSFER,606496.39,C569394425,755071.67,148575.28,C_SYN_785602894,0.0,606496.39,1,0,S03_00515,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8032302284629484
S03_000516,333,CASH_OUT,50748.33,C1281914887,59987.0,9238.67,C_SYN_358480807,0.0,50748.33,1,0,S03_00516,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8459887975728074
S03_000517,337,TRANSFER,829777.76,C1682527596,922536.55,92758.79,C_SYN_502280322,0.0,829777.76,1,0,S03_00517,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8994524498785441
S03_000518,214,TRANSFER,44848.32,C1705249568,50000.0,5151.68,C_SYN_553006085,0.0,44848.32,1,0,S03_00518,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8969663999999999
S03_000519,211,TRANSFER,102699.16,C304094336,116530.73,13831.57,C_SYN_501184170,0.0,102699.16,1,0,S03_00519,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8813053861414926
S03_000520,137,TRANSFER,48680.29,C183053366,50000.0,1319.71,C_SYN_200200009,0.0,48680.29,1,0,S03_00520,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9736058
S03_000521,24,CASH_OUT,18671883.94,C1718081629,21605956.02,2934072.08,C_SYN_213566180,0.0,18671883.94,1,0,S03_00521,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8642007751342262
S03_000522,212,TRANSFER,47181.23,C196032805,50000.0,2818.77,C_SYN_809056431,0.0,47181.23,1,0,S03_00522,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9436246
S03_000523,159,CASH_OUT,66760.01,C258084485,80586.0,13825.99,C_SYN_285806091,0.0,66760.01,1,0,S03_00523,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8284318616136798
S03_000524,206,TRANSFER,3927295.3,C189217376,4313693.7,386398.4,C_SYN_732160538,0.0,3927295.3,1,0,S03_00524,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9104251653287296
S03_000525,357,TRANSFER,531728.94,C1063289379,544227.75,12498.81,C_SYN_967650688,0.0,531728.94,1,0,S03_00525,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9770338612832586
S03_000526,188,CASH_OUT,43273.24,C1956960877,50000.0,6726.76,C_SYN_402269103,0.0,43273.24,1,0,S03_00526,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8654647999999999
