record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,previous_activity_step,dormant_gap,reactivation_position,balance_usage_ratio,scenario_transaction_count,scenario_total_amount
L07_001066,334,TRANSFER,26391.44,C782206760,511687.645,485296.205,C_L07_347763279,0.0,26391.44,0,0,L07_000214,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,101,1,0.05157724689639516,5,132720.54
L07_001067,336,TRANSFER,9489.92,C782206760,485296.205,475806.28500000003,C_L07_576012020,0.0,9489.92,0,0,L07_000214,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,101,2,0.019554902556882758,5,132720.54
L07_001068,341,CASH_OUT,45100.68,C782206760,475806.28500000003,430705.60500000004,CASHOUT_L07_000214,0.0,0.0,0,0,L07_000214,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,101,3,0.09478790302234028,5,132720.54
L07_001069,343,PAYMENT,12579.33,C782206760,430705.60500000004,418126.275,C_L07_233137930,0.0,12579.33,0,0,L07_000214,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,101,4,0.029206329924589672,5,132720.54
L07_001070,344,TRANSFER,39159.17,C782206760,418126.275,378967.10500000004,C_L07_799006698,0.0,39159.17,0,0,L07_000214,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,101,5,0.09365393265467471,5,132720.54
L07_001071,368,TRANSFER,31817.05,C244140230,511687.645,479870.59500000003,C_L07_139311856,0.0,31817.05,0,0,L07_000215,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,1,0.06218061020410215,5,107966.8
L07_001072,372,CASH_OUT,11532.97,C244140230,479870.59500000003,468337.62500000006,CASHOUT_L07_000215,0.0,0.0,0,0,L07_000215,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,2,0.024033500114754892,5,107966.8
L07_001073,379,TRANSFER,10673.81,C244140230,468337.62500000006,457663.81500000006,C_L07_863905516,0.0,10673.81,0,0,L07_000215,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,3,0.02279084453229654,5,107966.8
L07_001074,381,PAYMENT,36618.89,C244140230,457663.81500000006,421044.92500000005,C_L07_530160636,0.0,36618.89,0,0,L07_000215,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,4,0.08001263984569108,5,107966.8
L07_001075,384,PAYMENT,17324.08,C244140230,421044.92500000005,403720.84500000003,C_L07_492796605,0.0,17324.08,0,0,L07_000215,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,63,5,0.04114544309018806,5,107966.8
L07_001076,854,PAYMENT,27690.63,C469551489,511687.645,483997.015,C_L07_276511882,0.0,27690.63,0,0,L07_000216,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,145,1,0.054116276346676304,5,154294.06
L07_001077,857,TRANSFER,32624.75,C469551489,483997.015,451372.265,C_L07_772233300,0.0,32624.75,0,0,L07_000216,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,145,2,0.06740692398691756,5,154294.06
L07_001078,858,PAYMENT,35029.53,C469551489,451372.265,416342.735,C_L07_868878763,0.0,35029.53,0,0,L07_000216,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,145,3,0.0776067399710525,5,154294.06
L07_001079,859,TRANSFER,31731.44,C469551489,416342.735,384611.295,C_L07_141466442,0.0,31731.44,0,0,L07_000216,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,145,4,0.0762147080577736,5,154294.06
L07_001080,863,TRANSFER,27217.71,C469551489,384611.295,357393.58499999996,C_L07_829588317,0.0,27217.71,0,0,L07_000216,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,145,5,0.07076679846336806,5,154294.06
L07_001081,355,PAYMENT,15030.73,C782206760,511687.645,496656.91500000004,C_L07_858576119,0.0,15030.73,0,0,L07_000217,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,1,0.029374815176551702,5,75705.54
L07_001082,357,PAYMENT,17659.92,C782206760,496656.91500000004,478996.99500000005,C_L07_182902340,0.0,17659.92,0,0,L07_000217,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,2,0.03555758405175934,5,75705.54
L07_001083,362,CASH_OUT,18999.2,C782206760,478996.99500000005,459997.79500000004,CASHOUT_L07_000217,0.0,0.0,0,0,L07_000217,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,3,0.039664549461317596,5,75705.54
L07_001084,368,TRANSFER,17659.99,C782206760,459997.79500000004,442337.80500000005,C_L07_482686042,0.0,17659.99,0,0,L07_000217,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,4,0.03839146663735638,5,75705.54
L07_001085,373,TRANSFER,6355.7,C782206760,442337.80500000005,435982.10500000004,C_L07_986255954,0.0,6355.7,0,0,L07_000217,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,5,0.014368430480410779,5,75705.54
L07_001086,436,TRANSFER,172050.69,C244140230,5541490.68,5369439.989999999,C_L07_801042281,0.0,172050.69,0,0,L07_000218,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,131,1,0.031047727035065593,5,836169.57
L07_001087,440,TRANSFER,18016.53,C244140230,5369439.989999999,5351423.459999999,C_L07_738134065,0.0,18016.53,0,0,L07_000218,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,131,2,0.0033553834354334597,5,836169.57
L07_001088,447,PAYMENT,244908.71,C244140230,5351423.459999999,5106514.749999999,C_L07_532870456,0.0,244908.71,0,0,L07_000218,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,131,3,0.04576515236191008,5,836169.57
L07_001089,453,TRANSFER,249177.4,C244140230,5106514.749999999,4857337.349999999,C_L07_497206099,0.0,249177.4,0,0,L07_000218,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,131,4,0.04879598164286122,5,836169.57
L07_001090,456,PAYMENT,152016.24,C244140230,4857337.349999999,4705321.1099999985,C_L07_745830239,0.0,152016.24,0,0,L07_000218,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,131,5,0.031296207993459634,5,836169.57
L07_001091,369,TRANSFER,23752.72,C244140230,5541490.68,5517737.96,C_L07_243678320,0.0,23752.72,0,0,L07_000219,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,64,1,0.004286341234088298,5,626065.27
L07_001092,370,PAYMENT,36023.78,C244140230,5517737.96,5481714.18,C_L07_506322941,0.0,36023.78,0,0,L07_000219,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,64,2,0.006528722505698694,5,626065.27
L07_001093,372,TRANSFER,208343.41,C244140230,5481714.18,5273370.77,C_L07_893332071,0.0,208343.41,0,0,L07_000219,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,64,3,0.03800698160442944,5,626065.27
L07_001094,377,TRANSFER,163921.84,C244140230,5273370.77,5109448.93,C_L07_621670143,0.0,163921.84,0,0,L07_000219,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,64,4,0.031084831154400323,5,626065.27
L07_001095,384,PAYMENT,194023.52,C244140230,5109448.93,4915425.41,C_L07_176132588,0.0,194023.52,0,0,L07_000219,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,64,5,0.03797347280658699,5,626065.27
L07_001096,823,TRANSFER,45939.71,C469551489,511687.645,465747.935,C_L07_544803486,0.0,45939.71,0,0,L07_000220,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,114,1,0.08978076849989215,5,107371.81999999999
L07_001097,825,PAYMENT,26333.69,C469551489,465747.935,439414.245,C_L07_605203537,0.0,26333.69,0,0,L07_000220,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,114,2,0.05654064789358647,5,107371.81999999999
L07_001098,830,CASH_OUT,8670.78,C469551489,439414.245,430743.46499999997,CASHOUT_L07_000220,0.0,0.0,0,0,L07_000220,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,114,3,0.01973258741304575,5,107371.81999999999
L07_001099,831,TRANSFER,18281.87,C469551489,430743.46499999997,412461.595,C_L07_717185720,0.0,18281.87,0,0,L07_000220,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,114,4,0.04244259399269122,5,107371.81999999999
L07_001100,832,TRANSFER,8145.77,C469551489,412461.595,404315.82499999995,C_L07_407186695,0.0,8145.77,0,0,L07_000220,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,114,5,0.01974915991875559,5,107371.81999999999
L07_001101,392,PAYMENT,150845.98,C244140230,5541490.68,5390644.699999999,C_L07_352426087,0.0,150845.98,0,0,L07_000221,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,87,1,0.027221191681224666,5,487777.2
L07_001102,397,PAYMENT,161845.92,C244140230,5390644.699999999,5228798.779999999,C_L07_139962520,0.0,161845.92,0,0,L07_000221,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,87,2,0.03002348123592713,5,487777.2
L07_001103,398,PAYMENT,81599.84,C244140230,5228798.779999999,5147198.9399999995,C_L07_866580120,0.0,81599.84,0,0,L07_000221,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,87,3,0.015605848194448976,5,487777.2
L07_001104,403,PAYMENT,65619.18,C244140230,5147198.9399999995,5081579.76,C_L07_639364149,0.0,65619.18,0,0,L07_000221,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,87,4,0.012748522208857931,5,487777.2
L07_001105,409,TRANSFER,27866.28,C244140230,5081579.76,5053713.4799999995,C_L07_623100156,0.0,27866.28,0,0,L07_000221,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,87,5,0.00548378286204446,5,487777.2
L07_001106,388,PAYMENT,177845.24,C244140230,5541490.68,5363645.4399999995,C_L07_747780132,0.0,177845.24,0,0,L07_000222,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,83,1,0.03209339332498887,5,999682.6599999999
L07_001107,395,PAYMENT,250999.83,C244140230,5363645.4399999995,5112645.609999999,C_L07_880814575,0.0,250999.83,0,0,L07_000222,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,83,2,0.04679649928538155,5,999682.6599999999
L07_001108,400,TRANSFER,198907.3,C244140230,5112645.609999999,4913738.31,C_L07_967689747,0.0,198907.3,0,0,L07_000222,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,83,3,0.03890496529056314,5,999682.6599999999
L07_001109,406,PAYMENT,117606.92,C244140230,4913738.31,4796131.39,C_L07_714503347,0.0,117606.92,0,0,L07_000222,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,83,4,0.02393430674984399,5,999682.6599999999
L07_001110,412,TRANSFER,254323.37,C244140230,4796131.39,4541808.02,C_L07_376152367,0.0,254323.37,0,0,L07_000222,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,83,5,0.05302677289664494,5,999682.6599999999
L07_001111,810,CASH_OUT,32971.39,C469551489,511687.645,478716.255,CASHOUT_L07_000223,0.0,0.0,0,0,L07_000223,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,101,1,0.06443655679823967,5,128554.32
L07_001112,816,TRANSFER,22905.44,C469551489,478716.255,455810.815,C_L07_414660304,0.0,22905.44,0,0,L07_000223,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,101,2,0.0478476336676723,5,128554.32
L07_001113,822,PAYMENT,28765.35,C469551489,455810.815,427045.465,C_L07_647103896,0.0,28765.35,0,0,L07_000223,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,101,3,0.06310809014042372,5,128554.32
L07_001114,828,TRANSFER,14757.67,C469551489,427045.465,412287.79500000004,C_L07_360461286,0.0,14757.67,0,0,L07_000223,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,101,4,0.034557608520675895,5,128554.32
L07_001115,834,TRANSFER,29154.47,C469551489,412287.79500000004,383133.32500000007,C_L07_152235062,0.0,29154.47,0,0,L07_000223,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,101,5,0.07071388082201172,5,128554.32
L07_001116,296,TRANSFER,5414.83,C782206760,511687.645,506272.815,C_L07_975140542,0.0,5414.83,0,0,L07_000224,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,63,1,0.01058229576756734,5,67346.21
L07_001117,301,TRANSFER,10916.64,C782206760,506272.815,495356.175,C_L07_189942459,0.0,10916.64,0,0,L07_000224,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,63,2,0.021562761571545176,5,67346.21
L07_001118,304,TRANSFER,25005.09,C782206760,495356.175,470351.08499999996,C_L07_496584302,0.0,25005.09,0,0,L07_000224,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,63,3,0.050479011390137614,5,67346.21
L07_001119,305,PAYMENT,20348.24,C782206760,470351.08499999996,450002.845,C_L07_740574610,0.0,20348.24,0,0,L07_000224,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,63,4,0.043261811546581215,5,67346.21
L07_001120,312,PAYMENT,5661.41,C782206760,450002.845,444341.435,C_L07_300698781,0.0,5661.41,0,0,L07_000224,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,63,5,0.012580831572298171,5,67346.21
L07_001121,836,CASH_OUT,15893.5,C469551489,511687.645,495794.145,CASHOUT_L07_000225,0.0,0.0,0,0,L07_000225,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,127,1,0.031060941485112466,5,121139.25
L07_001122,837,TRANSFER,13667.99,C469551489,495794.145,482126.155,C_L07_863423913,0.0,13667.99,0,0,L07_000225,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,127,2,0.027567872952594063,5,121139.25
L07_001123,843,TRANSFER,39891.4,C469551489,482126.155,442234.755,C_L07_417427347,0.0,39891.4,0,0,L07_000225,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,127,3,0.08274058477495376,5,121139.25
L07_001124,847,TRANSFER,13703.32,C469551489,442234.755,428531.435,C_L07_696250634,0.0,13703.32,0,0,L07_000225,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,127,4,0.030986528862933894,5,121139.25
L07_001125,854,PAYMENT,37983.04,C469551489,428531.435,390548.395,C_L07_266010842,0.0,37983.04,0,0,L07_000225,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,127,5,0.08863536463783574,5,121139.25
L07_001126,761,TRANSFER,4974.91,C469551489,511687.645,506712.73500000004,C_L07_975370395,0.0,4974.91,0,0,L07_000226,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,52,1,0.009722552515412014,5,98450.97
L07_001127,765,CASH_OUT,18886.26,C469551489,506712.73500000004,487826.47500000003,CASHOUT_L07_000226,0.0,0.0,0,0,L07_000226,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,52,2,0.03727212421452166,5,98450.97
L07_001128,768,TRANSFER,26415.08,C469551489,487826.47500000003,461411.395,C_L07_613265864,0.0,26415.08,0,0,L07_000226,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,52,3,0.054148516642111316,5,98450.97
L07_001129,769,PAYMENT,20189.3,C469551489,461411.395,441222.09500000003,C_L07_142445929,0.0,20189.3,0,0,L07_000226,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,52,4,0.04375552970467927,5,98450.97
L07_001130,771,TRANSFER,27985.42,C469551489,441222.09500000003,413236.67500000005,C_L07_763130896,0.0,27985.42,0,0,L07_000226,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,52,5,0.06342705933618305,5,98450.97
L07_001131,775,TRANSFER,31937.05,C469551489,511687.645,479750.59500000003,C_L07_996717524,0.0,31937.05,0,0,L07_000227,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,66,1,0.06241512827615761,5,123206.23
L07_001132,779,CASH_OUT,16625.89,C469551489,479750.59500000003,463124.705,CASHOUT_L07_000227,0.0,0.0,0,0,L07_000227,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,66,2,0.03465527749892629,5,123206.23
L07_001133,784,TRANSFER,18014.95,C469551489,463124.705,445109.755,C_L07_752551930,0.0,18014.95,0,0,L07_000227,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,66,3,0.0388987022404689,5,123206.23
L07_001134,791,CASH_OUT,35669.84,C469551489,445109.755,409439.91500000004,CASHOUT_L07_000227,0.0,0.0,0,0,L07_000227,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,66,4,0.08013717875044099,5,123206.23
L07_001135,793,PAYMENT,20958.5,C469551489,409439.91500000004,388481.41500000004,C_L07_213669393,0.0,20958.5,0,0,L07_000227,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,66,5,0.05118821891119237,5,123206.23
L07_001136,830,TRANSFER,6904.78,C469551489,511687.645,504782.865,C_L07_220464550,0.0,6904.78,0,0,L07_000228,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,121,1,0.013494130779725978,5,90712.53
L07_001137,831,TRANSFER,11086.09,C469551489,504782.865,493696.77499999997,C_L07_736953927,0.0,11086.09,0,0,L07_000228,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,121,2,0.021962096514508273,5,90712.53
L07_001138,833,PAYMENT,45491.59,C469551489,493696.77499999997,448205.18499999994,C_L07_753418585,0.0,45491.59,0,0,L07_000228,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,121,3,0.09214479879881735,5,90712.53
L07_001139,835,PAYMENT,22847.58,C469551489,448205.18499999994,425357.6049999999,C_L07_437723653,0.0,22847.58,0,0,L07_000228,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,121,4,0.050975715508512036,5,90712.53
L07_001140,839,PAYMENT,4382.49,C469551489,425357.6049999999,420975.11499999993,C_L07_458261028,0.0,4382.49,0,0,L07_000228,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,121,5,0.010303071929324035,5,90712.53
L07_001141,777,TRANSFER,49498.67,C469551489,511687.645,462188.97500000003,C_L07_941747954,0.0,49498.67,0,0,L07_000229,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,68,1,0.09673610548091306,5,158781.19
L07_001142,781,CASH_OUT,28612.41,C469551489,462188.97500000003,433576.56500000006,CASHOUT_L07_000229,0.0,0.0,0,0,L07_000229,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,68,2,0.06190630142140452,5,158781.19
L07_001143,788,TRANSFER,34419.86,C469551489,433576.56500000006,399156.7050000001,C_L07_677353518,0.0,34419.86,0,0,L07_000229,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,68,3,0.07938588655039508,5,158781.19
L07_001144,790,TRANSFER,33391.52,C469551489,399156.7050000001,365765.18500000006,C_L07_859380502,0.0,33391.52,0,0,L07_000229,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,68,4,0.08365516495582855,5,158781.19
L07_001145,794,PAYMENT,12858.73,C469551489,365765.18500000006,352906.4550000001,C_L07_191878038,0.0,12858.73,0,0,L07_000229,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,68,5,0.03515569695349763,5,158781.19
L07_001146,389,CASH_OUT,79289.92,C244140230,5541490.68,5462200.76,CASHOUT_L07_000230,0.0,0.0,0,0,L07_000230,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,84,1,0.014308409880786807,5,540056.89
L07_001147,396,TRANSFER,212556.34,C244140230,5462200.76,5249644.42,C_L07_773767416,0.0,212556.34,0,0,L07_000230,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,84,2,0.038914047531273824,5,540056.89
L07_001148,399,PAYMENT,153402.19,C244140230,5249644.42,5096242.2299999995,C_L07_223929733,0.0,153402.19,0,0,L07_000230,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,84,3,0.029221443916386248,5,540056.89
L07_001149,401,PAYMENT,86828.38,C244140230,5096242.2299999995,5009413.85,C_L07_440463666,0.0,86828.38,0,0,L07_000230,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,84,4,0.017037726246383705,5,540056.89
L07_001150,402,PAYMENT,7980.06,C244140230,5009413.85,5001433.79,C_L07_138276984,0.0,7980.06,0,0,L07_000230,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,84,5,0.001593012723434699,5,540056.89
L07_001151,782,CASH_OUT,19343.66,C469551489,511687.645,492343.98500000004,CASHOUT_L07_000231,0.0,0.0,0,0,L07_000231,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,73,1,0.037803648747469755,5,106976.2
L07_001152,785,TRANSFER,40128.99,C469551489,492343.98500000004,452214.99500000005,C_L07_747365433,0.0,40128.99,0,0,L07_000231,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,73,2,0.08150600235321245,5,106976.2
L07_001153,791,TRANSFER,16329.76,C469551489,452214.99500000005,435885.23500000004,C_L07_553064896,0.0,16329.76,0,0,L07_000231,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,73,3,0.03611061150238947,5,106976.2
L07_001154,798,TRANSFER,19747.99,C469551489,435885.23500000004,416137.24500000005,C_L07_881391138,0.0,19747.99,0,0,L07_000231,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,73,4,0.04530548046666458,5,106976.2
L07_001155,802,PAYMENT,11425.8,C469551489,416137.24500000005,404711.44500000007,C_L07_227095951,0.0,11425.8,0,0,L07_000231,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,709,73,5,0.027456806948390304,5,106976.2
L07_001156,355,TRANSFER,45766.43,C782206760,511687.645,465921.215,C_L07_490475370,0.0,45766.43,0,0,L07_000232,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,1,0.08944212440384407,5,108011.59
L07_001157,360,TRANSFER,25469.45,C782206760,465921.215,440451.765,C_L07_844391200,0.0,25469.45,0,0,L07_000232,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,2,0.05466471407617702,5,108011.59
L07_001158,366,CASH_OUT,15133.37,C782206760,440451.765,425318.395,CASHOUT_L07_000232,0.0,0.0,0,0,L07_000232,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,3,0.03435874527600088,5,108011.59
L07_001159,370,CASH_OUT,14006.44,C782206760,425318.395,411311.955,CASHOUT_L07_000232,0.0,0.0,0,0,L07_000232,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,4,0.03293165817575325,5,108011.59
L07_001160,376,CASH_OUT,7635.9,C782206760,411311.955,403676.055,CASHOUT_L07_000232,0.0,0.0,0,0,L07_000232,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,122,5,0.01856474120719394,5,108011.59
L07_001161,305,CASH_OUT,22194.53,C782206760,511687.645,489493.115,CASHOUT_L07_000233,0.0,0.0,0,0,L07_000233,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,72,1,0.04337515321480939,5,108955.92
L07_001162,306,PAYMENT,40477.05,C782206760,489493.115,449016.065,C_L07_414321574,0.0,40477.05,0,0,L07_000233,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,72,2,0.08269176574628635,5,108955.92
L07_001163,311,PAYMENT,18098.46,C782206760,449016.065,430917.605,C_L07_696706134,0.0,18098.46,0,0,L07_000233,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,72,3,0.04030693200253314,5,108955.92
L07_001164,317,TRANSFER,13874.35,C782206760,430917.605,417043.255,C_L07_196399667,0.0,13874.35,0,0,L07_000233,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,72,4,0.03219722248293847,5,108955.92
L07_001165,320,TRANSFER,14311.53,C782206760,417043.255,402731.725,C_L07_516746802,0.0,14311.53,0,0,L07_000233,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,72,5,0.03431665619433169,5,108955.92
L07_001166,444,CASH_OUT,143340.97,C244140230,5541490.68,5398149.71,CASHOUT_L07_000234,0.0,0.0,0,0,L07_000234,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,139,1,0.02586686115296327,5,805560.51
L07_001167,449,PAYMENT,174679.85,C244140230,5398149.71,5223469.86,C_L07_435993717,0.0,174679.85,0,0,L07_000234,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,139,2,0.03235920813318829,5,805560.51
L07_001168,451,TRANSFER,121818.78,C244140230,5223469.86,5101651.08,C_L07_815421586,0.0,121818.78,0,0,L07_000234,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,139,3,0.023321428717882942,5,805560.51
L07_001169,452,PAYMENT,159043.99,C244140230,5101651.08,4942607.09,C_L07_990670565,0.0,159043.99,0,0,L07_000234,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,139,4,0.031175003446139243,5,805560.51
L07_001170,457,TRANSFER,206676.92,C244140230,4942607.09,4735930.17,C_L07_531943924,0.0,206676.92,0,0,L07_000234,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,139,5,0.04181536509712732,5,805560.51
L07_001171,376,CASH_OUT,109648.76,C244140230,5541490.68,5431841.92,CASHOUT_L07_000235,0.0,0.0,0,0,L07_000235,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,71,1,0.019786870777521545,5,701785.23
L07_001172,382,TRANSFER,144096.98,C244140230,5431841.92,5287744.9399999995,C_L07_600242364,0.0,144096.98,0,0,L07_000235,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,71,2,0.026528198375846697,5,701785.23
L07_001173,387,TRANSFER,162732.58,C244140230,5287744.9399999995,5125012.359999999,C_L07_192796380,0.0,162732.58,0,0,L07_000235,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,71,3,0.030775421629924533,5,701785.23
L07_001174,394,PAYMENT,225413.13,C244140230,5125012.359999999,4899599.2299999995,C_L07_529173156,0.0,225413.13,0,0,L07_000235,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,71,4,0.04398294368211046,5,701785.23
L07_001175,395,TRANSFER,59893.78,C244140230,4899599.2299999995,4839705.449999999,C_L07_693611421,0.0,59893.78,0,0,L07_000235,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,305,71,5,0.012224220224640701,5,701785.23
L07_001176,354,TRANSFER,46736.92,C782206760,511687.645,464950.72500000003,C_L07_562779684,0.0,46736.92,0,0,L07_000236,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,121,1,0.09133876976841994,5,147478.66
L07_001177,361,TRANSFER,22905.22,C782206760,464950.72500000003,442045.505,C_L07_567832997,0.0,22905.22,0,0,L07_000236,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,121,2,0.0492637580036035,5,147478.66
L07_001178,368,TRANSFER,26245.34,C782206760,442045.505,415800.165,C_L07_561567185,0.0,26245.34,0,0,L07_000236,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,121,3,0.05937248474000431,5,147478.66
L07_001179,374,TRANSFER,18915.55,C782206760,415800.165,396884.615,C_L07_790709966,0.0,18915.55,0,0,L07_000236,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,121,4,0.04549192518959198,5,147478.66
L07_001180,375,TRANSFER,32675.63,C782206760,396884.615,364208.985,C_L07_978778743,0.0,32675.63,0,0,L07_000236,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,121,5,0.08233030146557836,5,147478.66
L07_001181,372,TRANSFER,45260.26,C782206760,511687.645,466427.385,C_L07_791407075,0.0,45260.26,0,0,L07_000237,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,139,1,0.08845290763274145,5,127977.62000000001
L07_001182,373,PAYMENT,11152.85,C782206760,466427.385,455274.53500000003,C_L07_307328583,0.0,11152.85,0,0,L07_000237,LEGITIMATE_DORMANT_REACTIVATION,NONE,1,233,139,2,0.02391122468077212,5,127977.62000000001
