record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,chain_position,chain_role,step_gap_from_previous,cashout_ratio,sender_balance_usage_ratio,destination_balance_usage_ratio,scenario_total_amount,newbalanceOrg
L06_001095,133,TRANSFER,13896.96,C1799783506,113105.0,99208.04000000001,C1460404003,0.0,13896.96,0,0,L06_000548,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5166309160001548,0.1228677777286592,0.5166309754075712,21076.559999999998,
L06_001096,136,CASH_OUT,7179.6,C1460404003,13896.96,0.0,CASHOUT_L06_000548,0.0,0.0,0,0,L06_000548,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.5166309160001548,0.1228677777286592,0.5166309754075712,21076.559999999998,6717.359999999999
L06_001097,300,TRANSFER,10365.07,C1965811392,83188.0,72822.93,C1017453895,753838.24,764203.3099999999,0,0,L06_000549,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5836790804147954,0.12459813915468577,0.007916571311370007,16414.94,
L06_001098,304,CASH_OUT,6049.87,C1017453895,764203.3099999999,0.0,CASHOUT_L06_000549,0.0,0.0,0,0,L06_000549,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.5836790804147954,0.12459813915468577,0.007916571311370007,16414.94,758153.44
L06_001099,330,TRANSFER,20799.18,C1458657020,179783.0,158983.82,C1081860301,857177.36,877976.54,0,0,L06_000550,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4853126603276436,0.11569047129038897,0.011497015626408423,30893.29,
L06_001100,332,CASH_OUT,10094.11,C1081860301,877976.54,0.0,CASHOUT_L06_000550,0.0,0.0,0,0,L06_000550,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.4853126603276436,0.11569047129038897,0.011497015626408423,30893.29,867882.43
L06_001101,252,TRANSFER,12146.11,C1773570065,104997.0,92850.89,C21379643,162547.33,174693.44,0,0,L06_000551,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5339183927922027,0.11568054325361678,0.03712234414755356,18631.14,
L06_001102,255,CASH_OUT,6485.03,C21379643,174693.44,0.0,CASHOUT_L06_000551,0.0,0.0,0,0,L06_000551,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.5339183927922027,0.11568054325361678,0.03712234414755356,18631.14,168208.41
L06_001103,589,TRANSFER,10150.92,C62397765,105369.0,95218.08,C1174006496,124164.4,134315.32,0,0,L06_000552,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3714654750481192,0.09633687327392307,0.02807364044548306,13921.64,
L06_001104,590,CASH_OUT,3770.72,C1174006496,134315.32,0.0,CASHOUT_L06_000552,0.0,0.0,0,0,L06_000552,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.3714654750481192,0.09633687327392307,0.02807364044548306,13921.64,130544.6
L06_001105,405,TRANSFER,69690.73,C707330435,499969.0,430278.27,C1676069015,211873.62,281564.35,0,0,L06_000553,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2724625935945027,0.13939010218633555,0.06743794091830163,88678.84999999999,
L06_001106,407,CASH_OUT,18988.12,C1676069015,281564.35,206119.51,CASHOUT_L06_000553,0.0,0.0,0,0,L06_000553,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.2724625935945027,0.13939010218633555,0.06743794091830163,88678.84999999999,262576.23
L06_001107,155,TRANSFER,11035.62,C1955890836,91827.0,80791.38,C1897595911,49648.51,60684.130000000005,0,0,L06_000554,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5790693522180704,0.12017837890816427,0.1053057858784496,17426.010000000002,
L06_001108,159,CASH_OUT,6390.39,C1897595911,60684.130000000005,0.0,CASHOUT_L06_000554,0.0,0.0,0,0,L06_000554,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.5790693522180704,0.12017837890816427,0.1053057858784496,17426.010000000002,54293.740000000005
L06_001109,20,TRANSFER,9575.58,C1350499705,107366.92,97791.34,C881476481,0.0,9575.58,0,0,L06_000555,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6331991560304202,0.08918557037866039,0.6331992422391124,15638.83,
L06_001110,22,CASH_OUT,6063.25,C881476481,9575.58,0.0,CASHOUT_L06_000555,0.0,0.0,0,0,L06_000555,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.6331991560304202,0.08918557037866039,0.6331992422391124,15638.83,3512.33
L06_001111,138,TRANSFER,8949.52,C2057377506,61845.0,52895.479999999996,C1888204472,127800.79,136750.31,0,0,L06_000556,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.20350318262932815,0.14470886894655996,0.013318141655401001,10770.78,
L06_001112,142,CASH_OUT,1821.26,C1888204472,136750.31,0.0,CASHOUT_L06_000556,0.0,0.0,0,0,L06_000556,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.20350318262932815,0.14470886894655996,0.013318141655401001,10770.78,134929.05
L06_001113,180,TRANSFER,9618.54,C773000012,125450.0,115831.45999999999,C1957858101,268495.74,278114.27999999997,0,0,L06_000557,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6200932326527826,0.0766722997210044,0.021445824356807572,15582.93,
L06_001114,184,CASH_OUT,5964.39,C1957858101,278114.27999999997,93236.27,CASHOUT_L06_000557,0.0,0.0,0,0,L06_000557,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.6200932326527826,0.0766722997210044,0.021445824356807572,15582.93,272149.88999999996
L06_001115,297,TRANSFER,12762.4,C466135087,142565.0,129802.6,C108187121,85919.42,98681.81999999999,0,0,L06_000558,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5801254493665675,0.08951986813032652,0.07502688945137008,20166.19,
L06_001116,298,CASH_OUT,7403.79,C108187121,98681.81999999999,0.0,CASHOUT_L06_000558,0.0,0.0,0,0,L06_000558,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.5801254493665675,0.08951986813032652,0.07502688945137008,20166.19,91278.03
L06_001117,304,TRANSFER,10089.3,C367960372,90024.62,79935.31999999999,C755537803,46680715.4,46690804.699999996,0,0,L06_000559,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.20101145608818471,0.11207267523039809,4.34359615995224e-05,12117.359999999999,
L06_001118,309,CASH_OUT,2028.06,C755537803,46690804.699999996,0.0,CASHOUT_L06_000559,0.0,0.0,0,0,L06_000559,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.20101145608818471,0.11207267523039809,4.34359615995224e-05,12117.359999999999,46688776.63999999
L06_001119,251,TRANSFER,30814.47,C1984479530,520278.5,489464.03,C1762829176,4338050.24,4368864.71,0,0,L06_000560,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3706178422714107,0.05922687560604561,0.0026140406622937058,42234.86,
L06_001120,256,CASH_OUT,11420.39,C1762829176,4368864.71,0.0,CASHOUT_L06_000560,0.0,0.0,0,0,L06_000560,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.3706178422714107,0.05922687560604561,0.0026140406622937058,42234.86,4357444.32
L06_001121,164,TRANSFER,9788.75,C80704073,132204.32,122415.57,C209908449,2228140.69,2237929.44,0,0,L06_000561,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5476968656152132,0.07404258801830378,0.002395638532732292,15150.02,
L06_001122,168,CASH_OUT,5361.27,C209908449,2237929.44,0.0,CASHOUT_L06_000561,0.0,0.0,0,0,L06_000561,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.5476968656152132,0.07404258801830378,0.002395638532732292,15150.02,2232568.17
L06_001123,163,TRANSFER,22820.99,C1733283787,207110.67,184289.68000000002,C2003968237,1601776.16,1624597.15,0,0,L06_000562,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5249715671595131,0.11018741815667923,0.007374363546064328,34801.36,
L06_001124,164,CASH_OUT,11980.37,C2003968237,1624597.15,0.0,CASHOUT_L06_000562,0.0,0.0,0,0,L06_000562,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.5249715671595131,0.11018741815667923,0.007374363546064328,34801.36,1612616.7799999998
L06_001125,179,TRANSFER,26598.81,C865742823,196970.23,170371.42,C1248366988,3673943.38,3700542.19,0,0,L06_000563,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.46401293904683594,0.13503974686936193,0.003335238288419568,38941.0,
L06_001126,180,CASH_OUT,12342.19,C1248366988,3700542.19,0.0,CASHOUT_L06_000563,0.0,0.0,0,0,L06_000563,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.46401293904683594,0.13503974686936193,0.003335238288419568,38941.0,3688200.0
L06_001127,231,TRANSFER,9813.67,C1149411750,214105.26,204291.59,C650643785,509247.28,519060.95,0,0,L06_000564,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3652243405781758,0.04583572584811788,0.006905142835345252,13397.86,
L06_001128,236,CASH_OUT,3584.19,C650643785,519060.95,0.0,CASHOUT_L06_000564,0.0,0.0,0,0,L06_000564,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.3652243405781758,0.04583572584811788,0.006905142835345252,13397.86,515476.76
L06_001129,353,TRANSFER,24199.38,C1528424131,379211.74,355012.36,C1678832427,5756239.1,5780438.4799999995,0,0,L06_000565,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6199139844809871,0.06381495467413535,0.002595223537436558,39200.91,
L06_001130,355,CASH_OUT,15001.53,C1678832427,5780438.4799999995,0.0,CASHOUT_L06_000565,0.0,0.0,0,0,L06_000565,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.6199139844809871,0.06381495467413535,0.002595223537436558,39200.91,5765436.949999999
L06_001131,306,TRANSFER,9031.03,C1704486636,60567.85,51536.82,C619120762,2642688.24,2651719.27,0,0,L06_000566,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2110608273131412,0.14910600260699367,0.0007188166641787839,10937.130000000001,
L06_001132,311,CASH_OUT,1906.1,C619120762,2651719.27,0.0,CASHOUT_L06_000566,0.0,0.0,0,0,L06_000566,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.2110608273131412,0.14910600260699367,0.0007188166641787839,10937.130000000001,2649813.17
L06_001133,255,TRANSFER,8942.32,C1898669511,61291.0,52348.68,C258569222,12876.4,21818.72,0,0,L06_000567,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5245521249764382,0.1458993979540226,0.21498557202255678,13633.029999999999,
L06_001134,257,CASH_OUT,4690.71,C258569222,21818.72,0.0,CASHOUT_L06_000567,0.0,0.0,0,0,L06_000567,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.5245521249764382,0.1458993979540226,0.21498557202255678,13633.029999999999,17128.010000000002
L06_001135,373,TRANSFER,10988.53,C358931154,84235.0,73246.47,C1831814209,0.0,10988.53,0,0,L06_000568,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4938427587164164,0.13045088146257494,0.49384312551360365,16415.14,
L06_001136,376,CASH_OUT,5426.61,C1831814209,10988.53,52539.34,CASHOUT_L06_000568,0.0,0.0,0,0,L06_000568,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.4938427587164164,0.13045088146257494,0.49384312551360365,16415.14,5561.920000000001
L06_001137,235,TRANSFER,8778.06,C1913145299,147113.0,138334.94,C1084585237,869479.24,878257.3,0,0,L06_000569,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4310787585644821,0.059668826004499936,0.004308577907635951,12562.099999999999,
L06_001138,238,CASH_OUT,3784.04,C1084585237,878257.3,0.0,CASHOUT_L06_000569,0.0,0.0,0,0,L06_000569,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.4310787585644821,0.059668826004499936,0.004308577907635951,12562.099999999999,874473.26
L06_001139,214,TRANSFER,15612.18,C1145139365,112254.76,96642.57999999999,C1010405367,965092.01,980704.1900000001,0,0,L06_000570,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.36142161248646354,0.13907811125336692,0.005753600379743457,21254.760000000002,
L06_001140,218,CASH_OUT,5642.58,C1010405367,980704.1900000001,0.0,CASHOUT_L06_000570,0.0,0.0,0,0,L06_000570,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.36142161248646354,0.13907811125336692,0.005753600379743457,21254.760000000002,975061.6100000001
L06_001141,133,TRANSFER,37833.86,C2092618536,974458.0,936624.14,C984922302,14056.38,51890.24,0,0,L06_000571,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2728407243798239,0.03882554199360055,0.19893182224634154,48156.48,
L06_001142,137,CASH_OUT,10322.62,C984922302,51890.24,0.0,CASHOUT_L06_000571,0.0,0.0,0,0,L06_000571,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.2728407243798239,0.03882554199360055,0.19893182224634154,48156.48,41567.619999999995
L06_001143,141,TRANSFER,13949.47,C2027245543,100942.0,86992.53,C22175789,365914.86,379864.32999999996,0,0,L06_000572,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2863128337520812,0.13819292266846306,0.010514043263814742,17943.379999999997,
L06_001144,142,CASH_OUT,3993.91,C22175789,379864.32999999996,0.0,CASHOUT_L06_000572,0.0,0.0,0,0,L06_000572,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.2863128337520812,0.13819292266846306,0.010514043263814742,17943.379999999997,375870.42
L06_001145,303,TRANSFER,22389.46,C1879192857,201136.0,178746.54,C1998746031,0.0,22389.46,0,0,L06_000573,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.32847180445728097,0.11131503062604406,0.3284719685066098,29743.77,
L06_001146,304,CASH_OUT,7354.31,C1998746031,22389.46,0.0,CASHOUT_L06_000573,0.0,0.0,0,0,L06_000573,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.32847180445728097,0.11131503062604406,0.3284719685066098,29743.77,15035.149999999998
L06_001147,264,TRANSFER,9090.65,C925955900,66453.0,57362.35,C1179261779,911459.2,920549.85,0,0,L06_000574,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.612359114369754,0.13679818819315906,0.006047190165747135,14657.39,
L06_001148,269,CASH_OUT,5566.74,C1179261779,920549.85,0.0,CASHOUT_L06_000574,0.0,0.0,0,0,L06_000574,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.612359114369754,0.13679818819315906,0.006047190165747135,14657.39,914983.11
L06_001149,275,TRANSFER,37042.52,C9681909,250665.48,213622.96000000002,C2005491909,1310250.83,1347293.35,0,0,L06_000575,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5433826295861477,0.1477767102195324,0.014939775365179377,57170.78,
L06_001150,276,CASH_OUT,20128.26,C2005491909,1347293.35,238932.23,CASHOUT_L06_000575,0.0,0.0,0,0,L06_000575,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.5433826295861477,0.1477767102195324,0.014939775365179377,57170.78,1327165.09
L06_001151,307,TRANSFER,10763.16,C897468521,76364.0,65600.84,C523284687,772677.08,783440.24,0,0,L06_000576,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.535375696696591,0.14094547168823005,0.007355162149955433,16525.489999999998,
L06_001152,311,CASH_OUT,5762.33,C523284687,783440.24,66850.73,CASHOUT_L06_000576,0.0,0.0,0,0,L06_000576,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.535375696696591,0.14094547168823005,0.007355162149955433,16525.489999999998,777677.91
L06_001153,357,TRANSFER,14329.37,C690310161,159806.0,145476.63,C1685158679,1295033.09,1309362.4600000002,0,0,L06_000577,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5682694210108624,0.08966728408194936,0.0062190113499970045,22472.31,
L06_001154,361,CASH_OUT,8142.94,C1685158679,1309362.4600000002,0.0,CASHOUT_L06_000577,0.0,0.0,0,0,L06_000577,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.5682694210108624,0.08966728408194936,0.0062190113499970045,22472.31,1301219.5200000003
L06_001155,187,TRANSFER,17122.39,C759981546,205083.91,187961.52000000002,C1909287564,1238506.26,1255628.65,0,0,L06_000578,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.42350297892617084,0.08348967990711705,0.005775099190353772,24373.77,
L06_001156,190,CASH_OUT,7251.38,C1909287564,1255628.65,0.0,CASHOUT_L06_000578,0.0,0.0,0,0,L06_000578,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.42350297892617084,0.08348967990711705,0.005775099190353772,24373.77,1248377.27
L06_001157,327,TRANSFER,37924.54,C1074242717,284429.0,246504.46,C841536881,0.0,37924.54,0,0,L06_000579,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3605440274836737,0.1333357006493712,0.3605441226182308,51598.01,
L06_001158,329,CASH_OUT,13673.47,C841536881,37924.54,0.0,CASHOUT_L06_000579,0.0,0.0,0,0,L06_000579,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.3605440274836737,0.1333357006493712,0.3605441226182308,51598.01,24251.07
L06_001159,332,TRANSFER,9527.12,C1120072770,83748.92,74221.8,C144218388,586595.1,596122.22,0,0,L06_000580,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5253372992071468,0.11375812368684875,0.00839584540230693,14532.07,
L06_001160,337,CASH_OUT,5004.95,C144218388,596122.22,0.0,CASHOUT_L06_000580,0.0,0.0,0,0,L06_000580,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.5253372992071468,0.11375812368684875,0.00839584540230693,14532.07,591117.27
L06_001161,396,TRANSFER,10157.39,C547053644,82010.0,71852.61,C1230301977,1582796.49,1592953.88,0,0,L06_000581,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.45528341772775494,0.12385550542616754,0.0029030909545228016,14781.88,
L06_001162,400,CASH_OUT,4624.49,C1230301977,1592953.88,0.0,CASHOUT_L06_000581,0.0,0.0,0,0,L06_000581,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.45528341772775494,0.12385550542616754,0.0029030909545228016,14781.88,1588329.39
L06_001163,259,TRANSFER,8865.47,C1784965065,66528.0,57662.53,C803893387,111324.26,120189.73,0,0,L06_000582,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5498788421260388,0.1332592291967292,0.040560287472149244,13740.4,
L06_001164,264,CASH_OUT,4874.93,C803893387,120189.73,0.0,CASHOUT_L06_000582,0.0,0.0,0,0,L06_000582,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.5498788421260388,0.1332592291967292,0.040560287472149244,13740.4,115314.79999999999
L06_001165,19,TRANSFER,14317.95,C1167622939,129876.0,115558.05,C1725843858,666097.61,680415.5599999999,0,0,L06_000583,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.24860160900720582,0.11024323200591334,0.005231317755284726,17877.420000000002,
L06_001166,23,CASH_OUT,3559.47,C1725843858,680415.5599999999,99821.69,CASHOUT_L06_000583,0.0,0.0,0,0,L06_000583,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.24860160900720582,0.11024323200591334,0.005231317755284726,17877.420000000002,676856.09
L06_001167,232,TRANSFER,12086.98,C87069851,158838.0,146751.02,C2116410059,0.0,12086.98,0,0,L06_000584,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.4701492699218574,0.07609627419131441,0.4701488709338479,17769.66,
L06_001168,233,CASH_OUT,5682.68,C2116410059,12086.98,0.0,CASHOUT_L06_000584,0.0,0.0,0,0,L06_000584,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.4701492699218574,0.07609627419131441,0.4701488709338479,17769.66,6404.299999999999
L06_001169,20,TRANSFER,97455.72,C1889452476,806429.0,708973.28,C1279182255,3813010.06,3910465.7800000003,0,0,L06_000585,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2519003919577541,0.12084848139141821,0.0062778020269493315,122004.85,
L06_001170,24,CASH_OUT,24549.13,C1279182255,3910465.7800000003,0.0,CASHOUT_L06_000585,0.0,0.0,0,0,L06_000585,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.2519003919577541,0.12084848139141821,0.0062778020269493315,122004.85,3885916.6500000004
L06_001171,369,TRANSFER,14993.93,C1149644320,100011.0,85017.07,C92625872,1506502.98,1521496.91,0,0,L06_000586,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.22610519366299692,0.14992280849106598,0.002228206957055207,18384.14,
L06_001172,373,CASH_OUT,3390.21,C92625872,1521496.91,0.0,CASHOUT_L06_000586,0.0,0.0,0,0,L06_000586,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.22610519366299692,0.14992280849106598,0.002228206957055207,18384.14,1518106.7
L06_001173,188,TRANSFER,11525.79,C249320427,147209.0,135683.21,C1627577618,10434.0,21959.79,0,0,L06_000587,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.20615064417092469,0.07829541672044509,0.10820003287827434,13901.84,
L06_001174,189,CASH_OUT,2376.05,C1627577618,21959.79,136244.54,CASHOUT_L06_000587,0.0,0.0,0,0,L06_000587,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,1,0.20615064417092469,0.07829541672044509,0.10820003287827434,13901.84,19583.74
L06_001175,379,TRANSFER,30410.36,C1528967528,212981.0,182570.64,C1408877478,35717.27,66127.63,0,0,L06_000588,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.44912038871643933,0.14278437982730854,0.20653862840691553,44068.270000000004,
L06_001176,382,CASH_OUT,13657.91,C1408877478,66127.63,0.0,CASHOUT_L06_000588,0.0,0.0,0,0,L06_000588,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.44912038871643933,0.14278437982730854,0.20653862840691553,44068.270000000004,52469.72
L06_001177,669,TRANSFER,8738.63,C1046635241,59912.0,51173.37,C1748989668,5297331.44,5306070.07,0,0,L06_000589,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.5491627530519732,0.14585775804513285,0.0009044226587079352,13537.56,
L06_001178,671,CASH_OUT,4798.93,C1748989668,5306070.07,0.0,CASHOUT_L06_000589,0.0,0.0,0,0,L06_000589,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.5491627530519732,0.14585775804513285,0.0009044226587079352,13537.56,5301271.140000001
L06_001179,380,TRANSFER,9880.03,C117264055,85131.0,75250.97,C906480352,52817.86,62697.89,0,0,L06_000590,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2890184345749004,0.11605678307549543,0.045543956901898934,12735.54,
L06_001180,383,CASH_OUT,2855.51,C906480352,62697.89,55108.17,CASHOUT_L06_000590,0.0,0.0,0,0,L06_000590,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,3,0.2890184345749004,0.11605678307549543,0.045543956901898934,12735.54,59842.38
L06_001181,96,TRANSFER,9468.7,C617176141,73089.0,63620.3,C657868649,76897.34,86366.04,0,0,L06_000591,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2210547718203066,0.12955027432308555,0.024235220232396902,11561.800000000001,
L06_001182,98,CASH_OUT,2093.1,C657868649,86366.04,29413.69,CASHOUT_L06_000591,0.0,0.0,0,0,L06_000591,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,2,0.2210547718203066,0.12955027432308555,0.024235220232396902,11561.800000000001,84272.93999999999
L06_001183,211,TRANSFER,54596.1,C1534172036,591250.53,536654.43,C1455826282,3403628.72,3458224.8200000003,0,0,L06_000592,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6000965333566118,0.09234004407573215,0.009473915579612316,87359.03,
L06_001184,216,CASH_OUT,32762.93,C1455826282,3458224.8200000003,0.0,CASHOUT_L06_000592,0.0,0.0,0,0,L06_000592,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.6000965333566118,0.09234004407573215,0.009473915579612316,87359.03,3425461.89
L06_001185,353,TRANSFER,23539.27,C429897588,236656.0,213116.73,C1256978315,0.0,23539.27,0,0,L06_000593,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.2110968995121173,0.09946618720843757,0.2110970306215953,28508.34,
L06_001186,357,CASH_OUT,4969.07,C1256978315,23539.27,0.0,CASHOUT_L06_000593,0.0,0.0,0,0,L06_000593,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.2110968995121173,0.09946618720843757,0.2110970306215953,28508.34,18570.2
L06_001187,11,TRANSFER,232674.31,C13987727,1972904.2,1740229.89,C2140758958,700475.75,933150.06,0,0,L06_000594,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.6420432461126895,0.11793492557824146,0.1600889036003491,382061.28,
L06_001188,16,CASH_OUT,149386.97,C2140758958,933150.06,680738.39,CASHOUT_L06_000594,0.0,0.0,0,0,L06_000594,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,5,0.6420432461126895,0.11793492557824146,0.1600889036003491,382061.28,783763.0900000001
L06_001189,134,TRANSFER,13095.39,C622817781,118141.0,105045.61,C941531460,2453191.35,2466286.74,0,0,L06_000595,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,1,TRANSFER,0,0.3769397680130726,0.1108454304602128,0.002001458273258202,18031.559999999998,
L06_001190,138,CASH_OUT,4936.17,C941531460,2466286.74,0.0,CASHOUT_L06_000595,0.0,0.0,0,0,L06_000595,LEGITIMATE_TRANSFER_CASHOUT,NONE,1,2,CASH_OUT,4,0.3769397680130726,0.1108454304602128,0.002001458273258202,18031.559999999998,2461350.5700000003
