record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,cycle_position,cycle_length,step_gap_from_previous,scenario_step_window,scenario_total_amount,balance_usage_ratio,historical_pattern,cycle_pattern
L09_000781,888,TRANSFER,107100.6,CL000196_1,2345915.81,2238815.21,CL000196_2,2391658.5,2498759.1,0,0,L09_000196,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,311140.48,0.045654,NORMAL,A->B->C->D->A
L09_000782,889,TRANSFER,74316.18,CL000196_2,2498759.1,2424442.92,CL000196_3,1983267.35,2057583.53,0,0,L09_000196,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,7,311140.48,0.029741,NORMAL,A->B->C->D->A
L09_000783,892,TRANSFER,91732.17,CL000196_3,2057583.53,1965851.36,CL000196_4,2527103.27,2618835.44,0,0,L09_000196,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,311140.48,0.044582,NORMAL,A->B->C->D->A
L09_000784,895,TRANSFER,37991.53,CL000196_4,2618835.44,2580843.91,CL000196_1,2238815.21,2276806.74,0,0,L09_000196,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,311140.48,0.014507,NORMAL,A->B->C->D->A
L09_000785,57,TRANSFER,34165.71,CL000197_1,2200723.75,2166558.04,CL000197_2,1764598.3,1798764.01,0,0,L09_000197,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,380919.01,0.015525,NORMAL,A->B->C->D->A
L09_000786,59,TRANSFER,140860.52,CL000197_2,1798764.01,1657903.49,CL000197_3,1416748.61,1557609.13,0,0,L09_000197,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,380919.01,0.07831,NORMAL,A->B->C->D->A
L09_000787,62,TRANSFER,62009.6,CL000197_3,1557609.13,1495599.53,CL000197_4,1284922.8,1346932.4,0,0,L09_000197,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,380919.01,0.039811,NORMAL,A->B->C->D->A
L09_000788,63,TRANSFER,143883.18,CL000197_4,1346932.4,1203049.22,CL000197_1,2166558.04,2310441.22,0,0,L09_000197,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,380919.01,0.106823,NORMAL,A->B->C->D->A
L09_000789,168,TRANSFER,122042.22,CL000198_1,1288850.12,1166807.9,CL000198_2,1943289.1,2065331.32,0,0,L09_000198,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,286398.75,0.094691,NORMAL,A->B->C->D->A
L09_000790,171,TRANSFER,42966.43,CL000198_2,2065331.32,2022364.89,CL000198_3,1699744.39,1742710.82,0,0,L09_000198,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,286398.75,0.020804,NORMAL,A->B->C->D->A
L09_000791,173,TRANSFER,70071.76,CL000198_3,1742710.82,1672639.06,CL000198_4,1945496.02,2015567.78,0,0,L09_000198,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,7,286398.75,0.040208,NORMAL,A->B->C->D->A
L09_000792,175,TRANSFER,51318.34,CL000198_4,2015567.78,1964249.44,CL000198_1,1166807.9,1218126.24,0,0,L09_000198,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,7,286398.75,0.025461,NORMAL,A->B->C->D->A
L09_000793,62,TRANSFER,55363.3,CL000199_1,2254991.56,2199628.26,CL000199_2,1639187.83,1694551.13,0,0,L09_000199,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,241979.06,0.024551,NORMAL,A->B->C->D->A
L09_000794,63,TRANSFER,36783.16,CL000199_2,1694551.13,1657767.97,CL000199_3,2395861.78,2432644.94,0,0,L09_000199,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,241979.06,0.021707,NORMAL,A->B->C->D->A
L09_000795,66,TRANSFER,13580.89,CL000199_3,2432644.94,2419064.05,CL000199_4,1729893.83,1743474.72,0,0,L09_000199,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,241979.06,0.005583,NORMAL,A->B->C->D->A
L09_000796,68,TRANSFER,136251.71,CL000199_4,1743474.72,1607223.01,CL000199_1,2199628.26,2335879.97,0,0,L09_000199,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,6,241979.06,0.07815,NORMAL,A->B->C->D->A
L09_000797,801,TRANSFER,122600.63,CL000200_1,1650956.12,1528355.49,CL000200_2,1350791.82,1473392.45,0,0,L09_000200,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,432590.64,0.07426,NORMAL,A->B->C->D->A
L09_000798,804,TRANSFER,61712.99,CL000200_2,1473392.45,1411679.46,CL000200_3,1730863.42,1792576.41,0,0,L09_000200,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,6,432590.64,0.041885,NORMAL,A->B->C->D->A
L09_000799,806,TRANSFER,96706.92,CL000200_3,1792576.41,1695869.49,CL000200_4,1890514.6,1987221.52,0,0,L09_000200,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,432590.64,0.053949,NORMAL,A->B->C->D->A
L09_000800,807,TRANSFER,151570.1,CL000200_4,1987221.52,1835651.42,CL000200_1,1528355.49,1679925.59,0,0,L09_000200,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,432590.64,0.076272,NORMAL,A->B->C->D->A
L09_000801,399,TRANSFER,93065.36,CL000201_1,1881965.45,1788900.09,CL000201_2,2317388.57,2410453.93,0,0,L09_000201,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,313258.17,0.049451,NORMAL,A->B->C->D->A
L09_000802,402,TRANSFER,51393.32,CL000201_2,2410453.93,2359060.61,CL000201_3,1372749.54,1424142.86,0,0,L09_000201,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,313258.17,0.021321,NORMAL,A->B->C->D->A
L09_000803,403,TRANSFER,61376.65,CL000201_3,1424142.86,1362766.21,CL000201_4,1865158.91,1926535.56,0,0,L09_000201,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,7,313258.17,0.043097,NORMAL,A->B->C->D->A
L09_000804,406,TRANSFER,107422.84,CL000201_4,1926535.56,1819112.72,CL000201_1,1788900.09,1896322.93,0,0,L09_000201,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,313258.17,0.05576,NORMAL,A->B->C->D->A
L09_000805,788,TRANSFER,133819.26,CL000202_1,1306514.77,1172695.51,CL000202_2,1823864.99,1957684.25,0,0,L09_000202,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,395088.99,0.102425,NORMAL,A->B->C->D->A
L09_000806,789,TRANSFER,96210.14,CL000202_2,1957684.25,1861474.11,CL000202_3,2181354.05,2277564.19,0,0,L09_000202,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,7,395088.99,0.049145,NORMAL,A->B->C->D->A
L09_000807,792,TRANSFER,39012.07,CL000202_3,2277564.19,2238552.12,CL000202_4,1281842.16,1320854.23,0,0,L09_000202,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,395088.99,0.017129,NORMAL,A->B->C->D->A
L09_000808,795,TRANSFER,126047.52,CL000202_4,1320854.23,1194806.71,CL000202_1,1172695.51,1298743.03,0,0,L09_000202,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,395088.99,0.095429,NORMAL,A->B->C->D->A
L09_000809,173,TRANSFER,83418.37,CL000203_1,2008824.47,1925406.1,CL000203_2,1853304.49,1936722.86,0,0,L09_000203,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,378217.79,0.041526,NORMAL,A->B->C->D->A
L09_000810,176,TRANSFER,89496.4,CL000203_2,1936722.86,1847226.46,CL000203_3,1925311.21,2014807.61,0,0,L09_000203,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,5,378217.79,0.04621,NORMAL,A->B->C->D->A
L09_000811,177,TRANSFER,162623.58,CL000203_3,2014807.61,1852184.03,CL000203_4,1917139.81,2079763.39,0,0,L09_000203,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,378217.79,0.080714,NORMAL,A->B->C->D->A
L09_000812,178,TRANSFER,42679.44,CL000203_4,2079763.39,2037083.95,CL000203_1,1925406.1,1968085.54,0,0,L09_000203,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,378217.79,0.020521,NORMAL,A->B->C->D->A
L09_000813,493,TRANSFER,47486.76,CL000204_1,2260463.32,2212976.56,CL000204_2,2537428.17,2584914.93,0,0,L09_000204,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,258770.31,0.021008,NORMAL,A->B->C->D->A
L09_000814,494,TRANSFER,140248.14,CL000204_2,2584914.93,2444666.79,CL000204_3,2100770.27,2241018.41,0,0,L09_000204,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,258770.31,0.054256,NORMAL,A->B->C->D->A
L09_000815,497,TRANSFER,25009.66,CL000204_3,2241018.41,2216008.75,CL000204_4,2073601.41,2098611.07,0,0,L09_000204,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,258770.31,0.01116,NORMAL,A->B->C->D->A
L09_000816,499,TRANSFER,46025.75,CL000204_4,2098611.07,2052585.32,CL000204_1,2212976.56,2259002.31,0,0,L09_000204,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,6,258770.31,0.021932,NORMAL,A->B->C->D->A
L09_000817,753,TRANSFER,41307.98,CL000205_1,2315911.42,2274603.44,CL000205_2,2088777.52,2130085.5,0,0,L09_000205,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,458970.58,0.017837,NORMAL,A->B->C->D->A
L09_000818,756,TRANSFER,130715.76,CL000205_2,2130085.5,1999369.74,CL000205_3,1981231.89,2111947.65,0,0,L09_000205,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,458970.58,0.061366,NORMAL,A->B->C->D->A
L09_000819,757,TRANSFER,160560.23,CL000205_3,2111947.65,1951387.42,CL000205_4,1414770.91,1575331.14,0,0,L09_000205,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,7,458970.58,0.076025,NORMAL,A->B->C->D->A
L09_000820,760,TRANSFER,126386.61,CL000205_4,1575331.14,1448944.53,CL000205_1,2274603.44,2400990.05,0,0,L09_000205,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,458970.58,0.080229,NORMAL,A->B->C->D->A
L09_000821,608,TRANSFER,151927.24,CL000206_1,2216172.42,2064245.18,CL000206_2,2267670.02,2419597.26,0,0,L09_000206,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,415799.78,0.068554,NORMAL,A->B->C->D->A
L09_000822,610,TRANSFER,15275.52,CL000206_2,2419597.26,2404321.74,CL000206_3,1606745.97,1622021.49,0,0,L09_000206,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,5,415799.78,0.006313,NORMAL,A->B->C->D->A
L09_000823,611,TRANSFER,131648.2,CL000206_3,1622021.49,1490373.29,CL000206_4,2080295.0,2211943.2,0,0,L09_000206,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,415799.78,0.081163,NORMAL,A->B->C->D->A
L09_000824,613,TRANSFER,116948.82,CL000206_4,2211943.2,2094994.38,CL000206_1,2064245.18,2181194.0,0,0,L09_000206,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,5,415799.78,0.052872,NORMAL,A->B->C->D->A
L09_000825,583,TRANSFER,90470.62,CL000207_1,2174660.28,2084189.66,CL000207_2,1749902.7,1840373.32,0,0,L09_000207,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,374918.91,0.041602,NORMAL,A->B->C->D->A
L09_000826,584,TRANSFER,103532.35,CL000207_2,1840373.32,1736840.97,CL000207_3,1429464.03,1532996.38,0,0,L09_000207,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,5,374918.91,0.056256,NORMAL,A->B->C->D->A
L09_000827,585,TRANSFER,70713.42,CL000207_3,1532996.38,1462282.96,CL000207_4,1596835.26,1667548.68,0,0,L09_000207,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,374918.91,0.046128,NORMAL,A->B->C->D->A
L09_000828,588,TRANSFER,110202.52,CL000207_4,1667548.68,1557346.16,CL000207_1,2084189.66,2194392.18,0,0,L09_000207,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,5,374918.91,0.066087,NORMAL,A->B->C->D->A
L09_000829,437,TRANSFER,72647.25,CL000208_1,1459320.95,1386673.7,CL000208_2,2145028.94,2217676.19,0,0,L09_000208,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,9,298926.84,0.049782,NORMAL,A->B->C->D->A
L09_000830,440,TRANSFER,109816.53,CL000208_2,2217676.19,2107859.66,CL000208_3,2087794.12,2197610.65,0,0,L09_000208,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,9,298926.84,0.049519,NORMAL,A->B->C->D->A
L09_000831,443,TRANSFER,72554.64,CL000208_3,2197610.65,2125056.01,CL000208_4,2117290.69,2189845.33,0,0,L09_000208,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,9,298926.84,0.033015,NORMAL,A->B->C->D->A
L09_000832,446,TRANSFER,43908.42,CL000208_4,2189845.33,2145936.91,CL000208_1,1386673.7,1430582.12,0,0,L09_000208,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,9,298926.84,0.020051,NORMAL,A->B->C->D->A
L09_000833,237,TRANSFER,17562.48,CL000209_1,1776243.52,1758681.04,CL000209_2,1705044.02,1722606.5,0,0,L09_000209,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,3,298513.72,0.009887,NORMAL,A->B->C->D->A
L09_000834,238,TRANSFER,116593.11,CL000209_2,1722606.5,1606013.39,CL000209_3,1588776.34,1705369.45,0,0,L09_000209,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,3,298513.72,0.067684,NORMAL,A->B->C->D->A
L09_000835,239,TRANSFER,136352.06,CL000209_3,1705369.45,1569017.39,CL000209_4,2317156.13,2453508.19,0,0,L09_000209,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,3,298513.72,0.079955,NORMAL,A->B->C->D->A
L09_000836,240,TRANSFER,28006.07,CL000209_4,2453508.19,2425502.12,CL000209_1,1758681.04,1786687.11,0,0,L09_000209,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,3,298513.72,0.011415,NORMAL,A->B->C->D->A
L09_000837,185,TRANSFER,50323.09,CL000210_1,1728229.83,1677906.74,CL000210_2,1740222.5,1790545.59,0,0,L09_000210,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,331517.78,0.029118,NORMAL,A->B->C->D->A
L09_000838,187,TRANSFER,77987.36,CL000210_2,1790545.59,1712558.23,CL000210_3,2260967.63,2338954.99,0,0,L09_000210,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,331517.78,0.043555,NORMAL,A->B->C->D->A
L09_000839,188,TRANSFER,143480.85,CL000210_3,2338954.99,2195474.14,CL000210_4,2131775.44,2275256.29,0,0,L09_000210,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,6,331517.78,0.061344,NORMAL,A->B->C->D->A
L09_000840,191,TRANSFER,59726.48,CL000210_4,2275256.29,2215529.81,CL000210_1,1677906.74,1737633.22,0,0,L09_000210,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,331517.78,0.02625,NORMAL,A->B->C->D->A
L09_000841,278,TRANSFER,38766.13,CL000211_1,2062418.52,2023652.39,CL000211_2,2071675.71,2110441.84,0,0,L09_000211,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,458853.49,0.018796,NORMAL,A->B->C->D->A
L09_000842,279,TRANSFER,111189.75,CL000211_2,2110441.84,1999252.09,CL000211_3,2320638.84,2431828.59,0,0,L09_000211,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,5,458853.49,0.052686,NORMAL,A->B->C->D->A
L09_000843,282,TRANSFER,168267.28,CL000211_3,2431828.59,2263561.31,CL000211_4,2112138.26,2280405.54,0,0,L09_000211,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,5,458853.49,0.069194,NORMAL,A->B->C->D->A
L09_000844,283,TRANSFER,140630.33,CL000211_4,2280405.54,2139775.21,CL000211_1,2023652.39,2164282.72,0,0,L09_000211,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,458853.49,0.061669,NORMAL,A->B->C->D->A
L09_000845,760,TRANSFER,71411.87,CL000212_1,1657428.93,1586017.06,CL000212_2,1722738.98,1794150.85,0,0,L09_000212,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,317987.6,0.043086,NORMAL,A->B->C->D->A
L09_000846,762,TRANSFER,160901.49,CL000212_2,1794150.85,1633249.36,CL000212_3,1474422.74,1635324.23,0,0,L09_000212,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,317987.6,0.089681,NORMAL,A->B->C->D->A
L09_000847,765,TRANSFER,67244.81,CL000212_3,1635324.23,1568079.42,CL000212_4,1437613.38,1504858.19,0,0,L09_000212,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,317987.6,0.04112,NORMAL,A->B->C->D->A
L09_000848,766,TRANSFER,18429.43,CL000212_4,1504858.19,1486428.76,CL000212_1,1586017.06,1604446.49,0,0,L09_000212,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,317987.6,0.012247,NORMAL,A->B->C->D->A
L09_000849,711,TRANSFER,60372.62,CL000213_1,2314500.02,2254127.4,CL000213_2,1555770.4,1616143.02,0,0,L09_000213,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,8,312726.32,0.026085,NORMAL,A->B->C->D->A
L09_000850,713,TRANSFER,75361.95,CL000213_2,1616143.02,1540781.07,CL000213_3,1779487.14,1854849.09,0,0,L09_000213,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,8,312726.32,0.046631,NORMAL,A->B->C->D->A
L09_000851,716,TRANSFER,81933.98,CL000213_3,1854849.09,1772915.11,CL000213_4,1515549.99,1597483.97,0,0,L09_000213,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,8,312726.32,0.044173,NORMAL,A->B->C->D->A
L09_000852,719,TRANSFER,95057.77,CL000213_4,1597483.97,1502426.2,CL000213_1,2254127.4,2349185.17,0,0,L09_000213,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,8,312726.32,0.059505,NORMAL,A->B->C->D->A
L09_000853,210,TRANSFER,90575.62,CL000214_1,1785658.1,1695082.48,CL000214_2,2190810.55,2281386.17,0,0,L09_000214,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,318103.82,0.050724,NORMAL,A->B->C->D->A
L09_000854,213,TRANSFER,78642.18,CL000214_2,2281386.17,2202743.99,CL000214_3,1707648.96,1786291.14,0,0,L09_000214,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,318103.82,0.034471,NORMAL,A->B->C->D->A
L09_000855,216,TRANSFER,82094.65,CL000214_3,1786291.14,1704196.49,CL000214_4,1519723.06,1601817.71,0,0,L09_000214,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,318103.82,0.045958,NORMAL,A->B->C->D->A
L09_000856,217,TRANSFER,66791.37,CL000214_4,1601817.71,1535026.34,CL000214_1,1695082.48,1761873.85,0,0,L09_000214,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,7,318103.82,0.041697,NORMAL,A->B->C->D->A
L09_000857,90,TRANSFER,112660.92,CL000215_1,1784713.54,1672052.62,CL000215_2,2539266.64,2651927.56,0,0,L09_000215,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,320622.24,0.063125,NORMAL,A->B->C->D->A
L09_000858,92,TRANSFER,111978.56,CL000215_2,2651927.56,2539949.0,CL000215_3,1883676.77,1995655.33,0,0,L09_000215,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,320622.24,0.042225,NORMAL,A->B->C->D->A
L09_000859,95,TRANSFER,73322.34,CL000215_3,1995655.33,1922332.99,CL000215_4,1646921.9,1720244.24,0,0,L09_000215,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,320622.24,0.036741,NORMAL,A->B->C->D->A
L09_000860,96,TRANSFER,22660.42,CL000215_4,1720244.24,1697583.82,CL000215_1,1672052.62,1694713.04,0,0,L09_000215,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,320622.24,0.013173,NORMAL,A->B->C->D->A
L09_000861,832,TRANSFER,38963.98,CL000216_1,1344662.74,1305698.76,CL000216_2,2454185.6,2493149.58,0,0,L09_000216,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,262706.35,0.028977,NORMAL,A->B->C->D->A
L09_000862,835,TRANSFER,81471.99,CL000216_2,2493149.58,2411677.59,CL000216_3,1662447.69,1743919.68,0,0,L09_000216,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,6,262706.35,0.032678,NORMAL,A->B->C->D->A
L09_000863,836,TRANSFER,38917.0,CL000216_3,1743919.68,1705002.68,CL000216_4,1522815.62,1561732.62,0,0,L09_000216,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,6,262706.35,0.022316,NORMAL,A->B->C->D->A
L09_000864,838,TRANSFER,103353.38,CL000216_4,1561732.62,1458379.24,CL000216_1,1305698.76,1409052.14,0,0,L09_000216,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,6,262706.35,0.066179,NORMAL,A->B->C->D->A
L09_000865,351,TRANSFER,70591.11,CL000217_1,1387042.71,1316451.6,CL000217_2,1564447.93,1635039.04,0,0,L09_000217,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,8,395245.18,0.050893,NORMAL,A->B->C->D->A
L09_000866,353,TRANSFER,67686.7,CL000217_2,1635039.04,1567352.34,CL000217_3,1295249.97,1362936.67,0,0,L09_000217,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,8,395245.18,0.041398,NORMAL,A->B->C->D->A
L09_000867,356,TRANSFER,125279.02,CL000217_3,1362936.67,1237657.65,CL000217_4,2088305.76,2213584.78,0,0,L09_000217,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,8,395245.18,0.091918,NORMAL,A->B->C->D->A
L09_000868,359,TRANSFER,131688.35,CL000217_4,2213584.78,2081896.43,CL000217_1,1316451.6,1448139.95,0,0,L09_000217,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,8,395245.18,0.059491,NORMAL,A->B->C->D->A
L09_000869,785,TRANSFER,42585.38,CL000218_1,2398399.76,2355814.38,CL000218_2,2276084.47,2318669.85,0,0,L09_000218,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,357146.57,0.017756,NORMAL,A->B->C->D->A
L09_000870,787,TRANSFER,160743.43,CL000218_2,2318669.85,2157926.42,CL000218_3,2089014.0,2249757.43,0,0,L09_000218,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,357146.57,0.069326,NORMAL,A->B->C->D->A
L09_000871,790,TRANSFER,130152.05,CL000218_3,2249757.43,2119605.38,CL000218_4,1853765.29,1983917.34,0,0,L09_000218,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,357146.57,0.057852,NORMAL,A->B->C->D->A
L09_000872,791,TRANSFER,23665.71,CL000218_4,1983917.34,1960251.63,CL000218_1,2355814.38,2379480.09,0,0,L09_000218,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,357146.57,0.011929,NORMAL,A->B->C->D->A
L09_000873,281,TRANSFER,129042.22,CL000219_1,2247887.4,2118845.18,CL000219_2,2164196.45,2293238.67,0,0,L09_000219,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,464603.73,0.057406,NORMAL,A->B->C->D->A
L09_000874,282,TRANSFER,161642.24,CL000219_2,2293238.67,2131596.43,CL000219_3,1477262.97,1638905.21,0,0,L09_000219,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,464603.73,0.070486,NORMAL,A->B->C->D->A
L09_000875,284,TRANSFER,74992.44,CL000219_3,1638905.21,1563912.77,CL000219_4,2167218.22,2242210.66,0,0,L09_000219,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,464603.73,0.045758,NORMAL,A->B->C->D->A
L09_000876,287,TRANSFER,98926.83,CL000219_4,2242210.66,2143283.83,CL000219_1,2118845.18,2217772.01,0,0,L09_000219,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,464603.73,0.04412,NORMAL,A->B->C->D->A
L09_000877,106,TRANSFER,77611.72,CL000220_1,1907410.8,1829799.08,CL000220_2,1942244.68,2019856.4,0,0,L09_000220,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,297382.5,0.04069,NORMAL,A->B->C->D->A
L09_000878,108,TRANSFER,68980.49,CL000220_2,2019856.4,1950875.91,CL000220_3,2043941.81,2112922.3,0,0,L09_000220,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,297382.5,0.034151,NORMAL,A->B->C->D->A
L09_000879,111,TRANSFER,118892.31,CL000220_3,2112922.3,1994029.99,CL000220_4,1406231.25,1525123.56,0,0,L09_000220,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,297382.5,0.056269,NORMAL,A->B->C->D->A
L09_000880,112,TRANSFER,31897.98,CL000220_4,1525123.56,1493225.58,CL000220_1,1829799.08,1861697.06,0,0,L09_000220,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,297382.5,0.020915,NORMAL,A->B->C->D->A
L09_000881,618,TRANSFER,34437.96,CL000221_1,1315130.83,1280692.87,CL000221_2,1289649.46,1324087.42,0,0,L09_000221,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,9,164851.29,0.026186,NORMAL,A->B->C->D->A
L09_000882,621,TRANSFER,41660.56,CL000221_2,1324087.42,1282426.86,CL000221_3,1490165.31,1531825.87,0,0,L09_000221,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,9,164851.29,0.031464,NORMAL,A->B->C->D->A
L09_000883,624,TRANSFER,21116.5,CL000221_3,1531825.87,1510709.37,CL000221_4,1390341.1,1411457.6,0,0,L09_000221,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,9,164851.29,0.013785,NORMAL,A->B->C->D->A
L09_000884,627,TRANSFER,67636.27,CL000221_4,1411457.6,1343821.33,CL000221_1,1280692.87,1348329.14,0,0,L09_000221,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,9,164851.29,0.047919,NORMAL,A->B->C->D->A
