account_id,paysim_id,is_sender,is_receiver
A037440,C1344458413,1,0
A037441,C134446358,1,0
A037442,C1344485006,0,1
A037443,C1344492141,0,1
A037444,C1344495394,0,1
A037445,C1344531606,1,0
A037446,C1344541267,1,0
A037447,C134454217,0,1
A037448,C1344551810,0,1
A037449,C1344555666,0,1
A037450,C1344559721,1,0
A037451,C1344569989,0,1
A037452,C1344570677,1,0
A037453,C1344584131,0,1
A037454,C1344608479,1,0
A037455,C1344612270,1,0
A037456,C1344623095,1,0
A037457,C1344630204,0,1
A037458,C1344634344,1,0
A037459,C1344638545,0,1
A037460,C1344657966,1,0
A037461,C1344689581,1,0
A037462,C1344700188,0,1
A037463,C1344710844,1,0
A037464,C1344718468,1,0
A037465,C1344734619,1,0
A037466,C1344741534,0,1
A037467,C1344742564,0,1
A037468,C1344754349,1,0
A037469,C1344755566,1,0
A037470,C1344757179,0,1
A037471,C1344767752,1,0
A037472,C1344771397,1,0
A037473,C1344780193,1,0
A037474,C1344781787,1,0
A037475,C1344781982,1,0
A037476,C1344783161,1,0
A037477,C1344797280,1,0
A037478,C1344799228,0,1
A037479,C1344819927,1,0
A037480,C1344856501,0,1
A037481,C1344863756,0,1
A037482,C1344869539,1,0
A037483,C1344884316,1,0
A037484,C1344892295,1,0
A037485,C1344902271,1,0
A037486,C1344902642,1,0
A037487,C1344904832,1,0
A037488,C1344905058,0,1
A037489,C1344917961,1,0
A037490,C1344924535,0,1
A037491,C1344929211,1,0
A037492,C1344939463,0,1
A037493,C1344958371,0,1
A037494,C1344971406,1,0
A037495,C1344976545,1,0
A037496,C1344978020,0,1
A037497,C1344981837,1,0
A037498,C1344998005,1,0
A037499,C1345003528,0,1
A037500,C1345014848,1,0
A037501,C1345020053,1,0
A037502,C1345027507,1,0
A037503,C1345033150,0,1
A037504,C134504612,1,0
A037505,C1345055061,0,1
A037506,C1345063038,0,1
A037507,C1345067959,1,0
A037508,C1345079401,0,1
A037509,C13450850,1,0
A037510,C1345090737,1,0
A037511,C1345099732,1,0
A037512,C1345101920,1,0
A037513,C1345115367,0,1
A037514,C1345131703,1,0
A037515,C134513187,1,0
A037516,C1345135313,0,1
A037517,C1345137940,0,1
A037518,C1345141812,0,1
A037519,C1345149735,1,0
A037520,C1345155290,1,0
A037521,C1345162774,0,1
A037522,C1345166229,1,0
A037523,C1345174206,1,0
A037524,C1345190434,0,1
A037525,C1345194155,1,0
A037526,C1345199853,0,1
A037527,C134522182,0,1
A037528,C1345228910,0,1
A037529,C1345251253,1,0
A037530,C1345263110,1,0
A037531,C1345265429,1,0
A037532,C1345267245,1,0
A037533,C1345270309,0,1
A037534,C134528331,1,0
A037535,C1345294074,0,1
A037536,C1345300687,1,0
A037537,C1345313578,0,1
A037538,C1345326019,1,0
A037539,C1345326511,0,1
A037540,C1345328286,0,1
A037541,C1345351549,1,0
A037542,C1345356488,1,0
A037543,C1345360399,1,0
A037544,C134537138,0,1
A037545,C1345380280,1,0
A037546,C1345384263,1,0
A037547,C1345403354,1,0
A037548,C1345405376,1,0
A037549,C1345408994,1,0
A037550,C1345417063,1,0
A037551,C1345423232,0,1
A037552,C1345428176,0,1
A037553,C134543538,0,1
A037554,C1345444900,1,0
A037555,C1345448010,0,1
A037556,C1345451270,0,1
A037557,C1345452347,1,0
A037558,C1345456006,0,1
A037559,C1345468275,0,1
A037560,C1345472056,0,1
A037561,C1345485973,1,0
A037562,C1345496896,0,1
A037563,C1345497400,1,0
A037564,C1345500764,1,0
A037565,C1345509315,1,0
A037566,C1345515751,1,0
A037567,C1345516776,1,0
A037568,C1345542680,1,0
A037569,C1345548632,1,0
A037570,C134555829,1,0
A037571,C134556980,0,1
A037572,C1345576574,1,0
A037573,C1345585961,0,1
A037574,C1345589974,1,0
A037575,C1345593530,0,1
A037576,C1345605199,1,0
A037577,C1345611251,0,1
A037578,C1345622177,1,0
A037579,C134564151,1,0
A037580,C1345646979,1,0
A037581,C1345648683,1,0
A037582,C1345654609,1,0
A037583,C1345662561,1,0
A037584,C1345665380,0,1
A037585,C1345676431,1,0
A037586,C1345683649,1,0
A037587,C1345711882,0,1
A037588,C1345723287,0,1
A037589,C1345731384,1,0
A037590,C134574428,1,0
A037591,C1345754130,1,0
A037592,C1345759688,1,0
A037593,C1345788432,0,1
A037594,C1345804438,1,0
A037595,C1345805735,0,1
A037596,C1345820927,1,0
A037597,C134582687,0,1
A037598,C1345831550,1,0
A037599,C1345846845,1,0
A037600,C1345852277,0,1
A037601,C1345853892,0,1
A037602,C1345867740,1,0
A037603,C134588147,0,1
A037604,C1345885708,0,1
A037605,C1345886082,0,1
A037606,C13458894,1,0
A037607,C1345891810,0,1
A037608,C1345902553,0,1
A037609,C1345906332,0,1
A037610,C1345915962,1,0
A037611,C134591661,0,1
A037612,C1345938153,0,1
A037613,C134593857,1,0
A037614,C1345967146,0,1
A037615,C1345969688,0,1
A037616,C134597943,1,0
A037617,C1345980500,0,1
A037618,C1345990968,1,0
A037619,C1346014591,1,0
A037620,C134602375,1,0
A037621,C134602723,0,1
A037622,C1346036675,1,0
A037623,C1346040188,1,0
A037624,C1346044308,1,0
A037625,C134604590,0,1
A037626,C1346046225,1,0
A037627,C1346050322,1,0
A037628,C1346052990,0,1
A037629,C1346062709,1,0
A037630,C1346065207,0,1
A037631,C1346067945,0,1
A037632,C1346079898,0,1
A037633,C1346095480,1,0
A037634,C1346106010,1,0
A037635,C1346106160,1,0
A037636,C1346113646,1,0
A037637,C134613891,0,1
A037638,C134614434,1,0
A037639,C1346148012,1,0
A037640,C1346167316,1,0
A037641,C1346182732,0,1
A037642,C1346194314,1,0
A037643,C1346197681,1,0
A037644,C1346206111,1,0
A037645,C13462150,1,0
A037646,C1346215935,1,0
A037647,C1346228768,0,1
A037648,C134623499,0,1
A037649,C1346248519,1,0
A037650,C134624918,1,0
A037651,C1346252244,0,1
A037652,C1346264667,0,1
A037653,C1346281468,0,1
A037654,C1346317033,0,1
A037655,C1346319680,0,1
A037656,C1346332277,0,1
A037657,C1346340880,0,1
A037658,C1346352001,0,1
A037659,C1346355328,0,1
A037660,C1346356182,0,1
A037661,C1346367364,1,0
A037662,C1346372466,0,1
A037663,C1346377392,1,0
A037664,C1346383786,0,1
A037665,C1346387859,0,1
A037666,C1346405068,1,0
A037667,C1346417231,1,0
A037668,C1346435306,1,0
A037669,C1346436398,0,1
A037670,C1346450900,0,1
A037671,C1346459905,0,1
A037672,C1346465513,0,1
A037673,C1346469579,0,1
A037674,C1346487875,0,1
A037675,C1346488097,0,1
A037676,C134650093,0,1
A037677,C1346506482,0,1
A037678,C1346507550,1,0
A037679,C1346508679,1,0
A037680,C1346514244,1,0
A037681,C1346515473,1,0
A037682,C1346516298,1,0
A037683,C1346527331,0,1
A037684,C1346534246,0,1
A037685,C134653932,0,1
A037686,C1346565170,0,1
A037687,C1346571442,0,1
A037688,C134659119,1,0
A037689,C1346592655,1,0
A037690,C1346609341,0,1
A037691,C1346609811,1,0
A037692,C134661291,1,0
A037693,C1346615372,0,1
A037694,C1346626334,1,0
A037695,C1346629896,1,0
A037696,C1346636174,1,0
A037697,C1346642147,1,0
A037698,C1346646846,1,0
A037699,C1346656625,0,1
A037700,C1346667529,0,1
A037701,C1346671602,0,1
A037702,C1346696449,1,0
A037703,C1346698733,1,0
A037704,C1346699071,0,1
A037705,C1346709392,0,1
A037706,C1346717492,0,1
A037707,C1346726276,1,0
A037708,C1346738650,0,1
A037709,C1346753121,1,0
A037710,C1346767965,1,0
A037711,C1346779733,0,1
A037712,C1346782316,1,0
A037713,C1346787202,0,1
A037714,C1346789495,0,1
A037715,C1346791835,0,1
A037716,C1346803885,1,0
A037717,C1346807560,0,1
A037718,C1346835656,1,0
A037719,C1346844293,1,0
A037720,C1346852797,0,1
A037721,C1346865653,1,0
A037722,C1346880784,0,1
A037723,C1346890041,0,1
A037724,C1346890266,1,0
A037725,C1346891068,1,0
A037726,C1346900855,1,0
A037727,C1346906297,1,0
A037728,C1346914355,0,1
A037729,C1346925556,0,1
A037730,C1346929405,0,1
A037731,C1346938145,0,1
A037732,C1346956703,0,1
A037733,C1346957197,1,0
A037734,C1346971591,1,0
A037735,C1346973686,0,1
A037736,C1346980152,0,1
A037737,C1346983398,0,1
A037738,C1346985979,1,0
A037739,C1346995049,1,0
A037740,C1347010323,0,1
A037741,C1347022879,1,0
A037742,C1347031711,1,0
A037743,C1347051401,0,1
A037744,C1347067741,1,0
A037745,C1347068790,1,0
A037746,C134709264,0,1
A037747,C1347099299,1,0
A037748,C1347101596,1,0
A037749,C134710432,1,0
A037750,C1347105265,1,0
A037751,C1347105871,0,1
A037752,C1347114048,0,1
A037753,C1347141514,0,1
A037754,C1347145595,0,1
A037755,C1347150244,0,1
A037756,C1347153470,1,0
A037757,C1347154659,1,0
A037758,C1347185403,1,0
A037759,C134719045,0,1
A037760,C1347196249,1,0
A037761,C1347200500,1,0
A037762,C1347203126,1,0
A037763,C1347214692,1,0
A037764,C1347229813,1,0
A037765,C1347241168,1,0
A037766,C1347256725,1,0
A037767,C1347258113,1,0
A037768,C1347259085,1,0
A037769,C1347260506,1,0
A037770,C1347262841,0,1
A037771,C1347264656,1,0
A037772,C1347280991,1,0
A037773,C1347285452,0,1
A037774,C1347289082,1,0
A037775,C1347292259,0,1
A037776,C1347294617,0,1
A037777,C1347313907,0,1
A037778,C1347315975,0,1
A037779,C1347324294,0,1
A037780,C1347324613,1,0
A037781,C1347327040,1,0
A037782,C134733278,1,0
A037783,C1347346048,1,0
A037784,C1347354339,0,1
A037785,C1347362205,0,1
A037786,C1347371630,1,0
A037787,C1347372630,1,0
A037788,C1347375865,0,1
A037789,C1347378851,0,1
A037790,C1347390971,0,1
A037791,C1347394914,0,1
A037792,C1347397731,0,1
A037793,C134742421,1,0
A037794,C134745267,1,0
A037795,C1347472124,0,1
A037796,C134747257,1,0
A037797,C1347476631,0,1
A037798,C1347484785,0,1
A037799,C1347487845,1,0
A037800,C1347490167,1,0
A037801,C1347498132,0,1
A037802,C1347502977,0,1
A037803,C1347511325,1,0
A037804,C1347513155,0,1
A037805,C1347515454,1,0
A037806,C1347521838,0,1
A037807,C13475231,1,0
A037808,C1347528520,1,0
A037809,C1347529393,0,1
A037810,C1347543739,0,1
A037811,C1347548584,0,1
A037812,C1347551767,1,0
A037813,C134756930,1,0
A037814,C1347589401,0,1
A037815,C1347593921,0,1
A037816,C1347614990,1,0
A037817,C1347620164,1,0
A037818,C1347621129,1,0
A037819,C134762206,1,0
A037820,C1347637111,0,1
A037821,C1347643552,1,0
A037822,C1347643891,0,1
A037823,C1347649648,1,0
A037824,C1347659875,1,0
A037825,C1347679390,1,0
A037826,C1347688174,1,0
A037827,C1347691750,1,0
A037828,C1347710905,1,0
A037829,C134771456,1,0
A037830,C1347739385,0,1
A037831,C1347743217,0,1
A037832,C1347743508,1,0
A037833,C1347751105,0,1
A037834,C1347758513,1,0
A037835,C1347768220,0,1
A037836,C1347772477,0,1
A037837,C134777560,0,1
A037838,C1347784289,1,0
A037839,C1347793506,0,1
A037840,C1347796663,1,0
A037841,C1347808188,1,0
A037842,C134782394,1,0
A037843,C1347824127,1,0
A037844,C1347838223,1,0
A037845,C1347846394,1,0
A037846,C1347848014,1,0
A037847,C1347877654,1,0
A037848,C1347890180,0,1
A037849,C1347901371,1,0
A037850,C1347903080,0,1
A037851,C1347909640,1,0
A037852,C1347910082,1,0
A037853,C1347917082,0,1
A037854,C1347932368,1,0
A037855,C1347959151,0,1
A037856,C1347986307,1,0
A037857,C1347995353,1,0
A037858,C1348015692,0,1
A037859,C1348043902,0,1
A037860,C1348065129,1,0
A037861,C1348079505,0,1
A037862,C134808544,0,1
A037863,C1348094275,1,0
A037864,C1348100838,1,0
A037865,C1348102914,1,0
A037866,C1348105489,1,0
A037867,C1348105752,1,0
A037868,C1348119361,1,0
A037869,C1348126089,1,0
A037870,C1348129406,0,1
A037871,C1348164435,1,0
A037872,C134817078,1,0
A037873,C1348171774,1,0
A037874,C1348172424,0,1
A037875,C1348183308,1,0
A037876,C1348189064,1,0
A037877,C1348201117,1,0
A037878,C1348207006,1,0
A037879,C1348210123,0,1
A037880,C134822492,0,1
A037881,C1348231298,1,0
A037882,C1348232717,1,0
A037883,C1348233511,1,0
A037884,C1348240160,1,0
A037885,C1348246868,0,1
A037886,C1348254749,0,1
A037887,C134826145,1,0
A037888,C1348264241,1,0
A037889,C1348266906,0,1
A037890,C1348269554,1,0
A037891,C1348278201,0,1
A037892,C1348283425,1,0
A037893,C1348304084,1,0
A037894,C1348323929,1,0
A037895,C1348328163,1,0
A037896,C1348330040,1,0
A037897,C1348335019,0,1
A037898,C1348362505,1,0
A037899,C1348372235,1,0
A037900,C1348373832,0,1
A037901,C1348374713,0,1
A037902,C1348375175,0,1
A037903,C1348385798,1,0
A037904,C1348394842,1,0
A037905,C1348396248,1,0
A037906,C1348420582,1,0
A037907,C1348432659,0,1
A037908,C1348441133,0,1
A037909,C1348469277,1,0
A037910,C1348479880,0,1
A037911,C1348548736,1,0
A037912,C1348550336,1,0
A037913,C1348572735,1,0
A037914,C1348580194,1,0
A037915,C1348601244,0,1
A037916,C13486214,1,0
A037917,C1348621736,1,0
A037918,C1348625320,1,0
A037919,C1348626545,0,1
A037920,C1348627888,0,1
A037921,C1348630207,1,0
A037922,C1348633841,0,1
A037923,C1348641019,0,1
A037924,C1348646639,1,0
A037925,C1348652846,1,0
A037926,C1348659440,0,1
A037927,C1348659899,1,0
A037928,C1348662086,1,0
A037929,C1348689298,0,1
A037930,C1348695534,1,0
A037931,C1348697498,1,0
A037932,C1348715234,1,0
A037933,C1348734673,0,1
A037934,C1348735371,1,0
A037935,C1348745511,0,1
A037936,C1348757089,0,1
A037937,C1348761077,1,0
A037938,C1348770207,1,0
A037939,C134880961,1,0
A037940,C1348817317,1,0
A037941,C1348832776,0,1
A037942,C1348833434,1,0
A037943,C1348835023,0,1
A037944,C1348842976,1,0
A037945,C1348847689,0,1
A037946,C1348859169,1,0
A037947,C1348873524,0,1
A037948,C1348903670,0,1
A037949,C1348906118,1,0
A037950,C1348932337,1,0
A037951,C1348933422,1,0
A037952,C1348936539,0,1
A037953,C1348937989,0,1
A037954,C1348945897,1,0
A037955,C1348955050,0,1
A037956,C1348961886,1,0
A037957,C1348972778,0,1
A037958,C1348974317,1,0
A037959,C1348980372,0,1
A037960,C1348989368,1,0
A037961,C1349012515,1,0
A037962,C1349021037,1,0
A037963,C1349024157,0,1
A037964,C1349026867,0,1
A037965,C134903517,0,1
A037966,C134903601,1,0
A037967,C1349040375,0,1
A037968,C134904083,1,0
A037969,C1349053655,0,1
A037970,C1349065178,0,1
A037971,C1349067147,1,0
A037972,C1349078096,0,1
A037973,C1349112761,0,1
A037974,C1349117167,1,0
A037975,C1349124008,1,0
A037976,C1349133880,1,0
A037977,C1349139158,1,0
A037978,C1349139887,1,0
A037979,C1349156799,1,0
A037980,C1349169717,0,1
A037981,C1349170643,0,1
A037982,C1349183092,0,1
A037983,C1349188914,0,1
A037984,C1349190937,1,0
A037985,C1349203448,1,0
A037986,C1349204779,1,0
A037987,C1349213118,0,1
A037988,C1349215165,1,0
A037989,C1349239662,0,1
A037990,C1349258808,1,0
A037991,C1349278735,1,0
A037992,C1349288206,0,1
A037993,C1349301436,0,1
A037994,C1349303706,0,1
A037995,C1349312629,0,1
A037996,C1349315925,0,1
A037997,C1349320603,1,0
A037998,C1349322303,1,0
A037999,C1349324347,0,1
A038000,C1349351486,1,0
A038001,C1349357247,0,1
A038002,C1349369816,1,0
A038003,C1349372740,1,0
A038004,C1349382729,0,1
A038005,C1349392778,1,0
A038006,C1349402229,0,1
A038007,C1349419422,1,0
A038008,C1349431518,1,0
A038009,C1349432214,1,0
A038010,C1349433167,1,0
A038011,C1349466805,0,1
A038012,C1349492818,1,0
A038013,C1349492920,0,1
A038014,C1349505378,1,0
A038015,C1349514864,1,0
A038016,C1349514898,0,1
A038017,C1349524886,0,1
A038018,C1349525172,0,1
A038019,C1349538553,1,0
A038020,C1349546199,1,0
A038021,C1349548195,1,0
A038022,C1349560130,1,0
A038023,C134957325,1,0
A038024,C1349573500,0,1
A038025,C134957639,1,0
A038026,C134957977,1,0
A038027,C1349592283,1,0
A038028,C134959258,0,1
A038029,C1349608110,1,0
A038030,C1349615350,1,0
A038031,C1349632743,1,0
A038032,C1349655066,1,0
A038033,C1349667209,0,1
A038034,C1349687631,0,1
A038035,C1349693234,1,0
A038036,C1349700416,1,0
A038037,C1349708679,1,0
A038038,C1349713360,0,1
A038039,C1349723532,1,0
A038040,C1349729832,1,0
A038041,C1349743759,1,0
A038042,C1349765125,1,0
A038043,C1349767414,0,1
A038044,C1349771419,0,1
A038045,C1349793016,0,1
A038046,C1349799991,0,1
A038047,C1349803233,1,0
A038048,C134980782,1,0
A038049,C1349827141,1,0
A038050,C1349844782,1,0
A038051,C1349861177,1,0
A038052,C1349884808,0,1
A038053,C1349896831,0,1
A038054,C1349897882,0,1
A038055,C1349903605,1,0
A038056,C1349903663,0,1
A038057,C1349910247,1,0
A038058,C1349914622,1,0
A038059,C1349923341,0,1
A038060,C1349938754,0,1
A038061,C1349940397,1,0
A038062,C1349954076,0,1
A038063,C1349959285,1,0
A038064,C1349979223,1,0
A038065,C1350005639,1,0
A038066,C1350005846,1,0
A038067,C1350011226,1,0
A038068,C135004440,1,0
A038069,C1350057877,0,1
A038070,C1350060355,1,0
A038071,C1350068052,0,1
A038072,C1350073035,1,0
A038073,C1350129324,1,0
A038074,C135013125,1,0
A038075,C1350133895,1,0
A038076,C1350134941,0,1
A038077,C1350140942,1,0
A038078,C1350141268,1,0
A038079,C1350144115,1,0
A038080,C1350147441,1,0
A038081,C1350168674,1,0
A038082,C1350169661,0,1
A038083,C1350170900,1,0
A038084,C1350171625,1,0
A038085,C1350176669,1,0
A038086,C135017972,0,1
A038087,C1350230812,1,0
A038088,C1350236324,0,1
A038089,C1350238980,0,1
A038090,C1350240295,1,0
A038091,C1350285443,0,1
A038092,C1350314042,1,0
A038093,C1350319472,1,0
A038094,C1350320438,1,0
A038095,C1350320453,1,0
A038096,C1350354405,0,1
A038097,C1350364289,0,1
A038098,C1350368470,1,0
A038099,C1350371137,1,0
A038100,C135037925,0,1
A038101,C1350384304,1,0
A038102,C135039076,1,0
A038103,C1350395333,1,0
A038104,C1350409539,1,0
A038105,C1350415117,0,1
A038106,C1350418396,1,0
A038107,C1350428671,0,1
A038108,C1350435498,1,0
A038109,C1350442461,1,0
A038110,C1350443620,0,1
A038111,C1350448234,1,0
A038112,C1350461142,1,0
A038113,C1350462175,1,0
A038114,C1350467725,0,1
A038115,C1350477886,0,1
A038116,C1350486867,1,0
A038117,C1350491941,1,0
A038118,C1350499705,1,0
A038119,C1350515796,0,1
A038120,C135055942,0,1
A038121,C1350563314,1,0
A038122,C1350566124,1,0
A038123,C1350571855,0,1
A038124,C1350581119,1,0
A038125,C1350582393,1,0
A038126,C1350584451,1,0
A038127,C1350598367,1,0
A038128,C1350609130,0,1
A038129,C1350636732,1,0
A038130,C1350659055,1,0
A038131,C1350660435,1,0
A038132,C1350667222,0,1
A038133,C1350697973,1,0
A038134,C1350702581,1,0
A038135,C1350723099,1,0
A038136,C1350725015,1,0
A038137,C1350733407,1,0
A038138,C1350741901,0,1
A038139,C1350754765,1,0
A038140,C1350758960,0,1
A038141,C1350764838,0,1
A038142,C1350769758,0,1
A038143,C1350783097,0,1
A038144,C1350789239,0,1
A038145,C1350828516,0,1
A038146,C1350841563,1,0
A038147,C1350851069,0,1
A038148,C1350854883,0,1
A038149,C1350861243,0,1
A038150,C1350862581,0,1
A038151,C1350880657,0,1
A038152,C1350883314,1,0
A038153,C1350885040,0,1
A038154,C1350893628,0,1
A038155,C1350894447,1,0
A038156,C1350894905,1,0
A038157,C1350915729,1,0
A038158,C1350933074,1,0
A038159,C1350942341,1,0
A038160,C1350944882,1,0
A038161,C1350970465,1,0
A038162,C1350973696,0,1
A038163,C1350973767,1,0
A038164,C1350987778,1,0
A038165,C1350999936,1,0
A038166,C1351002028,0,1
A038167,C1351005215,1,0
A038168,C1351011163,1,0
A038169,C1351027845,0,1
A038170,C1351058973,1,0
A038171,C1351079275,1,0
A038172,C1351081806,1,0
A038173,C1351083627,0,1
A038174,C1351094532,1,0
A038175,C1351117542,0,1
A038176,C1351134100,0,1
A038177,C1351134271,0,1
A038178,C1351135176,0,1
A038179,C1351139312,1,0
A038180,C1351167337,1,0
A038181,C1351177309,1,0
A038182,C1351183810,0,1
A038183,C1351194188,1,0
A038184,C135121177,0,1
A038185,C1351235630,1,0
A038186,C1351249861,0,1
A038187,C1351256084,1,0
A038188,C135126939,0,1
A038189,C1351277978,1,0
A038190,C1351280606,1,0
A038191,C1351282288,0,1
A038192,C1351320610,1,0
A038193,C1351323617,1,0
A038194,C135132555,1,0
A038195,C1351328043,0,1
A038196,C1351344603,0,1
A038197,C1351351183,1,0
A038198,C1351362832,0,1
A038199,C1351364340,0,1
A038200,C1351375764,1,0
A038201,C1351380996,1,0
A038202,C1351383115,0,1
A038203,C1351395093,0,1
A038204,C1351401567,0,1
A038205,C1351406673,1,0
A038206,C1351413826,0,1
A038207,C1351428891,1,0
A038208,C1351438022,1,0
A038209,C1351452482,1,0
A038210,C1351457465,1,0
A038211,C1351462066,1,0
A038212,C1351470836,1,0
A038213,C1351482366,1,0
A038214,C1351487606,0,1
A038215,C1351489000,0,1
A038216,C1351495209,1,0
A038217,C1351499833,1,0
A038218,C1351506444,0,1
A038219,C1351513579,0,1
A038220,C1351525138,1,0
A038221,C1351525551,1,0
A038222,C1351532359,1,0
A038223,C1351536105,0,1
A038224,C1351558000,1,0
A038225,C1351566968,0,1
A038226,C1351567244,1,0
A038227,C1351588350,1,0
A038228,C1351590318,0,1
A038229,C1351592567,1,0
A038230,C1351602346,1,0
A038231,C1351603304,1,0
A038232,C1351612515,1,0
A038233,C1351616285,1,0
A038234,C1351623783,0,1
A038235,C1351639449,0,1
A038236,C1351643825,1,0
A038237,C135164942,1,0
A038238,C1351650859,1,0
A038239,C1351652548,1,0
A038240,C135165557,1,0
A038241,C1351662221,0,1
A038242,C1351663162,1,0
A038243,C1351666907,1,0
A038244,C1351672187,1,0
A038245,C1351681729,1,0
A038246,C1351705805,1,0
A038247,C1351713095,1,0
A038248,C1351717480,0,1
A038249,C1351721883,0,1
A038250,C1351730721,0,1
A038251,C1351742377,1,0
A038252,C1351745754,1,0
A038253,C1351764804,0,1
A038254,C1351768874,0,1
A038255,C1351769346,1,0
A038256,C1351774524,0,1
A038257,C1351776151,1,0
A038258,C1351785671,1,0
A038259,C1351795444,1,0
A038260,C1351799155,0,1
A038261,C1351808416,1,0
A038262,C1351811518,0,1
A038263,C1351812325,1,0
A038264,C1351818098,1,0
A038265,C1351818224,1,0
A038266,C1351823588,0,1
A038267,C1351841535,0,1
A038268,C1351842838,1,0
A038269,C1351844075,1,0
A038270,C1351848684,1,0
A038271,C1351855997,0,1
A038272,C1351857658,0,1
A038273,C1351861657,1,0
A038274,C1351888842,0,1
A038275,C1351910497,0,1
A038276,C1351913470,0,1
A038277,C1351917923,1,0
A038278,C1351929617,1,0
A038279,C1351946179,1,0
A038280,C1351949078,0,1
A038281,C1351968270,0,1
A038282,C1351977429,1,0
A038283,C1351978672,1,0
A038284,C1351982495,1,0
A038285,C1351991766,1,0
A038286,C1352000820,0,1
A038287,C1352004573,0,1
A038288,C1352005786,0,1
A038289,C1352043820,1,0
A038290,C1352056394,1,0
A038291,C1352064191,1,0
A038292,C1352069040,0,1
A038293,C1352069843,0,1
A038294,C1352079459,0,1
A038295,C1352093742,1,0
A038296,C13521440,1,0
A038297,C1352146613,1,0
A038298,C1352147991,1,0
A038299,C1352150525,1,0
A038300,C1352150762,0,1
A038301,C1352155334,0,1
A038302,C1352170921,1,0
A038303,C1352176950,0,1
A038304,C1352188498,0,1
A038305,C1352195880,1,0
A038306,C1352269616,1,0
A038307,C1352285436,1,0
A038308,C1352288625,0,1
A038309,C1352309609,1,0
A038310,C1352310357,0,1
A038311,C1352318491,0,1
A038312,C1352321423,1,0
A038313,C1352325042,1,0
A038314,C1352345416,0,1
A038315,C1352351560,1,0
A038316,C1352376623,0,1
A038317,C1352381069,0,1
A038318,C1352385409,0,1
A038319,C1352395618,1,0
A038320,C1352409144,1,0
A038321,C1352412145,0,1
A038322,C135241798,0,1
A038323,C1352421470,1,0
A038324,C1352423371,1,0
A038325,C1352427038,0,1
A038326,C1352428661,1,0
A038327,C1352431052,1,0
A038328,C1352461400,1,0
A038329,C1352463225,0,1
A038330,C1352470005,0,1
A038331,C1352482886,1,0
A038332,C1352486031,0,1
A038333,C1352489072,0,1
A038334,C1352500517,0,1
A038335,C1352509608,0,1
A038336,C1352517999,0,1
A038337,C1352521433,0,1
A038338,C1352527302,0,1
A038339,C135252753,1,0
A038340,C1352532599,0,1
A038341,C1352549037,1,0
A038342,C1352556120,1,0
A038343,C1352566976,1,0
A038344,C1352577134,0,1
A038345,C135257951,1,0
A038346,C1352596829,0,1
A038347,C1352600738,1,0
A038348,C135260171,1,0
A038349,C1352602717,1,0
A038350,C1352624840,1,0
A038351,C1352630163,1,0
A038352,C1352631427,1,0
A038353,C1352632720,0,1
A038354,C1352632732,1,0
A038355,C1352639064,1,0
A038356,C1352644155,0,1
A038357,C1352657521,1,0
A038358,C1352658618,1,0
A038359,C1352661810,0,1
A038360,C1352679499,0,1
A038361,C1352679657,0,1
A038362,C1352680599,1,0
A038363,C1352683722,0,1
A038364,C1352689764,1,0
A038365,C1352700431,0,1
A038366,C1352700528,0,1
A038367,C1352719859,1,0
A038368,C1352733077,1,0
A038369,C1352737127,1,0
A038370,C1352744165,1,0
A038371,C1352757692,0,1
A038372,C1352781826,0,1
A038373,C1352787467,0,1
A038374,C1352788222,1,0
A038375,C13527908,1,0
A038376,C1352790904,0,1
A038377,C1352794405,1,0
A038378,C1352808930,0,1
A038379,C1352812715,1,0
A038380,C135281799,0,1
A038381,C1352833379,1,0
A038382,C1352836201,1,0
A038383,C1352836763,1,0
A038384,C1352854034,1,0
A038385,C1352858995,1,0
A038386,C1352863667,1,0
A038387,C1352868078,1,0
A038388,C1352876312,0,1
A038389,C1352878754,0,1
A038390,C1352884053,1,0
A038391,C1352888666,0,1
A038392,C1352907274,1,0
A038393,C1352908613,0,1
A038394,C1352909583,1,0
A038395,C1352911638,1,0
A038396,C1352912710,1,0
A038397,C1352919432,1,0
A038398,C1352924470,0,1
A038399,C1352926269,1,0
A038400,C1352952367,0,1
A038401,C1352965166,0,1
A038402,C1352966633,1,0
A038403,C1352970578,1,0
A038404,C135298942,1,0
A038405,C1352995499,1,0
A038406,C1353000674,1,0
A038407,C1353030262,1,0
A038408,C1353035322,1,0
A038409,C1353038299,1,0
A038410,C1353043821,1,0
A038411,C1353058635,1,0
A038412,C1353068880,0,1
A038413,C1353102698,1,0
A038414,C1353108132,0,1
A038415,C1353111154,0,1
A038416,C1353111925,0,1
A038417,C1353117594,1,0
A038418,C1353138830,1,0
A038419,C1353160870,1,0
A038420,C1353161862,1,0
A038421,C1353166947,0,1
A038422,C1353171747,1,0
A038423,C1353179705,0,1
A038424,C1353194155,0,1
A038425,C1353194575,0,1
A038426,C1353195495,1,0
A038427,C1353195784,1,0
A038428,C1353197874,1,0
A038429,C1353220364,1,0
A038430,C1353243351,1,0
A038431,C1353263772,1,0
A038432,C1353265820,1,0
A038433,C1353271332,0,1
A038434,C1353278775,1,0
A038435,C1353291424,0,1
A038436,C1353295849,1,0
A038437,C1353320044,1,0
A038438,C1353337138,1,0
A038439,C1353360075,0,1
A038440,C1353379527,1,0
A038441,C1353394381,1,0
A038442,C1353402053,1,0
A038443,C1353402564,1,0
