record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,transaction_count_in_scenario,combined_scenario_amount,individual_amount_percentile,scenario_total_ratio
S05_000564,41,TRANSFER,3064.67,C2063156051,1515489.82,1512425.15,C_SYN_944631202,0.0,3064.67,1,0,S05_00081,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,936868.07,1.2,0.6181948949020324
S05_000565,41,TRANSFER,204663.08,C2063156051,1512425.15,1307762.07,C_SYN_800062046,0.0,204663.08,1,0,S05_00081,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,936868.07,80.0,0.6194475607602796
S05_000566,43,TRANSFER,228596.04,C2063156051,1307762.07,1079166.03,C_SYN_692636137,0.0,228596.04,1,0,S05_00081,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,936868.07,89.35,0.7163903063804259
S05_000567,47,TRANSFER,243051.63,C2063156051,1079166.03,836114.4,C_SYN_668211359,0.0,243051.63,1,0,S05_00081,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,936868.07,95.0,0.8681408086946546
S05_000568,287,TRANSFER,184635.74,C558234960,2537575.48,2352939.74,C_SYN_337423926,0.0,184635.74,1,0,S05_00082,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1192246.42,72.17,0.46983683023292766
S05_000569,288,TRANSFER,197322.86,C558234960,2352939.74,2155616.88,C_SYN_231400840,0.0,197322.86,1,0,S05_00082,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1192246.42,77.13,0.5067050378434256
S05_000570,290,TRANSFER,161361.34,C558234960,2155616.88,1994255.54,C_SYN_395964888,0.0,161361.34,1,0,S05_00082,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1192246.42,63.07,0.5530882742020465
S05_000571,291,TRANSFER,127021.67,C558234960,1994255.54,1867233.87,C_SYN_233275843,0.0,127021.67,1,0,S05_00082,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1192246.42,49.65,0.5978403449740447
S05_000572,294,TRANSFER,148000.06,C558234960,1867233.87,1719233.81,C_SYN_675260872,0.0,148000.06,1,0,S05_00082,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1192246.42,57.85,0.6385094224967116
S05_000573,296,TRANSFER,130853.12,C558234960,1719233.81,1588380.69,C_SYN_733229677,0.0,130853.12,1,0,S05_00082,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1192246.42,51.15,0.6934754383407571
S05_000574,296,TRANSFER,243051.63,C558234960,1588380.69,1345329.06,C_SYN_258288590,0.0,243051.63,1,0,S05_00082,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1192246.42,95.0,0.7506049573040326
S05_000575,161,TRANSFER,128679.77,C1738857218,1991191.61,1862511.84,C_SYN_445443630,0.0,128679.77,1,0,S05_00083,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923260.79,50.3,0.46367249910218333
S05_000576,162,TRANSFER,29379.23,C1738857218,1862511.84,1833132.61,C_SYN_350223221,0.0,29379.23,1,0,S05_00083,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923260.79,11.48,0.49570734004031886
S05_000577,163,TRANSFER,150886.07,C1738857218,1833132.61,1682246.54,C_SYN_487856253,0.0,150886.07,1,0,S05_00083,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923260.79,58.98,0.5036519371067214
S05_000578,165,TRANSFER,243051.63,C1738857218,1682246.54,1439194.91,C_SYN_544651667,0.0,243051.63,1,0,S05_00083,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923260.79,95.0,0.5488260894268209
S05_000579,165,TRANSFER,185491.54,C1738857218,1439194.91,1253703.37,C_SYN_229455969,0.0,185491.54,1,0,S05_00083,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923260.79,72.5,0.6415119895052992
S05_000580,169,TRANSFER,135776.59,C1738857218,1253703.37,1117926.78,C_SYN_888744341,0.0,135776.59,1,0,S05_00083,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923260.79,53.07,0.7364268231966227
S05_000581,170,TRANSFER,49995.96,C1738857218,1117926.78,1067930.82,C_SYN_273986607,0.0,49995.96,1,0,S05_00083,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923260.79,19.54,0.8258687478620023
S05_000582,10,TRANSFER,243051.63,C1865457223,2316367.36,2073315.73,C_SYN_731888603,0.0,243051.63,1,0,S05_00084,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1134529.22,95.0,0.4897881223814171
S05_000583,12,TRANSFER,243051.63,C1865457223,2073315.73,1830264.1,C_SYN_405904876,0.0,243051.63,1,0,S05_00084,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1134529.22,95.0,0.5472052343904226
S05_000584,14,TRANSFER,120139.26,C1865457223,1830264.1,1710124.84,C_SYN_383103996,0.0,120139.26,1,0,S05_00084,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1134529.22,46.96,0.6198718643937778
S05_000585,14,TRANSFER,112648.31,C1865457223,1710124.84,1597476.53,C_SYN_966182053,0.0,112648.31,1,0,S05_00084,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1134529.22,44.03,0.6634189466542103
S05_000586,19,TRANSFER,235810.19,C1865457223,1597476.53,1361666.34,C_SYN_441618870,0.0,235810.19,1,0,S05_00084,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1134529.22,92.17,0.7102008691169941
S05_000587,22,TRANSFER,49755.46,C1865457223,1361666.34,1311910.88,C_SYN_592992709,0.0,49755.46,1,0,S05_00084,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1134529.22,19.45,0.8331917935196959
S05_000588,22,TRANSFER,130072.74,C1865457223,1311910.88,1181838.14,C_SYN_708728745,0.0,130072.74,1,0,S05_00084,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1134529.22,50.84,0.8647913797315258
S05_000589,145,TRANSFER,98320.85,C699738015,2209156.06,2110835.21,C_SYN_236189097,0.0,98320.85,1,0,S05_00085,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1062453.18,38.43,0.4809317002258319
S05_000590,146,TRANSFER,180440.2,C699738015,2110835.21,1930395.01,C_SYN_400220060,0.0,180440.2,1,0,S05_00085,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1062453.18,70.53,0.503333076389227
S05_000591,149,TRANSFER,127557.57,C699738015,1930395.01,1802837.44,C_SYN_738820800,0.0,127557.57,1,0,S05_00085,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1062453.18,49.86,0.5503812300053552
S05_000592,149,TRANSFER,219149.23,C699738015,1802837.44,1583688.21,C_SYN_174451117,0.0,219149.23,1,0,S05_00085,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1062453.18,85.66,0.5893227844214285
S05_000593,151,TRANSFER,173686.46,C699738015,1583688.21,1410001.75,C_SYN_108320673,0.0,173686.46,1,0,S05_00085,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1062453.18,67.89,0.6708726965896904
S05_000594,152,TRANSFER,131508.51,C699738015,1410001.75,1278493.24,C_SYN_800632603,0.0,131508.51,1,0,S05_00085,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1062453.18,51.4,0.7535119584071438
S05_000595,156,TRANSFER,131790.36,C699738015,1278493.24,1146702.88,C_SYN_609561426,0.0,131790.36,1,0,S05_00085,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1062453.18,51.51,0.8310197870111538
S05_000596,205,TRANSFER,7341.94,C369611896,1830422.55,1823080.61,C_SYN_108897475,0.0,7341.94,1,0,S05_00086,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1009304.8,2.87,0.551405357194709
S05_000597,206,TRANSFER,160065.91,C369611896,1823080.61,1663014.7,C_SYN_863537364,0.0,160065.91,1,0,S05_00086,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1009304.8,62.56,0.5536259858525948
S05_000598,209,TRANSFER,206289.22,C369611896,1663014.7,1456725.48,C_SYN_573629870,0.0,206289.22,1,0,S05_00086,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1009304.8,80.63,0.6069127350467799
S05_000599,214,TRANSFER,17541.63,C369611896,1456725.48,1439183.85,C_SYN_640649769,0.0,17541.63,1,0,S05_00086,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1009304.8,6.86,0.692858616024208
S05_000600,215,TRANSFER,243051.63,C369611896,1439183.85,1196132.22,C_SYN_899282966,0.0,243051.63,1,0,S05_00086,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1009304.8,95.0,0.7013035895309693
S05_000601,215,TRANSFER,243051.63,C369611896,1196132.22,953080.59,C_SYN_768382293,0.0,243051.63,1,0,S05_00086,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1009304.8,95.0,0.8438070500266267
S05_000602,217,TRANSFER,131962.84,C369611896,953080.59,821117.75,C_SYN_250143552,0.0,131962.84,1,0,S05_00086,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1009304.8,51.58,1.0589920837649207
S05_000603,411,TRANSFER,170594.17,C627067285,1726784.65,1556190.48,C_SYN_470924153,0.0,170594.17,1,0,S05_00087,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,942709.48,66.68,0.5459334376177134
S05_000604,412,TRANSFER,67422.66,C627067285,1556190.48,1488767.82,C_SYN_709312329,0.0,67422.66,1,0,S05_00087,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,942709.48,26.35,0.605780264122937
S05_000605,412,TRANSFER,13422.45,C627067285,1488767.82,1475345.37,C_SYN_631518491,0.0,13422.45,1,0,S05_00087,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,942709.48,5.25,0.6332145733778689
S05_000606,415,TRANSFER,215510.27,C627067285,1475345.37,1259835.1,C_SYN_283780814,0.0,215510.27,1,0,S05_00087,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,942709.48,84.24,0.6389754556250107
S05_000607,416,TRANSFER,107071.67,C627067285,1259835.1,1152763.43,C_SYN_352625291,0.0,107071.67,1,0,S05_00087,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,942709.48,41.85,0.7482800566518586
S05_000608,417,TRANSFER,243051.63,C627067285,1152763.43,909711.8,C_SYN_938906538,0.0,243051.63,1,0,S05_00087,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,942709.48,95.0,0.8177822573708814
S05_000609,418,TRANSFER,125636.63,C627067285,909711.8,784075.17,C_SYN_961997009,0.0,125636.63,1,0,S05_00087,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,942709.48,49.11,1.0362726744887776
S05_000610,330,TRANSFER,194340.79,C2137165159,2096539.36,1902198.57,C_SYN_646421128,0.0,194340.79,1,0,S05_00088,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1141174.66,75.96,0.5443134919250932
S05_000611,331,TRANSFER,221537.35,C2137165159,1902198.57,1680661.22,C_SYN_700314969,0.0,221537.35,1,0,S05_00088,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1141174.66,86.59,0.5999240447331426
S05_000612,333,TRANSFER,143519.89,C2137165159,1680661.22,1537141.33,C_SYN_457101530,0.0,143519.89,1,0,S05_00088,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1141174.66,56.1,0.6790033865361634
S05_000613,335,TRANSFER,169880.3,C2137165159,1537141.33,1367261.03,C_SYN_466164122,0.0,169880.3,1,0,S05_00088,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1141174.66,66.4,0.7424006093180774
S05_000614,337,TRANSFER,188948.56,C2137165159,1367261.03,1178312.47,C_SYN_306531537,0.0,188948.56,1,0,S05_00088,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1141174.66,73.85,0.8346428625995432
S05_000615,338,TRANSFER,186282.92,C2137165159,1178312.47,992029.55,C_SYN_863370973,0.0,186282.92,1,0,S05_00088,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1141174.66,72.81,0.9684822057429299
S05_000616,339,TRANSFER,36664.85,C2137165159,992029.55,955364.7,C_SYN_558528364,0.0,36664.85,1,0,S05_00088,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1141174.66,14.33,1.150343414669452
S05_000617,542,TRANSFER,189675.78,C1129962093,2107836.9,1918161.12,C_SYN_327182069,0.0,189675.78,1,0,S05_00089,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,987778.44,74.14,0.46862185589406846
S05_000618,543,TRANSFER,33085.35,C1129962093,1918161.12,1885075.77,C_SYN_330205474,0.0,33085.35,1,0,S05_00089,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,987778.44,12.93,0.5149611415333034
S05_000619,544,TRANSFER,142211.65,C1129962093,1885075.77,1742864.12,C_SYN_447217520,0.0,142211.65,1,0,S05_00089,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,987778.44,55.59,0.5239993297457746
S05_000620,548,TRANSFER,239162.1,C1129962093,1742864.12,1503702.02,C_SYN_895220428,0.0,239162.1,1,0,S05_00089,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,987778.44,93.48,0.5667558524298497
S05_000621,550,TRANSFER,172573.64,C1129962093,1503702.02,1331128.38,C_SYN_360225741,0.0,172573.64,1,0,S05_00089,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,987778.44,67.45,0.6568977276495246
S05_000622,551,TRANSFER,202487.2,C1129962093,1331128.38,1128641.18,C_SYN_255196668,0.0,202487.2,1,0,S05_00089,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,987778.44,79.14,0.7420609873857547
S05_000623,554,TRANSFER,8582.72,C1129962093,1128641.18,1120058.46,C_SYN_470841209,0.0,8582.72,1,0,S05_00089,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,987778.44,3.35,0.8751926276515978
S05_000624,46,TRANSFER,79612.78,C786389363,21011797.38,20932184.6,C_SYN_870471240,0.0,79612.78,1,0,S05_00090,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,980945.87,31.12,0.04668548112565133
S05_000625,47,TRANSFER,14661.82,C786389363,20932184.6,20917522.78,C_SYN_201121478,0.0,14661.82,1,0,S05_00090,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,980945.87,5.73,0.04686304314361913
S05_000626,50,TRANSFER,232385.02,C786389363,20917522.78,20685137.76,C_SYN_239137182,0.0,232385.02,1,0,S05_00090,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,980945.87,90.83,0.046895891082184823
S05_000627,50,TRANSFER,157520.99,C786389363,20685137.76,20527616.77,C_SYN_493346225,0.0,157520.99,1,0,S05_00090,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,980945.87,61.57,0.04742273807317394
S05_000628,54,TRANSFER,196065.7,C786389363,20527616.77,20331551.07,C_SYN_965922703,0.0,196065.7,1,0,S05_00090,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,980945.87,76.63,0.047786641819697225
S05_000629,56,TRANSFER,177170.47,C786389363,20331551.07,20154380.6,C_SYN_934912111,0.0,177170.47,1,0,S05_00090,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,980945.87,69.25,0.04824746850954348
S05_000630,59,TRANSFER,123529.09,C786389363,20154380.6,20030851.51,C_SYN_523764274,0.0,123529.09,1,0,S05_00090,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,980945.87,48.28,0.0486715959904022
S05_000631,406,TRANSFER,129665.73,C1532713056,2000620.6,1870954.87,C_SYN_942363363,0.0,129665.73,1,0,S05_00091,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1076319.14,50.68,0.5379926308866358
S05_000632,407,TRANSFER,63601.03,C1532713056,1870954.87,1807353.84,C_SYN_406685629,0.0,63601.03,1,0,S05_00091,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1076319.14,24.86,0.5752779809167711
S05_000633,408,TRANSFER,73058.79,C1532713056,1807353.84,1734295.05,C_SYN_204847488,0.0,73058.79,1,0,S05_00091,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1076319.14,28.56,0.5955220921211531
S05_000634,409,TRANSFER,243051.63,C1532713056,1734295.05,1491243.42,C_SYN_604201922,0.0,243051.63,1,0,S05_00091,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1076319.14,95.0,0.620609013443243
S05_000635,409,TRANSFER,180031.56,C1532713056,1491243.42,1311211.86,C_SYN_797954323,0.0,180031.56,1,0,S05_00091,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1076319.14,70.37,0.7217595233379135
S05_000636,410,TRANSFER,243051.63,C1532713056,1311211.86,1068160.23,C_SYN_463134762,0.0,243051.63,1,0,S05_00091,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1076319.14,95.0,0.8208583012664329
S05_000637,412,TRANSFER,143858.77,C1532713056,1068160.23,924301.46,C_SYN_106296303,0.0,143858.77,1,0,S05_00091,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1076319.14,56.23,1.0076382828819603
S05_000638,39,TRANSFER,58594.69,C92230539,1702876.44,1644281.75,C_SYN_945330888,0.0,58594.69,1,0,S05_00092,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1024393.44,22.9,0.6015665117781535
S05_000639,42,TRANSFER,192412.15,C92230539,1644281.75,1451869.6,C_SYN_815098055,0.0,192412.15,1,0,S05_00092,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1024393.44,75.21,0.6230035941224793
S05_000640,44,TRANSFER,243051.63,C92230539,1451869.6,1208817.97,C_SYN_244225124,0.0,243051.63,1,0,S05_00092,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1024393.44,95.0,0.7055684890709192
S05_000641,44,TRANSFER,196026.45,C92230539,1208817.97,1012791.52,C_SYN_679785998,0.0,196026.45,1,0,S05_00092,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1024393.44,76.62,0.8474339937219828
S05_000642,46,TRANSFER,31960.28,C92230539,1012791.52,980831.24,C_SYN_200509382,0.0,31960.28,1,0,S05_00092,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1024393.44,12.49,1.0114553881730763
S05_000643,48,TRANSFER,119641.03,C92230539,980831.24,861190.21,C_SYN_325667287,0.0,119641.03,1,0,S05_00092,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1024393.44,46.76,1.0444135527330878
S05_000644,48,TRANSFER,182707.21,C92230539,861190.21,678483.0,C_SYN_656843120,0.0,182707.21,1,0,S05_00092,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1024393.44,71.41,1.1895089239344696
S05_000645,602,TRANSFER,185418.39,C448281491,3225651.01,3040232.62,C_SYN_890337925,0.0,185418.39,1,0,S05_00093,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1453659.71,72.47,0.4506562258264883
S05_000646,602,TRANSFER,243051.63,C448281491,3040232.62,2797180.99,C_SYN_814030903,0.0,243051.63,1,0,S05_00093,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1453659.71,95.0,0.4781409489646223
S05_000647,607,TRANSFER,101046.77,C448281491,2797180.99,2696134.22,C_SYN_690383783,0.0,101046.77,1,0,S05_00093,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1453659.71,39.5,0.5196873978469301
S05_000648,611,TRANSFER,243051.63,C448281491,2696134.22,2453082.59,C_SYN_556098168,0.0,243051.63,1,0,S05_00093,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1453659.71,95.0,0.5391644448620959
S05_000649,612,TRANSFER,243051.63,C448281491,2453082.59,2210030.96,C_SYN_271481936,0.0,243051.63,1,0,S05_00093,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1453659.71,95.0,0.5925849035519021
S05_000650,612,TRANSFER,196498.26,C448281491,2210030.96,2013532.7,C_SYN_337891959,0.0,196498.26,1,0,S05_00093,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1453659.71,76.8,0.6577553601330545
S05_000651,612,TRANSFER,241541.4,C448281491,2013532.7,1771991.3,C_SYN_178665284,0.0,241541.4,1,0,S05_00093,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1453659.71,94.41,0.7219449229704589
S05_000652,17,TRANSFER,203414.67,C1066128873,2191851.64,1988436.97,C_SYN_325794602,0.0,203414.67,1,0,S05_00094,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1005342.42,79.51,0.45867265906738103
S05_000653,18,TRANSFER,172216.23,C1066128873,1988436.97,1816220.74,C_SYN_895985674,0.0,172216.23,1,0,S05_00094,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1005342.42,67.31,0.5055943110935017
S05_000654,21,TRANSFER,187127.33,C1066128873,1816220.74,1629093.41,C_SYN_240459628,0.0,187127.33,1,0,S05_00094,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1005342.42,73.14,0.5535353703757397
S05_000655,23,TRANSFER,94621.48,C1066128873,1629093.41,1534471.93,C_SYN_403083330,0.0,94621.48,1,0,S05_00094,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1005342.42,36.98,0.617117725618938
S05_000656,25,TRANSFER,114390.79,C1066128873,1534471.93,1420081.14,C_SYN_708633509,0.0,114390.79,1,0,S05_00094,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1005342.42,44.71,0.6551715937873168
S05_000657,25,TRANSFER,132914.8,C1066128873,1420081.14,1287166.34,C_SYN_289737822,0.0,132914.8,1,0,S05_00094,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1005342.42,51.95,0.7079471670189212
S05_000658,27,TRANSFER,100657.12,C1066128873,1287166.34,1186509.22,C_SYN_261144727,0.0,100657.12,1,0,S05_00094,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1005342.42,39.34,0.781050893546517
S05_000659,169,TRANSFER,1521.91,C2043795899,1500897.75,1499375.84,C_SYN_481939365,0.0,1521.91,1,0,S05_00095,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923515.19,0.59,0.6153085311774236
S05_000660,173,TRANSFER,221950.83,C2043795899,1499375.84,1277425.01,C_SYN_528532455,0.0,221950.83,1,0,S05_00095,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923515.19,86.75,0.6159330871971366
S05_000661,175,TRANSFER,243051.63,C2043795899,1277425.01,1034373.38,C_SYN_484969421,0.0,243051.63,1,0,S05_00095,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923515.19,95.0,0.7229506098365805
S05_000662,175,TRANSFER,86505.22,C2043795899,1034373.38,947868.16,C_SYN_789213282,0.0,86505.22,1,0,S05_00095,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923515.19,33.81,0.8928257511808743
S05_000663,176,TRANSFER,2206.1,C2043795899,947868.16,945662.06,C_SYN_792701647,0.0,2206.1,1,0,S05_00095,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923515.19,0.86,0.9743076399992167
S05_000664,177,TRANSFER,241528.98,C2043795899,945662.06,704133.08,C_SYN_689886871,0.0,241528.98,1,0,S05_00095,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,923515.19,94.4,0.9765805662119932
