record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
R020686,163,TRANSFER,124836.52,C587450985,0.0,0.0,C1987784939,403236.07,528072.59,0,0
R020687,426,TRANSFER,416992.24,C285009798,1974.93,0.0,C822900795,841149.78,1258142.02,0,0
R020688,355,PAYMENT,30224.75,C1666399102,12418.0,0.0,M1941782971,0.0,0.0,0,0
R020689,185,CASH_IN,40163.64,C1134466469,1826519.68,1866683.31,C1755518544,2674106.21,2633942.58,0,0
R020690,133,TRANSFER,135614.88,C458581936,0.0,0.0,C1418428700,247104.55,382719.43,0,0
R020691,96,CASH_IN,31015.03,C703650111,141481.14,172496.16,C639880396,1070448.38,1039433.35,0,0
R020692,302,CASH_IN,62848.08,C1470513484,2164599.32,2227447.4,C962839343,70787.89,7939.81,0,0
R020693,277,CASH_IN,5789.95,C27224665,14769.0,20558.95,C1402538321,3363.0,0.0,0,0
R020694,355,CASH_IN,180476.59,C1227120662,20911.0,201387.59,C1567354525,317275.57,136798.98,0,0
R020695,133,TRANSFER,1662749.68,C2131611962,60377.0,0.0,C1621835886,0.0,1662749.68,0,0
R020696,273,CASH_IN,310809.53,C1327527845,3276148.38,3586957.91,C34021505,4025914.25,3715104.73,0,0
R020697,276,CASH_IN,67194.77,C1492920297,4735035.98,4802230.75,C1170072949,3850982.67,3783787.9,0,0
R020698,282,CASH_OUT,17428.0,C1544110341,17428.0,0.0,C1942661971,93625.57,285154.96,1,0
R020699,252,CASH_OUT,301909.55,C101162496,0.0,0.0,C450054344,358300.39,660209.94,0,0
R020700,252,CASH_OUT,55978.25,C925561540,0.0,0.0,C1890728806,1076563.59,1132541.84,0,0
R020701,178,CASH_OUT,105177.34,C1542471297,3695.0,0.0,C2068617518,51855.11,157032.45,0,0
R020702,132,CASH_IN,51362.79,C74899478,7029748.82,7081111.62,C748712444,1972435.98,1680429.84,0,0
R020703,331,TRANSFER,299185.27,C567454576,781587.0,482401.73,C1413539228,0.0,504981.46,0,0
R020704,181,CASH_OUT,129451.75,C513655876,0.0,0.0,C986473968,3252345.75,3381797.5,0,0
R020705,279,PAYMENT,5465.24,C43040386,56458.0,50992.76,M947540045,0.0,0.0,0,0
R020706,21,PAYMENT,13354.42,C402256464,35669.0,22314.58,M531892935,0.0,0.0,0,0
R020707,260,CASH_OUT,143929.82,C2075181367,16369.0,0.0,C1324408124,157681.75,301611.57,0,0
R020708,376,TRANSFER,3992559.08,C101916362,22376.0,0.0,C1555411099,0.0,3992559.08,0,0
R020709,182,CASH_OUT,136301.3,C336282847,0.0,0.0,C1874733243,2910700.07,3047001.36,0,0
R020710,225,CASH_IN,209977.37,C1144330870,2805642.7,3015620.07,C717603967,3865701.71,3655724.35,0,0
R020711,235,CASH_IN,305942.44,C1163602330,50128.0,356070.44,C1937659665,144534.13,0.0,0,0
R020712,279,PAYMENT,12803.92,C776918427,1258.32,0.0,M622776261,0.0,0.0,0,0
R020713,210,TRANSFER,1663895.14,C438581,1663895.14,0.0,C1908037718,0.0,0.0,1,0
R020714,205,CASH_IN,37135.71,C1072659698,6773376.13,6810511.84,C1556023383,359764.31,322628.6,0,0
R020715,279,CASH_IN,232759.94,C1198126555,25515.0,258274.94,C1982262907,130900.31,0.0,0,0
R020716,514,CASH_OUT,183533.42,C929139009,0.0,0.0,C1542160293,327506.59,511040.01,0,0
R020717,252,TRANSFER,1581698.03,C1490595705,0.0,0.0,C540081141,3443716.81,5025414.85,0,0
R020718,234,TRANSFER,406803.55,C562966122,0.0,0.0,C1181610352,2566433.94,2973237.5,0,0
R020719,403,CASH_OUT,262048.79,C1268954177,0.0,0.0,C616209677,7063658.53,7325707.32,0,0
R020720,298,CASH_OUT,360530.37,C1135757544,59438.0,0.0,C1228186007,561158.63,921689.0,0,0
R020721,133,CASH_IN,352619.56,C947545645,21859.0,374478.56,C288360699,134.0,0.0,0,0
R020722,688,PAYMENT,1710.74,C1347196249,0.0,0.0,M1318303326,0.0,0.0,0,0
R020723,262,PAYMENT,2988.64,C1421884004,57264.85,54276.22,M387733851,0.0,0.0,0,0
R020724,284,TRANSFER,265356.44,C241369656,305220.48,39864.04,C1009683919,564679.11,830035.55,0,0
R020725,256,PAYMENT,8441.39,C1147277943,16362.0,7920.61,M1329557907,0.0,0.0,0,0
R020726,280,CASH_OUT,57048.82,C955947571,62690.59,5641.76,C429378767,402616.24,459665.06,0,0
R020727,546,CASH_OUT,107298.15,C1924689066,331174.0,223875.85,C351369036,177648.96,284947.11,0,0
R020728,599,CASH_IN,262136.49,C1719832643,10793.0,272929.49,C1758617367,0.0,0.0,0,0
R020729,136,CASH_IN,105662.63,C1797821816,0.0,105662.63,C862229014,743678.49,1685091.64,0,0
R020730,235,CASH_OUT,110619.87,C1938773795,239413.37,128793.49,C1500777043,137242.31,247862.19,0,0
R020731,401,PAYMENT,13865.04,C930399806,107231.61,93366.57,M1909714026,0.0,0.0,0,0
R020732,215,PAYMENT,6556.08,C976809478,70642.0,64085.92,M600764649,0.0,0.0,0,0
R020733,17,CASH_OUT,66440.77,C1218804914,0.0,0.0,C1838141539,5337022.45,5403463.23,0,0
R020734,155,PAYMENT,9911.61,C1669268620,700997.23,691085.62,M986958956,0.0,0.0,0,0
R020735,19,CASH_IN,108005.06,C212745389,81459.0,189464.06,C1279051154,508557.1,301346.16,0,0
R020736,119,CASH_IN,398140.64,C680654413,2048911.47,2447052.11,C1103958583,1598599.3,1200458.66,0,0
R020737,257,CASH_IN,90227.49,C898764726,1693224.05,1783451.54,C561667937,872671.47,1294443.0,0,0
R020738,542,PAYMENT,15621.65,C1593885657,0.0,0.0,M1677740970,0.0,0.0,0,0
R020739,517,CASH_OUT,315433.87,C14499318,83.0,0.0,C478518044,453819.11,769252.98,0,0
R020740,185,PAYMENT,21337.39,C994125504,30329.0,8991.61,M1450992852,0.0,0.0,0,0
R020741,209,CASH_OUT,21487.41,C117590580,101573.64,80086.22,C377203406,278142.59,299630.0,0,0
R020742,614,CASH_IN,181590.85,C294286457,21021.0,202611.85,C809832861,8124800.09,7943209.24,0,0
R020743,17,CASH_IN,32175.97,C1635378143,990456.22,1022632.19,C1318864729,542731.78,510555.81,0,0
R020744,275,CASH_IN,146713.57,C865920973,25648.0,172361.57,C808896031,0.0,0.0,0,0
R020745,332,DEBIT,15951.35,C1893221807,0.0,0.0,C886929201,303847.85,319799.2,0,0
R020746,374,DEBIT,7968.98,C283721757,60364.0,52395.02,C444396372,92377.42,100346.4,0,0
R020747,204,PAYMENT,2262.71,C1459866703,8084.0,5821.29,M2122796512,0.0,0.0,0,0
R020748,400,TRANSFER,582166.69,C294039426,1571.0,0.0,C1469975146,5956.78,588123.47,0,0
R020749,355,CASH_OUT,76156.01,C1034194931,51842.0,0.0,C1707562231,0.0,76156.01,0,0
R020750,236,PAYMENT,622.36,C2124895726,81505.0,80882.64,M2028586789,0.0,0.0,0,0
R020751,376,PAYMENT,3373.78,C1978060855,0.0,0.0,M1169953759,0.0,0.0,0,0
R020752,327,TRANSFER,1807021.01,C230153255,0.0,0.0,C344287199,1825579.98,3632600.99,0,0
R020753,203,CASH_OUT,114732.89,C1879791507,0.0,0.0,C424081639,228927.01,343659.9,0,0
R020754,369,TRANSFER,414545.68,C756727676,23881.0,0.0,C369100084,966650.26,1381195.94,0,0
R020755,189,CASH_OUT,101710.91,C1593165298,100605.0,0.0,C1659487569,9190722.6,9292433.51,0,0
R020756,404,TRANSFER,6640647.65,C1092838394,0.0,0.0,C911864833,15806582.89,22447230.54,0,0
R020757,347,PAYMENT,14896.29,C1566199850,0.0,0.0,M1792639863,0.0,0.0,0,0
R020758,8,CASH_IN,53181.57,C1187622174,2729292.49,2782474.06,C1136811657,114389.67,57238.59,0,0
R020759,143,CASH_OUT,1608571.02,C1607355458,1608571.02,0.0,C1507119938,194993.54,1803564.56,1,0
R020760,258,PAYMENT,4587.24,C1599255788,0.0,0.0,M2041580240,0.0,0.0,0,0
R020761,396,CASH_OUT,266801.51,C1410852468,100754.0,0.0,C1793622160,299746.85,566548.36,0,0
R020762,141,PAYMENT,5042.77,C1781363882,102769.0,97726.23,M1409211749,0.0,0.0,0,0
R020763,333,PAYMENT,15758.05,C932473279,21159.0,5400.95,M934700350,0.0,0.0,0,0
R020764,42,TRANSFER,1188660.79,C1574007479,0.0,0.0,C289002274,29932653.3,31121314.09,0,0
R020765,356,CASH_OUT,35418.73,C1868437107,5693.0,0.0,C478991386,342195.91,377614.64,0,0
R020766,289,CASH_OUT,87219.11,C790263218,87219.11,0.0,C1380927357,45443.64,132662.75,1,0
R020767,21,CASH_OUT,420852.63,C759454326,0.0,0.0,C1419886138,811692.72,1232545.35,0,0
R020768,276,CASH_OUT,182213.85,C1826055114,45164.0,0.0,C940951814,4310109.13,4492322.98,0,0
R020769,472,TRANSFER,586801.3,C2045012639,586801.3,0.0,C529372268,0.0,0.0,1,0
R020770,299,CASH_OUT,156520.08,C718312799,0.0,0.0,C1233497086,6064456.05,6220976.13,0,0
R020771,331,CASH_OUT,313976.13,C1320902198,9239.0,0.0,C1618524553,1298773.71,1612749.84,0,0
R020772,596,PAYMENT,2970.44,C1473059965,0.0,0.0,M998941239,0.0,0.0,0,0
R020773,275,CASH_IN,246174.92,C261884012,2134376.67,2380551.59,C1255614172,291049.4,44874.48,0,0
R020774,164,CASH_IN,26018.43,C1602270133,514359.82,540378.25,C1054343739,96427.63,70409.2,0,0
R020775,254,CASH_OUT,123635.67,C623312130,11410.0,0.0,C1636881003,255099.56,378735.23,0,0
R020776,137,CASH_IN,301626.21,C610536321,4121795.92,4423422.12,C2002145994,2035407.28,1733781.07,0,0
R020777,355,CASH_OUT,30332.47,C552390969,20830.0,0.0,C1442965993,29086.16,59418.64,0,0
R020778,359,CASH_OUT,180814.96,C1883594447,146041.98,0.0,C91575362,627193.86,808008.82,0,0
R020779,184,TRANSFER,805629.56,C288697065,64703.0,0.0,C297544846,0.0,805629.56,0,0
R020780,687,CASH_OUT,217257.77,C877765734,29837.0,0.0,C1651097190,0.0,217257.77,0,0
R020781,43,CASH_IN,12229.01,C606885253,0.0,12229.01,C1509103996,758307.18,1261186.97,0,0
R020782,139,CASH_IN,161901.88,C1401133399,4402165.74,4564067.62,C348475935,236253.8,74351.92,0,0
R020783,305,CASH_IN,64594.49,C1145379264,1507659.27,1572253.75,C367351165,265110.49,200516.0,0,0
R020784,162,CASH_OUT,142610.53,C2084858745,375661.0,233050.47,C1740178205,175132.78,317743.31,0,0
R020785,34,CASH_OUT,206571.7,C1887776921,134416.0,0.0,C300985293,11482.0,49967.85,0,0
R020786,41,CASH_OUT,222173.67,C1897564694,16683.0,0.0,C1463616126,0.0,222173.67,0,0
R020787,236,PAYMENT,7618.19,C1735741168,0.0,0.0,M2110376673,0.0,0.0,0,0
R020788,146,PAYMENT,20677.07,C1241394085,0.0,0.0,M1129542924,0.0,0.0,0,0
R020789,93,CASH_IN,162387.41,C1564671646,1299408.48,1461795.89,C86597995,465908.57,303521.16,0,0
R020790,402,PAYMENT,46805.36,C1302811890,0.0,0.0,M1359506306,0.0,0.0,0,0
R020791,61,CASH_OUT,37720.99,C188991252,37720.99,0.0,C308006848,288804.07,326525.06,1,0
R020792,204,CASH_OUT,220251.0,C822576043,0.0,0.0,C1416205001,369852.12,590103.11,0,0
R020793,254,CASH_IN,63763.65,C991287630,2241975.85,2305739.5,C630235532,2547912.44,2484148.79,0,0
R020794,18,CASH_OUT,239290.67,C1206912296,98365.16,0.0,C201338913,1772791.66,2061512.51,0,0
R020795,371,TRANSFER,1269695.33,C1733982620,0.0,0.0,C1369695156,16051825.62,17321520.95,0,0
R020796,215,CASH_OUT,35548.9,C1484216085,0.0,0.0,C1660013784,664664.7,700213.59,0,0
R020797,142,CASH_OUT,346374.54,C1493875505,346374.54,0.0,C675229754,0.0,346374.54,1,0
R020798,277,PAYMENT,24530.03,C1416330744,36886.0,12355.97,M484070306,0.0,0.0,0,0
R020799,14,CASH_OUT,35264.64,C1764134064,66441.0,31176.36,C1371783479,0.0,418757.09,0,0
R020800,226,PAYMENT,16349.22,C1217661643,40110.0,23760.78,M2024949481,0.0,0.0,0,0
R020801,156,CASH_OUT,286977.97,C283674366,366643.87,79665.9,C834126535,1840455.52,2127433.5,0,0
R020802,162,CASH_OUT,133253.25,C1323828937,416.0,0.0,C1165290798,2520230.2,2653483.46,0,0
R020803,376,CASH_IN,134149.97,C1856188098,2001696.25,2135846.22,C235716415,411994.79,277844.83,0,0
R020804,307,PAYMENT,5795.17,C1064506703,80174.0,74378.83,M961053413,0.0,0.0,0,0
R020805,161,TRANSFER,307940.06,C921836474,0.0,0.0,C1302161226,502765.44,810705.5,0,0
R020806,236,PAYMENT,10528.99,C1936955208,58755.0,48226.01,M286380259,0.0,0.0,0,0
R020807,11,CASH_IN,313606.76,C1047536102,6741879.49,7055486.25,C1713970768,1893260.71,1579653.95,0,0
R020808,370,CASH_OUT,552685.65,C1795267366,0.0,0.0,C111495490,1638674.13,2191359.78,0,0
R020809,20,PAYMENT,4852.0,C2125586700,32296.31,27444.31,M717298303,0.0,0.0,0,0
R020810,187,DEBIT,2381.42,C142555382,11567.0,9185.58,C304525728,3152758.46,3155139.88,0,0
R020811,159,PAYMENT,8125.26,C293581320,63047.0,54921.74,M1903393268,0.0,0.0,0,0
R020812,374,PAYMENT,6666.82,C75384098,514.91,0.0,M1105986268,0.0,0.0,0,0
R020813,236,TRANSFER,486616.65,C301213962,0.0,0.0,C1482674379,743796.84,1230413.48,0,0
R020814,132,TRANSFER,166679.38,C651562369,85020.0,0.0,C1083260817,0.0,166679.38,0,0
R020815,212,CASH_OUT,273225.79,C742436320,54216.0,0.0,C544521884,0.0,273225.79,0,0
R020816,255,TRANSFER,300076.33,C582103518,0.0,0.0,C13713382,1636028.9,1936105.23,0,0
R020817,185,CASH_IN,142737.09,C1431137318,186551.0,329288.09,C305797295,0.0,0.0,0,0
R020818,186,CASH_OUT,198958.31,C65116556,0.0,0.0,C1064111253,10221584.42,10738516.87,0,0
R020819,380,CASH_OUT,201492.9,C1237223222,1013.0,0.0,C371474908,47909.67,249402.57,0,0
R020820,346,PAYMENT,12974.82,C1380265892,203032.38,190057.56,M2039882459,0.0,0.0,0,0
R020821,379,CASH_OUT,186860.77,C550504528,99258.0,0.0,C643198443,2631264.86,2972891.74,0,0
R020822,7,TRANSFER,532718.19,C1694645625,119.0,0.0,C1619402333,2672893.18,5810930.82,0,0
R020823,348,CASH_IN,41473.1,C1554973184,1733218.16,1774691.26,C1357662913,127611.1,86138.0,0,0
R020824,204,TRANSFER,508523.27,C1473880585,881.0,0.0,C1456753428,30487.0,539010.27,0,0
R020825,42,CASH_OUT,614782.4,C1709171328,13129.0,0.0,C724950895,163983.35,778765.75,0,0
R020826,301,PAYMENT,21003.77,C552536138,1214.0,0.0,M2122273138,0.0,0.0,0,0
R020827,398,CASH_IN,122379.0,C1828155615,1380869.83,1503248.83,C1932743277,183894.39,61515.39,0,0
R020828,299,CASH_OUT,444563.56,C1528417104,0.0,0.0,C927654211,14391064.4,14835627.95,0,0
R020829,687,CASH_IN,231735.29,C556334021,228.0,231963.29,C80353526,654662.69,422927.4,0,0
R020830,274,CASH_IN,210306.74,C824370252,6082550.73,6292857.47,C643319177,4974543.61,4764236.87,0,0
R020831,17,CASH_OUT,17262.95,C1936823655,30101.0,12838.05,C581022028,0.0,17262.95,0,0
R020832,189,CASH_IN,141820.05,C597976720,20744.0,162564.05,C686184714,425652.48,283832.43,0,0
R020833,354,CASH_OUT,248076.01,C1873067479,0.0,0.0,C1024905179,1376540.03,1624616.03,0,0
R020834,612,CASH_IN,88688.41,C334117598,52180.0,140868.41,C955617796,59871.46,0.0,0,0
R020835,10,CASH_OUT,118597.34,C1239621964,0.0,0.0,C726174274,273799.92,449170.46,0,0
R020836,43,PAYMENT,4901.86,C1559339773,0.0,0.0,M1340674298,0.0,0.0,0,0
R020837,349,PAYMENT,12728.53,C354500896,10542.0,0.0,M934362328,0.0,0.0,0,0
R020838,158,PAYMENT,9185.84,C187990931,0.0,0.0,M1449580094,0.0,0.0,0,0
R020839,238,PAYMENT,2844.5,C1044872835,9988.0,7143.5,M715989364,0.0,0.0,0,0
R020840,129,CASH_OUT,267605.85,C901695363,285833.3,18227.45,C1464009366,10165340.55,10612962.55,0,0
R020841,323,CASH_IN,453456.19,C2069710386,18157884.9,18611341.09,C1693825913,7530859.45,7077403.26,0,0
R020842,297,TRANSFER,14421733.58,C132461955,0.0,0.0,C1183800408,15754462.97,55801563.08,0,0
R020843,140,CASH_IN,340338.04,C1545402202,90327.0,430665.04,C1850830681,121607.25,0.0,0,0
R020844,43,PAYMENT,9879.15,C425319292,250792.0,240912.85,M1068791018,0.0,0.0,0,0
R020845,402,CASH_OUT,3064.09,C1497376957,0.0,0.0,C2108653010,535628.75,538692.84,0,0
R020846,381,CASH_IN,17371.02,C1904885361,95796.0,113167.02,C543448451,0.0,0.0,0,0
R020847,133,CASH_IN,321283.17,C1234931552,20537.0,341820.17,C678715280,124343.64,0.0,0,0
R020848,323,PAYMENT,637.89,C164972944,13079.0,12441.11,M931822920,0.0,0.0,0,0
R020849,395,PAYMENT,14689.14,C661008952,44.0,0.0,M1349553275,0.0,0.0,0,0
R020850,301,PAYMENT,1440.02,C1885624659,0.0,0.0,M1478051821,0.0,0.0,0,0
R020851,327,CASH_IN,46283.79,C666516529,77245.0,123528.79,C1469293879,4799746.8,4753463.01,0,0
R020852,522,CASH_IN,34913.91,C1749512604,12587.3,47501.2,C1287321361,165493.55,130579.65,0,0
R020853,38,CASH_IN,68886.36,C839753650,1278404.63,1347290.99,C1631482611,141789.95,72903.59,0,0
R020854,353,PAYMENT,6178.98,C779036467,0.0,0.0,M1843542948,0.0,0.0,0,0
R020855,187,CASH_OUT,154276.51,C1628342141,0.0,0.0,C431196111,3227968.12,3382244.63,0,0
R020856,186,TRANSFER,1417516.1,C954199928,22326.67,0.0,C1163674062,3727587.87,5298731.14,0,0
R020857,158,TRANSFER,268340.3,C2134861922,0.0,0.0,C1732289528,1722720.92,1991061.22,0,0
R020858,307,CASH_OUT,69479.91,C1978818857,0.0,0.0,C134709264,1273989.53,1343469.44,0,0
R020859,38,CASH_OUT,130229.6,C712563062,21343.0,0.0,C1690890090,0.0,130229.6,0,0
R020860,322,TRANSFER,2399669.65,C213445548,24635.0,0.0,C864217192,809589.06,3209258.71,0,0
R020861,19,TRANSFER,467659.9,C153502325,105967.19,0.0,C591270662,952574.96,1301439.54,0,0
R020862,43,CASH_OUT,176374.27,C613911964,2497.0,0.0,C592838912,237692.85,414067.12,0,0
R020863,210,CASH_IN,188532.53,C1245159857,104751.0,293283.53,C781977947,1167050.26,978517.74,0,0
R020864,402,CASH_OUT,135006.98,C131380448,0.0,0.0,C1114331522,315984.12,450991.09,0,0
R020865,254,TRANSFER,1083972.81,C68043124,0.0,0.0,C643040037,1568348.21,2652321.02,0,0
R020866,596,CASH_OUT,365215.64,C701121491,0.0,0.0,C965690397,624666.23,989881.87,0,0
R020867,286,CASH_IN,106298.51,C1037231290,6686598.8,6792897.31,C1752670730,274639.35,168340.84,0,0
R020868,155,TRANSFER,1690257.18,C1136201311,61319.0,0.0,C1674856452,0.0,1690257.18,0,0
R020869,298,CASH_IN,383428.91,C1453790705,207.0,383635.91,C1284788906,657449.68,274020.77,0,0
R020870,139,TRANSFER,198033.43,C1917409195,62978.0,0.0,C1391082380,175256.96,373290.39,0,0
R020871,369,PAYMENT,17904.12,C627754258,22857.0,4952.88,M811283648,0.0,0.0,0,0
R020872,230,TRANSFER,293082.4,C968998482,0.0,0.0,C1762473110,878025.31,1171107.71,0,0
R020873,202,CASH_IN,19354.17,C401487038,6775059.66,6794413.83,C1104243021,899160.06,879805.89,0,0
R020874,325,CASH_IN,54361.06,C99968741,907903.0,962264.06,C880505171,631579.86,577218.81,0,0
R020875,399,PAYMENT,4936.01,C266060103,20533.0,15596.99,M1656730339,0.0,0.0,0,0
R020876,230,CASH_IN,283675.95,C1410111613,1855486.73,2139162.68,C447752600,15197500.79,14913824.84,0,0
R020877,130,CASH_IN,147604.16,C758780927,97871.87,245476.03,C253724958,1116458.3,968854.14,0,0
R020878,167,TRANSFER,378728.72,C1644578416,72098.0,0.0,C619811330,0.0,378728.72,0,0
R020879,307,TRANSFER,437214.63,C1274540357,0.0,0.0,C563268305,9350933.37,9788147.99,0,0
R020880,143,TRANSFER,2054572.86,C1817285340,0.0,0.0,C1102155168,4977357.58,7031930.44,0,0
R020881,281,TRANSFER,552701.55,C1861461508,21301.0,0.0,C1761007393,22037.49,574739.03,0,0
R020882,11,PAYMENT,19681.67,C16326983,72478.0,52796.33,M670527763,0.0,0.0,0,0
R020883,133,PAYMENT,24926.56,C1985543113,0.0,0.0,M801415935,0.0,0.0,0,0
R020884,369,CASH_OUT,541333.17,C705472116,0.0,0.0,C1317504004,3785959.39,4079257.57,0,0
R020885,281,TRANSFER,6103729.82,C1637499083,0.0,0.0,C1072868968,20324335.61,26428065.43,0,0
R020886,187,DEBIT,2243.96,C1746702609,320265.08,318021.12,C1664193570,281435.68,283679.65,0,0
R020887,307,CASH_OUT,191823.75,C303638832,205392.0,13568.25,C603891992,22496.0,214319.74,0,0
R020888,202,CASH_OUT,234174.19,C839575980,0.0,0.0,C323909709,529079.67,763253.86,0,0
R020889,373,CASH_IN,108104.8,C2051260198,1087.0,109191.8,C1479357863,277048.45,168943.65,0,0
R020890,331,PAYMENT,6473.68,C1728297248,20585.78,14112.1,M2132666452,0.0,0.0,0,0
R020891,349,TRANSFER,1016089.24,C1572894752,0.0,0.0,C1056577215,2341971.53,3358060.77,0,0
R020892,260,PAYMENT,23699.18,C1961096615,0.0,0.0,M581647722,0.0,0.0,0,0
R020893,159,CASH_IN,230712.71,C1045687243,14776988.24,15007700.95,C1108791996,2514817.48,2284104.77,0,0
R020894,56,CASH_OUT,1932200.59,C1900295340,1932200.59,0.0,C2032646914,0.0,1932200.59,1,0
R020895,420,CASH_IN,238713.35,C490728674,7459308.45,7698021.8,C1853231989,736170.65,497457.3,0,0
R020896,405,PAYMENT,8164.62,C1942739555,413096.0,404931.38,M63996683,0.0,0.0,0,0
R020897,354,CASH_OUT,475084.82,C1773583322,0.0,0.0,C1395570261,4000880.61,4475965.43,0,0
R020898,209,TRANSFER,441518.59,C454277291,0.0,0.0,C329233048,6646648.43,7088167.02,0,0
R020899,258,PAYMENT,1566.83,C1940279510,0.0,0.0,M285290374,0.0,0.0,0,0
R020900,357,PAYMENT,11710.42,C1260572993,49272.41,37561.99,M1853364444,0.0,0.0,0,0
R020901,684,CASH_IN,57123.71,C1145005331,73413.0,130536.71,C2126358612,0.0,0.0,0,0
R020902,210,CASH_IN,187821.19,C1575066196,26811.0,214632.19,C424121894,1427472.58,1239651.39,0,0
R020903,23,PAYMENT,14196.65,C1161376492,60702.0,46505.35,M660403189,0.0,0.0,0,0
R020904,503,CASH_OUT,861189.54,C1637109620,861189.54,0.0,C1172208987,0.0,861189.54,1,0
R020905,306,PAYMENT,7073.77,C1777094223,0.0,0.0,M1548290254,0.0,0.0,0,0
R020906,350,CASH_OUT,9969.18,C835765592,0.0,0.0,C544295055,366076.87,376046.05,0,0
R020907,308,PAYMENT,19416.8,C1402042985,0.0,0.0,M1224493607,0.0,0.0,0,0
R020908,379,CASH_OUT,239774.85,C411940047,6035.0,0.0,C1188111699,62411.2,302186.05,0,0
R020909,250,PAYMENT,35629.48,C406750746,6551.0,0.0,M1022331453,0.0,0.0,0,0
R020910,307,TRANSFER,200825.11,C235366587,0.0,0.0,C1872165854,438357.55,639182.66,0,0
R020911,681,CASH_OUT,332005.0,C1726802438,12481.0,0.0,C1453633310,0.0,332005.0,0,0
R020912,231,CASH_IN,401525.5,C1275614345,3220828.83,3622354.33,C1000157415,1120567.01,719041.51,0,0
R020913,180,CASH_IN,94286.47,C2012705247,113059.51,207345.98,C1048494489,2504299.14,2410012.68,0,0
R020914,283,CASH_IN,50692.53,C57567397,10421351.61,10472044.14,C1740157353,599483.77,548791.23,0,0
R020915,394,TRANSFER,2847507.82,C152462496,0.0,0.0,C811221404,4763059.72,7610567.54,0,0
R020916,212,CASH_IN,221114.75,C997366926,21495.0,242609.75,C1300652897,5897115.5,5676000.75,0,0
R020917,375,CASH_OUT,52965.23,C1151835527,0.0,0.0,C1115004609,815066.16,868031.38,0,0
R020918,405,PAYMENT,11170.71,C34082842,261760.36,250589.65,M1341736406,0.0,0.0,0,0
R020919,163,PAYMENT,2640.57,C121326750,0.0,0.0,M1713215225,0.0,0.0,0,0
R020920,182,TRANSFER,708576.14,C1762777509,0.0,0.0,C1016334741,1048306.92,1756883.05,0,0
R020921,214,CASH_IN,69803.27,C1629563529,19967820.17,20037623.44,C544772218,1729868.52,1660065.26,0,0
R020922,231,CASH_OUT,4868.08,C1426815165,117478.0,112609.92,C863330111,314680.6,319548.67,0,0
R020923,44,TRANSFER,5662.17,C1448476529,21446.0,15783.83,C785886818,56266.57,61928.74,0,0
R020924,239,PAYMENT,7031.34,C1916329131,6277.0,0.0,M558994134,0.0,0.0,0,0
R020925,406,DEBIT,1162.91,C1983841949,49968.0,48805.09,C1747898089,132112.74,133275.65,0,0
R020926,394,CASH_OUT,24143.1,C2108598251,0.0,0.0,C2138877951,150342.48,174485.58,0,0
R020927,235,CASH_OUT,42491.15,C903647144,21390.0,0.0,C998498482,2317602.19,2360093.34,0,0
R020928,401,PAYMENT,11482.25,C127254084,84807.3,73325.05,M617107997,0.0,0.0,0,0
R020929,188,TRANSFER,290104.02,C151744381,0.0,0.0,C1963008965,2928618.1,3218722.12,0,0
R020930,323,CASH_OUT,197941.34,C1371569729,549645.0,351703.66,C1160220075,487805.38,685746.72,0,0
R020931,338,PAYMENT,9336.08,C1326112838,30242.0,20905.92,M144347765,0.0,0.0,0,0
R020932,283,CASH_OUT,161671.82,C47255587,0.0,0.0,C897883811,1464619.31,1626291.13,0,0
R020933,398,CASH_OUT,484908.45,C1052072723,8795.0,0.0,C1799884063,3261193.6,3746102.05,0,0
R020934,376,PAYMENT,6837.07,C1200759953,36035.0,29197.93,M1063200397,0.0,0.0,0,0
R020935,327,PAYMENT,12996.9,C231932325,0.0,0.0,M606057450,0.0,0.0,0,0
R020936,304,CASH_IN,167390.99,C842140069,713270.4,880661.39,C297880204,290799.56,123408.57,0,0
R020937,161,PAYMENT,6640.15,C1426336384,5014.0,0.0,M1538526914,0.0,0.0,0,0
R020938,370,PAYMENT,7724.96,C1778237402,0.0,0.0,M1633211677,0.0,0.0,0,0
R020939,156,CASH_OUT,367705.89,C413260049,5160.0,0.0,C1495704488,54342.03,422047.92,0,0
R020940,211,CASH_OUT,154279.42,C338165373,0.0,0.0,C1171716817,253751.69,408031.11,0,0
R020941,282,CASH_OUT,225673.06,C125636885,0.0,0.0,C2066055001,339654.56,565327.63,0,0
R020942,383,PAYMENT,5265.94,C1616973683,25827.0,20561.06,M1865886352,0.0,0.0,0,0
R020943,11,CASH_OUT,361640.57,C866613576,0.0,0.0,C962836132,2884474.13,3570507.81,0,0
R020944,163,CASH_IN,72147.89,C504371820,428777.22,500925.11,C1462938044,552521.64,480373.75,0,0
R020945,14,TRANSFER,183863.15,C441170131,126574.61,0.0,C211528162,3509012.84,3692875.99,0,0
R020946,117,CASH_OUT,149279.69,C653347115,149279.69,0.0,C1053517216,229339.41,378619.1,1,0
R020947,13,CASH_IN,101035.98,C1263433180,4196621.21,4297657.19,C936490920,2386476.38,2285440.4,0,0
R020948,129,TRANSFER,88415.33,C1800129611,6134.0,0.0,C1853975196,0.0,88415.33,0,0
