record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,transaction_position,transaction_count_in_scenario,historical_pattern,balance_usage_ratio
L03_001012,398,TRANSFER,707048.63,C935243944,18128215.29,17421166.66,C1539519175,0.0,707048.63,0,0,L03_00203,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.039
L03_001013,442,TRANSFER,865191.24,C935243944,17421166.66,16555975.42,C1539519175,0.0,865191.24,0,0,L03_00203,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0497
L03_001014,492,TRANSFER,852187.06,C935243944,16555975.42,15703788.36,C1539519175,0.0,852187.06,0,0,L03_00203,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0515
L03_001015,516,TRANSFER,4711136.51,C935243944,15703788.36,10992651.85,C1539519175,0.0,4711136.51,0,0,L03_00203,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001016,598,TRANSFER,870166.93,C44222750,9394733.79,8524566.86,C917764051,0.0,870166.93,0,0,L03_00204,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0926
L03_001017,618,TRANSFER,753491.47,C44222750,8524566.86,7771075.39,C917764051,0.0,753491.47,0,0,L03_00204,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0884
L03_001018,640,TRANSFER,653474.01,C44222750,7771075.39,7117601.38,C917764051,0.0,653474.01,0,0,L03_00204,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0841
L03_001019,699,TRANSFER,824981.76,C44222750,7117601.38,6292619.62,C917764051,0.0,824981.76,0,0,L03_00204,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1159
L03_001020,744,TRANSFER,1887785.89,C44222750,6292619.62,4404833.73,C917764051,0.0,1887785.89,0,0,L03_00204,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001021,381,TRANSFER,557433.9,C1367098078,9377579.38,8820145.48,C260269594,0.0,557433.9,0,0,L03_00205,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0594
L03_001022,435,TRANSFER,483765.86,C1367098078,8820145.48,8336379.62,C260269594,0.0,483765.86,0,0,L03_00205,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0548
L03_001023,459,TRANSFER,313184.43,C1367098078,8336379.62,8023195.19,C260269594,0.0,313184.43,0,0,L03_00205,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0376
L03_001024,515,TRANSFER,358561.53,C1367098078,8023195.19,7664633.66,C260269594,0.0,358561.53,0,0,L03_00205,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0447
L03_001025,560,TRANSFER,2299390.1,C1367098078,7664633.66,5365243.57,C260269594,0.0,2299390.1,0,0,L03_00205,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001026,322,TRANSFER,511190.35,C1348323929,8413240.89,7902050.54,C1915105557,0.0,511190.35,0,0,L03_00206,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0608
L03_001027,358,TRANSFER,636720.46,C1348323929,7902050.54,7265330.08,C1915105557,0.0,636720.46,0,0,L03_00206,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0806
L03_001028,380,TRANSFER,795701.39,C1348323929,7265330.08,6469628.69,C1915105557,0.0,795701.39,0,0,L03_00206,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.1095
L03_001029,419,TRANSFER,583350.12,C1348323929,6469628.69,5886278.57,C1915105557,0.0,583350.12,0,0,L03_00206,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0902
L03_001030,475,TRANSFER,1765883.57,C1348323929,5886278.57,4120395.0,C1915105557,0.0,1765883.57,0,0,L03_00206,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001031,381,TRANSFER,800860.79,C677370460,9134042.41,8333181.62,C1157718738,0.0,800860.79,0,0,L03_00207,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0877
L03_001032,428,TRANSFER,722353.47,C677370460,8333181.62,7610828.15,C1157718738,0.0,722353.47,0,0,L03_00207,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0867
L03_001033,488,TRANSFER,366126.69,C677370460,7610828.15,7244701.46,C1157718738,0.0,366126.69,0,0,L03_00207,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0481
L03_001034,540,TRANSFER,394422.86,C677370460,7244701.46,6850278.6,C1157718738,0.0,394422.86,0,0,L03_00207,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0544
L03_001035,589,TRANSFER,2055083.58,C677370460,6850278.6,4795195.02,C1157718738,0.0,2055083.58,0,0,L03_00207,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001036,342,TRANSFER,519616.04,C1566168159,9065916.13,8546300.1,C1265104414,0.0,519616.04,0,0,L03_00208,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0573
L03_001037,379,TRANSFER,810508.09,C1566168159,8546300.1,7735792.01,C1265104414,0.0,810508.09,0,0,L03_00208,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0948
L03_001038,413,TRANSFER,453418.92,C1566168159,7735792.01,7282373.09,C1265104414,0.0,453418.92,0,0,L03_00208,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0586
L03_001039,436,TRANSFER,454978.38,C1566168159,7282373.09,6827394.71,C1265104414,0.0,454978.38,0,0,L03_00208,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0625
L03_001040,460,TRANSFER,2048218.41,C1566168159,6827394.71,4779176.29,C1265104414,0.0,2048218.41,0,0,L03_00208,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001041,327,TRANSFER,513489.53,C900386897,18237996.34,17724506.81,C277744327,0.0,513489.53,0,0,L03_00209,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0282
L03_001042,343,TRANSFER,466181.13,C900386897,17724506.81,17258325.68,C277744327,0.0,466181.13,0,0,L03_00209,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0263
L03_001043,365,TRANSFER,525596.55,C900386897,17258325.68,16732729.13,C277744327,0.0,525596.55,0,0,L03_00209,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0305
L03_001044,408,TRANSFER,668249.38,C900386897,16732729.13,16064479.75,C277744327,0.0,668249.38,0,0,L03_00209,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0399
L03_001045,423,TRANSFER,4819343.93,C900386897,16064479.75,11245135.83,C277744327,0.0,4819343.93,0,0,L03_00209,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001046,560,TRANSFER,647103.78,C1947042102,8683419.79,8036316.01,C564536748,0.0,647103.78,0,0,L03_00210,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0745
L03_001047,613,TRANSFER,645721.62,C1947042102,8036316.01,7390594.39,C564536748,0.0,645721.62,0,0,L03_00210,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0804
L03_001048,653,TRANSFER,567752.98,C1947042102,7390594.39,6822841.41,C564536748,0.0,567752.98,0,0,L03_00210,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0768
L03_001049,689,TRANSFER,472631.08,C1947042102,6822841.41,6350210.33,C564536748,0.0,472631.08,0,0,L03_00210,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0693
L03_001050,738,TRANSFER,1905063.1,C1947042102,6350210.33,4445147.23,C564536748,0.0,1905063.1,0,0,L03_00210,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001051,382,TRANSFER,432832.18,C492194944,9549915.42,9117083.24,C272795334,0.0,432832.18,0,0,L03_00211,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0453
L03_001052,420,TRANSFER,421842.39,C492194944,9117083.24,8695240.85,C272795334,0.0,421842.39,0,0,L03_00211,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0463
L03_001053,439,TRANSFER,545858.93,C492194944,8695240.85,8149381.92,C272795334,0.0,545858.93,0,0,L03_00211,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0628
L03_001054,458,TRANSFER,531338.44,C492194944,8149381.92,7618043.48,C272795334,0.0,531338.44,0,0,L03_00211,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0652
L03_001055,516,TRANSFER,2285413.04,C492194944,7618043.48,5332630.44,C272795334,0.0,2285413.04,0,0,L03_00211,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001056,329,TRANSFER,498184.82,C1327110730,8730399.95,8232215.12,C1306044543,0.0,498184.82,0,0,L03_00212,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0571
L03_001057,388,TRANSFER,473098.62,C1327110730,8232215.12,7759116.5,C1306044543,0.0,473098.62,0,0,L03_00212,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0575
L03_001058,425,TRANSFER,678526.21,C1327110730,7759116.5,7080590.29,C1306044543,0.0,678526.21,0,0,L03_00212,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0874
L03_001059,459,TRANSFER,612871.01,C1327110730,7080590.29,6467719.29,C1306044543,0.0,612871.01,0,0,L03_00212,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0866
L03_001060,512,TRANSFER,1940315.79,C1327110730,6467719.29,4527403.5,C1306044543,0.0,1940315.79,0,0,L03_00212,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001061,340,TRANSFER,838475.73,C723936604,19132340.66,18293864.92,C280995226,0.0,838475.73,0,0,L03_00213,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0438
L03_001062,397,TRANSFER,837026.4,C723936604,18293864.92,17456838.53,C280995226,0.0,837026.4,0,0,L03_00213,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0458
L03_001063,453,TRANSFER,524813.38,C723936604,17456838.53,16932025.15,C280995226,0.0,524813.38,0,0,L03_00213,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0301
L03_001064,492,TRANSFER,554578.26,C723936604,16932025.15,16377446.89,C280995226,0.0,554578.26,0,0,L03_00213,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0328
L03_001065,525,TRANSFER,4913234.07,C723936604,16377446.89,11464212.82,C280995226,0.0,4913234.07,0,0,L03_00213,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001066,336,TRANSFER,476006.95,C722801844,13660733.16,13184726.21,C1094712572,0.0,476006.95,0,0,L03_00214,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0348
L03_001067,391,TRANSFER,766371.44,C722801844,13184726.21,12418354.77,C1094712572,0.0,766371.44,0,0,L03_00214,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0581
L03_001068,451,TRANSFER,606111.64,C722801844,12418354.77,11812243.13,C1094712572,0.0,606111.64,0,0,L03_00214,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0488
L03_001069,468,TRANSFER,404769.15,C722801844,11812243.13,11407473.98,C1094712572,0.0,404769.15,0,0,L03_00214,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0343
L03_001070,506,TRANSFER,3422242.19,C722801844,11407473.98,7985231.79,C1094712572,0.0,3422242.19,0,0,L03_00214,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001071,399,TRANSFER,747539.31,C4859115,9209201.65,8461662.34,C62331849,0.0,747539.31,0,0,L03_00215,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0812
L03_001072,433,TRANSFER,521910.04,C4859115,8461662.34,7939752.3,C62331849,0.0,521910.04,0,0,L03_00215,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0617
L03_001073,456,TRANSFER,719028.24,C4859115,7939752.3,7220724.06,C62331849,0.0,719028.24,0,0,L03_00215,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0906
L03_001074,495,TRANSFER,569446.09,C4859115,7220724.06,6651277.97,C62331849,0.0,569446.09,0,0,L03_00215,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0789
L03_001075,517,TRANSFER,1995383.39,C4859115,6651277.97,4655894.58,C62331849,0.0,1995383.39,0,0,L03_00215,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001076,338,TRANSFER,413144.32,C1971552782,18733876.44,18320732.12,C1193179406,0.0,413144.32,0,0,L03_00216,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0221
L03_001077,377,TRANSFER,566965.72,C1971552782,18320732.12,17753766.4,C1193179406,0.0,566965.72,0,0,L03_00216,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0309
L03_001078,397,TRANSFER,839198.62,C1971552782,17753766.4,16914567.78,C1193179406,0.0,839198.62,0,0,L03_00216,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0473
L03_001079,432,TRANSFER,669942.3,C1971552782,16914567.78,16244625.48,C1193179406,0.0,669942.3,0,0,L03_00216,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0396
L03_001080,464,TRANSFER,4873387.64,C1971552782,16244625.48,11371237.84,C1193179406,0.0,4873387.64,0,0,L03_00216,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001081,416,TRANSFER,795786.74,C1150935914,15374238.6,14578451.86,C1837608805,0.0,795786.74,0,0,L03_00217,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0518
L03_001082,449,TRANSFER,857977.82,C1150935914,14578451.86,13720474.04,C1837608805,0.0,857977.82,0,0,L03_00217,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0589
L03_001083,490,TRANSFER,408906.76,C1150935914,13720474.04,13311567.28,C1837608805,0.0,408906.76,0,0,L03_00217,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0298
L03_001084,515,TRANSFER,842674.98,C1150935914,13311567.28,12468892.3,C1837608805,0.0,842674.98,0,0,L03_00217,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0633
L03_001085,567,TRANSFER,3740667.69,C1150935914,12468892.3,8728224.61,C1837608805,0.0,3740667.69,0,0,L03_00217,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001086,319,TRANSFER,633452.72,C1309597473,18715468.52,18082015.8,C567301975,0.0,633452.72,0,0,L03_00218,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0338
L03_001087,361,TRANSFER,736122.48,C1309597473,18082015.8,17345893.32,C567301975,0.0,736122.48,0,0,L03_00218,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0407
L03_001088,409,TRANSFER,453741.02,C1309597473,17345893.32,16892152.3,C567301975,0.0,453741.02,0,0,L03_00218,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0262
L03_001089,424,TRANSFER,742850.49,C1309597473,16892152.3,16149301.81,C567301975,0.0,742850.49,0,0,L03_00218,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.044
L03_001090,483,TRANSFER,4844790.54,C1309597473,16149301.81,11304511.26,C567301975,0.0,4844790.54,0,0,L03_00218,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001091,433,TRANSFER,867664.81,C1808976095,17989014.51,17121349.7,C1843335063,0.0,867664.81,0,0,L03_00219,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0482
L03_001092,458,TRANSFER,365398.45,C1808976095,17121349.7,16755951.25,C1843335063,0.0,365398.45,0,0,L03_00219,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0213
L03_001093,474,TRANSFER,462621.85,C1808976095,16755951.25,16293329.4,C1843335063,0.0,462621.85,0,0,L03_00219,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0276
L03_001094,513,TRANSFER,296991.23,C1808976095,16293329.4,15996338.17,C1843335063,0.0,296991.23,0,0,L03_00219,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0182
L03_001095,532,TRANSFER,4798901.45,C1808976095,15996338.17,11197436.72,C1843335063,0.0,4798901.45,0,0,L03_00219,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001096,420,TRANSFER,823701.78,C1707077645,18421915.29,17598213.51,C206082947,0.0,823701.78,0,0,L03_00220,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0447
L03_001097,466,TRANSFER,392546.05,C1707077645,17598213.51,17205667.46,C206082947,0.0,392546.05,0,0,L03_00220,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0223
L03_001098,501,TRANSFER,464671.53,C1707077645,17205667.46,16740995.93,C206082947,0.0,464671.53,0,0,L03_00220,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.027
L03_001099,518,TRANSFER,600357.5,C1707077645,16740995.93,16140638.43,C206082947,0.0,600357.5,0,0,L03_00220,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0359
L03_001100,539,TRANSFER,4842191.53,C1707077645,16140638.43,11298446.9,C206082947,0.0,4842191.53,0,0,L03_00220,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001101,244,TRANSFER,632417.26,C813302408,10452513.66,9820096.4,C1597304494,0.0,632417.26,0,0,L03_00221,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0605
L03_001102,299,TRANSFER,762006.57,C813302408,9820096.4,9058089.83,C1597304494,0.0,762006.57,0,0,L03_00221,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0776
L03_001103,319,TRANSFER,617383.02,C813302408,9058089.83,8440706.81,C1597304494,0.0,617383.02,0,0,L03_00221,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0682
L03_001104,347,TRANSFER,856406.01,C813302408,8440706.81,7584300.8,C1597304494,0.0,856406.01,0,0,L03_00221,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1015
L03_001105,392,TRANSFER,2275290.24,C813302408,7584300.8,5309010.56,C1597304494,0.0,2275290.24,0,0,L03_00221,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001106,364,TRANSFER,870294.57,C439775973,17936263.08,17065968.51,C878464261,0.0,870294.57,0,0,L03_00222,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0485
L03_001107,379,TRANSFER,299697.84,C439775973,17065968.51,16766270.67,C878464261,0.0,299697.84,0,0,L03_00222,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0176
L03_001108,396,TRANSFER,717463.08,C439775973,16766270.67,16048807.59,C878464261,0.0,717463.08,0,0,L03_00222,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0428
L03_001109,442,TRANSFER,346202.61,C439775973,16048807.59,15702604.98,C878464261,0.0,346202.61,0,0,L03_00222,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0216
L03_001110,471,TRANSFER,4710781.49,C439775973,15702604.98,10991823.49,C878464261,0.0,4710781.49,0,0,L03_00222,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001111,334,TRANSFER,527889.06,C1985992850,11807046.31,11279157.25,C1262565112,0.0,527889.06,0,0,L03_00223,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0447
L03_001112,371,TRANSFER,505894.89,C1985992850,11279157.25,10773262.36,C1262565112,0.0,505894.89,0,0,L03_00223,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0449
L03_001113,419,TRANSFER,295250.63,C1985992850,10773262.36,10478011.73,C1262565112,0.0,295250.63,0,0,L03_00223,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0274
L03_001114,463,TRANSFER,494496.74,C1985992850,10478011.73,9983514.99,C1262565112,0.0,494496.74,0,0,L03_00223,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0472
L03_001115,506,TRANSFER,2995054.5,C1985992850,9983514.99,6988460.5,C1262565112,0.0,2995054.5,0,0,L03_00223,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_001116,398,TRANSFER,601421.01,C2131231325,8873036.22,8271615.21,C771845905,0.0,601421.01,0,0,L03_00224,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0678
L03_001117,443,TRANSFER,497717.72,C2131231325,8271615.21,7773897.49,C771845905,0.0,497717.72,0,0,L03_00224,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0602
L03_001118,496,TRANSFER,379496.36,C2131231325,7773897.49,7394401.13,C771845905,0.0,379496.36,0,0,L03_00224,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0488
L03_001119,533,TRANSFER,667498.71,C2131231325,7394401.13,6726902.42,C771845905,0.0,667498.71,0,0,L03_00224,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0903
