record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_new_beneficiary,historical_max_amount,amount_vs_historical_max,balance_usage_ratio
S04_001132,136,TRANSFER,1655989.47,C1151050293,3955547.69,2299558.22,C_SYN_475711055,0.0,1655989.47,1,0,S04_01132,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,494795.37,3.35,0.41864985579278907
S04_001133,39,TRANSFER,277730.12,C2071787478,800646.82,522916.7,C_SYN_802185684,0.0,277730.12,1,0,S04_01133,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,46503.46,5.97,0.34688218707969143
S04_001134,164,TRANSFER,208692.72,C1615644072,605840.78,397148.06,C_SYN_772646914,0.0,208692.72,1,0,S04_01134,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,47580.28,4.39,0.34446793099665557
S04_001135,48,TRANSFER,1086589.58,C391012483,2553492.98,1466903.4,C_SYN_490617850,0.0,1086589.58,1,0,S04_01135,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,221090.91,4.91,0.42553067054055504
S04_001136,210,TRANSFER,916160.19,C1344917961,2430323.9,1514163.71,C_SYN_970823260,0.0,916160.19,1,0,S04_01136,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,191962.54,4.77,0.3769704071132247
S04_001137,15,TRANSFER,3659674.93,C660806271,10345417.39,6685742.46,C_SYN_558671968,0.0,3659674.93,1,0,S04_01137,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,1020878.72,3.58,0.35374840782523514
S04_001138,40,TRANSFER,451398.44,C948023106,1159558.06,708159.62,C_SYN_368196096,0.0,451398.44,1,0,S04_01138,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,124608.46,3.62,0.38928489704086056
S04_001139,287,TRANSFER,102991.75,C123793305,220689.24,117697.49,C_SYN_252320775,0.0,102991.75,1,0,S04_01139,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,23640.15,4.36,0.46668224513347367
S04_001140,126,TRANSFER,52855.83,C1136585162,121240.41,68384.58,C_SYN_399448756,0.0,52855.83,1,0,S04_01140,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10374.03,5.1,0.43595885233314535
S04_001141,312,TRANSFER,481620.92,C1893025414,1176433.68,694812.76,C_SYN_622813409,0.0,481620.92,1,0,S04_01141,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,90043.29,5.35,0.40939062540270016
S04_001142,356,TRANSFER,89485.25,C1874347511,180179.77,90694.52,C_SYN_668496165,0.0,89485.25,1,0,S04_01142,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,19833.87,4.51,0.49664426811067636
S04_001143,551,TRANSFER,262709.57,C1943337498,652531.16,389821.59,C_SYN_352541675,0.0,262709.57,1,0,S04_01143,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,46366.57,5.67,0.40260080453475966
S04_001144,18,TRANSFER,133063.58,C1528357547,340901.99,207838.41,C_SYN_218209544,0.0,133063.58,1,0,S04_01144,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,37133.43,3.58,0.3903279649379576
S04_001145,263,TRANSFER,1247120.64,C71010915,3174856.97,1927736.33,C_SYN_894595077,0.0,1247120.64,1,0,S04_01145,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,275392.14,4.53,0.3928115980607466
S04_001146,234,TRANSFER,921678.3,C11618710,2220046.12,1298367.82,C_SYN_926074503,0.0,921678.3,1,0,S04_01146,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,157491.7,5.85,0.41516178051292013
S04_001147,258,TRANSFER,80387.39,C666942962,180318.93,99931.54,C_SYN_685696701,0.0,80387.39,1,0,S04_01147,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,17760.78,4.53,0.445806715911635
S04_001148,238,TRANSFER,5169939.23,C1579444775,11819927.95,6649988.72,C_SYN_806238848,0.0,5169939.23,1,0,S04_01148,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,1179775.94,4.38,0.4373917719185421
S04_001149,318,TRANSFER,54172.92,C1779940161,153051.97,98879.05,C_SYN_748418718,0.0,54172.92,1,0,S04_01149,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.42,0.3539511448300861
S04_001150,186,TRANSFER,548934.19,C734247785,1101907.34,552973.15,C_SYN_949821111,0.0,548934.19,1,0,S04_01150,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,107021.17,5.13,0.4981672869154315
S04_001151,359,TRANSFER,907186.75,C1476872542,2220339.8,1313153.05,C_SYN_397341494,0.0,907186.75,1,0,S04_01151,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,209012.3,4.34,0.4085801416521922
S04_001152,252,TRANSFER,1579244.81,C2004762729,4498450.75,2919205.94,C_SYN_937592044,0.0,1579244.81,1,0,S04_01152,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,435392.58,3.63,0.35106415469814806
S04_001153,577,TRANSFER,1283103.38,C758013464,3023980.18,1740876.8,C_SYN_655870622,0.0,1283103.38,1,0,S04_01153,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,270329.95,4.75,0.42430945430336775
S04_001154,332,TRANSFER,211332.35,C200859443,463386.56,252054.21,C_SYN_444468755,0.0,211332.35,1,0,S04_01154,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,43606.46,4.85,0.45606059442034746
S04_001155,379,TRANSFER,59035.94,C2003745086,170604.21,111568.27,C_SYN_449842028,0.0,59035.94,1,0,S04_01155,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.9,0.34604034683552065
S04_001156,412,TRANSFER,40217.91,C325145077,98920.56,58702.65,C_SYN_916778538,0.0,40217.91,1,0,S04_01156,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10753.54,3.74,0.4065677549742946
S04_001157,324,TRANSFER,1251662.29,C1996613312,2613648.9,1361986.61,C_SYN_169183142,0.0,1251662.29,1,0,S04_01157,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,266602.81,4.69,0.4788945791456535
S04_001158,406,TRANSFER,59719.28,C1591761266,136034.02,76314.74,C_SYN_674469408,0.0,59719.28,1,0,S04_01158,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.97,0.4390025377475429
S04_001159,41,TRANSFER,458427.33,C1386298940,1281893.78,823466.45,C_SYN_559347305,0.0,458427.33,1,0,S04_01159,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,98664.19,4.65,0.35761725125150384
S04_001160,407,TRANSFER,4218977.49,C812985164,8537488.96,4318511.47,C_SYN_356677008,0.0,4218977.49,1,0,S04_01160,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,923568.07,4.57,0.4941707696217038
S04_001161,339,TRANSFER,82068.94,C651708609,180980.08,98911.14,C_SYN_919008104,0.0,82068.94,1,0,S04_01161,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,22640.75,3.62,0.45346946470572896
S04_001162,209,TRANSFER,411998.04,C604312572,1143265.09,731267.05,C_SYN_955372360,0.0,411998.04,1,0,S04_01162,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,72819.91,5.66,0.3603696497021526
S04_001163,330,TRANSFER,56623250.72,C300728122,121021064.88,64397814.16,C_SYN_121971167,0.0,56623250.72,1,0,S04_01163,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000000.0,5.66,0.4678792966839741
S04_001164,337,TRANSFER,456918.28,C1272616847,1090776.36,633858.08,C_SYN_899166645,0.0,456918.28,1,0,S04_01164,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,88031.58,5.19,0.41889272334431593
S04_001165,165,TRANSFER,699174.41,C1417812011,1574641.42,875467.01,C_SYN_490002521,0.0,699174.41,1,0,S04_01165,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,134345.9,5.2,0.4440213505878691
S04_001166,409,TRANSFER,49975.73,C1235078295,118875.98,68900.25,C_SYN_205882203,0.0,49975.73,1,0,S04_01166,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.0,0.42040225451769153
S04_001167,140,TRANSFER,59409.9,C1595609129,130595.21,71185.31,C_SYN_190352831,0.0,59409.9,1,0,S04_01167,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,11952.63,4.97,0.4549163786328763
S04_001168,138,TRANSFER,31908.04,C493064115,81419.36,49511.32,C_SYN_625600629,0.0,31908.04,1,0,S04_01168,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.19,0.3918974553472295
S04_001169,212,TRANSFER,154687.69,C2111630526,449623.48,294935.79,C_SYN_506651769,0.0,154687.69,1,0,S04_01169,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,39053.71,3.96,0.3440382828761523
S04_001170,10,TRANSFER,6797752.02,C212669612,20270197.31,13472445.29,C_SYN_768788354,0.0,6797752.02,1,0,S04_01170,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,1344597.31,5.06,0.3353569733949472
S04_001171,566,TRANSFER,55559.08,C1511034205,130931.02,75371.94,C_SYN_363994195,0.0,55559.08,1,0,S04_01171,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.56,0.42433855628711975
S04_001172,237,TRANSFER,121847.23,C1426582349,310352.57,188505.34,C_SYN_417382537,0.0,121847.23,1,0,S04_01172,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,22608.87,5.39,0.3926090574987022
S04_001173,209,TRANSFER,3238990.38,C1003944729,6888920.63,3649930.25,C_SYN_624025488,0.0,3238990.38,1,0,S04_01173,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,706503.86,4.58,0.4701738565392645
S04_001174,164,TRANSFER,3195289.79,C932119101,6749685.2,3554395.41,C_SYN_626457330,0.0,3195289.79,1,0,S04_01174,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,540537.84,5.91,0.47339834308124473
S04_001175,49,TRANSFER,977599.51,C1680424122,2545466.52,1567867.01,C_SYN_472501162,0.0,977599.51,1,0,S04_01175,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,190043.3,5.14,0.3840551436520171
S04_001176,308,TRANSFER,90937.53,C823346347,215688.98,124751.45,C_SYN_695603504,0.0,90937.53,1,0,S04_01176,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,26810.18,3.39,0.42161416869790935
S04_001177,292,TRANSFER,1589267.26,C552414771,3305776.66,1716509.4,C_SYN_204431849,0.0,1589267.26,1,0,S04_01177,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,441031.2,3.6,0.4807545770499813
S04_001178,283,TRANSFER,38603.01,C167035750,98808.92,60205.91,C_SYN_464067851,0.0,38603.01,1,0,S04_01178,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.86,0.39068345246562763
S04_001179,141,TRANSFER,245917.23,C1968010600,499324.56,253407.33,C_SYN_324767910,0.0,245917.23,1,0,S04_01179,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,43739.4,5.62,0.492499768086713
S04_001180,22,TRANSFER,451933.01,C670468268,999584.6,547651.59,C_SYN_259272248,0.0,451933.01,1,0,S04_01180,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,122908.29,3.68,0.4521208209890389
S04_001181,311,TRANSFER,909939.18,C1293652929,1842460.51,932521.33,C_SYN_856589990,0.0,909939.18,1,0,S04_01181,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,151765.74,6.0,0.49387174110993565
S04_001182,45,TRANSFER,90759.3,C953819085,263350.02,172590.72,C_SYN_570146951,0.0,90759.3,1,0,S04_01182,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,19460.12,4.66,0.34463373118407203
S04_001183,137,TRANSFER,4171107.57,C390937499,10426447.64,6255340.07,C_SYN_423892806,0.0,4171107.57,1,0,S04_01183,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,744322.28,5.6,0.4000506897476732
S04_001184,241,TRANSFER,802801.56,C1357994702,2382175.64,1579374.08,C_SYN_630049347,0.0,802801.56,1,0,S04_01184,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,148257.86,5.41,0.3370035133093713
S04_001185,212,TRANSFER,524451.43,C1143553425,1124652.78,600201.35,C_SYN_943370208,0.0,524451.43,1,0,S04_01185,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,116328.9,4.51,0.4663229748118348
S04_001186,253,TRANSFER,57349.79,C1955046380,116184.71,58834.92,C_SYN_467882579,0.0,57349.79,1,0,S04_01186,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,15187.51,3.78,0.49360875454265885
S04_001187,384,TRANSFER,1006732.81,C1641633402,2611111.13,1604378.32,C_SYN_121185116,0.0,1006732.81,1,0,S04_01187,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,178364.92,5.64,0.38555724359384125
S04_001188,167,TRANSFER,40685.82,C280350512,109730.19,69044.37,C_SYN_857942101,0.0,40685.82,1,0,S04_01188,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.07,0.3707805481791292
S04_001189,340,TRANSFER,1502772.96,C1711417196,3685329.83,2182556.87,C_SYN_831216472,0.0,1502772.96,1,0,S04_01189,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,323226.08,4.65,0.4077716322069333
S04_001190,169,TRANSFER,2124535.11,C307422692,4376559.73,2252024.62,C_SYN_434487700,0.0,2124535.11,1,0,S04_01190,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,387914.68,5.48,0.4854349628629425
S04_001191,350,TRANSFER,110907.5,C1830607469,318725.38,207817.88,C_SYN_665685720,0.0,110907.5,1,0,S04_01191,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,19329.28,5.74,0.3479719751216549
S04_001192,292,TRANSFER,39752.42,C558234960,87100.02,47347.6,C_SYN_485226864,0.0,39752.42,1,0,S04_01192,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,12630.06,3.15,0.4563996655798701
S04_001193,399,TRANSFER,360838.3,C1094440478,895917.67,535079.37,C_SYN_321887639,0.0,360838.3,1,0,S04_01193,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,74419.26,4.85,0.40275832488045465
S04_001194,309,TRANSFER,1000175.57,C1237716946,2902419.06,1902243.49,C_SYN_604666573,0.0,1000175.57,1,0,S04_01194,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,188451.98,5.31,0.344600675961658
S04_001195,188,TRANSFER,516997.57,C1456676465,1302903.59,785906.02,C_SYN_514007352,0.0,516997.57,1,0,S04_01195,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,142156.0,3.64,0.39680416415154707
S04_001196,20,TRANSFER,1227990.35,C1987158508,3416186.36,2188196.01,C_SYN_654330474,0.0,1227990.35,1,0,S04_01196,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,215482.2,5.7,0.35946234209541195
S04_001197,405,TRANSFER,822867.15,C1659083708,2199380.62,1376513.47,C_SYN_160540089,0.0,822867.15,1,0,S04_01197,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,259474.42,3.17,0.37413585557555745
S04_001198,266,TRANSFER,42681.08,C1109630462,93935.81,51254.73,C_SYN_957574999,0.0,42681.08,1,0,S04_01198,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.27,0.45436431537663863
S04_001199,384,TRANSFER,168284.73,C1313875440,465672.58,297387.85,C_SYN_771588604,0.0,168284.73,1,0,S04_01199,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,31523.15,5.34,0.3613799421043859
S04_001200,405,TRANSFER,1318896.25,C1151692670,3560397.19,2241500.94,C_SYN_405418149,0.0,1318896.25,1,0,S04_01200,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,282563.36,4.67,0.3704351451867088
S04_001201,164,TRANSFER,2365303.51,C380876890,4894533.21,2529229.7,C_SYN_811956256,0.0,2365303.51,1,0,S04_01201,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,404768.88,5.84,0.4832541548941701
S04_001202,283,TRANSFER,882475.6,C159799952,2362988.62,1480513.02,C_SYN_475250742,0.0,882475.6,1,0,S04_01202,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,209056.49,4.22,0.3734574058168761
S04_001203,186,TRANSFER,463697.13,C1070601320,1117787.7,654090.57,C_SYN_948031941,0.0,463697.13,1,0,S04_01203,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,121929.13,3.8,0.4148347043002889
S04_001204,309,TRANSFER,339962.11,C871244470,710103.77,370141.66,C_SYN_914134693,0.0,339962.11,1,0,S04_01204,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,60958.52,5.58,0.4787499015812858
S04_001205,210,TRANSFER,265706.14,C712227999,642469.08,376762.94,C_SYN_781799272,0.0,265706.14,1,0,S04_01205,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,71462.7,3.72,0.4135703153216339
S04_001206,20,TRANSFER,342427.43,C576716906,807786.57,465359.14,C_SYN_679728169,0.0,342427.43,1,0,S04_01206,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,73181.51,4.68,0.42390829795548596
S04_001207,166,TRANSFER,75300.96,C255628597,175601.89,100300.93,C_SYN_297418556,0.0,75300.96,1,0,S04_01207,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,14287.61,5.27,0.42881634132753355
S04_001208,288,TRANSFER,40368.81,C2005593346,113343.6,72974.79,C_SYN_283363200,0.0,40368.81,1,0,S04_01208,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.04,0.35616311816458973
S04_001209,140,TRANSFER,142287.62,C1821320150,374754.76,232467.14,C_SYN_446327995,0.0,142287.62,1,0,S04_01209,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,25516.79,5.58,0.37968195520718667
S04_001210,327,TRANSFER,2770309.17,C1069528584,6186619.96,3416310.79,C_SYN_286544833,0.0,2770309.17,1,0,S04_01210,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,557820.66,4.97,0.44779042318933715
S04_001211,300,TRANSFER,290789.66,C1060154843,689944.16,399154.5,C_SYN_173041436,0.0,290789.66,1,0,S04_01211,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,95391.73,3.05,0.42146839825414273
S04_001212,41,TRANSFER,532791.84,C469834800,1216655.75,683863.91,C_SYN_272362938,0.0,532791.84,1,0,S04_01212,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,125487.26,4.25,0.4379150306074664
S04_001213,338,TRANSFER,38841.04,C733787331,99868.58,61027.54,C_SYN_572632572,0.0,38841.04,1,0,S04_01213,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.88,0.3889215206624546
S04_001214,334,TRANSFER,1883150.2,C1355997544,5269966.16,3386815.96,C_SYN_326635144,0.0,1883150.2,1,0,S04_01214,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,339075.19,5.55,0.3573362983416197
S04_001215,23,TRANSFER,797281.28,C244003092,1991767.07,1194485.79,C_SYN_793492067,0.0,797281.28,1,0,S04_01215,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,198441.62,4.02,0.40028841324302045
S04_001216,384,TRANSFER,55854.0,C1709208267,116697.99,60843.99,C_SYN_660284521,0.0,55854.0,1,0,S04_01216,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,13156.6,4.25,0.4786200687775342
S04_001217,49,TRANSFER,55173.86,C1134460415,156008.57,100834.71,C_SYN_492135439,0.0,55173.86,1,0,S04_01217,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,17099.79,3.23,0.353659161160185
S04_001218,181,TRANSFER,1100204.5,C1560019437,2299098.35,1198893.85,C_SYN_422425023,0.0,1100204.5,1,0,S04_01218,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,274223.16,4.01,0.47853737966451065
S04_001219,289,TRANSFER,922946.3,C878760459,2163936.75,1240990.45,C_SYN_117636027,0.0,922946.3,1,0,S04_01219,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,159118.65,5.8,0.4265126048624111
S04_001220,639,TRANSFER,70137.14,C1344349437,156975.68,86838.54,C_SYN_996785996,0.0,70137.14,1,0,S04_01220,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,23289.84,3.01,0.44680258750909696
S04_001221,306,TRANSFER,132209.03,C152340957,378361.6,246152.57,C_SYN_161210169,0.0,132209.03,1,0,S04_01221,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,28066.51,4.71,0.34942507379184357
S04_001222,28,TRANSFER,59784.96,C1988251961,143955.86,84170.9,C_SYN_889793160,0.0,59784.96,1,0,S04_01222,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.98,0.4153006345139406
S04_001223,129,TRANSFER,103801.99,C1557435698,207752.24,103950.25,C_SYN_178678335,0.0,103801.99,1,0,S04_01223,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,31847.23,3.26,0.4996431807426
S04_001224,190,TRANSFER,59976.22,C1904220259,137156.42,77180.2,C_SYN_862605445,0.0,59976.22,1,0,S04_01224,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,6.0,0.4372833586645087
S04_001225,139,TRANSFER,661370.12,C28731126,1847100.96,1185730.84,C_SYN_537340859,0.0,661370.12,1,0,S04_01225,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,171536.73,3.86,0.358058457183629
S04_001226,26,TRANSFER,38617.24,C657088961,96980.98,58363.74,C_SYN_663918670,0.0,38617.24,1,0,S04_01226,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.86,0.3981939551446067
S04_001227,43,TRANSFER,195511.95,C1113175833,421703.1,226191.15,C_SYN_807513813,0.0,195511.95,1,0,S04_01227,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,36070.09,5.42,0.46362464492198424
S04_001228,602,TRANSFER,212758.72,C1310335765,528045.9,315287.18,C_SYN_478574345,0.0,212758.72,1,0,S04_01228,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,52338.58,4.07,0.4029170948964853
S04_001229,167,TRANSFER,1427264.03,C346660334,4194328.35,2767064.32,C_SYN_204847547,0.0,1427264.03,1,0,S04_01229,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,253770.06,5.62,0.3402842865175303
S04_001230,40,TRANSFER,1670758.88,C2048972816,3519539.2,1848780.32,C_SYN_425937468,0.0,1670758.88,1,0,S04_01230,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,495058.78,3.37,0.47470955288692335
S04_001231,331,TRANSFER,277472.02,C1261060100,607088.24,329616.22,C_SYN_252813296,0.0,277472.02,1,0,S04_01231,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,46287.11,5.99,0.4570538543128426
S04_001232,134,TRANSFER,48835.91,C1663570728,115508.06,66672.15,C_SYN_345238668,0.0,48835.91,1,0,S04_01232,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.88,0.42279222765926466
