record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,previous_activity_step,dormant_gap,transaction_position,transaction_count_in_scenario,post_reactivation_pattern,balance_usage_ratio
L04_001048,137,CASH_OUT,79097.47,C1591150777,527316.46,448218.99,C_LEGIT_659386714,0.0,0.0,0,0,L04_00212,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,12,55,3,5,NORMAL,0.15
L04_001049,164,TRANSFER,67232.85,C1591150777,448218.99,380986.14,C_LEGIT_520813840,41603.91,108836.76,0,0,L04_00212,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,12,55,4,5,NORMAL,0.15
L04_001050,201,PAYMENT,12141.63,C1591150777,380986.14,368844.51,C_LEGIT_954540838,0.0,0.0,0,0,L04_00212,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,12,55,5,5,NORMAL,0.0319
L04_001051,131,TRANSFER,197252.72,C1159217226,1315018.14,1117765.42,C_LEGIT_731485136,99707.24,296959.96,0,0,L04_00213,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,19,112,1,5,NORMAL,0.15
L04_001052,157,PAYMENT,127878.86,C1159217226,1117765.42,989886.56,C_LEGIT_454445973,0.0,0.0,0,0,L04_00213,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,19,112,2,5,NORMAL,0.1144
L04_001053,177,PAYMENT,53373.57,C1159217226,989886.56,936512.99,C_LEGIT_754132880,0.0,0.0,0,0,L04_00213,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,19,112,3,5,NORMAL,0.0539
L04_001054,207,TRANSFER,140476.95,C1159217226,936512.99,796036.04,C_LEGIT_164648711,162628.16,303105.11,0,0,L04_00213,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,19,112,4,5,NORMAL,0.15
L04_001055,234,TRANSFER,119405.41,C1159217226,796036.04,676630.63,C_LEGIT_340362768,99531.16,218936.57,0,0,L04_00213,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,19,112,5,5,NORMAL,0.15
L04_001056,297,PAYMENT,33227.0,C2013269262,1136704.77,1103477.77,C_LEGIT_627730665,0.0,0.0,0,0,L04_00214,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,201,96,1,5,NORMAL,0.0292
L04_001057,336,PAYMENT,100925.01,C2013269262,1103477.77,1002552.76,C_LEGIT_734897407,0.0,0.0,0,0,L04_00214,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,201,96,2,5,NORMAL,0.0915
L04_001058,363,TRANSFER,150382.91,C2013269262,1002552.76,852169.85,C_LEGIT_461386622,290316.59,440699.5,0,0,L04_00214,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,201,96,3,5,NORMAL,0.15
L04_001059,400,CASH_OUT,127825.48,C2013269262,852169.85,724344.37,C_LEGIT_377672401,0.0,0.0,0,0,L04_00214,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,201,96,4,5,NORMAL,0.15
L04_001060,425,TRANSFER,22943.92,C2013269262,724344.37,701400.45,C_LEGIT_686210443,34715.38,57659.3,0,0,L04_00214,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,201,96,5,5,NORMAL,0.0317
L04_001061,494,PAYMENT,81338.78,C2128289360,1316348.07,1235009.29,C_LEGIT_884409216,0.0,0.0,0,0,L04_00215,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,442,52,1,5,NORMAL,0.0618
L04_001062,519,CASH_OUT,148642.18,C2128289360,1235009.29,1086367.11,C_LEGIT_259028772,0.0,0.0,0,0,L04_00215,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,442,52,2,5,NORMAL,0.1204
L04_001063,564,PAYMENT,68561.95,C2128289360,1086367.11,1017805.16,C_LEGIT_996804930,0.0,0.0,0,0,L04_00215,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,442,52,3,5,NORMAL,0.0631
L04_001064,584,CASH_OUT,101430.09,C2128289360,1017805.16,916375.07,C_LEGIT_132730299,0.0,0.0,0,0,L04_00215,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,442,52,4,5,NORMAL,0.0997
L04_001065,615,CASH_OUT,137456.26,C2128289360,916375.07,778918.81,C_LEGIT_363698132,0.0,0.0,0,0,L04_00215,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,442,52,5,5,NORMAL,0.15
L04_001066,356,TRANSFER,65412.53,C1271824776,658216.36,592803.83,C_LEGIT_293218815,102082.16,167494.69,0,0,L04_00216,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,128,1,5,NORMAL,0.0994
L04_001067,388,TRANSFER,31937.84,C1271824776,592803.83,560865.99,C_LEGIT_177381544,24168.7,56106.54,0,0,L04_00216,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,128,2,5,NORMAL,0.0539
L04_001068,425,TRANSFER,84129.9,C1271824776,560865.99,476736.09,C_LEGIT_517788899,61107.02,145236.92,0,0,L04_00216,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,128,3,5,NORMAL,0.15
L04_001069,460,TRANSFER,71510.41,C1271824776,476736.09,405225.68,C_LEGIT_862769830,73095.36,144605.77,0,0,L04_00216,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,128,4,5,NORMAL,0.15
L04_001070,480,TRANSFER,45796.48,C1271824776,405225.68,359429.2,C_LEGIT_305482411,60563.54,106360.02,0,0,L04_00216,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,228,128,5,5,NORMAL,0.113
L04_001071,410,CASH_OUT,21646.82,C15982171,1339417.11,1317770.29,C_LEGIT_991358077,0.0,0.0,0,0,L04_00217,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,325,85,1,5,NORMAL,0.0162
L04_001072,433,TRANSFER,18666.35,C15982171,1317770.29,1299103.94,C_LEGIT_780149320,24383.79,43050.14,0,0,L04_00217,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,325,85,2,5,NORMAL,0.0142
L04_001073,453,PAYMENT,194865.59,C15982171,1299103.94,1104238.35,C_LEGIT_466148802,0.0,0.0,0,0,L04_00217,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,325,85,3,5,NORMAL,0.15
L04_001074,500,CASH_OUT,165635.75,C15982171,1104238.35,938602.6,C_LEGIT_130767938,0.0,0.0,0,0,L04_00217,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,325,85,4,5,NORMAL,0.15
L04_001075,530,PAYMENT,86811.2,C15982171,938602.6,851791.4,C_LEGIT_923114648,0.0,0.0,0,0,L04_00217,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,325,85,5,5,NORMAL,0.0925
L04_001076,153,PAYMENT,110884.78,C867151617,1511145.28,1400260.5,C_LEGIT_874711846,0.0,0.0,0,0,L04_00218,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,117,1,5,NORMAL,0.0734
L04_001077,183,CASH_OUT,52166.11,C867151617,1400260.5,1348094.39,C_LEGIT_792126818,0.0,0.0,0,0,L04_00218,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,117,2,5,NORMAL,0.0373
L04_001078,205,TRANSFER,161271.99,C867151617,1348094.39,1186822.4,C_LEGIT_520313474,148964.17,310236.16,0,0,L04_00218,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,117,3,5,NORMAL,0.1196
L04_001079,242,CASH_OUT,162437.9,C867151617,1186822.4,1024384.5,C_LEGIT_611600326,0.0,0.0,0,0,L04_00218,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,117,4,5,NORMAL,0.1369
L04_001080,291,TRANSFER,153657.67,C867151617,1024384.5,870726.83,C_LEGIT_685066913,141182.71,294840.38,0,0,L04_00218,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,117,5,5,NORMAL,0.15
L04_001081,521,TRANSFER,156974.36,C1634419067,1046495.76,889521.4,C_LEGIT_137656793,202548.44,359522.8,0,0,L04_00219,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,142,1,5,NORMAL,0.15
L04_001082,553,PAYMENT,133428.21,C1634419067,889521.4,756093.19,C_LEGIT_760712079,0.0,0.0,0,0,L04_00219,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,142,2,5,NORMAL,0.15
L04_001083,586,PAYMENT,113413.98,C1634419067,756093.19,642679.21,C_LEGIT_855524114,0.0,0.0,0,0,L04_00219,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,142,3,5,NORMAL,0.15
L04_001084,619,TRANSFER,11842.61,C1634419067,642679.21,630836.6,C_LEGIT_269586910,10479.7,22322.31,0,0,L04_00219,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,142,4,5,NORMAL,0.0184
L04_001085,662,TRANSFER,94625.49,C1634419067,630836.6,536211.11,C_LEGIT_779674459,168959.41,263584.9,0,0,L04_00219,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,142,5,5,NORMAL,0.15
L04_001086,472,PAYMENT,22816.24,C940200708,1480250.94,1457434.7,C_LEGIT_708524487,0.0,0.0,0,0,L04_00220,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,400,72,1,5,NORMAL,0.0154
L04_001087,515,PAYMENT,27661.51,C940200708,1457434.7,1429773.19,C_LEGIT_262734717,0.0,0.0,0,0,L04_00220,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,400,72,2,5,NORMAL,0.019
L04_001088,565,TRANSFER,197209.93,C940200708,1429773.19,1232563.26,C_LEGIT_176539168,180019.75,377229.68,0,0,L04_00220,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,400,72,3,5,NORMAL,0.1379
L04_001089,599,TRANSFER,55887.99,C940200708,1232563.26,1176675.27,C_LEGIT_479141289,74377.89,130265.88,0,0,L04_00220,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,400,72,4,5,NORMAL,0.0453
L04_001090,642,TRANSFER,67484.31,C940200708,1176675.27,1109190.96,C_LEGIT_314914868,87679.84,155164.15,0,0,L04_00220,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,400,72,5,5,NORMAL,0.0574
L04_001091,377,TRANSFER,166328.07,C192496188,1108853.82,942525.75,C_LEGIT_351533145,298565.31,464893.38,0,0,L04_00221,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,278,99,1,5,NORMAL,0.15
L04_001092,400,TRANSFER,141378.86,C192496188,942525.75,801146.89,C_LEGIT_157880059,75013.35,216392.21,0,0,L04_00221,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,278,99,2,5,NORMAL,0.15
L04_001093,415,PAYMENT,120172.03,C192496188,801146.89,680974.86,C_LEGIT_163114962,0.0,0.0,0,0,L04_00221,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,278,99,3,5,NORMAL,0.15
L04_001094,454,PAYMENT,98536.15,C192496188,680974.86,582438.71,C_LEGIT_849163731,0.0,0.0,0,0,L04_00221,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,278,99,4,5,NORMAL,0.1447
L04_001095,484,CASH_OUT,87365.81,C192496188,582438.71,495072.9,C_LEGIT_872038901,0.0,0.0,0,0,L04_00221,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,278,99,5,5,NORMAL,0.15
L04_001096,523,TRANSFER,117105.67,C794678574,780704.48,663598.81,C_LEGIT_307305608,129064.42,246170.09,0,0,L04_00222,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,402,121,1,5,NORMAL,0.15
L04_001097,549,PAYMENT,99539.82,C794678574,663598.81,564058.99,C_LEGIT_401824644,0.0,0.0,0,0,L04_00222,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,402,121,2,5,NORMAL,0.15
L04_001098,566,TRANSFER,84608.85,C794678574,564058.99,479450.14,C_LEGIT_462547086,105724.62,190333.47,0,0,L04_00222,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,402,121,3,5,NORMAL,0.15
L04_001099,581,CASH_OUT,71917.52,C794678574,479450.14,407532.62,C_LEGIT_925933606,0.0,0.0,0,0,L04_00222,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,402,121,4,5,NORMAL,0.15
L04_001100,612,TRANSFER,33764.97,C794678574,407532.62,373767.65,C_LEGIT_262954672,46326.47,80091.44,0,0,L04_00222,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,402,121,5,5,NORMAL,0.0829
L04_001101,167,TRANSFER,159269.37,C1590208388,1424927.11,1265657.74,C_LEGIT_942163771,249719.0,408988.37,0,0,L04_00223,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,39,128,1,5,NORMAL,0.1118
L04_001102,199,PAYMENT,91052.28,C1590208388,1265657.74,1174605.46,C_LEGIT_146630026,0.0,0.0,0,0,L04_00223,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,39,128,2,5,NORMAL,0.0719
L04_001103,217,TRANSFER,93726.29,C1590208388,1174605.46,1080879.17,C_LEGIT_218880912,99222.82,192949.11,0,0,L04_00223,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,39,128,3,5,NORMAL,0.0798
L04_001104,241,TRANSFER,115500.54,C1590208388,1080879.17,965378.63,C_LEGIT_277982281,116385.84,231886.38,0,0,L04_00223,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,39,128,4,5,NORMAL,0.1069
L04_001105,291,PAYMENT,144806.79,C1590208388,965378.63,820571.84,C_LEGIT_239320448,0.0,0.0,0,0,L04_00223,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,39,128,5,5,NORMAL,0.15
L04_001106,372,CASH_OUT,116057.47,C2024189627,937359.11,821301.64,C_LEGIT_533664825,0.0,0.0,0,0,L04_00224,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,311,61,1,5,NORMAL,0.1238
L04_001107,394,PAYMENT,9536.19,C2024189627,821301.64,811765.45,C_LEGIT_145046749,0.0,0.0,0,0,L04_00224,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,311,61,2,5,NORMAL,0.0116
L04_001108,425,CASH_OUT,89098.7,C2024189627,811765.45,722666.75,C_LEGIT_968974570,0.0,0.0,0,0,L04_00224,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,311,61,3,5,NORMAL,0.1098
L04_001109,473,CASH_OUT,108400.01,C2024189627,722666.75,614266.74,C_LEGIT_210214697,0.0,0.0,0,0,L04_00224,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,311,61,4,5,NORMAL,0.15
L04_001110,517,TRANSFER,92140.01,C2024189627,614266.74,522126.73,C_LEGIT_862002282,49250.07,141390.08,0,0,L04_00224,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,311,61,5,5,NORMAL,0.15
L04_001111,464,TRANSFER,54870.38,C2092547569,1257719.51,1202849.13,C_LEGIT_422269175,103985.72,158856.1,0,0,L04_00225,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,348,116,1,5,NORMAL,0.0436
L04_001112,502,PAYMENT,26688.2,C2092547569,1202849.13,1176160.93,C_LEGIT_710290451,0.0,0.0,0,0,L04_00225,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,348,116,2,5,NORMAL,0.0222
L04_001113,537,PAYMENT,176424.14,C2092547569,1176160.93,999736.79,C_LEGIT_803784962,0.0,0.0,0,0,L04_00225,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,348,116,3,5,NORMAL,0.15
L04_001114,565,TRANSFER,93626.1,C2092547569,999736.79,906110.69,C_LEGIT_282361271,95835.37,189461.47,0,0,L04_00225,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,348,116,4,5,NORMAL,0.0937
L04_001115,596,TRANSFER,16897.96,C2092547569,906110.69,889212.73,C_LEGIT_237941878,21467.79,38365.75,0,0,L04_00225,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,348,116,5,5,NORMAL,0.0186
L04_001116,146,TRANSFER,110374.56,C1704975896,1381588.36,1271213.8,C_LEGIT_164941094,165743.54,276118.1,0,0,L04_00226,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,42,104,1,5,NORMAL,0.0799
L04_001117,186,TRANSFER,147628.96,C1704975896,1271213.8,1123584.84,C_LEGIT_251596963,185043.07,332672.03,0,0,L04_00226,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,42,104,2,5,NORMAL,0.1161
L04_001118,217,TRANSFER,168537.73,C1704975896,1123584.84,955047.11,C_LEGIT_120250803,247308.88,415846.61,0,0,L04_00226,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,42,104,3,5,NORMAL,0.15
L04_001119,234,CASH_OUT,12522.94,C1704975896,955047.11,942524.17,C_LEGIT_363174426,0.0,0.0,0,0,L04_00226,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,42,104,4,5,NORMAL,0.0131
L04_001120,275,TRANSFER,141378.63,C1704975896,942524.17,801145.54,C_LEGIT_550004152,231460.87,372839.5,0,0,L04_00226,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,42,104,5,5,NORMAL,0.15
L04_001121,325,TRANSFER,91220.41,C2038991000,889781.81,798561.4,C_LEGIT_355408808,180946.41,272166.82,0,0,L04_00227,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,203,122,1,5,NORMAL,0.1025
L04_001122,343,PAYMENT,119784.21,C2038991000,798561.4,678777.19,C_LEGIT_447279940,0.0,0.0,0,0,L04_00227,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,203,122,2,5,NORMAL,0.15
L04_001123,363,CASH_OUT,101816.58,C2038991000,678777.19,576960.61,C_LEGIT_528422784,0.0,0.0,0,0,L04_00227,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,203,122,3,5,NORMAL,0.15
L04_001124,380,TRANSFER,58241.73,C2038991000,576960.61,518718.88,C_LEGIT_161877013,73701.51,131943.24,0,0,L04_00227,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,203,122,4,5,NORMAL,0.1009
L04_001125,424,TRANSFER,77807.83,C2038991000,518718.88,440911.05,C_LEGIT_226220804,79850.72,157658.55,0,0,L04_00227,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,203,122,5,5,NORMAL,0.15
L04_001126,379,CASH_OUT,96516.71,C2008702884,643444.72,546928.01,C_LEGIT_800843977,0.0,0.0,0,0,L04_00228,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,56,1,5,NORMAL,0.15
L04_001127,414,TRANSFER,33420.14,C2008702884,546928.01,513507.87,C_LEGIT_741847086,50926.76,84346.9,0,0,L04_00228,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,56,2,5,NORMAL,0.0611
L04_001128,464,TRANSFER,9963.51,C2008702884,513507.87,503544.36,C_LEGIT_575018475,6892.12,16855.63,0,0,L04_00228,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,56,3,5,NORMAL,0.0194
L04_001129,507,CASH_OUT,75531.65,C2008702884,503544.36,428012.71,C_LEGIT_139206271,0.0,0.0,0,0,L04_00228,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,56,4,5,NORMAL,0.15
L04_001130,546,PAYMENT,64201.91,C2008702884,428012.71,363810.8,C_LEGIT_279726038,0.0,0.0,0,0,L04_00228,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,56,5,5,NORMAL,0.15
L04_001131,139,PAYMENT,123459.19,C1792823935,1251616.36,1128157.17,C_LEGIT_231266105,0.0,0.0,0,0,L04_00229,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,12,127,1,5,NORMAL,0.0986
L04_001132,183,PAYMENT,26750.34,C1792823935,1128157.17,1101406.83,C_LEGIT_326397569,0.0,0.0,0,0,L04_00229,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,12,127,2,5,NORMAL,0.0237
L04_001133,206,PAYMENT,15629.14,C1792823935,1101406.83,1085777.69,C_LEGIT_589985543,0.0,0.0,0,0,L04_00229,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,12,127,3,5,NORMAL,0.0142
L04_001134,255,PAYMENT,162866.65,C1792823935,1085777.69,922911.04,C_LEGIT_534228948,0.0,0.0,0,0,L04_00229,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,12,127,4,5,NORMAL,0.15
L04_001135,276,TRANSFER,20293.98,C1792823935,922911.04,902617.06,C_LEGIT_845544369,25735.41,46029.39,0,0,L04_00229,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,12,127,5,5,NORMAL,0.022
L04_001136,251,TRANSFER,78574.16,C972430249,1273054.07,1194479.91,C_LEGIT_180713363,46127.77,124701.93,0,0,L04_00230,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,166,85,1,5,NORMAL,0.0617
L04_001137,289,PAYMENT,41180.85,C972430249,1194479.91,1153299.06,C_LEGIT_868437689,0.0,0.0,0,0,L04_00230,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,166,85,2,5,NORMAL,0.0345
L04_001138,308,CASH_OUT,62843.72,C972430249,1153299.06,1090455.34,C_LEGIT_570474504,0.0,0.0,0,0,L04_00230,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,166,85,3,5,NORMAL,0.0545
L04_001139,329,TRANSFER,163568.3,C972430249,1090455.34,926887.04,C_LEGIT_647339236,189163.6,352731.9,0,0,L04_00230,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,166,85,4,5,NORMAL,0.15
L04_001140,352,TRANSFER,82544.03,C972430249,926887.04,844343.01,C_LEGIT_567715834,42137.76,124681.79,0,0,L04_00230,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,166,85,5,5,NORMAL,0.0891
L04_001141,292,CASH_OUT,137756.26,C689600932,918375.05,780618.79,C_LEGIT_942304005,0.0,0.0,0,0,L04_00231,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,180,112,1,5,NORMAL,0.15
L04_001142,323,CASH_OUT,38539.13,C689600932,780618.79,742079.66,C_LEGIT_471151373,0.0,0.0,0,0,L04_00231,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,180,112,2,5,NORMAL,0.0494
L04_001143,348,TRANSFER,111311.95,C689600932,742079.66,630767.71,C_LEGIT_222380405,161724.05,273036.0,0,0,L04_00231,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,180,112,3,5,NORMAL,0.15
L04_001144,370,CASH_OUT,58799.17,C689600932,630767.71,571968.54,C_LEGIT_911283332,0.0,0.0,0,0,L04_00231,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,180,112,4,5,NORMAL,0.0932
L04_001145,398,TRANSFER,15093.4,C689600932,571968.54,556875.14,C_LEGIT_287052473,8835.2,23928.6,0,0,L04_00231,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,180,112,5,5,NORMAL,0.0264
L04_001146,93,TRANSFER,197286.08,C1060021137,1452247.62,1254961.54,C_LEGIT_183265199,117117.8,314403.88,0,0,L04_00232,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,39,54,1,5,NORMAL,0.1358
