record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,transaction_position,transactions_in_scenario,step_gap_from_previous,balance_usage_ratio,is_legitimate_counterexample
L02_001082,348,TRANSFER,6375.0,C1330444999,42500.0,36125.0,C426657563,0.0,6375.0,0,0,L02_00217,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,37,0.15,1
L02_001083,385,TRANSFER,5418.75,C1330444999,36125.0,30706.25,C426657563,0.0,5418.75,0,0,L02_00217,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,37,0.15,1
L02_001084,398,TRANSFER,4605.94,C1330444999,30706.25,26100.31,C426657563,0.0,4605.94,0,0,L02_00217,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,13,0.15,1
L02_001085,429,TRANSFER,3915.05,C1330444999,26100.31,22185.26,C426657563,0.0,3915.05,0,0,L02_00217,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,31,0.15,1
L02_001086,72,TRANSFER,7500.0,C1309057117,50000.0,42500.0,C1438571772,0.0,7500.0,0,0,L02_00218,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001087,119,TRANSFER,6375.0,C1309057117,42500.0,36125.0,C1438571772,0.0,6375.0,0,0,L02_00218,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,47,0.15,1
L02_001088,134,TRANSFER,5418.75,C1309057117,36125.0,30706.25,C1438571772,0.0,5418.75,0,0,L02_00218,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,15,0.15,1
L02_001089,165,TRANSFER,4605.94,C1309057117,30706.25,26100.31,C1438571772,0.0,4605.94,0,0,L02_00218,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,31,0.15,1
L02_001090,199,TRANSFER,3915.05,C1309057117,26100.31,22185.26,C1438571772,0.0,3915.05,0,0,L02_00218,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,34,0.15,1
L02_001091,441,TRANSFER,7500.0,C2045667617,50000.0,42500.0,C99772478,0.0,7500.0,0,0,L02_00219,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001092,485,TRANSFER,6375.0,C2045667617,42500.0,36125.0,C99772478,0.0,6375.0,0,0,L02_00219,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,44,0.15,1
L02_001093,534,TRANSFER,5418.75,C2045667617,36125.0,30706.25,C99772478,0.0,5418.75,0,0,L02_00219,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,49,0.15,1
L02_001094,557,TRANSFER,4605.94,C2045667617,30706.25,26100.31,C99772478,0.0,4605.94,0,0,L02_00219,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,23,0.15,1
L02_001095,601,TRANSFER,3915.05,C2045667617,26100.31,22185.26,C99772478,0.0,3915.05,0,0,L02_00219,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,44,0.15,1
L02_001096,136,TRANSFER,7500.0,C8159262,50000.0,42500.0,C1553928544,0.0,7500.0,0,0,L02_00220,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001097,178,TRANSFER,6375.0,C8159262,42500.0,36125.0,C1553928544,0.0,6375.0,0,0,L02_00220,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,42,0.15,1
L02_001098,213,TRANSFER,5418.75,C8159262,36125.0,30706.25,C1553928544,0.0,5418.75,0,0,L02_00220,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,35,0.15,1
L02_001099,261,TRANSFER,4605.94,C8159262,30706.25,26100.31,C1553928544,0.0,4605.94,0,0,L02_00220,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,48,0.15,1
L02_001100,291,TRANSFER,3915.05,C8159262,26100.31,22185.26,C1553928544,0.0,3915.05,0,0,L02_00220,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,30,0.15,1
L02_001101,305,TRANSFER,7500.0,C1273595291,50000.0,42500.0,C188285271,0.0,7500.0,0,0,L02_00221,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001102,331,TRANSFER,6375.0,C1273595291,42500.0,36125.0,C188285271,0.0,6375.0,0,0,L02_00221,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,26,0.15,1
L02_001103,364,TRANSFER,5418.75,C1273595291,36125.0,30706.25,C188285271,0.0,5418.75,0,0,L02_00221,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,33,0.15,1
L02_001104,394,TRANSFER,4605.94,C1273595291,30706.25,26100.31,C188285271,0.0,4605.94,0,0,L02_00221,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,30,0.15,1
L02_001105,442,TRANSFER,3915.05,C1273595291,26100.31,22185.26,C188285271,0.0,3915.05,0,0,L02_00221,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,48,0.15,1
L02_001106,45,TRANSFER,7500.0,C799243126,50000.0,42500.0,C271293656,0.0,7500.0,0,0,L02_00222,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001107,94,TRANSFER,6375.0,C799243126,42500.0,36125.0,C271293656,0.0,6375.0,0,0,L02_00222,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,49,0.15,1
L02_001108,122,TRANSFER,5418.75,C799243126,36125.0,30706.25,C271293656,0.0,5418.75,0,0,L02_00222,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,28,0.15,1
L02_001109,143,TRANSFER,4605.94,C799243126,30706.25,26100.31,C271293656,0.0,4605.94,0,0,L02_00222,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,21,0.15,1
L02_001110,160,TRANSFER,3915.05,C799243126,26100.31,22185.26,C271293656,0.0,3915.05,0,0,L02_00222,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,17,0.15,1
L02_001111,250,TRANSFER,7500.0,C1409034811,50000.0,42500.0,C570456432,0.0,7500.0,0,0,L02_00223,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001112,267,TRANSFER,6375.0,C1409034811,42500.0,36125.0,C570456432,0.0,6375.0,0,0,L02_00223,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,17,0.15,1
L02_001113,301,TRANSFER,5418.75,C1409034811,36125.0,30706.25,C570456432,0.0,5418.75,0,0,L02_00223,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,34,0.15,1
L02_001114,337,TRANSFER,4605.94,C1409034811,30706.25,26100.31,C570456432,0.0,4605.94,0,0,L02_00223,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,36,0.15,1
L02_001115,369,TRANSFER,3915.05,C1409034811,26100.31,22185.26,C570456432,0.0,3915.05,0,0,L02_00223,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,32,0.15,1
L02_001116,161,TRANSFER,7500.0,C1505607120,50000.0,42500.0,C347083961,0.0,7500.0,0,0,L02_00224,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001117,188,TRANSFER,6375.0,C1505607120,42500.0,36125.0,C347083961,0.0,6375.0,0,0,L02_00224,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,27,0.15,1
L02_001118,234,TRANSFER,5418.75,C1505607120,36125.0,30706.25,C347083961,0.0,5418.75,0,0,L02_00224,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,46,0.15,1
L02_001119,262,TRANSFER,4605.94,C1505607120,30706.25,26100.31,C347083961,0.0,4605.94,0,0,L02_00224,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,28,0.15,1
L02_001120,299,TRANSFER,3915.05,C1505607120,26100.31,22185.26,C347083961,0.0,3915.05,0,0,L02_00224,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,37,0.15,1
L02_001121,285,TRANSFER,7500.0,C1327601665,50000.0,42500.0,C1797608027,0.0,7500.0,0,0,L02_00225,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001122,304,TRANSFER,6375.0,C1327601665,42500.0,36125.0,C1797608027,0.0,6375.0,0,0,L02_00225,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,19,0.15,1
L02_001123,315,TRANSFER,5418.75,C1327601665,36125.0,30706.25,C1797608027,0.0,5418.75,0,0,L02_00225,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,11,0.15,1
L02_001124,335,TRANSFER,4605.94,C1327601665,30706.25,26100.31,C1797608027,0.0,4605.94,0,0,L02_00225,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,20,0.15,1
L02_001125,357,TRANSFER,3915.05,C1327601665,26100.31,22185.26,C1797608027,0.0,3915.05,0,0,L02_00225,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,22,0.15,1
L02_001126,155,TRANSFER,7500.0,C1896539298,50000.0,42500.0,C1873999586,0.0,7500.0,0,0,L02_00226,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001127,193,TRANSFER,6375.0,C1896539298,42500.0,36125.0,C1873999586,0.0,6375.0,0,0,L02_00226,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,38,0.15,1
L02_001128,240,TRANSFER,5418.75,C1896539298,36125.0,30706.25,C1873999586,0.0,5418.75,0,0,L02_00226,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,47,0.15,1
L02_001129,252,TRANSFER,4605.94,C1896539298,30706.25,26100.31,C1873999586,0.0,4605.94,0,0,L02_00226,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,12,0.15,1
L02_001130,277,TRANSFER,3915.05,C1896539298,26100.31,22185.26,C1873999586,0.0,3915.05,0,0,L02_00226,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,25,0.15,1
L02_001131,463,TRANSFER,7500.0,C916089690,50000.0,42500.0,C624640927,0.0,7500.0,0,0,L02_00227,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001132,509,TRANSFER,6375.0,C916089690,42500.0,36125.0,C624640927,0.0,6375.0,0,0,L02_00227,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,46,0.15,1
L02_001133,539,TRANSFER,5418.75,C916089690,36125.0,30706.25,C624640927,0.0,5418.75,0,0,L02_00227,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,30,0.15,1
L02_001134,579,TRANSFER,4605.94,C916089690,30706.25,26100.31,C624640927,0.0,4605.94,0,0,L02_00227,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,40,0.15,1
L02_001135,613,TRANSFER,3915.05,C916089690,26100.31,22185.26,C624640927,0.0,3915.05,0,0,L02_00227,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,34,0.15,1
L02_001136,375,TRANSFER,7500.0,C1487785012,50000.0,42500.0,C640978469,0.0,7500.0,0,0,L02_00228,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001137,422,TRANSFER,6375.0,C1487785012,42500.0,36125.0,C640978469,0.0,6375.0,0,0,L02_00228,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,47,0.15,1
L02_001138,461,TRANSFER,5418.75,C1487785012,36125.0,30706.25,C640978469,0.0,5418.75,0,0,L02_00228,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,39,0.15,1
L02_001139,504,TRANSFER,4605.94,C1487785012,30706.25,26100.31,C640978469,0.0,4605.94,0,0,L02_00228,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,43,0.15,1
L02_001140,545,TRANSFER,3915.05,C1487785012,26100.31,22185.26,C640978469,0.0,3915.05,0,0,L02_00228,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,41,0.15,1
L02_001141,313,TRANSFER,7500.0,C2007922544,50000.0,42500.0,C1662309692,0.0,7500.0,0,0,L02_00229,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001142,355,TRANSFER,6375.0,C2007922544,42500.0,36125.0,C1662309692,0.0,6375.0,0,0,L02_00229,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,42,0.15,1
L02_001143,388,TRANSFER,5418.75,C2007922544,36125.0,30706.25,C1662309692,0.0,5418.75,0,0,L02_00229,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,33,0.15,1
L02_001144,436,TRANSFER,4605.94,C2007922544,30706.25,26100.31,C1662309692,0.0,4605.94,0,0,L02_00229,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,48,0.15,1
L02_001145,479,TRANSFER,3915.05,C2007922544,26100.31,22185.26,C1662309692,0.0,3915.05,0,0,L02_00229,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,43,0.15,1
L02_001146,157,TRANSFER,7500.0,C1624301451,50000.0,42500.0,C37217776,0.0,7500.0,0,0,L02_00230,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001147,184,TRANSFER,6375.0,C1624301451,42500.0,36125.0,C37217776,0.0,6375.0,0,0,L02_00230,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,27,0.15,1
L02_001148,221,TRANSFER,5418.75,C1624301451,36125.0,30706.25,C37217776,0.0,5418.75,0,0,L02_00230,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,37,0.15,1
L02_001149,265,TRANSFER,4605.94,C1624301451,30706.25,26100.31,C37217776,0.0,4605.94,0,0,L02_00230,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,44,0.15,1
L02_001150,305,TRANSFER,3915.05,C1624301451,26100.31,22185.26,C37217776,0.0,3915.05,0,0,L02_00230,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,40,0.15,1
L02_001151,440,TRANSFER,7500.0,C589946418,50000.0,42500.0,C1397348583,0.0,7500.0,0,0,L02_00231,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001152,487,TRANSFER,6375.0,C589946418,42500.0,36125.0,C1397348583,0.0,6375.0,0,0,L02_00231,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,47,0.15,1
L02_001153,497,TRANSFER,5418.75,C589946418,36125.0,30706.25,C1397348583,0.0,5418.75,0,0,L02_00231,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,10,0.15,1
L02_001154,537,TRANSFER,4605.94,C589946418,30706.25,26100.31,C1397348583,0.0,4605.94,0,0,L02_00231,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,40,0.15,1
L02_001155,550,TRANSFER,3915.05,C589946418,26100.31,22185.26,C1397348583,0.0,3915.05,0,0,L02_00231,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,13,0.15,1
L02_001156,154,TRANSFER,7500.0,C1126201785,50000.0,42500.0,C981355512,0.0,7500.0,0,0,L02_00232,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001157,190,TRANSFER,6375.0,C1126201785,42500.0,36125.0,C981355512,0.0,6375.0,0,0,L02_00232,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,36,0.15,1
L02_001158,205,TRANSFER,5418.75,C1126201785,36125.0,30706.25,C981355512,0.0,5418.75,0,0,L02_00232,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,15,0.15,1
L02_001159,229,TRANSFER,4605.94,C1126201785,30706.25,26100.31,C981355512,0.0,4605.94,0,0,L02_00232,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,24,0.15,1
L02_001160,268,TRANSFER,3915.05,C1126201785,26100.31,22185.26,C981355512,0.0,3915.05,0,0,L02_00232,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,39,0.15,1
L02_001161,274,TRANSFER,7500.0,C1337093972,50000.0,42500.0,C209956581,0.0,7500.0,0,0,L02_00233,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001162,312,TRANSFER,6375.0,C1337093972,42500.0,36125.0,C209956581,0.0,6375.0,0,0,L02_00233,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,38,0.15,1
L02_001163,334,TRANSFER,5418.75,C1337093972,36125.0,30706.25,C209956581,0.0,5418.75,0,0,L02_00233,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,22,0.15,1
L02_001164,360,TRANSFER,4605.94,C1337093972,30706.25,26100.31,C209956581,0.0,4605.94,0,0,L02_00233,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,26,0.15,1
L02_001165,401,TRANSFER,3915.05,C1337093972,26100.31,22185.26,C209956581,0.0,3915.05,0,0,L02_00233,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,41,0.15,1
L02_001166,379,TRANSFER,7500.0,C2053404547,50000.0,42500.0,C1818452533,0.0,7500.0,0,0,L02_00234,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001167,391,TRANSFER,6375.0,C2053404547,42500.0,36125.0,C1818452533,0.0,6375.0,0,0,L02_00234,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,12,0.15,1
L02_001168,434,TRANSFER,5418.75,C2053404547,36125.0,30706.25,C1818452533,0.0,5418.75,0,0,L02_00234,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,43,0.15,1
L02_001169,475,TRANSFER,4605.94,C2053404547,30706.25,26100.31,C1818452533,0.0,4605.94,0,0,L02_00234,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,41,0.15,1
L02_001170,505,TRANSFER,3915.05,C2053404547,26100.31,22185.26,C1818452533,0.0,3915.05,0,0,L02_00234,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,30,0.15,1
L02_001171,280,TRANSFER,7727.89,C1342425903,51519.28,43791.39,C1314256472,0.0,7727.89,0,0,L02_00235,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001172,302,TRANSFER,6568.71,C1342425903,43791.39,37222.68,C1314256472,0.0,6568.71,0,0,L02_00235,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,22,0.15,1
L02_001173,345,TRANSFER,5583.4,C1342425903,37222.68,31639.28,C1314256472,0.0,5583.4,0,0,L02_00235,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,43,0.15,1
L02_001174,365,TRANSFER,4745.89,C1342425903,31639.28,26893.39,C1314256472,0.0,4745.89,0,0,L02_00235,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,20,0.15,1
L02_001175,410,TRANSFER,4034.01,C1342425903,26893.39,22859.38,C1314256472,0.0,4034.01,0,0,L02_00235,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,45,0.15,1
L02_001176,165,TRANSFER,7500.0,C1677879079,50000.0,42500.0,C430379574,0.0,7500.0,0,0,L02_00236,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001177,195,TRANSFER,6375.0,C1677879079,42500.0,36125.0,C430379574,0.0,6375.0,0,0,L02_00236,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,30,0.15,1
L02_001178,212,TRANSFER,5418.75,C1677879079,36125.0,30706.25,C430379574,0.0,5418.75,0,0,L02_00236,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,17,0.15,1
L02_001179,249,TRANSFER,4605.94,C1677879079,30706.25,26100.31,C430379574,0.0,4605.94,0,0,L02_00236,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,37,0.15,1
L02_001180,263,TRANSFER,3915.05,C1677879079,26100.31,22185.26,C430379574,0.0,3915.05,0,0,L02_00236,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,14,0.15,1
L02_001181,173,TRANSFER,15558.9,C1725335555,103726.0,88167.1,C1521190402,0.0,15558.9,0,0,L02_00237,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001182,203,TRANSFER,13225.07,C1725335555,88167.1,74942.03,C1521190402,0.0,13225.07,0,0,L02_00237,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,30,0.15,1
L02_001183,223,TRANSFER,11241.3,C1725335555,74942.03,63700.73,C1521190402,0.0,11241.3,0,0,L02_00237,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,20,0.15,1
L02_001184,271,TRANSFER,9555.11,C1725335555,63700.73,54145.62,C1521190402,0.0,9555.11,0,0,L02_00237,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,48,0.15,1
L02_001185,308,TRANSFER,8121.84,C1725335555,54145.62,46023.78,C1521190402,0.0,8121.84,0,0,L02_00237,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,37,0.15,1
L02_001186,154,TRANSFER,13519.35,C1807076638,90129.0,76609.65,C895940524,0.0,13519.35,0,0,L02_00238,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_001187,169,TRANSFER,11491.45,C1807076638,76609.65,65118.2,C895940524,0.0,11491.45,0,0,L02_00238,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,15,0.15,1
